time;V(/OUT_N);V(/OUT_SINGLE);
9.0568;1.27225;4.665;
9.05681;1.27334;4.67081;
9.05682;1.27463;4.67788;
9.05683;1.27611;4.68618;
9.05684;1.27778;4.69567;
9.05685;1.27963;4.70633;
9.05686;1.28165;4.7181;
9.05687;1.28384;4.73095;
9.05688;1.28619;4.74481;
9.05689;1.28868;4.75965;
9.0569;1.29131;4.77539;
9.05691;1.29407;4.79198;
9.05692;1.29695;4.80935;
9.05693;1.29993;4.82743;
9.05694;1.303;4.84616;
9.05695;1.30615;4.86545;
9.05696;1.30938;4.88523;
9.05697;1.31266;4.90543;
9.05698;1.31598;4.92595;
9.05699;1.31933;4.94674;
9.057;1.3227;4.96769;
9.05701;1.32607;4.98872;
9.05702;1.32944;5.00976;
9.05703;1.33277;5.03073;
9.05704;1.33608;5.05153;
9.05705;1.33933;5.07208;
9.05706;1.34252;5.09231;
9.05707;1.34564;5.11214;
9.05708;1.34867;5.13148;
9.05709;1.3516;5.15027;
9.0571;1.35442;5.16841;
9.05711;1.35711;5.18586;
9.05712;1.35968;5.20253;
9.05713;1.3621;5.21835;
9.05714;1.36437;5.23328;
9.05715;1.36648;5.24725;
9.05716;1.36842;5.26019;
9.05717;1.37018;5.27207;
9.05718;1.37176;5.28284;
9.05719;1.37315;5.29245;
9.0572;1.37434;5.30087;
9.05721;1.37533;5.30805;
9.05722;1.37612;5.31399;
9.05723;1.3767;5.31864;
9.05724;1.37707;5.32199;
9.05725;1.37723;5.32404;
9.05726;1.37718;5.32476;
9.05727;1.37691;5.32417;
9.05728;1.37644;5.32225;
9.05729;1.37575;5.31902;
9.0573;1.37486;5.3145;
9.05731;1.37377;5.30869;
9.05732;1.37248;5.30162;
9.05733;1.371;5.29333;
9.05734;1.36933;5.28383;
9.05735;1.36748;5.27318;
9.05736;1.36545;5.2614;
9.05737;1.36326;5.24856;
9.05738;1.36091;5.23469;
9.05739;1.35842;5.21985;
9.0574;1.35579;5.20411;
9.05741;1.35303;5.18752;
9.05742;1.35015;5.17015;
9.05743;1.34717;5.15207;
9.05744;1.3441;5.13334;
9.05745;1.34094;5.11405;
9.05746;1.33772;5.09427;
9.05747;1.33444;5.07407;
9.05748;1.33111;5.05355;
9.05749;1.32776;5.03277;
9.0575;1.32439;5.01182;
9.05751;1.32102;4.99078;
9.05752;1.31766;4.96974;
9.05753;1.31432;4.94878;
9.05754;1.31102;4.92797;
9.05755;1.30776;4.90742;
9.05756;1.30457;4.88719;
9.05757;1.30146;4.86736;
9.05758;1.29843;4.84802;
9.05759;1.2955;4.82924;
9.0576;1.29268;4.81109;
9.05761;1.28998;4.79364;
9.05762;1.28742;4.77698;
9.05763;1.285;4.76115;
9.05764;1.28273;4.74622;
9.05765;1.28062;4.73226;
9.05766;1.27868;4.71931;
9.05767;1.27692;4.70743;
9.05768;1.27535;4.69666;
9.05769;1.27396;4.68705;
9.0577;1.27277;4.67863;
9.05771;1.27178;4.67145;
9.05772;1.27099;4.66552;
9.05773;1.27041;4.66086;
9.05774;1.27004;4.65751;
9.05775;1.26988;4.65546;
9.05776;1.26993;4.65474;
9.05777;1.2702;4.65533;
9.05778;1.27067;4.65725;
9.05779;1.27136;4.66048;
9.0578;1.27225;4.665;
9.05781;1.27334;4.67081;
9.05782;1.27463;4.67788;
9.05783;1.27611;4.68618;
9.05784;1.27778;4.69567;
9.05785;1.27963;4.70633;
9.05786;1.28165;4.7181;
9.05787;1.28384;4.73095;
9.05788;1.28619;4.74481;
9.05789;1.28868;4.75965;
9.0579;1.29131;4.77539;
9.05791;1.29407;4.79198;
9.05792;1.29694;4.80935;
9.05793;1.29992;4.82743;
9.05794;1.303;4.84616;
9.05795;1.30615;4.86545;
9.05796;1.30938;4.88523;
9.05797;1.31265;4.90543;
9.05798;1.31598;4.92595;
9.05799;1.31933;4.94674;
9.058;1.3227;4.96769;
9.05801;1.32607;4.98872;
9.05802;1.32943;5.00976;
9.05803;1.33277;5.03073;
9.05804;1.33608;5.05153;
9.05805;1.33933;5.07208;
9.05806;1.34252;5.09231;
9.05807;1.34564;5.11214;
9.05808;1.34867;5.13148;
9.05809;1.3516;5.15027;
9.0581;1.35442;5.16841;
9.05811;1.35711;5.18586;
9.05812;1.35968;5.20253;
9.05813;1.3621;5.21835;
9.05814;1.36437;5.23328;
9.05815;1.36648;5.24725;
9.05816;1.36842;5.26019;
9.05817;1.37018;5.27207;
9.05818;1.37176;5.28284;
9.05819;1.37315;5.29245;
9.0582;1.37434;5.30087;
9.05821;1.37533;5.30805;
9.05822;1.37612;5.31399;
9.05823;1.3767;5.31864;
9.05824;1.37707;5.32199;
9.05825;1.37723;5.32404;
9.05826;1.37717;5.32476;
9.05827;1.37691;5.32417;
9.05828;1.37644;5.32225;
9.05829;1.37575;5.31902;
9.0583;1.37486;5.3145;
9.05831;1.37377;5.30869;
9.05832;1.37248;5.30162;
9.05833;1.371;5.29333;
9.05834;1.36932;5.28383;
9.05835;1.36747;5.27318;
9.05836;1.36545;5.2614;
9.05837;1.36326;5.24856;
9.05838;1.36091;5.23469;
9.05839;1.35842;5.21985;
9.0584;1.35578;5.20411;
9.05841;1.35302;5.18752;
9.05842;1.35015;5.17015;
9.05843;1.34717;5.15207;
9.05844;1.34409;5.13334;
9.05845;1.34094;5.11405;
9.05846;1.33771;5.09427;
9.05847;1.33443;5.07407;
9.05848;1.33111;5.05355;
9.05849;1.32776;5.03277;
9.0585;1.32439;5.01182;
9.05851;1.32102;4.99078;
9.05852;1.31766;4.96974;
9.05853;1.31432;4.94878;
9.05854;1.31101;4.92797;
9.05855;1.30776;4.90742;
9.05856;1.30457;4.88719;
9.05857;1.30145;4.86736;
9.05858;1.29843;4.84802;
9.05859;1.2955;4.82924;
9.0586;1.29268;4.81109;
9.05861;1.28998;4.79364;
9.05862;1.28742;4.77698;
9.05863;1.285;4.76115;
9.05864;1.28273;4.74622;
9.05865;1.28062;4.73226;
9.05866;1.27868;4.71931;
9.05867;1.27692;4.70743;
9.05868;1.27534;4.69666;
9.05869;1.27396;4.68705;
9.0587;1.27277;4.67863;
9.05871;1.27177;4.67145;
9.05872;1.27099;4.66552;
9.05873;1.27041;4.66086;
9.05874;1.27004;4.65751;
9.05875;1.26988;4.65546;
9.05876;1.26993;4.65474;
9.05877;1.2702;4.65533;
9.05878;1.27067;4.65725;
9.05879;1.27135;4.66048;
9.0588;1.27224;4.665;
9.05881;1.27333;4.67081;
9.05882;1.27462;4.67788;
9.05883;1.27611;4.68618;
9.05884;1.27778;4.69567;
9.05885;1.27963;4.70633;
9.05886;1.28165;4.7181;
9.05887;1.28384;4.73095;
9.05888;1.28619;4.74481;
9.05889;1.28868;4.75965;
9.0589;1.29131;4.77539;
9.05891;1.29407;4.79198;
9.05892;1.29694;4.80935;
9.05893;1.29992;4.82743;
9.05894;1.303;4.84616;
9.05895;1.30615;4.86545;
9.05896;1.30937;4.88523;
9.05897;1.31265;4.90543;
9.05898;1.31598;4.92595;
9.05899;1.31933;4.94674;
9.059;1.3227;4.96769;
9.05901;1.32607;4.98872;
9.05902;1.32943;5.00976;
9.05903;1.33277;5.03073;
9.05904;1.33607;5.05153;
9.05905;1.33933;5.07208;
9.05906;1.34252;5.09231;
9.05907;1.34564;5.11214;
9.05908;1.34866;5.13148;
9.05909;1.35159;5.15027;
9.0591;1.35441;5.16841;
9.05911;1.35711;5.18586;
9.05912;1.35968;5.20253;
9.05913;1.3621;5.21835;
9.05914;1.36437;5.23328;
9.05915;1.36648;5.24725;
9.05916;1.36842;5.26019;
9.05917;1.37018;5.27207;
9.05918;1.37176;5.28284;
9.05919;1.37315;5.29245;
9.0592;1.37434;5.30087;
9.05921;1.37533;5.30805;
9.05922;1.37612;5.31399;
9.05923;1.3767;5.31864;
9.05924;1.37707;5.32199;
9.05925;1.37723;5.32404;
9.05926;1.37717;5.32476;
9.05927;1.37691;5.32417;
9.05928;1.37643;5.32225;
9.05929;1.37575;5.31902;
9.0593;1.37486;5.3145;
9.05931;1.37377;5.30869;
9.05932;1.37248;5.30162;
9.05933;1.37099;5.29333;
9.05934;1.36932;5.28383;
9.05935;1.36747;5.27318;
9.05936;1.36545;5.2614;
9.05937;1.36326;5.24856;
9.05938;1.36091;5.23469;
9.05939;1.35841;5.21985;
9.0594;1.35578;5.20411;
9.05941;1.35302;5.18752;
9.05942;1.35015;5.17015;
9.05943;1.34717;5.15207;
9.05944;1.34409;5.13334;
9.05945;1.34094;5.11405;
9.05946;1.33771;5.09427;
9.05947;1.33443;5.07407;
9.05948;1.33111;5.05355;
9.05949;1.32776;5.03277;
9.0595;1.32439;5.01182;
9.05951;1.32102;4.99078;
9.05952;1.31765;4.96974;
9.05953;1.31431;4.94878;
9.05954;1.31101;4.92797;
9.05955;1.30776;4.90742;
9.05956;1.30457;4.88719;
9.05957;1.30145;4.86736;
9.05958;1.29842;4.84802;
9.05959;1.2955;4.82924;
9.0596;1.29268;4.81109;
9.05961;1.28998;4.79364;
9.05962;1.28742;4.77698;
9.05963;1.285;4.76115;
9.05964;1.28273;4.74622;
9.05965;1.28062;4.73226;
9.05966;1.27868;4.71931;
9.05967;1.27692;4.70743;
9.05968;1.27534;4.69666;
9.05969;1.27396;4.68705;
9.0597;1.27276;4.67863;
9.05971;1.27177;4.67145;
9.05972;1.27099;4.66552;
9.05973;1.27041;4.66086;
9.05974;1.27004;4.65751;
9.05975;1.26988;4.65546;
9.05976;1.26993;4.65474;
9.05977;1.27019;4.65533;
9.05978;1.27067;4.65725;
9.05979;1.27135;4.66048;
9.0598;1.27224;4.665;
9.05981;1.27333;4.67081;
9.05982;1.27462;4.67788;
9.05983;1.27611;4.68618;
9.05984;1.27777;4.69567;
9.05985;1.27963;4.70633;
9.05986;1.28165;4.7181;
9.05987;1.28384;4.73095;
9.05988;1.28618;4.74481;
9.05989;1.28868;4.75965;
9.0599;1.29131;4.77539;
9.05991;1.29407;4.79198;
9.05992;1.29694;4.80935;
9.05993;1.29992;4.82743;
9.05994;1.30299;4.84616;
9.05995;1.30615;4.86545;
9.05996;1.30937;4.88523;
9.05997;1.31265;4.90543;
9.05998;1.31597;4.92595;
9.05999;1.31933;4.94674;
9.06;1.3227;4.96769;
9.06001;1.32607;4.98872;
9.06002;1.32943;5.00976;
9.06003;1.33277;5.03073;
9.06004;1.33607;5.05153;
9.06005;1.33933;5.07208;
9.06006;1.34252;5.09231;
9.06007;1.34563;5.11214;
9.06008;1.34866;5.13148;
9.06009;1.35159;5.15027;
9.0601;1.35441;5.16841;
9.06011;1.35711;5.18586;
9.06012;1.35967;5.20253;
9.06013;1.3621;5.21835;
9.06014;1.36437;5.23328;
9.06015;1.36648;5.24725;
9.06016;1.36841;5.26019;
9.06017;1.37018;5.27207;
9.06018;1.37176;5.28284;
9.06019;1.37314;5.29245;
9.0602;1.37434;5.30087;
9.06021;1.37533;5.30805;
9.06022;1.37611;5.31399;
9.06023;1.37669;5.31864;
9.06024;1.37707;5.32199;
9.06025;1.37722;5.32404;
9.06026;1.37717;5.32476;
9.06027;1.37691;5.32417;
9.06028;1.37643;5.32225;
9.06029;1.37575;5.31902;
9.0603;1.37486;5.3145;
9.06031;1.37377;5.30869;
9.06032;1.37248;5.30162;
9.06033;1.37099;5.29333;
9.06034;1.36932;5.28383;
9.06035;1.36747;5.27318;
9.06036;1.36545;5.2614;
9.06037;1.36325;5.24856;
9.06038;1.36091;5.23469;
9.06039;1.35841;5.21985;
9.0604;1.35578;5.20411;
9.06041;1.35302;5.18752;
9.06042;1.35015;5.17015;
9.06043;1.34716;5.15207;
9.06044;1.34409;5.13334;
9.06045;1.34094;5.11405;
9.06046;1.33771;5.09427;
9.06047;1.33443;5.07407;
9.06048;1.33111;5.05355;
9.06049;1.32776;5.03277;
9.0605;1.32439;5.01182;
9.06051;1.32101;4.99078;
9.06052;1.31765;4.96974;
9.06053;1.31431;4.94878;
9.06054;1.31101;4.92797;
9.06055;1.30776;4.90742;
9.06056;1.30457;4.88719;
9.06057;1.30145;4.86736;
9.06058;1.29842;4.84802;
9.06059;1.29549;4.82924;
9.0606;1.29268;4.81109;
9.06061;1.28998;4.79364;
9.06062;1.28742;4.77698;
9.06063;1.28499;4.76115;
9.06064;1.28273;4.74622;
9.06065;1.28062;4.73226;
9.06066;1.27868;4.71931;
9.06067;1.27692;4.70743;
9.06068;1.27534;4.69666;
9.06069;1.27395;4.68705;
9.0607;1.27276;4.67863;
9.06071;1.27177;4.67145;
9.06072;1.27098;4.66552;
9.06073;1.27041;4.66086;
9.06074;1.27004;4.65751;
9.06075;1.26988;4.65546;
9.06076;1.26993;4.65474;
9.06077;1.27019;4.65533;
9.06078;1.27067;4.65725;
9.06079;1.27135;4.66048;
9.0608;1.27224;4.665;
9.06081;1.27333;4.67081;
9.06082;1.27462;4.67788;
9.06083;1.2761;4.68618;
9.06084;1.27777;4.69567;
9.06085;1.27962;4.70633;
9.06086;1.28165;4.7181;
9.06087;1.28384;4.73095;
9.06088;1.28618;4.74481;
9.06089;1.28868;4.75965;
9.0609;1.29131;4.77539;
9.06091;1.29406;4.79198;
9.06092;1.29694;4.80935;
9.06093;1.29992;4.82743;
9.06094;1.30299;4.84616;
9.06095;1.30615;4.86545;
9.06096;1.30937;4.88523;
9.06097;1.31265;4.90543;
9.06098;1.31597;4.92595;
9.06099;1.31932;4.94674;
9.061;1.32269;4.96769;
9.06101;1.32607;4.98872;
9.06102;1.32943;5.00976;
9.06103;1.33277;5.03073;
9.06104;1.33607;5.05153;
9.06105;1.33932;5.07208;
9.06106;1.34252;5.09231;
9.06107;1.34563;5.11214;
9.06108;1.34866;5.13148;
9.06109;1.35159;5.15027;
9.0611;1.35441;5.16841;
9.06111;1.35711;5.18586;
9.06112;1.35967;5.20253;
9.06113;1.36209;5.21835;
9.06114;1.36436;5.23328;
9.06115;1.36647;5.24725;
9.06116;1.36841;5.26019;
9.06117;1.37018;5.27207;
9.06118;1.37175;5.28284;
9.06119;1.37314;5.29245;
9.0612;1.37433;5.30087;
9.06121;1.37533;5.30805;
9.06122;1.37611;5.31399;
9.06123;1.37669;5.31864;
9.06124;1.37706;5.32199;
9.06125;1.37722;5.32404;
9.06126;1.37717;5.32476;
9.06127;1.37691;5.32417;
9.06128;1.37643;5.32225;
9.06129;1.37575;5.31902;
9.0613;1.37486;5.3145;
9.06131;1.37376;5.30869;
9.06132;1.37247;5.30162;
9.06133;1.37099;5.29333;
9.06134;1.36932;5.28383;
9.06135;1.36747;5.27318;
9.06136;1.36544;5.2614;
9.06137;1.36325;5.24856;
9.06138;1.36091;5.23469;
9.06139;1.35841;5.21985;
9.0614;1.35578;5.20411;
9.06141;1.35302;5.18752;
9.06142;1.35014;5.17015;
9.06143;1.34716;5.15207;
9.06144;1.34409;5.13334;
9.06145;1.34093;5.11405;
9.06146;1.33771;5.09427;
9.06147;1.33443;5.07407;
9.06148;1.33111;5.05355;
9.06149;1.32775;5.03277;
9.0615;1.32438;5.01182;
9.06151;1.32101;4.99078;
9.06152;1.31765;4.96974;
9.06153;1.31431;4.94878;
9.06154;1.31101;4.92797;
9.06155;1.30776;4.90742;
9.06156;1.30456;4.88719;
9.06157;1.30145;4.86736;
9.06158;1.29842;4.84802;
9.06159;1.29549;4.82924;
9.0616;1.29267;4.81109;
9.06161;1.28998;4.79364;
9.06162;1.28741;4.77698;
9.06163;1.28499;4.76115;
9.06164;1.28272;4.74622;
9.06165;1.28062;4.73226;
9.06166;1.27868;4.71931;
9.06167;1.27692;4.70743;
9.06168;1.27534;4.69666;
9.06169;1.27395;4.68705;
9.0617;1.27276;4.67863;
9.06171;1.27177;4.67145;
9.06172;1.27098;4.66552;
9.06173;1.2704;4.66086;
9.06174;1.27003;4.65751;
9.06175;1.26987;4.65546;
9.06176;1.26993;4.65474;
9.06177;1.27019;4.65533;
9.06178;1.27067;4.65725;
9.06179;1.27135;4.66048;
9.0618;1.27224;4.665;
9.06181;1.27333;4.67081;
9.06182;1.27462;4.67788;
9.06183;1.2761;4.68618;
9.06184;1.27777;4.69567;
9.06185;1.27962;4.70633;
9.06186;1.28165;4.7181;
9.06187;1.28383;4.73095;
9.06188;1.28618;4.74481;
9.06189;1.28867;4.75965;
9.0619;1.2913;4.77539;
9.06191;1.29406;4.79198;
9.06192;1.29694;4.80935;
9.06193;1.29992;4.82743;
9.06194;1.30299;4.84616;
9.06195;1.30615;4.86545;
9.06196;1.30937;4.88523;
9.06197;1.31265;4.90543;
9.06198;1.31597;4.92595;
9.06199;1.31932;4.94674;
9.062;1.32269;4.96769;
9.06201;1.32606;4.98872;
9.06202;1.32943;5.00976;
9.06203;1.33277;5.03073;
9.06204;1.33607;5.05153;
9.06205;1.33932;5.07208;
9.06206;1.34251;5.09231;
9.06207;1.34563;5.11214;
9.06208;1.34866;5.13148;
9.06209;1.35159;5.15027;
9.0621;1.35441;5.16841;
9.06211;1.35711;5.18586;
9.06212;1.35967;5.20253;
9.06213;1.36209;5.21835;
9.06214;1.36436;5.23328;
9.06215;1.36647;5.24725;
9.06216;1.36841;5.26019;
9.06217;1.37017;5.27207;
9.06218;1.37175;5.28284;
9.06219;1.37314;5.29245;
9.0622;1.37433;5.30087;
9.06221;1.37532;5.30805;
9.06222;1.37611;5.31399;
9.06223;1.37669;5.31864;
9.06224;1.37706;5.32199;
9.06225;1.37722;5.32404;
9.06226;1.37717;5.32476;
9.06227;1.3769;5.32417;
9.06228;1.37643;5.32225;
9.06229;1.37574;5.31902;
9.0623;1.37486;5.3145;
9.06231;1.37376;5.30869;
9.06232;1.37247;5.30162;
9.06233;1.37099;5.29333;
9.06234;1.36932;5.28383;
9.06235;1.36747;5.27318;
9.06236;1.36544;5.2614;
9.06237;1.36325;5.24856;
9.06238;1.3609;5.23469;
9.06239;1.35841;5.21985;
9.0624;1.35578;5.20411;
9.06241;1.35302;5.18752;
9.06242;1.35014;5.17015;
9.06243;1.34716;5.15207;
9.06244;1.34409;5.13334;
9.06245;1.34093;5.11405;
9.06246;1.33771;5.09427;
9.06247;1.33443;5.07407;
9.06248;1.33111;5.05355;
9.06249;1.32775;5.03277;
9.0625;1.32438;5.01182;
9.06251;1.32101;4.99078;
9.06252;1.31765;4.96974;
9.06253;1.31431;4.94878;
9.06254;1.31101;4.92797;
9.06255;1.30775;4.90742;
9.06256;1.30456;4.88719;
9.06257;1.30145;4.86736;
9.06258;1.29842;4.84802;
9.06259;1.29549;4.82924;
9.0626;1.29267;4.81109;
9.06261;1.28998;4.79364;
9.06262;1.28741;4.77698;
9.06263;1.28499;4.76115;
9.06264;1.28272;4.74622;
9.06265;1.28061;4.73226;
9.06266;1.27868;4.71931;
9.06267;1.27692;4.70743;
9.06268;1.27534;4.69666;
9.06269;1.27395;4.68705;
9.0627;1.27276;4.67863;
9.06271;1.27177;4.67145;
9.06272;1.27098;4.66552;
9.06273;1.2704;4.66086;
9.06274;1.27003;4.65751;
9.06275;1.26987;4.65546;
9.06276;1.26993;4.65474;
9.06277;1.27019;4.65533;
9.06278;1.27066;4.65725;
9.06279;1.27135;4.66048;
9.0628;1.27224;4.665;
9.06281;1.27333;4.67081;
9.06282;1.27462;4.67788;
9.06283;1.2761;4.68618;
9.06284;1.27777;4.69567;
9.06285;1.27962;4.70633;
9.06286;1.28164;4.7181;
9.06287;1.28383;4.73095;
9.06288;1.28618;4.74481;
9.06289;1.28867;4.75965;
9.0629;1.2913;4.77539;
9.06291;1.29406;4.79198;
9.06292;1.29694;4.80935;
9.06293;1.29992;4.82743;
9.06294;1.30299;4.84616;
9.06295;1.30614;4.86545;
9.06296;1.30937;4.88523;
9.06297;1.31265;4.90543;
9.06298;1.31597;4.92595;
9.06299;1.31932;4.94674;
9.063;1.32269;4.96769;
9.06301;1.32606;4.98872;
9.06302;1.32943;5.00976;
9.06303;1.33276;5.03073;
9.06304;1.33607;5.05153;
9.06305;1.33932;5.07208;
9.06306;1.34251;5.09231;
9.06307;1.34563;5.11214;
9.06308;1.34866;5.13148;
9.06309;1.35159;5.15027;
9.0631;1.35441;5.16841;
9.06311;1.3571;5.18586;
9.06312;1.35967;5.20253;
9.06313;1.36209;5.21835;
9.06314;1.36436;5.23328;
9.06315;1.36647;5.24725;
9.06316;1.36841;5.26019;
9.06317;1.37017;5.27207;
9.06318;1.37175;5.28284;
9.06319;1.37314;5.29245;
9.0632;1.37433;5.30087;
9.06321;1.37532;5.30805;
9.06322;1.37611;5.31399;
9.06323;1.37669;5.31864;
9.06324;1.37706;5.32199;
9.06325;1.37722;5.32404;
9.06326;1.37717;5.32476;
9.06327;1.3769;5.32417;
9.06328;1.37643;5.32225;
9.06329;1.37574;5.31902;
9.0633;1.37485;5.3145;
9.06331;1.37376;5.30869;
9.06332;1.37247;5.30162;
9.06333;1.37099;5.29333;
9.06334;1.36932;5.28383;
9.06335;1.36746;5.27318;
9.06336;1.36544;5.2614;
9.06337;1.36325;5.24856;
9.06338;1.3609;5.23469;
9.06339;1.35841;5.21985;
9.0634;1.35578;5.20411;
9.06341;1.35302;5.18752;
9.06342;1.35014;5.17015;
9.06343;1.34716;5.15207;
9.06344;1.34409;5.13334;
9.06345;1.34093;5.11405;
9.06346;1.33771;5.09427;
9.06347;1.33443;5.07407;
9.06348;1.3311;5.05355;
9.06349;1.32775;5.03277;
9.0635;1.32438;5.01182;
9.06351;1.32101;4.99078;
9.06352;1.31765;4.96974;
9.06353;1.31431;4.94878;
9.06354;1.31101;4.92797;
9.06355;1.30775;4.90742;
9.06356;1.30456;4.88719;
9.06357;1.30145;4.86736;
9.06358;1.29842;4.84802;
9.06359;1.29549;4.82924;
9.0636;1.29267;4.81109;
9.06361;1.28997;4.79364;
9.06362;1.28741;4.77698;
9.06363;1.28499;4.76115;
9.06364;1.28272;4.74622;
9.06365;1.28061;4.73226;
9.06366;1.27867;4.71931;
9.06367;1.27691;4.70743;
9.06368;1.27534;4.69666;
9.06369;1.27395;4.68705;
9.0637;1.27276;4.67863;
9.06371;1.27177;4.67145;
9.06372;1.27098;4.66552;
9.06373;1.2704;4.66086;
9.06374;1.27003;4.65751;
9.06375;1.26987;4.65546;
9.06376;1.26992;4.65474;
9.06377;1.27019;4.65533;
9.06378;1.27066;4.65725;
9.06379;1.27135;4.66048;
9.0638;1.27223;4.665;
9.06381;1.27333;4.67081;
9.06382;1.27462;4.67788;
9.06383;1.2761;4.68618;
9.06384;1.27777;4.69567;
9.06385;1.27962;4.70633;
9.06386;1.28164;4.7181;
9.06387;1.28383;4.73095;
9.06388;1.28618;4.74481;
9.06389;1.28867;4.75965;
9.0639;1.2913;4.77539;
9.06391;1.29406;4.79198;
9.06392;1.29693;4.80935;
9.06393;1.29991;4.82743;
9.06394;1.30299;4.84616;
9.06395;1.30614;4.86545;
9.06396;1.30937;4.88523;
9.06397;1.31264;4.90543;
9.06398;1.31597;4.92595;
9.06399;1.31932;4.94674;
9.064;1.32269;4.96769;
9.06401;1.32606;4.98872;
9.06402;1.32942;5.00976;
9.06403;1.33276;5.03073;
9.06404;1.33607;5.05153;
9.06405;1.33932;5.07208;
9.06406;1.34251;5.09231;
9.06407;1.34563;5.11214;
9.06408;1.34866;5.13148;
9.06409;1.35159;5.15027;
9.0641;1.35441;5.16841;
9.06411;1.3571;5.18586;
9.06412;1.35967;5.20253;
9.06413;1.36209;5.21835;
9.06414;1.36436;5.23328;
9.06415;1.36647;5.24725;
9.06416;1.36841;5.26019;
9.06417;1.37017;5.27207;
9.06418;1.37175;5.28284;
9.06419;1.37314;5.29245;
9.0642;1.37433;5.30087;
9.06421;1.37532;5.30805;
9.06422;1.37611;5.31399;
9.06423;1.37669;5.31864;
9.06424;1.37706;5.32199;
9.06425;1.37722;5.32404;
9.06426;1.37716;5.32476;
9.06427;1.3769;5.32417;
9.06428;1.37643;5.32225;
9.06429;1.37574;5.31902;
9.0643;1.37485;5.3145;
9.06431;1.37376;5.30869;
9.06432;1.37247;5.30162;
9.06433;1.37099;5.29333;
9.06434;1.36931;5.28383;
9.06435;1.36746;5.27318;
9.06436;1.36544;5.2614;
9.06437;1.36325;5.24856;
9.06438;1.3609;5.23469;
9.06439;1.35841;5.21985;
9.0644;1.35577;5.20411;
9.06441;1.35301;5.18752;
9.06442;1.35014;5.17015;
9.06443;1.34716;5.15207;
9.06444;1.34408;5.13334;
9.06445;1.34093;5.11405;
9.06446;1.3377;5.09427;
9.06447;1.33442;5.07407;
9.06448;1.3311;5.05355;
9.06449;1.32775;5.03277;
9.0645;1.32438;5.01182;
9.06451;1.32101;4.99078;
9.06452;1.31765;4.96974;
9.06453;1.31431;4.94878;
9.06454;1.311;4.92797;
9.06455;1.30775;4.90742;
9.06456;1.30456;4.88719;
9.06457;1.30144;4.86736;
9.06458;1.29842;4.84802;
9.06459;1.29549;4.82924;
9.0646;1.29267;4.81109;
9.06461;1.28997;4.79364;
9.06462;1.28741;4.77698;
9.06463;1.28499;4.76115;
9.06464;1.28272;4.74622;
9.06465;1.28061;4.73226;
9.06466;1.27867;4.71931;
9.06467;1.27691;4.70743;
9.06468;1.27533;4.69666;
9.06469;1.27395;4.68705;
9.0647;1.27276;4.67863;
9.06471;1.27176;4.67145;
9.06472;1.27098;4.66552;
9.06473;1.2704;4.66086;
9.06474;1.27003;4.65751;
9.06475;1.26987;4.65546;
9.06476;1.26992;4.65474;
9.06477;1.27019;4.65533;
9.06478;1.27066;4.65725;
9.06479;1.27134;4.66048;
9.0648;1.27223;4.665;
9.06481;1.27332;4.67081;
9.06482;1.27461;4.67788;
9.06483;1.2761;4.68618;
9.06484;1.27777;4.69567;
9.06485;1.27962;4.70633;
9.06486;1.28164;4.7181;
9.06487;1.28383;4.73095;
9.06488;1.28618;4.74481;
9.06489;1.28867;4.75965;
9.0649;1.2913;4.77539;
9.06491;1.29406;4.79198;
9.06492;1.29693;4.80935;
9.06493;1.29991;4.82743;
9.06494;1.30299;4.84616;
9.06495;1.30614;4.86545;
9.06496;1.30936;4.88523;
9.06497;1.31264;4.90543;
9.06498;1.31597;4.92595;
9.06499;1.31932;4.94674;
9.065;1.32269;4.96769;
9.06501;1.32606;4.98872;
9.06502;1.32942;5.00976;
9.06503;1.33276;5.03073;
9.06504;1.33606;5.05153;
9.06505;1.33932;5.07208;
9.06506;1.34251;5.09231;
9.06507;1.34563;5.11214;
9.06508;1.34865;5.13148;
9.06509;1.35158;5.15027;
9.0651;1.3544;5.16841;
9.06511;1.3571;5.18586;
9.06512;1.35967;5.20253;
9.06513;1.36209;5.21835;
9.06514;1.36436;5.23328;
9.06515;1.36647;5.24725;
9.06516;1.36841;5.26019;
9.06517;1.37017;5.27207;
9.06518;1.37175;5.28284;
9.06519;1.37314;5.29245;
9.0652;1.37433;5.30087;
9.06521;1.37532;5.30805;
9.06522;1.37611;5.31399;
9.06523;1.37669;5.31864;
9.06524;1.37706;5.32199;
9.06525;1.37722;5.32404;
9.06526;1.37716;5.32476;
9.06527;1.3769;5.32417;
9.06528;1.37642;5.32225;
9.06529;1.37574;5.31902;
9.0653;1.37485;5.3145;
9.06531;1.37376;5.30869;
9.06532;1.37247;5.30162;
9.06533;1.37098;5.29333;
9.06534;1.36931;5.28383;
9.06535;1.36746;5.27318;
9.06536;1.36544;5.2614;
9.06537;1.36325;5.24856;
9.06538;1.3609;5.23469;
9.06539;1.3584;5.21985;
9.0654;1.35577;5.20411;
9.06541;1.35301;5.18752;
9.06542;1.35014;5.17015;
9.06543;1.34716;5.15207;
9.06544;1.34408;5.13334;
9.06545;1.34093;5.11405;
9.06546;1.3377;5.09427;
9.06547;1.33442;5.07407;
9.06548;1.3311;5.05355;
9.06549;1.32775;5.03277;
9.0655;1.32438;5.01182;
9.06551;1.32101;4.99078;
9.06552;1.31764;4.96974;
9.06553;1.3143;4.94878;
9.06554;1.311;4.92797;
