time;V(/OUT_N);V(/OUT_P);V(/OUT_SINGLE);v(/OUT_P)-V(/OUT_N);
0.938333;1.53249;1.52274;2.74741;-0.00974925;
0.938343;1.53083;1.52112;2.73712;-0.00970549;
0.938353;1.529;1.51933;2.72577;-0.00966331;
0.938363;1.527;1.51738;2.7134;-0.00962288;
0.938373;1.52486;1.51527;2.70005;-0.00958439;
0.938383;1.52257;1.51302;2.68579;-0.00954798;
0.938393;1.52014;1.51062;2.67066;-0.00951382;
0.938403;1.51758;1.5081;2.65472;-0.00948205;
0.938413;1.51491;1.50545;2.63804;-0.0094528;
0.938423;1.51212;1.5027;2.62069;-0.00942621;
0.938433;1.50925;1.49984;2.60272;-0.00940238;
0.938443;1.50628;1.4969;2.58422;-0.00938141;
0.938453;1.50325;1.49388;2.56525;-0.00936339;
0.938463;1.50015;1.4908;2.54589;-0.0093484;
0.938473;1.49701;1.48767;2.52623;-0.0093365;
0.938483;1.49382;1.4845;2.50632;-0.00932773;
0.938493;1.49062;1.4813;2.48627;-0.00932212;
0.938503;1.48741;1.47809;2.46614;-0.00931971;
0.938513;1.4842;1.47488;2.44601;-0.00932049;
0.938523;1.481;1.47168;2.42598;-0.00932447;
0.938533;1.47783;1.4685;2.4061;-0.00933162;
0.938543;1.47471;1.46537;2.38648;-0.00934191;
0.938553;1.47164;1.46228;2.36717;-0.00935531;
0.938563;1.46863;1.45926;2.34827;-0.00937175;
0.938573;1.4657;1.45631;2.32983;-0.00939116;
0.938583;1.46286;1.45345;2.31195;-0.00941348;
0.938593;1.46012;1.45068;2.29468;-0.0094386;
0.938603;1.4575;1.44803;2.2781;-0.00946643;
0.938613;1.45499;1.44549;2.26227;-0.00949685;
0.938623;1.45262;1.44309;2.24725;-0.00952975;
0.938633;1.45039;1.44082;2.23311;-0.00956499;
0.938643;1.4483;1.4387;2.21989;-0.00960243;
0.938653;1.44638;1.43674;2.20766;-0.00964192;
0.938663;1.44462;1.43494;2.19645;-0.0096833;
0.938673;1.44304;1.43331;2.18632;-0.00972642;
0.938683;1.44163;1.43186;2.17731;-0.00977109;
0.938693;1.44041;1.43059;2.16944;-0.00981715;
0.938703;1.43938;1.42952;2.16275;-0.00986442;
0.938713;1.43854;1.42863;2.15726;-0.0099127;
0.938723;1.4379;1.42794;2.153;-0.00996181;
0.938733;1.43746;1.42744;2.14999;-0.0100115;
0.938743;1.43721;1.42715;2.14823;-0.0100617;
0.938753;1.43717;1.42706;2.14774;-0.0101122;
0.938763;1.43734;1.42717;2.14851;-0.0101626;
0.938773;1.4377;1.42749;2.15054;-0.0102129;
0.938783;1.43826;1.428;2.15382;-0.0102629;
0.938793;1.43902;1.42871;2.15835;-0.0103123;
0.938803;1.43998;1.42962;2.1641;-0.010361;
0.938813;1.44113;1.43072;2.17105;-0.0104087;
0.938823;1.44246;1.432;2.17917;-0.0104554;
0.938833;1.44397;1.43347;2.18843;-0.0105007;
0.938843;1.44566;1.43512;2.1988;-0.0105445;
0.938853;1.44752;1.43694;2.21023;-0.0105867;
0.938863;1.44954;1.43892;2.22268;-0.010627;
0.938873;1.45172;1.44105;2.2361;-0.0106654;
0.938883;1.45403;1.44333;2.25044;-0.0107016;
0.938893;1.45649;1.44575;2.26564;-0.0107356;
0.938903;1.45907;1.4483;2.28164;-0.0107671;
0.938913;1.46176;1.45097;2.29838;-0.0107961;
0.938923;1.46456;1.45374;2.31579;-0.0108225;
0.938933;1.46746;1.45661;2.3338;-0.010846;
0.938943;1.47043;1.45957;2.35234;-0.0108668;
0.938953;1.47348;1.4626;2.37134;-0.0108845;
0.938963;1.47659;1.46569;2.39072;-0.0108993;
0.938973;1.47974;1.46883;2.4104;-0.0109109;
0.938983;1.48293;1.47201;2.43032;-0.0109195;
0.938993;1.48613;1.47521;2.45038;-0.0109248;
0.939003;1.48935;1.47842;2.47051;-0.010927;
0.939013;1.49256;1.48163;2.49063;-0.010926;
0.939023;1.49575;1.48483;2.51066;-0.0109218;
0.939033;1.49891;1.48799;2.53052;-0.0109144;
0.939043;1.50203;1.49112;2.55012;-0.0109039;
0.939053;1.50509;1.4942;2.5694;-0.0108903;
0.939063;1.50808;1.49721;2.58827;-0.0108736;
0.939073;1.51099;1.50014;2.60667;-0.0108539;
0.939083;1.51382;1.50299;2.62451;-0.0108313;
0.939093;1.51654;1.50573;2.64172;-0.0108059;
0.939103;1.51914;1.50836;2.65824;-0.0107779;
0.939113;1.52162;1.51087;2.67401;-0.0107472;
0.939123;1.52397;1.51325;2.68896;-0.0107141;
0.939133;1.52617;1.51549;2.70302;-0.0106787;
0.939143;1.52823;1.51759;2.71616;-0.0106412;
0.939153;1.53012;1.51952;2.72831;-0.0106016;
0.939163;1.53185;1.52129;2.73944;-0.0105602;
0.939173;1.53341;1.52289;2.74949;-0.0105172;
0.939183;1.53479;1.52431;2.75843;-0.0104727;
0.939193;1.53598;1.52555;2.76623;-0.0104269;
0.939203;1.53699;1.52661;2.77286;-0.0103799;
0.939213;1.53781;1.52748;2.77829;-0.010332;
0.939223;1.53844;1.52816;2.7825;-0.0102834;
0.939233;1.53887;1.52864;2.78548;-0.0102342;
0.939243;1.53911;1.52892;2.78722;-0.0101845;
0.939253;1.53915;1.52901;2.78771;-0.0101347;
0.939263;1.53899;1.5289;2.78695;-0.0100847;
0.939273;1.53863;1.5286;2.78494;-0.010035;
0.939283;1.53808;1.5281;2.78169;-0.00998551;
0.939293;1.53734;1.5274;2.77721;-0.00993654;
0.939303;1.5364;1.52652;2.77152;-0.00988825;
0.939313;1.53528;1.52544;2.76464;-0.00984082;
0.939323;1.53397;1.52418;2.75659;-0.00979442;
0.939333;1.53249;1.52274;2.74741;-0.00974925;
0.939343;1.53083;1.52112;2.73712;-0.00970549;
0.939353;1.529;1.51933;2.72577;-0.00966331;
0.939363;1.527;1.51738;2.7134;-0.00962288;
0.939373;1.52486;1.51527;2.70005;-0.00958439;
0.939383;1.52257;1.51302;2.68579;-0.00954798;
0.939393;1.52014;1.51062;2.67066;-0.00951382;
0.939403;1.51758;1.5081;2.65472;-0.00948205;
0.939413;1.51491;1.50545;2.63804;-0.0094528;
0.939423;1.51212;1.5027;2.62069;-0.00942621;
0.939433;1.50925;1.49984;2.60272;-0.00940238;
0.939443;1.50628;1.4969;2.58422;-0.00938141;
0.939453;1.50325;1.49388;2.56525;-0.00936339;
0.939463;1.50015;1.4908;2.54589;-0.0093484;
0.939473;1.49701;1.48767;2.52622;-0.0093365;
0.939483;1.49382;1.4845;2.50632;-0.00932773;
0.939493;1.49062;1.4813;2.48627;-0.00932212;
0.939503;1.48741;1.47809;2.46614;-0.00931971;
0.939513;1.4842;1.47488;2.44601;-0.00932049;
0.939523;1.481;1.47168;2.42598;-0.00932447;
0.939533;1.47783;1.4685;2.4061;-0.00933162;
0.939543;1.47471;1.46537;2.38648;-0.00934191;
0.939553;1.47164;1.46228;2.36717;-0.00935531;
0.939563;1.46863;1.45926;2.34827;-0.00937175;
0.939573;1.4657;1.45631;2.32983;-0.00939116;
0.939583;1.46286;1.45345;2.31195;-0.00941348;
0.939593;1.46012;1.45068;2.29468;-0.0094386;
0.939603;1.4575;1.44803;2.2781;-0.00946643;
0.939613;1.45499;1.44549;2.26227;-0.00949685;
0.939623;1.45262;1.44309;2.24725;-0.00952975;
0.939633;1.45039;1.44082;2.23311;-0.00956499;
0.939643;1.4483;1.4387;2.21989;-0.00960243;
0.939653;1.44638;1.43674;2.20766;-0.00964192;
0.939663;1.44462;1.43494;2.19645;-0.0096833;
0.939673;1.44304;1.43331;2.18632;-0.00972642;
0.939683;1.44163;1.43186;2.17731;-0.00977109;
0.939693;1.44041;1.43059;2.16944;-0.00981715;
0.939703;1.43938;1.42952;2.16275;-0.00986442;
0.939713;1.43854;1.42863;2.15726;-0.0099127;
0.939723;1.4379;1.42794;2.153;-0.00996181;
0.939733;1.43746;1.42744;2.14999;-0.0100115;
0.939743;1.43721;1.42715;2.14823;-0.0100617;
0.939753;1.43717;1.42706;2.14774;-0.0101122;
0.939763;1.43734;1.42717;2.14851;-0.0101626;
0.939773;1.4377;1.42749;2.15054;-0.0102129;
0.939783;1.43826;1.428;2.15382;-0.0102629;
0.939793;1.43902;1.42871;2.15835;-0.0103123;
0.939803;1.43998;1.42962;2.1641;-0.010361;
0.939813;1.44113;1.43072;2.17105;-0.0104087;
0.939823;1.44246;1.432;2.17917;-0.0104554;
0.939833;1.44397;1.43347;2.18843;-0.0105007;
0.939843;1.44566;1.43512;2.1988;-0.0105445;
0.939853;1.44752;1.43694;2.21023;-0.0105867;
0.939863;1.44954;1.43892;2.22268;-0.010627;
0.939873;1.45172;1.44105;2.2361;-0.0106654;
0.939883;1.45403;1.44333;2.25044;-0.0107016;
0.939893;1.45649;1.44575;2.26564;-0.0107356;
0.939903;1.45907;1.4483;2.28164;-0.0107671;
0.939913;1.46176;1.45097;2.29838;-0.0107961;
0.939923;1.46456;1.45374;2.31579;-0.0108225;
0.939933;1.46746;1.45661;2.3338;-0.010846;
0.939943;1.47043;1.45957;2.35234;-0.0108668;
0.939953;1.47348;1.4626;2.37134;-0.0108845;
0.939963;1.47659;1.46569;2.39072;-0.0108993;
0.939973;1.47974;1.46883;2.4104;-0.0109109;
0.939983;1.48293;1.47201;2.43032;-0.0109195;
0.939993;1.48613;1.47521;2.45038;-0.0109248;
0.940003;1.48935;1.47842;2.47051;-0.010927;
0.940013;1.49256;1.48163;2.49063;-0.010926;
0.940023;1.49575;1.48483;2.51066;-0.0109218;
0.940033;1.49891;1.48799;2.53052;-0.0109144;
0.940043;1.50203;1.49112;2.55012;-0.0109039;
0.940053;1.50509;1.4942;2.5694;-0.0108903;
0.940063;1.50808;1.49721;2.58827;-0.0108736;
0.940073;1.51099;1.50014;2.60667;-0.0108539;
0.940083;1.51382;1.50299;2.62451;-0.0108313;
0.940093;1.51654;1.50573;2.64172;-0.0108059;
0.940103;1.51914;1.50836;2.65824;-0.0107779;
0.940113;1.52162;1.51087;2.67401;-0.0107472;
0.940123;1.52397;1.51325;2.68896;-0.0107141;
0.940133;1.52617;1.51549;2.70302;-0.0106787;
0.940143;1.52823;1.51759;2.71616;-0.0106412;
0.940153;1.53012;1.51952;2.72831;-0.0106016;
0.940163;1.53185;1.52129;2.73944;-0.0105602;
0.940173;1.53341;1.52289;2.74949;-0.0105172;
0.940183;1.53479;1.52431;2.75843;-0.0104727;
0.940193;1.53598;1.52555;2.76623;-0.0104269;
0.940203;1.53699;1.52661;2.77286;-0.0103799;
0.940213;1.53781;1.52748;2.77829;-0.010332;
0.940223;1.53844;1.52816;2.7825;-0.0102834;
0.940233;1.53887;1.52864;2.78548;-0.0102342;
0.940243;1.53911;1.52892;2.78722;-0.0101845;
0.940253;1.53915;1.52901;2.78771;-0.0101347;
0.940263;1.53899;1.5289;2.78695;-0.0100847;
0.940273;1.53863;1.5286;2.78494;-0.010035;
0.940283;1.53808;1.5281;2.78169;-0.00998551;
0.940293;1.53734;1.5274;2.77721;-0.00993654;
0.940303;1.5364;1.52652;2.77152;-0.00988825;
0.940313;1.53528;1.52544;2.76464;-0.00984082;
0.940323;1.53397;1.52418;2.75659;-0.00979442;
0.940333;1.53249;1.52274;2.74741;-0.00974925;
0.940343;1.53083;1.52112;2.73712;-0.00970549;
0.940353;1.529;1.51933;2.72577;-0.00966331;
0.940363;1.527;1.51738;2.7134;-0.00962288;
0.940373;1.52486;1.51527;2.70005;-0.00958439;
0.940383;1.52257;1.51302;2.68579;-0.00954798;
0.940393;1.52014;1.51062;2.67066;-0.00951382;
0.940403;1.51758;1.5081;2.65472;-0.00948205;
0.940413;1.51491;1.50545;2.63804;-0.0094528;
0.940423;1.51212;1.5027;2.62069;-0.00942621;
0.940433;1.50925;1.49984;2.60272;-0.00940238;
0.940443;1.50628;1.4969;2.58422;-0.00938141;
0.940453;1.50325;1.49388;2.56525;-0.00936339;
0.940463;1.50015;1.4908;2.54589;-0.0093484;
0.940473;1.49701;1.48767;2.52622;-0.0093365;
0.940483;1.49382;1.4845;2.50632;-0.00932773;
0.940493;1.49062;1.4813;2.48627;-0.00932212;
0.940503;1.48741;1.47809;2.46614;-0.00931971;
0.940513;1.4842;1.47488;2.44601;-0.00932049;
0.940523;1.481;1.47168;2.42598;-0.00932447;
0.940533;1.47783;1.4685;2.4061;-0.00933162;
0.940543;1.47471;1.46537;2.38648;-0.00934191;
0.940553;1.47164;1.46228;2.36717;-0.00935531;
0.940563;1.46863;1.45926;2.34827;-0.00937175;
0.940573;1.4657;1.45631;2.32983;-0.00939116;
0.940583;1.46286;1.45345;2.31195;-0.00941348;
0.940593;1.46012;1.45068;2.29468;-0.0094386;
0.940603;1.4575;1.44803;2.2781;-0.00946643;
0.940613;1.45499;1.44549;2.26227;-0.00949685;
0.940623;1.45262;1.44309;2.24725;-0.00952975;
0.940633;1.45039;1.44082;2.23311;-0.00956499;
0.940643;1.4483;1.4387;2.21989;-0.00960243;
0.940653;1.44638;1.43674;2.20766;-0.00964192;
0.940663;1.44462;1.43494;2.19645;-0.0096833;
0.940673;1.44304;1.43331;2.18632;-0.00972642;
0.940683;1.44163;1.43186;2.17731;-0.00977109;
0.940693;1.44041;1.43059;2.16944;-0.00981715;
0.940703;1.43938;1.42952;2.16275;-0.00986442;
0.940713;1.43854;1.42863;2.15726;-0.0099127;
0.940723;1.4379;1.42794;2.153;-0.00996181;
0.940733;1.43746;1.42744;2.14999;-0.0100115;
0.940743;1.43721;1.42715;2.14823;-0.0100617;
0.940753;1.43717;1.42706;2.14774;-0.0101122;
0.940763;1.43734;1.42717;2.14851;-0.0101626;
0.940773;1.4377;1.42749;2.15054;-0.0102129;
0.940783;1.43826;1.428;2.15382;-0.0102629;
0.940793;1.43902;1.42871;2.15835;-0.0103123;
0.940803;1.43998;1.42962;2.1641;-0.010361;
0.940813;1.44113;1.43072;2.17105;-0.0104087;
0.940823;1.44246;1.432;2.17917;-0.0104554;
0.940833;1.44397;1.43347;2.18843;-0.0105007;
0.940843;1.44566;1.43512;2.1988;-0.0105445;
0.940853;1.44752;1.43694;2.21023;-0.0105867;
0.940863;1.44954;1.43892;2.22268;-0.010627;
0.940873;1.45172;1.44105;2.2361;-0.0106654;
0.940883;1.45403;1.44333;2.25044;-0.0107016;
0.940893;1.45649;1.44575;2.26564;-0.0107356;
0.940903;1.45907;1.4483;2.28164;-0.0107671;
0.940913;1.46176;1.45097;2.29838;-0.0107961;
0.940923;1.46456;1.45374;2.31579;-0.0108225;
0.940933;1.46746;1.45661;2.3338;-0.010846;
0.940943;1.47043;1.45957;2.35234;-0.0108668;
0.940953;1.47348;1.4626;2.37134;-0.0108845;
0.940963;1.47659;1.46569;2.39072;-0.0108993;
0.940973;1.47974;1.46883;2.4104;-0.0109109;
0.940983;1.48293;1.47201;2.43032;-0.0109195;
0.940993;1.48613;1.47521;2.45038;-0.0109248;
0.941003;1.48935;1.47842;2.47051;-0.010927;
0.941013;1.49256;1.48163;2.49063;-0.010926;
0.941023;1.49575;1.48483;2.51066;-0.0109218;
0.941033;1.49891;1.48799;2.53052;-0.0109144;
0.941043;1.50203;1.49112;2.55012;-0.0109039;
0.941053;1.50509;1.4942;2.5694;-0.0108903;
0.941063;1.50808;1.49721;2.58827;-0.0108736;
0.941073;1.51099;1.50014;2.60667;-0.0108539;
0.941083;1.51382;1.50299;2.62451;-0.0108313;
0.941093;1.51654;1.50573;2.64172;-0.0108059;
0.941103;1.51914;1.50836;2.65824;-0.0107779;
0.941113;1.52162;1.51087;2.67401;-0.0107472;
0.941123;1.52397;1.51325;2.68896;-0.0107141;
0.941133;1.52617;1.51549;2.70302;-0.0106787;
0.941143;1.52823;1.51759;2.71616;-0.0106412;
0.941153;1.53012;1.51952;2.72831;-0.0106016;
0.941163;1.53185;1.52129;2.73944;-0.0105602;
0.941173;1.53341;1.52289;2.74949;-0.0105172;
0.941183;1.53479;1.52431;2.75843;-0.0104727;
0.941193;1.53598;1.52555;2.76623;-0.0104269;
0.941203;1.53699;1.52661;2.77286;-0.0103799;
0.941213;1.53781;1.52748;2.77829;-0.010332;
0.941223;1.53844;1.52816;2.7825;-0.0102834;
0.941233;1.53887;1.52864;2.78548;-0.0102342;
0.941243;1.53911;1.52892;2.78722;-0.0101845;
0.941253;1.53915;1.52901;2.78771;-0.0101347;
0.941263;1.53899;1.5289;2.78695;-0.0100847;
0.941273;1.53863;1.5286;2.78494;-0.010035;
0.941283;1.53808;1.5281;2.78169;-0.00998551;
0.941293;1.53734;1.5274;2.77721;-0.00993654;
0.941303;1.5364;1.52652;2.77152;-0.00988825;
0.941313;1.53528;1.52544;2.76464;-0.00984082;
0.941323;1.53397;1.52418;2.75659;-0.00979442;
0.941333;1.53249;1.52274;2.74741;-0.00974925;
0.941343;1.53083;1.52112;2.73712;-0.00970549;
0.941353;1.529;1.51933;2.72577;-0.00966331;
0.941363;1.527;1.51738;2.7134;-0.00962288;
0.941373;1.52486;1.51527;2.70005;-0.00958439;
0.941383;1.52257;1.51302;2.68579;-0.00954798;
0.941393;1.52014;1.51062;2.67066;-0.00951382;
0.941403;1.51758;1.5081;2.65472;-0.00948205;
0.941413;1.51491;1.50545;2.63804;-0.0094528;
0.941423;1.51212;1.5027;2.62069;-0.00942621;
0.941433;1.50925;1.49984;2.60272;-0.00940238;
0.941443;1.50628;1.4969;2.58422;-0.00938141;
0.941453;1.50325;1.49388;2.56525;-0.00936339;
0.941463;1.50015;1.4908;2.54589;-0.0093484;
0.941473;1.49701;1.48767;2.52622;-0.0093365;
0.941483;1.49382;1.4845;2.50632;-0.00932773;
0.941493;1.49062;1.4813;2.48627;-0.00932212;
0.941503;1.48741;1.47809;2.46614;-0.00931971;
0.941513;1.4842;1.47488;2.44601;-0.00932049;
0.941523;1.481;1.47168;2.42598;-0.00932447;
0.941533;1.47783;1.4685;2.4061;-0.00933162;
0.941543;1.47471;1.46537;2.38648;-0.00934191;
0.941553;1.47164;1.46228;2.36717;-0.00935531;
0.941563;1.46863;1.45926;2.34827;-0.00937175;
0.941573;1.4657;1.45631;2.32983;-0.00939116;
0.941583;1.46286;1.45345;2.31195;-0.00941348;
0.941593;1.46012;1.45068;2.29468;-0.0094386;
0.941603;1.4575;1.44803;2.2781;-0.00946643;
0.941613;1.45499;1.44549;2.26227;-0.00949685;
0.941623;1.45262;1.44309;2.24725;-0.00952975;
0.941633;1.45039;1.44082;2.23311;-0.00956499;
0.941643;1.4483;1.4387;2.21989;-0.00960243;
0.941653;1.44638;1.43674;2.20766;-0.00964192;
0.941663;1.44462;1.43494;2.19645;-0.0096833;
0.941673;1.44304;1.43331;2.18632;-0.00972642;
0.941683;1.44163;1.43186;2.17731;-0.00977109;
0.941693;1.44041;1.43059;2.16944;-0.00981715;
0.941703;1.43938;1.42952;2.16275;-0.00986442;
0.941713;1.43854;1.42863;2.15726;-0.0099127;
0.941723;1.4379;1.42794;2.153;-0.00996181;
0.941733;1.43746;1.42744;2.14999;-0.0100115;
0.941743;1.43721;1.42715;2.14823;-0.0100617;
0.941753;1.43717;1.42706;2.14774;-0.0101122;
0.941763;1.43734;1.42717;2.14851;-0.0101626;
0.941773;1.4377;1.42749;2.15054;-0.0102129;
0.941783;1.43826;1.428;2.15382;-0.0102629;
0.941793;1.43902;1.42871;2.15835;-0.0103123;
0.941803;1.43998;1.42962;2.1641;-0.010361;
0.941813;1.44113;1.43072;2.17105;-0.0104087;
0.941823;1.44246;1.432;2.17917;-0.0104554;
0.941833;1.44397;1.43347;2.18843;-0.0105007;
0.941843;1.44566;1.43512;2.1988;-0.0105445;
0.941853;1.44752;1.43694;2.21023;-0.0105867;
0.941863;1.44954;1.43892;2.22268;-0.010627;
0.941873;1.45172;1.44105;2.2361;-0.0106654;
0.941883;1.45403;1.44333;2.25044;-0.0107016;
0.941893;1.45649;1.44575;2.26564;-0.0107356;
0.941903;1.45907;1.4483;2.28164;-0.0107671;
0.941913;1.46176;1.45097;2.29838;-0.0107961;
0.941923;1.46456;1.45374;2.31579;-0.0108225;
0.941933;1.46746;1.45661;2.3338;-0.010846;
0.941943;1.47043;1.45957;2.35234;-0.0108668;
0.941953;1.47348;1.4626;2.37134;-0.0108845;
0.941963;1.47659;1.46569;2.39072;-0.0108993;
0.941973;1.47974;1.46883;2.4104;-0.0109109;
0.941983;1.48293;1.47201;2.43032;-0.0109195;
0.941993;1.48613;1.47521;2.45038;-0.0109248;
0.942003;1.48935;1.47842;2.47051;-0.010927;
0.942013;1.49256;1.48163;2.49063;-0.010926;
0.942023;1.49575;1.48483;2.51066;-0.0109218;
0.942033;1.49891;1.48799;2.53052;-0.0109144;
0.942043;1.50203;1.49112;2.55012;-0.0109039;
0.942053;1.50509;1.4942;2.5694;-0.0108903;
0.942063;1.50808;1.49721;2.58827;-0.0108736;
0.942073;1.51099;1.50014;2.60667;-0.0108539;
0.942083;1.51382;1.50299;2.62451;-0.0108313;
0.942093;1.51654;1.50573;2.64172;-0.0108059;
0.942103;1.51914;1.50836;2.65824;-0.0107779;
0.942113;1.52162;1.51087;2.67401;-0.0107472;
0.942123;1.52397;1.51325;2.68896;-0.0107141;
0.942133;1.52617;1.51549;2.70302;-0.0106787;
0.942143;1.52823;1.51759;2.71616;-0.0106412;
0.942153;1.53012;1.51952;2.72831;-0.0106016;
0.942163;1.53185;1.52129;2.73944;-0.0105602;
0.942173;1.53341;1.52289;2.74949;-0.0105172;
0.942183;1.53479;1.52431;2.75843;-0.0104727;
0.942193;1.53598;1.52555;2.76623;-0.0104269;
0.942203;1.53699;1.52661;2.77286;-0.0103799;
0.942213;1.53781;1.52748;2.77829;-0.010332;
0.942223;1.53844;1.52816;2.7825;-0.0102834;
0.942233;1.53887;1.52864;2.78548;-0.0102342;
0.942243;1.53911;1.52892;2.78722;-0.0101845;
0.942253;1.53915;1.52901;2.78771;-0.0101347;
0.942263;1.53899;1.5289;2.78695;-0.0100847;
0.942273;1.53863;1.5286;2.78494;-0.010035;
0.942283;1.53808;1.5281;2.78169;-0.00998551;
0.942293;1.53734;1.5274;2.77721;-0.00993654;
0.942303;1.5364;1.52652;2.77152;-0.00988825;
0.942313;1.53528;1.52544;2.76464;-0.00984082;
0.942323;1.53397;1.52418;2.75659;-0.00979442;
0.942333;1.53249;1.52274;2.74741;-0.00974925;
0.942343;1.53083;1.52112;2.73712;-0.00970549;
0.942353;1.529;1.51933;2.72577;-0.00966331;
0.942363;1.527;1.51738;2.7134;-0.00962288;
0.942373;1.52486;1.51527;2.70005;-0.00958439;
0.942383;1.52257;1.51302;2.68579;-0.00954798;
0.942393;1.52014;1.51062;2.67066;-0.00951382;
0.942403;1.51758;1.5081;2.65472;-0.00948205;
0.942413;1.51491;1.50545;2.63804;-0.0094528;
0.942423;1.51212;1.5027;2.62069;-0.00942621;
0.942433;1.50925;1.49984;2.60272;-0.00940238;
0.942443;1.50628;1.4969;2.58422;-0.00938141;
0.942453;1.50325;1.49388;2.56525;-0.00936339;
0.942463;1.50015;1.4908;2.54589;-0.0093484;
0.942473;1.49701;1.48767;2.52622;-0.0093365;
0.942483;1.49382;1.4845;2.50632;-0.00932773;
0.942493;1.49062;1.4813;2.48627;-0.00932212;
0.942503;1.48741;1.47809;2.46614;-0.00931971;
0.942513;1.4842;1.47488;2.44601;-0.00932049;
0.942523;1.481;1.47168;2.42598;-0.00932447;
0.942533;1.47783;1.4685;2.4061;-0.00933162;
0.942543;1.47471;1.46537;2.38648;-0.00934191;
0.942553;1.47164;1.46228;2.36717;-0.00935531;
0.942563;1.46863;1.45926;2.34827;-0.00937175;
0.942573;1.4657;1.45631;2.32983;-0.00939116;
0.942583;1.46286;1.45345;2.31195;-0.00941348;
0.942593;1.46012;1.45068;2.29468;-0.0094386;
0.942603;1.4575;1.44803;2.2781;-0.00946643;
0.942613;1.45499;1.44549;2.26227;-0.00949685;
0.942623;1.45262;1.44309;2.24725;-0.00952975;
0.942633;1.45039;1.44082;2.23311;-0.00956499;
0.942643;1.4483;1.4387;2.21989;-0.00960243;
0.942653;1.44638;1.43674;2.20766;-0.00964192;
0.942663;1.44462;1.43494;2.19645;-0.0096833;
0.942673;1.44304;1.43331;2.18632;-0.00972642;
0.942683;1.44163;1.43186;2.1773;-0.00977109;
0.942693;1.44041;1.43059;2.16944;-0.00981715;
0.942703;1.43938;1.42952;2.16275;-0.00986442;
0.942713;1.43854;1.42863;2.15726;-0.0099127;
0.942723;1.4379;1.42794;2.153;-0.00996181;
0.942733;1.43746;1.42744;2.14999;-0.0100115;
0.942743;1.43721;1.42715;2.14823;-0.0100617;
0.942753;1.43717;1.42706;2.14774;-0.0101122;
0.942763;1.43734;1.42717;2.14851;-0.0101626;
0.942773;1.4377;1.42749;2.15054;-0.0102129;
0.942783;1.43826;1.428;2.15382;-0.0102629;
0.942793;1.43902;1.42871;2.15835;-0.0103123;
0.942803;1.43998;1.42962;2.1641;-0.010361;
0.942813;1.44113;1.43072;2.17105;-0.0104087;
0.942823;1.44246;1.432;2.17917;-0.0104554;
0.942833;1.44397;1.43347;2.18843;-0.0105007;
0.942843;1.44566;1.43512;2.1988;-0.0105445;
0.942853;1.44752;1.43694;2.21023;-0.0105867;
0.942863;1.44954;1.43892;2.22268;-0.010627;
0.942873;1.45172;1.44105;2.2361;-0.0106654;
0.942883;1.45403;1.44333;2.25044;-0.0107016;
0.942893;1.45649;1.44575;2.26564;-0.0107356;
0.942903;1.45907;1.4483;2.28164;-0.0107671;
0.942913;1.46176;1.45097;2.29838;-0.0107961;
0.942923;1.46456;1.45374;2.31578;-0.0108225;
0.942933;1.46746;1.45661;2.3338;-0.010846;
0.942943;1.47043;1.45957;2.35234;-0.0108668;
0.942953;1.47348;1.4626;2.37134;-0.0108845;
0.942963;1.47659;1.46569;2.39072;-0.0108993;
0.942973;1.47974;1.46883;2.4104;-0.0109109;
0.942983;1.48293;1.47201;2.43032;-0.0109195;
0.942993;1.48613;1.47521;2.45038;-0.0109248;
0.943003;1.48935;1.47842;2.47051;-0.010927;
0.943013;1.49256;1.48163;2.49063;-0.010926;
0.943023;1.49575;1.48483;2.51066;-0.0109218;
0.943033;1.49891;1.48799;2.53052;-0.0109144;
0.943043;1.50203;1.49112;2.55012;-0.0109039;
0.943053;1.50509;1.4942;2.5694;-0.0108903;
0.943063;1.50808;1.49721;2.58827;-0.0108736;
0.943073;1.51099;1.50014;2.60667;-0.0108539;
0.943083;1.51382;1.50299;2.62451;-0.0108313;
0.943093;1.51654;1.50573;2.64172;-0.0108059;
0.943103;1.51914;1.50836;2.65824;-0.0107779;
0.943113;1.52162;1.51087;2.67401;-0.0107472;
0.943123;1.52397;1.51325;2.68896;-0.0107141;
0.943133;1.52617;1.51549;2.70302;-0.0106787;
0.943143;1.52823;1.51759;2.71616;-0.0106412;
0.943153;1.53012;1.51952;2.72831;-0.0106016;
0.943163;1.53185;1.52129;2.73944;-0.0105602;
0.943173;1.53341;1.52289;2.74949;-0.0105172;
0.943183;1.53479;1.52431;2.75843;-0.0104727;
0.943193;1.53598;1.52555;2.76623;-0.0104269;
0.943203;1.53699;1.52661;2.77286;-0.0103799;
0.943213;1.53781;1.52748;2.77829;-0.010332;
0.943223;1.53844;1.52816;2.7825;-0.0102834;
0.943233;1.53887;1.52864;2.78548;-0.0102342;
0.943243;1.53911;1.52892;2.78722;-0.0101845;
0.943253;1.53915;1.52901;2.78771;-0.0101347;
0.943263;1.53899;1.5289;2.78695;-0.0100847;
0.943273;1.53863;1.5286;2.78494;-0.010035;
0.943283;1.53808;1.5281;2.78169;-0.00998551;
0.943293;1.53734;1.5274;2.77721;-0.00993654;
0.943303;1.5364;1.52652;2.77152;-0.00988825;
0.943313;1.53528;1.52544;2.76464;-0.00984082;
0.943323;1.53397;1.52418;2.75659;-0.00979442;
