time;V(/OUT_N);V(/OUT_P);V(/OUT_SINGLE);v(/OUT_P)-V(/OUT_N);
0.100003;1.49011;1.47919;2.47531;-0.0109272;
0.100013;1.49332;1.4824;2.49543;-0.0109262;
0.100023;1.49651;1.48559;2.51545;-0.010922;
0.100033;1.49967;1.48876;2.53531;-0.0109146;
0.100043;1.50279;1.49189;2.55491;-0.0109041;
0.100053;1.50585;1.49496;2.57419;-0.0108904;
0.100063;1.50884;1.49797;2.59306;-0.0108737;
0.100073;1.51176;1.5009;2.61145;-0.0108541;
0.100083;1.51458;1.50375;2.62929;-0.0108315;
0.100093;1.5173;1.50649;2.6465;-0.0108061;
0.100103;1.5199;1.50912;2.66302;-0.010778;
0.100113;1.52238;1.51163;2.67878;-0.0107473;
0.100123;1.52473;1.51401;2.69373;-0.0107142;
0.100133;1.52693;1.51625;2.70779;-0.0106788;
0.100143;1.52898;1.51834;2.72093;-0.0106413;
0.100153;1.53088;1.52027;2.73308;-0.0106017;
0.100163;1.5326;1.52204;2.7442;-0.0105604;
0.100173;1.53416;1.52364;2.75425;-0.0105173;
0.100183;1.53554;1.52507;2.76319;-0.0104728;
0.100193;1.53673;1.52631;2.77098;-0.010427;
0.100203;1.53774;1.52736;2.77761;-0.0103801;
0.100213;1.53856;1.52823;2.78303;-0.0103322;
0.100223;1.53919;1.5289;2.78724;-0.0102836;
0.100233;1.53962;1.52939;2.79022;-0.0102344;
0.100243;1.53986;1.52967;2.79196;-0.0101847;
0.100253;1.53989;1.52976;2.79245;-0.0101349;
0.100263;1.53974;1.52965;2.79169;-0.010085;
0.100273;1.53938;1.52935;2.78968;-0.0100352;
0.100283;1.53883;1.52885;2.78643;-0.00998579;
0.100293;1.53809;1.52815;2.78196;-0.00993684;
0.100303;1.53715;1.52727;2.77627;-0.00988856;
0.100313;1.53603;1.52619;2.76939;-0.00984114;
0.100323;1.53473;1.52493;2.76134;-0.00979475;
0.100333;1.53324;1.52349;2.75216;-0.00974959;
0.100343;1.53158;1.52187;2.74187;-0.00970583;
0.100353;1.52975;1.52009;2.73052;-0.00966365;
0.100363;1.52776;1.51814;2.71815;-0.00962322;
0.100373;1.52562;1.51603;2.70481;-0.00958472;
0.100383;1.52332;1.51378;2.69055;-0.00954831;
0.100393;1.5209;1.51138;2.67542;-0.00951414;
0.100403;1.51834;1.50886;2.65949;-0.00948236;
0.100413;1.51567;1.50621;2.64281;-0.00945311;
0.100423;1.51289;1.50346;2.62546;-0.00942651;
0.100433;1.51001;1.5006;2.60749;-0.00940267;
0.100443;1.50704;1.49766;2.58899;-0.0093817;
0.100453;1.50401;1.49465;2.57002;-0.00936367;
0.100463;1.50091;1.49156;2.55067;-0.00934868;
0.100473;1.49777;1.48843;2.531;-0.00933676;
0.100483;1.49459;1.48526;2.5111;-0.00932799;
0.100493;1.49138;1.48206;2.49104;-0.00932238;
0.100503;1.48817;1.47885;2.47091;-0.00931996;
0.100513;1.48496;1.47564;2.45079;-0.00932074;
0.100523;1.48176;1.47244;2.43075;-0.00932471;
0.100533;1.4786;1.46926;2.41088;-0.00933186;
0.100543;1.47547;1.46613;2.39125;-0.00934215;
0.100553;1.4724;1.46304;2.37194;-0.00935554;
0.100563;1.46939;1.46002;2.35304;-0.00937198;
0.100573;1.46646;1.45707;2.33461;-0.00939139;
0.100583;1.46362;1.45421;2.31672;-0.0094137;
0.100593;1.46089;1.45145;2.29945;-0.00943883;
0.100603;1.45826;1.44879;2.28287;-0.00946665;
0.100613;1.45575;1.44626;2.26704;-0.00949708;
0.100623;1.45338;1.44385;2.25202;-0.00952997;
0.100633;1.45115;1.44158;2.23788;-0.00956521;
0.100643;1.44907;1.43946;2.22466;-0.00960265;
0.100653;1.44714;1.4375;2.21243;-0.00964214;
0.100663;1.44539;1.4357;2.20122;-0.00968352;
0.100673;1.4438;1.43407;2.19109;-0.00972664;
0.100683;1.4424;1.43262;2.18207;-0.00977132;
0.100693;1.44117;1.43136;2.1742;-0.00981738;
0.100703;1.44014;1.43028;2.16751;-0.00986464;
0.100713;1.4393;1.42939;2.16202;-0.00991293;
0.100723;1.43866;1.4287;2.15777;-0.00996203;
0.100733;1.43822;1.42821;2.15475;-0.0100118;
0.100743;1.43798;1.42791;2.153;-0.010062;
0.100753;1.43794;1.42782;2.1525;-0.0101124;
0.100763;1.4381;1.42793;2.15327;-0.0101629;
0.100773;1.43846;1.42825;2.1553;-0.0102132;
0.100783;1.43902;1.42876;2.15859;-0.0102631;
0.100793;1.43978;1.42947;2.16311;-0.0103126;
0.100803;1.44074;1.43038;2.16886;-0.0103612;
0.100813;1.44189;1.43148;2.17581;-0.010409;
0.100823;1.44322;1.43277;2.18393;-0.0104556;
0.100833;1.44474;1.43423;2.19319;-0.0105009;
0.100843;1.44643;1.43588;2.20356;-0.0105448;
0.100853;1.44828;1.4377;2.21499;-0.0105869;
0.100863;1.4503;1.43968;2.22744;-0.0106273;
0.100873;1.45248;1.44181;2.24086;-0.0106657;
0.100883;1.45479;1.44409;2.2552;-0.0107019;
0.100893;1.45725;1.44651;2.2704;-0.0107358;
0.100903;1.45983;1.44906;2.2864;-0.0107674;
0.100913;1.46252;1.45173;2.30314;-0.0107964;
0.100923;1.46532;1.4545;2.32054;-0.0108227;
0.100933;1.46822;1.45737;2.33855;-0.0108463;
0.100943;1.4712;1.46033;2.3571;-0.010867;
0.100953;1.47424;1.46336;2.37609;-0.0108847;
0.100963;1.47735;1.46645;2.39548;-0.0108995;
0.100973;1.4805;1.46959;2.41516;-0.0109112;
0.100983;1.48369;1.47277;2.43508;-0.0109197;
0.100993;1.48689;1.47597;2.45514;-0.0109251;
0.101003;1.49011;1.47918;2.47527;-0.0109272;
0.101013;1.49332;1.48239;2.49539;-0.0109262;
0.101023;1.49651;1.48558;2.51541;-0.010922;
0.101033;1.49967;1.48875;2.53527;-0.0109146;
0.101043;1.50278;1.49188;2.55488;-0.0109041;
0.101053;1.50585;1.49496;2.57415;-0.0108904;
0.101063;1.50884;1.49796;2.59302;-0.0108737;
0.101073;1.51175;1.5009;2.61141;-0.0108541;
0.101083;1.51457;1.50374;2.62925;-0.0108315;
0.101093;1.51729;1.50648;2.64646;-0.0108061;
0.101103;1.51989;1.50912;2.66298;-0.010778;
0.101113;1.52237;1.51163;2.67875;-0.0107473;
0.101123;1.52472;1.51401;2.69369;-0.0107142;
0.101133;1.52692;1.51625;2.70776;-0.0106788;
0.101143;1.52898;1.51834;2.72089;-0.0106413;
0.101153;1.53087;1.52027;2.73304;-0.0106017;
0.101163;1.5326;1.52204;2.74416;-0.0105604;
0.101173;1.53415;1.52364;2.75421;-0.0105173;
0.101183;1.53553;1.52506;2.76315;-0.0104728;
0.101193;1.53673;1.5263;2.77094;-0.010427;
0.101203;1.53774;1.52736;2.77757;-0.0103801;
0.101213;1.53856;1.52822;2.783;-0.0103322;
0.101223;1.53918;1.5289;2.78721;-0.0102836;
0.101233;1.53961;1.52938;2.79019;-0.0102344;
0.101243;1.53985;1.52967;2.79193;-0.0101847;
0.101253;1.53989;1.52975;2.79242;-0.0101349;
0.101263;1.53973;1.52965;2.79165;-0.010085;
0.101273;1.53938;1.52934;2.78965;-0.0100352;
0.101283;1.53883;1.52884;2.7864;-0.00998579;
0.101293;1.53808;1.52815;2.78192;-0.00993684;
0.101303;1.53715;1.52726;2.77623;-0.00988856;
0.101313;1.53603;1.52619;2.76935;-0.00984114;
0.101323;1.53472;1.52492;2.7613;-0.00979475;
0.101333;1.53323;1.52348;2.75212;-0.00974959;
0.101343;1.53157;1.52187;2.74183;-0.00970583;
0.101353;1.52974;1.52008;2.73049;-0.00966364;
0.101363;1.52775;1.51813;2.71812;-0.00962322;
0.101373;1.52561;1.51602;2.70478;-0.00958472;
0.101383;1.52332;1.51377;2.69051;-0.00954831;
0.101393;1.52089;1.51138;2.67539;-0.00951414;
0.101403;1.51833;1.50885;2.65945;-0.00948236;
0.101413;1.51566;1.50621;2.64277;-0.00945311;
0.101423;1.51288;1.50345;2.62542;-0.00942651;
0.101433;1.51;1.5006;2.60745;-0.00940267;
0.101443;1.50704;1.49766;2.58895;-0.00938169;
0.101453;1.504;1.49464;2.56998;-0.00936367;
0.101463;1.50091;1.49156;2.55063;-0.00934867;
0.101473;1.49776;1.48843;2.53096;-0.00933676;
0.101483;1.49458;1.48525;2.51106;-0.00932798;
0.101493;1.49138;1.48206;2.49101;-0.00932238;
0.101503;1.48816;1.47884;2.47088;-0.00931996;
0.101513;1.48495;1.47563;2.45075;-0.00932074;
0.101523;1.48176;1.47243;2.43071;-0.00932471;
0.101533;1.47859;1.46926;2.41084;-0.00933185;
0.101543;1.47546;1.46612;2.39121;-0.00934215;
0.101553;1.47239;1.46304;2.37191;-0.00935554;
0.101563;1.46939;1.46001;2.353;-0.00937197;
0.101573;1.46646;1.45707;2.33457;-0.00939139;
0.101583;1.46362;1.4542;2.31668;-0.0094137;
0.101593;1.46088;1.45144;2.29941;-0.00943882;
0.101603;1.45825;1.44879;2.28283;-0.00946665;
0.101613;1.45575;1.44625;2.267;-0.00949708;
0.101623;1.45338;1.44385;2.25198;-0.00952997;
0.101633;1.45114;1.44158;2.23784;-0.00956521;
0.101643;1.44906;1.43946;2.22462;-0.00960265;
0.101653;1.44714;1.4375;2.21239;-0.00964214;
0.101663;1.44538;1.4357;2.20118;-0.00968352;
0.101673;1.4438;1.43407;2.19105;-0.00972664;
0.101683;1.44239;1.43262;2.18203;-0.00977131;
0.101693;1.44117;1.43135;2.17416;-0.00981738;
0.101703;1.44014;1.43027;2.16747;-0.00986464;
0.101713;1.4393;1.42938;2.16199;-0.00991292;
0.101723;1.43865;1.42869;2.15773;-0.00996203;
0.101733;1.43821;1.4282;2.15472;-0.0100118;
0.101743;1.43797;1.42791;2.15296;-0.010062;
0.101753;1.43793;1.42782;2.15246;-0.0101124;
0.101763;1.43809;1.42793;2.15323;-0.0101629;
0.101773;1.43845;1.42824;2.15526;-0.0102132;
0.101783;1.43902;1.42875;2.15855;-0.0102631;
0.101793;1.43978;1.42947;2.16307;-0.0103126;
0.101803;1.44073;1.43037;2.16882;-0.0103612;
0.101813;1.44188;1.43147;2.17577;-0.010409;
0.101823;1.44321;1.43276;2.18389;-0.0104556;
0.101833;1.44473;1.43423;2.19316;-0.0105009;
0.101843;1.44642;1.43587;2.20352;-0.0105448;
0.101853;1.44828;1.43769;2.21496;-0.0105869;
0.101863;1.4503;1.43967;2.22741;-0.0106273;
0.101873;1.45247;1.44181;2.24083;-0.0106657;
0.101883;1.45479;1.44409;2.25517;-0.0107019;
0.101893;1.45724;1.44651;2.27036;-0.0107358;
0.101903;1.45982;1.44905;2.28636;-0.0107674;
0.101913;1.46252;1.45172;2.3031;-0.0107964;
0.101923;1.46532;1.4545;2.32051;-0.0108227;
0.101933;1.46821;1.45737;2.33852;-0.0108463;
0.101943;1.47119;1.46032;2.35706;-0.010867;
0.101953;1.47424;1.46335;2.37606;-0.0108847;
0.101963;1.47734;1.46644;2.39544;-0.0108995;
0.101973;1.48049;1.46958;2.41513;-0.0109112;
0.101983;1.48368;1.47276;2.43504;-0.0109197;
0.101993;1.48689;1.47596;2.4551;-0.0109251;
0.102003;1.4901;1.47917;2.47523;-0.0109272;
0.102013;1.49331;1.48238;2.49535;-0.0109262;
0.102023;1.4965;1.48558;2.51538;-0.010922;
0.102033;1.49966;1.48875;2.53523;-0.0109146;
0.102043;1.50278;1.49187;2.55484;-0.0109041;
0.102053;1.50584;1.49495;2.57411;-0.0108904;
0.102063;1.50883;1.49796;2.59299;-0.0108737;
0.102073;1.51175;1.50089;2.61138;-0.0108541;
0.102083;1.51457;1.50374;2.62921;-0.0108315;
0.102093;1.51728;1.50648;2.64643;-0.0108061;
0.102103;1.51989;1.50911;2.66295;-0.010778;
0.102113;1.52237;1.51162;2.67871;-0.0107473;
0.102123;1.52471;1.514;2.69365;-0.0107142;
0.102133;1.52692;1.51624;2.70772;-0.0106788;
0.102143;1.52897;1.51833;2.72085;-0.0106413;
0.102153;1.53086;1.52026;2.733;-0.0106017;
0.102163;1.53259;1.52203;2.74412;-0.0105604;
0.102173;1.53415;1.52363;2.75417;-0.0105173;
0.102183;1.53553;1.52505;2.76311;-0.0104728;
0.102193;1.53672;1.52629;2.77091;-0.010427;
0.102203;1.53773;1.52735;2.77753;-0.0103801;
0.102213;1.53855;1.52822;2.78296;-0.0103322;
0.102223;1.53918;1.52889;2.78717;-0.0102836;
0.102233;1.53961;1.52937;2.79015;-0.0102344;
0.102243;1.53984;1.52966;2.79189;-0.0101847;
0.102253;1.53988;1.52975;2.79238;-0.0101349;
0.102263;1.53972;1.52964;2.79162;-0.010085;
0.102273;1.53937;1.52934;2.78961;-0.0100352;
0.102283;1.53882;1.52883;2.78636;-0.00998579;
0.102293;1.53808;1.52814;2.78188;-0.00993684;
0.102303;1.53714;1.52725;2.77619;-0.00988856;
0.102313;1.53602;1.52618;2.76931;-0.00984113;
0.102323;1.53471;1.52492;2.76127;-0.00979475;
0.102333;1.53323;1.52348;2.75208;-0.00974958;
0.102343;1.53157;1.52186;2.7418;-0.00970582;
0.102353;1.52974;1.52007;2.73045;-0.00966364;
0.102363;1.52775;1.51812;2.71808;-0.00962322;
0.102373;1.5256;1.51602;2.70474;-0.00958472;
0.102383;1.52331;1.51376;2.69048;-0.0095483;
0.102393;1.52088;1.51137;2.67535;-0.00951414;
0.102403;1.51833;1.50885;2.65941;-0.00948236;
0.102413;1.51565;1.5062;2.64274;-0.00945311;
0.102423;1.51287;1.50345;2.62538;-0.00942651;
0.102433;1.51;1.50059;2.60742;-0.00940267;
0.102443;1.50703;1.49765;2.58891;-0.00938169;
0.102453;1.504;1.49463;2.56995;-0.00936367;
0.102463;1.5009;1.49155;2.55059;-0.00934867;
0.102473;1.49776;1.48842;2.53092;-0.00933676;
0.102483;1.49458;1.48525;2.51102;-0.00932798;
0.102493;1.49137;1.48205;2.49097;-0.00932237;
0.102503;1.48816;1.47884;2.47084;-0.00931995;
0.102513;1.48495;1.47563;2.45071;-0.00932073;
0.102523;1.48175;1.47243;2.43068;-0.00932471;
0.102533;1.47858;1.46925;2.4108;-0.00933185;
0.102543;1.47546;1.46612;2.39118;-0.00934214;
0.102553;1.47239;1.46303;2.37187;-0.00935554;
0.102563;1.46938;1.46001;2.35296;-0.00937197;
0.102573;1.46645;1.45706;2.33453;-0.00939139;
0.102583;1.46361;1.4542;2.31664;-0.0094137;
0.102593;1.46087;1.45144;2.29938;-0.00943882;
0.102603;1.45825;1.44878;2.28279;-0.00946665;
0.102613;1.45574;1.44625;2.26696;-0.00949707;
0.102623;1.45337;1.44384;2.25195;-0.00952997;
0.102633;1.45114;1.44157;2.2378;-0.00956521;
0.102643;1.44906;1.43945;2.22459;-0.00960264;
0.102653;1.44713;1.43749;2.21235;-0.00964213;
0.102663;1.44537;1.43569;2.20115;-0.00968352;
0.102673;1.44379;1.43406;2.19101;-0.00972664;
0.102683;1.44238;1.43261;2.182;-0.00977131;
0.102693;1.44116;1.43134;2.17413;-0.00981737;
0.102703;1.44013;1.43026;2.16744;-0.00986464;
0.102713;1.43929;1.42938;2.16195;-0.00991292;
0.102723;1.43865;1.42869;2.15769;-0.00996203;
0.102733;1.43821;1.42819;2.15468;-0.0100118;
0.102743;1.43796;1.4279;2.15292;-0.010062;
0.102753;1.43792;1.42781;2.15243;-0.0101124;
0.102763;1.43809;1.42792;2.1532;-0.0101629;
0.102773;1.43845;1.42824;2.15523;-0.0102132;
0.102783;1.43901;1.42875;2.15851;-0.0102631;
0.102793;1.43977;1.42946;2.16304;-0.0103126;
0.102803;1.44073;1.43037;2.16878;-0.0103612;
0.102813;1.44188;1.43147;2.17573;-0.010409;
0.102823;1.44321;1.43275;2.18386;-0.0104556;
0.102833;1.44472;1.43422;2.19312;-0.0105009;
0.102843;1.44641;1.43587;2.20349;-0.0105447;
0.102853;1.44827;1.43768;2.21492;-0.0105869;
0.102863;1.45029;1.43966;2.22737;-0.0106273;
0.102873;1.45246;1.4418;2.24079;-0.0106657;
0.102883;1.45478;1.44408;2.25513;-0.0107019;
0.102893;1.45724;1.4465;2.27033;-0.0107358;
0.102903;1.45982;1.44905;2.28633;-0.0107674;
0.102913;1.46251;1.45172;2.30306;-0.0107964;
0.102923;1.46531;1.45449;2.32047;-0.0108227;
0.102933;1.46821;1.45736;2.33848;-0.0108463;
0.102943;1.47118;1.46032;2.35702;-0.010867;
0.102953;1.47423;1.46335;2.37602;-0.0108847;
0.102963;1.47734;1.46644;2.3954;-0.0108995;
0.102973;1.48049;1.46958;2.41509;-0.0109112;
0.102983;1.48367;1.47275;2.435;-0.0109197;
0.102993;1.48688;1.47596;2.45506;-0.0109251;
0.103003;1.49009;1.47917;2.47519;-0.0109272;
0.103013;1.4933;1.48238;2.49531;-0.0109262;
0.103023;1.49649;1.48557;2.51534;-0.010922;
0.103033;1.49966;1.48874;2.5352;-0.0109146;
0.103043;1.50277;1.49187;2.5548;-0.0109041;
0.103053;1.50583;1.49494;2.57408;-0.0108904;
0.103063;1.50883;1.49795;2.59295;-0.0108737;
0.103073;1.51174;1.50089;2.61134;-0.0108541;
0.103083;1.51456;1.50373;2.62918;-0.0108315;
0.103093;1.51728;1.50647;2.64639;-0.0108061;
0.103103;1.51988;1.5091;2.66291;-0.010778;
0.103113;1.52236;1.51162;2.67867;-0.0107473;
0.103123;1.52471;1.51399;2.69362;-0.0107142;
0.103133;1.52691;1.51623;2.70768;-0.0106788;
0.103143;1.52896;1.51832;2.72081;-0.0106413;
0.103153;1.53086;1.52026;2.73297;-0.0106017;
0.103163;1.53259;1.52203;2.74409;-0.0105604;
0.103173;1.53414;1.52362;2.75414;-0.0105173;
0.103183;1.53552;1.52505;2.76307;-0.0104728;
0.103193;1.53672;1.52629;2.77087;-0.010427;
0.103203;1.53772;1.52734;2.77749;-0.0103801;
0.103213;1.53854;1.52821;2.78292;-0.0103322;
0.103223;1.53917;1.52889;2.78713;-0.0102836;
0.103233;1.5396;1.52937;2.79011;-0.0102343;
0.103243;1.53984;1.52965;2.79185;-0.0101847;
0.103253;1.53988;1.52974;2.79234;-0.0101349;
0.103263;1.53972;1.52963;2.79158;-0.010085;
0.103273;1.53936;1.52933;2.78957;-0.0100352;
0.103283;1.53881;1.52883;2.78632;-0.00998579;
0.103293;1.53807;1.52813;2.78185;-0.00993683;
0.103303;1.53714;1.52725;2.77616;-0.00988855;
0.103313;1.53601;1.52617;2.76928;-0.00984113;
0.103323;1.53471;1.52491;2.76123;-0.00979475;
0.103333;1.53322;1.52347;2.75205;-0.00974958;
0.103343;1.53156;1.52186;2.74176;-0.00970582;
0.103353;1.52973;1.52007;2.73041;-0.00966364;
0.103363;1.52774;1.51812;2.71804;-0.00962321;
0.103373;1.5256;1.51601;2.7047;-0.00958471;
0.103383;1.52331;1.51376;2.69044;-0.0095483;
0.103393;1.52088;1.51136;2.67531;-0.00951413;
0.103403;1.51832;1.50884;2.65938;-0.00948236;
0.103413;1.51565;1.5062;2.6427;-0.0094531;
0.103423;1.51287;1.50344;2.62534;-0.0094265;
0.103433;1.50999;1.50059;2.60738;-0.00940266;
0.103443;1.50703;1.49765;2.58888;-0.00938169;
0.103453;1.50399;1.49463;2.56991;-0.00936367;
0.103463;1.50089;1.49155;2.55055;-0.00934867;
0.103473;1.49775;1.48841;2.53089;-0.00933676;
0.103483;1.49457;1.48524;2.51099;-0.00932798;
0.103493;1.49137;1.48204;2.49093;-0.00932237;
0.103503;1.48815;1.47883;2.4708;-0.00931995;
0.103513;1.48494;1.47562;2.45068;-0.00932073;
0.103523;1.48175;1.47242;2.43064;-0.0093247;
0.103533;1.47858;1.46925;2.41077;-0.00933185;
0.103543;1.47545;1.46611;2.39114;-0.00934214;
0.103553;1.47238;1.46303;2.37183;-0.00935553;
0.103563;1.46937;1.46;2.35293;-0.00937197;
0.103573;1.46645;1.45705;2.33449;-0.00939139;
0.103583;1.46361;1.45419;2.31661;-0.0094137;
0.103593;1.46087;1.45143;2.29934;-0.00943882;
0.103603;1.45824;1.44877;2.28276;-0.00946665;
0.103613;1.45574;1.44624;2.26693;-0.00949707;
0.103623;1.45336;1.44383;2.25191;-0.00952997;
0.103633;1.45113;1.44157;2.23776;-0.0095652;
0.103643;1.44905;1.43945;2.22455;-0.00960264;
0.103653;1.44713;1.43748;2.21232;-0.00964213;
0.103663;1.44537;1.43568;2.20111;-0.00968352;
0.103673;1.44378;1.43406;2.19098;-0.00972663;
0.103683;1.44238;1.43261;2.18196;-0.00977131;
0.103693;1.44116;1.43134;2.17409;-0.00981737;
0.103703;1.44012;1.43026;2.1674;-0.00986464;
0.103713;1.43928;1.42937;2.16191;-0.00991292;
0.103723;1.43864;1.42868;2.15766;-0.00996203;
0.103733;1.4382;1.42819;2.15464;-0.0100118;
0.103743;1.43796;1.4279;2.15288;-0.010062;
0.103753;1.43792;1.42781;2.15239;-0.0101124;
0.103763;1.43808;1.42792;2.15316;-0.0101629;
0.103773;1.43844;1.42823;2.15519;-0.0102132;
0.103783;1.43901;1.42874;2.15847;-0.0102631;
0.103793;1.43977;1.42945;2.163;-0.0103125;
0.103803;1.44072;1.43036;2.16875;-0.0103612;
0.103813;1.44187;1.43146;2.1757;-0.010409;
0.103823;1.4432;1.43275;2.18382;-0.0104556;
0.103833;1.44472;1.43422;2.19308;-0.0105009;
0.103843;1.44641;1.43586;2.20345;-0.0105447;
0.103853;1.44827;1.43768;2.21488;-0.0105869;
0.103863;1.45029;1.43966;2.22733;-0.0106273;
0.103873;1.45246;1.44179;2.24075;-0.0106657;
0.103883;1.45478;1.44407;2.25509;-0.0107019;
0.103893;1.45723;1.44649;2.27029;-0.0107358;
0.103903;1.45981;1.44904;2.28629;-0.0107674;
0.103913;1.46251;1.45171;2.30303;-0.0107964;
0.103923;1.46531;1.45448;2.32043;-0.0108227;
0.103933;1.4682;1.45735;2.33844;-0.0108463;
0.103943;1.47118;1.46031;2.35698;-0.010867;
0.103953;1.47422;1.46334;2.37598;-0.0108847;
0.103963;1.47733;1.46643;2.39536;-0.0108995;
0.103973;1.48048;1.46957;2.41505;-0.0109111;
0.103983;1.48367;1.47275;2.43497;-0.0109197;
0.103993;1.48687;1.47595;2.45503;-0.0109251;
0.104003;1.49009;1.47916;2.47516;-0.0109272;
0.104013;1.4933;1.48237;2.49528;-0.0109262;
0.104023;1.49649;1.48557;2.5153;-0.010922;
0.104033;1.49965;1.48873;2.53516;-0.0109146;
0.104043;1.50277;1.49186;2.55476;-0.0109041;
0.104053;1.50583;1.49494;2.57404;-0.0108904;
0.104063;1.50882;1.49795;2.59291;-0.0108737;
0.104073;1.51173;1.50088;2.6113;-0.0108541;
0.104083;1.51455;1.50372;2.62914;-0.0108315;
0.104093;1.51727;1.50647;2.64635;-0.0108061;
0.104103;1.51988;1.5091;2.66287;-0.010778;
0.104113;1.52236;1.51161;2.67864;-0.0107473;
0.104123;1.5247;1.51399;2.69358;-0.0107142;
0.104133;1.52691;1.51623;2.70764;-0.0106788;
0.104143;1.52896;1.51832;2.72078;-0.0106413;
0.104153;1.53085;1.52025;2.73293;-0.0106017;
0.104163;1.53258;1.52202;2.74405;-0.0105604;
0.104173;1.53414;1.52362;2.7541;-0.0105173;
0.104183;1.53551;1.52504;2.76304;-0.0104728;
0.104193;1.53671;1.52628;2.77083;-0.010427;
0.104203;1.53772;1.52734;2.77746;-0.0103801;
0.104213;1.53854;1.52821;2.78289;-0.0103322;
0.104223;1.53916;1.52888;2.7871;-0.0102836;
0.104233;1.5396;1.52936;2.79008;-0.0102343;
0.104243;1.53983;1.52965;2.79182;-0.0101847;
0.104253;1.53987;1.52974;2.79231;-0.0101349;
0.104263;1.53971;1.52963;2.79154;-0.010085;
0.104273;1.53936;1.52932;2.78954;-0.0100352;
0.104283;1.53881;1.52882;2.78629;-0.00998578;
0.104293;1.53807;1.52813;2.78181;-0.00993683;
0.104303;1.53713;1.52724;2.77612;-0.00988855;
0.104313;1.53601;1.52617;2.76924;-0.00984113;
0.104323;1.5347;1.52491;2.76119;-0.00979474;
0.104333;1.53322;1.52347;2.75201;-0.00974958;
0.104343;1.53156;1.52185;2.74172;-0.00970582;
0.104353;1.52973;1.52006;2.73038;-0.00966364;
0.104363;1.52774;1.51811;2.71801;-0.00962321;
0.104373;1.52559;1.51601;2.70467;-0.00958471;
0.104383;1.5233;1.51375;2.6904;-0.0095483;
0.104393;1.52087;1.51136;2.67528;-0.00951413;
0.104403;1.51832;1.50883;2.65934;-0.00948235;
0.104413;1.51564;1.50619;2.64266;-0.0094531;
0.104423;1.51286;1.50343;2.62531;-0.0094265;
0.104433;1.50998;1.50058;2.60734;-0.00940266;
0.104443;1.50702;1.49764;2.58884;-0.00938169;
0.104453;1.50399;1.49462;2.56987;-0.00936366;
0.104463;1.50089;1.49154;2.55052;-0.00934867;
0.104473;1.49774;1.48841;2.53085;-0.00933676;
0.104483;1.49456;1.48524;2.51095;-0.00932798;
0.104493;1.49136;1.48204;2.49089;-0.00932237;
0.104503;1.48815;1.47883;2.47077;-0.00931995;
0.104513;1.48494;1.47561;2.45064;-0.00932073;
0.104523;1.48174;1.47242;2.4306;-0.0093247;
0.104533;1.47857;1.46924;2.41073;-0.00933185;
0.104543;1.47545;1.4661;2.3911;-0.00934214;
0.104553;1.47237;1.46302;2.3718;-0.00935553;
0.104563;1.46937;1.46;2.35289;-0.00937197;
0.104573;1.46644;1.45705;2.33446;-0.00939138;
0.104583;1.4636;1.45419;2.31657;-0.0094137;
0.104593;1.46086;1.45142;2.2993;-0.00943882;
0.104603;1.45824;1.44877;2.28272;-0.00946665;
0.104613;1.45573;1.44623;2.26689;-0.00949707;
0.104623;1.45336;1.44383;2.25187;-0.00952997;
0.104633;1.45113;1.44156;2.23773;-0.0095652;
0.104643;1.44904;1.43944;2.22451;-0.00960264;
0.104653;1.44712;1.43748;2.21228;-0.00964213;
0.104663;1.44536;1.43568;2.20107;-0.00968352;
0.104673;1.44378;1.43405;2.19094;-0.00972663;
0.104683;1.44237;1.4326;2.18192;-0.00977131;
0.104693;1.44115;1.43133;2.17405;-0.00981737;
0.104703;1.44012;1.43025;2.16736;-0.00986464;
0.104713;1.43928;1.42937;2.16188;-0.00991292;
0.104723;1.43864;1.42867;2.15762;-0.00996203;
0.104733;1.43819;1.42818;2.15461;-0.0100118;
0.104743;1.43795;1.42789;2.15285;-0.010062;
0.104753;1.43791;1.4278;2.15235;-0.0101124;
0.104763;1.43807;1.42791;2.15312;-0.0101628;
0.104773;1.43844;1.42822;2.15515;-0.0102132;
0.104783;1.439;1.42874;2.15844;-0.0102631;
0.104793;1.43976;1.42945;2.16296;-0.0103125;
0.104803;1.44072;1.43036;2.16871;-0.0103612;
0.104813;1.44186;1.43145;2.17566;-0.010409;
0.104823;1.4432;1.43274;2.18378;-0.0104556;
0.104833;1.44471;1.43421;2.19305;-0.0105009;
0.104843;1.4464;1.43586;2.20341;-0.0105447;
0.104853;1.44826;1.43767;2.21485;-0.0105869;
0.104863;1.45028;1.43965;2.2273;-0.0106273;
0.104873;1.45245;1.44179;2.24072;-0.0106657;
0.104883;1.45477;1.44407;2.25506;-0.0107019;
0.104893;1.45722;1.44649;2.27025;-0.0107358;
0.104903;1.4598;1.44904;2.28625;-0.0107674;
0.104913;1.4625;1.4517;2.30299;-0.0107964;
0.104923;1.4653;1.45448;2.3204;-0.0108227;
0.104933;1.46819;1.45735;2.33841;-0.0108463;
0.104943;1.47117;1.4603;2.35695;-0.010867;
0.104953;1.47422;1.46333;2.37595;-0.0108847;
0.104963;1.47732;1.46643;2.39533;-0.0108995;
0.104973;1.48048;1.46957;2.41502;-0.0109111;
0.104983;1.48366;1.47274;2.43493;-0.0109197;
