time;V(/OUT_N);V(/OUT_SINGLE);user1;
0.695797;1.15478;1.79108;-0.00202477;
0.695807;1.15594;1.79875;-0.00213015;
0.695817;1.15734;1.80911;-0.00223433;
0.695827;1.15896;1.82213;-0.0023369;
0.695837;1.16079;1.83775;-0.00243744;
0.695847;1.16284;1.8559;-0.00253558;
0.695857;1.1651;1.87653;-0.00263091;
0.695867;1.16755;1.89954;-0.00272308;
0.695877;1.17018;1.92484;-0.0028117;
0.695887;1.17299;1.95235;-0.00289643;
0.695897;1.17597;1.98194;-0.00297694;
0.695907;1.17909;2.01351;-0.0030529;
0.695917;1.18236;2.04692;-0.00312401;
0.695927;1.18576;2.08205;-0.00319;
0.695937;1.18927;2.11876;-0.00325059;
0.695947;1.19288;2.1569;-0.00330555;
0.695957;1.19657;2.19633;-0.00335465;
0.695967;1.20034;2.23688;-0.0033977;
0.695977;1.20416;2.27839;-0.00343453;
0.695987;1.20802;2.32071;-0.00346499;
0.695997;1.21191;2.36367;-0.00348896;
0.696007;1.21582;2.40709;-0.00350633;
0.696017;1.21971;2.4508;-0.00351705;
0.696027;1.22359;2.49464;-0.00352107;
0.696037;1.22743;2.53842;-0.00351837;
0.696047;1.23122;2.58198;-0.00350896;
0.696057;1.23494;2.62514;-0.00349289;
0.696067;1.23858;2.66773;-0.00347021;
0.696077;1.24213;2.70958;-0.00344101;
0.696087;1.24557;2.75053;-0.00340542;
0.696097;1.24889;2.79042;-0.00336358;
0.696107;1.25207;2.82909;-0.00331565;
0.696117;1.2551;2.86638;-0.00326183;
0.696127;1.25798;2.90215;-0.00320232;
0.696137;1.26068;2.93626;-0.00313738;
0.696147;1.2632;2.96857;-0.00306725;
0.696157;1.26553;2.99896;-0.00299221;
0.696167;1.26765;3.02731;-0.00291256;
0.696177;1.26957;3.0535;-0.00282863;
0.696187;1.27127;3.07743;-0.00274073;
0.696197;1.27275;3.09901;-0.00264922;
0.696207;1.27399;3.11815;-0.00255445;
0.696217;1.27501;3.13478;-0.00245681;
0.696227;1.27578;3.14884;-0.00235667;
0.696237;1.27631;3.16026;-0.00225443;
0.696247;1.2766;3.169;-0.00215049;
0.696257;1.27664;3.17503;-0.00204526;
0.696267;1.27644;3.17832;-0.00193914;
0.696277;1.27599;3.17887;-0.00183257;
0.696287;1.27531;3.17666;-0.00172595;
0.696297;1.27438;3.17171;-0.0016197;
0.696307;1.27321;3.16404;-0.00151425;
0.696317;1.27182;3.15368;-0.00140999;
0.696327;1.2702;3.14066;-0.00130735;
0.696337;1.26836;3.12505;-0.00120673;
0.696347;1.2663;3.10689;-0.00110851;
0.696357;1.26405;3.08627;-0.0010131;
0.696367;1.26159;3.06326;-0.000920863;
0.696377;1.25895;3.03795;-0.000832164;
0.696387;1.25614;3.01045;-0.000747355;
0.696397;1.25316;2.98085;-0.000666771;
0.696407;1.25003;2.94929;-0.000590733;
0.696417;1.24676;2.91587;-0.000519541;
0.696427;1.24336;2.88074;-0.000453479;
0.696437;1.23985;2.84403;-0.00039281;
0.696447;1.23623;2.80589;-0.000337776;
0.696457;1.23254;2.76647;-0.000288596;
0.696467;1.22877;2.72592;-0.000245466;
0.696477;1.22494;2.6844;-0.00020856;
0.696487;1.22108;2.64208;-0.000178024;
0.696497;1.21718;2.59913;-0.00015398;
0.696507;1.21328;2.55571;-0.000136526;
0.696517;1.20938;2.512;-0.00012573;
0.696527;1.20551;2.46816;-0.000121635;
0.696537;1.20167;2.42438;-0.000124258;
0.696547;1.19788;2.38082;-0.000133588;
0.696557;1.19415;2.33767;-0.000149587;
0.696567;1.19051;2.29508;-0.000172189;
0.696577;1.18696;2.25322;-0.000201306;
0.696587;1.18352;2.21227;-0.000236818;
0.696597;1.1802;2.17238;-0.000278584;
0.696607;1.17702;2.13372;-0.000326436;
0.696617;1.17399;2.09642;-0.000380183;
0.696627;1.17112;2.06065;-0.00043961;
0.696637;1.16842;2.02654;-0.000504479;
0.696647;1.1659;1.99423;-0.000574534;
0.696657;1.16357;1.96384;-0.000649493;
0.696667;1.16145;1.9355;-0.000729061;
0.696677;1.15953;1.90931;-0.000812922;
0.696687;1.15783;1.88537;-0.000900743;
0.696697;1.15635;1.86379;-0.000992178;
0.696707;1.15511;1.84465;-0.00108687;
0.696717;1.15409;1.82802;-0.00118443;
0.696727;1.15332;1.81397;-0.00128449;
0.696737;1.15279;1.80255;-0.00138666;
0.696747;1.1525;1.79381;-0.00149052;
0.696757;1.15245;1.78778;-0.00159568;
0.696767;1.15265;1.78449;-0.00170171;
0.696777;1.1531;1.78394;-0.00180821;
0.696787;1.15378;1.78615;-0.00191475;
0.696797;1.15471;1.7911;-0.00202092;
0.696807;1.15587;1.79877;-0.0021263;
0.696817;1.15726;1.80913;-0.00223048;
0.696827;1.15888;1.82215;-0.00233304;
0.696837;1.16072;1.83776;-0.00243359;
0.696847;1.16277;1.85592;-0.00253173;
0.696857;1.16502;1.87654;-0.00262706;
0.696867;1.16747;1.89955;-0.00271922;
0.696877;1.17011;1.92486;-0.00280785;
0.696887;1.17292;1.95237;-0.00289258;
0.696897;1.17589;1.98196;-0.00297309;
0.696907;1.17902;2.01353;-0.00304905;
0.696917;1.18229;2.04694;-0.00312016;
0.696927;1.18568;2.08207;-0.00318615;
0.696937;1.18919;2.11878;-0.00324674;
0.696947;1.1928;2.15692;-0.0033017;
0.696957;1.1965;2.19635;-0.0033508;
0.696967;1.20026;2.2369;-0.00339385;
0.696977;1.20408;2.27841;-0.00343068;
0.696987;1.20795;2.32073;-0.00346114;
0.696997;1.21184;2.36369;-0.00348511;
0.697007;1.21574;2.40711;-0.00350248;
0.697017;1.21964;2.45082;-0.0035132;
0.697027;1.22351;2.49465;-0.00351722;
0.697037;1.22735;2.53844;-0.00351452;
0.697047;1.23114;2.58199;-0.00350511;
0.697057;1.23487;2.62515;-0.00348904;
0.697067;1.23851;2.66774;-0.00346636;
0.697077;1.24206;2.7096;-0.00343716;
0.697087;1.2455;2.75055;-0.00340158;
0.697097;1.24881;2.79044;-0.00335973;
0.697107;1.252;2.8291;-0.0033118;
0.697117;1.25503;2.8664;-0.00325798;
0.697127;1.2579;2.90217;-0.00319848;
0.697137;1.2606;2.93628;-0.00313353;
0.697147;1.26312;2.96859;-0.0030634;
0.697157;1.26545;2.99898;-0.00298836;
0.697167;1.26758;3.02733;-0.00290872;
0.697177;1.2695;3.05352;-0.00282478;
0.697187;1.2712;3.07745;-0.00273688;
0.697197;1.27267;3.09903;-0.00264537;
0.697207;1.27392;3.11817;-0.0025506;
0.697217;1.27493;3.1348;-0.00245296;
0.697227;1.2757;3.14885;-0.00235282;
0.697237;1.27624;3.16027;-0.00225058;
0.697247;1.27652;3.16901;-0.00214664;
0.697257;1.27657;3.17504;-0.00204141;
0.697267;1.27637;3.17834;-0.0019353;
0.697277;1.27592;3.17888;-0.00182872;
0.697287;1.27523;3.17668;-0.0017221;
0.697297;1.2743;3.17173;-0.00161586;
0.697307;1.27314;3.16406;-0.0015104;
0.697317;1.27174;3.1537;-0.00140614;
0.697327;1.27012;3.14068;-0.0013035;
0.697337;1.26828;3.12507;-0.00120288;
0.697347;1.26623;3.10691;-0.00110467;
0.697357;1.26397;3.08629;-0.00100925;
0.697367;1.26152;3.06328;-0.000917016;
0.697377;1.25888;3.03797;-0.000828317;
0.697387;1.25606;3.01046;-0.000743508;
0.697397;1.25308;2.98087;-0.000662925;
0.697407;1.24995;2.9493;-0.000586886;
0.697417;1.24668;2.91589;-0.000515695;
0.697427;1.24328;2.88076;-0.000449633;
0.697437;1.23977;2.84405;-0.000388964;
0.697447;1.23616;2.80591;-0.00033393;
0.697457;1.23246;2.76649;-0.00028475;
0.697467;1.22869;2.72594;-0.00024162;
0.697477;1.22487;2.68442;-0.000204714;
0.697487;1.221;2.6421;-0.000174178;
0.697497;1.21711;2.59915;-0.000150135;
0.697507;1.21321;2.55573;-0.00013268;
0.697517;1.20931;2.51202;-0.000121884;
0.697527;1.20543;2.46818;-0.00011779;
0.697537;1.20159;2.4244;-0.000120413;
0.697547;1.1978;2.38084;-0.000129742;
0.697557;1.19408;2.33768;-0.000145741;
0.697567;1.19043;2.29509;-0.000168344;
0.697577;1.18689;2.25324;-0.00019746;
0.697587;1.18345;2.21229;-0.000232973;
0.697597;1.18013;2.1724;-0.000274739;
0.697607;1.17695;2.13373;-0.000322591;
0.697617;1.17392;2.09644;-0.000376338;
0.697627;1.17104;2.06067;-0.000435765;
0.697637;1.16834;2.02656;-0.000500635;
0.697647;1.16582;1.99425;-0.000570689;
0.697657;1.1635;1.96386;-0.000645649;
0.697667;1.16137;1.93551;-0.000725217;
0.697677;1.15945;1.90932;-0.000809077;
0.697687;1.15775;1.88539;-0.000896899;
0.697697;1.15628;1.86381;-0.000988334;
0.697707;1.15503;1.84467;-0.00108302;
0.697717;1.15402;1.82804;-0.00118059;
0.697727;1.15324;1.81399;-0.00128065;
0.697737;1.15271;1.80257;-0.00138281;
0.697747;1.15242;1.79383;-0.00148668;
0.697757;1.15238;1.7878;-0.00159183;
0.697767;1.15258;1.78451;-0.00169787;
0.697777;1.15302;1.78396;-0.00180437;
0.697787;1.15371;1.78617;-0.00191091;
0.697797;1.15463;1.79111;-0.00201708;
0.697807;1.15579;1.79879;-0.00212246;
0.697817;1.15719;1.80915;-0.00222664;
0.697827;1.1588;1.82216;-0.0023292;
0.697837;1.16064;1.83778;-0.00242975;
0.697847;1.16269;1.85594;-0.00252788;
0.697857;1.16495;1.87656;-0.00262322;
0.697867;1.1674;1.89957;-0.00271538;
0.697877;1.17003;1.92488;-0.002804;
0.697887;1.17284;1.95238;-0.00288874;
0.697897;1.17582;1.98198;-0.00296924;
0.697907;1.17894;2.01355;-0.0030452;
0.697917;1.18221;2.04696;-0.00311632;
0.697927;1.18561;2.08209;-0.0031823;
0.697937;1.18912;2.1188;-0.0032429;
0.697947;1.19272;2.15694;-0.00329785;
0.697957;1.19642;2.19636;-0.00334696;
0.697967;1.20019;2.23691;-0.00339001;
0.697977;1.20401;2.27843;-0.00342684;
0.697987;1.20787;2.32075;-0.0034573;
0.697997;1.21176;2.3637;-0.00348126;
0.698007;1.21566;2.40712;-0.00349864;
0.698017;1.21956;2.45084;-0.00350936;
0.698027;1.22344;2.49467;-0.00351338;
0.698037;1.22728;2.53845;-0.00351068;
0.698047;1.23107;2.58201;-0.00350127;
0.698057;1.23479;2.62517;-0.0034852;
0.698067;1.23843;2.66776;-0.00346252;
0.698077;1.24198;2.70962;-0.00343332;
0.698087;1.24542;2.75057;-0.00339773;
0.698097;1.24874;2.79046;-0.00335589;
0.698107;1.25192;2.82912;-0.00330796;
0.698117;1.25495;2.86642;-0.00325414;
0.698127;1.25783;2.90219;-0.00319463;
0.698137;1.26053;2.9363;-0.00312969;
0.698147;1.26305;2.96861;-0.00305956;
0.698157;1.26538;2.999;-0.00298452;
0.698167;1.2675;3.02734;-0.00290488;
0.698177;1.26942;3.05353;-0.00282094;
0.698187;1.27112;3.07747;-0.00273304;
0.698197;1.2726;3.09905;-0.00264153;
0.698207;1.27384;3.11819;-0.00254676;
0.698217;1.27485;3.13482;-0.00244912;
0.698227;1.27563;3.14887;-0.00234898;
0.698237;1.27616;3.16029;-0.00224674;
0.698247;1.27645;3.16903;-0.0021428;
0.698257;1.27649;3.17506;-0.00203757;
0.698267;1.27629;3.17836;-0.00193146;
0.698277;1.27584;3.1789;-0.00182488;
0.698287;1.27516;3.1767;-0.00171826;
0.698297;1.27423;3.17175;-0.00161202;
0.698307;1.27306;3.16408;-0.00150656;
0.698317;1.27167;3.15371;-0.00140231;
0.698327;1.27005;3.1407;-0.00129966;
0.698337;1.26821;3.12508;-0.00119904;
0.698347;1.26615;3.10693;-0.00110083;
0.698357;1.26389;3.0863;-0.00100542;
0.698367;1.26144;3.06329;-0.000913177;
0.698377;1.2588;3.03799;-0.000824478;
0.698387;1.25599;3.01048;-0.000739669;
0.698397;1.25301;2.98089;-0.000659086;
0.698407;1.24988;2.94932;-0.000583048;
0.698417;1.24661;2.91591;-0.000511856;
0.698427;1.24321;2.88078;-0.000445794;
0.698437;1.2397;2.84407;-0.000385126;
0.698447;1.23608;2.80593;-0.000330092;
0.698457;1.23239;2.76651;-0.000280912;
0.698467;1.22862;2.72596;-0.000237782;
0.698477;1.22479;2.68444;-0.000200876;
0.698487;1.22093;2.64212;-0.00017034;
0.698497;1.21703;2.59917;-0.000146297;
0.698507;1.21313;2.55575;-0.000128842;
0.698517;1.20923;2.51203;-0.000118046;
0.698527;1.20536;2.4682;-0.000113952;
0.698537;1.20152;2.42442;-0.000116575;
0.698547;1.19773;2.38086;-0.000125905;
0.698557;1.194;2.3377;-0.000141904;
0.698567;1.19036;2.29511;-0.000164507;
0.698577;1.18681;2.25326;-0.000193623;
0.698587;1.18337;2.21231;-0.000229136;
0.698597;1.18005;2.17242;-0.000270902;
0.698607;1.17687;2.13375;-0.000318754;
0.698617;1.17384;2.09646;-0.000372501;
0.698627;1.17097;2.06069;-0.000431928;
0.698637;1.16827;2.02658;-0.000496798;
0.698647;1.16575;1.99426;-0.000566852;
0.698657;1.16342;1.96388;-0.000641812;
0.698667;1.16129;1.93553;-0.00072138;
0.698677;1.15938;1.90934;-0.000805241;
0.698687;1.15768;1.88541;-0.000893063;
0.698697;1.1562;1.86383;-0.000984498;
0.698707;1.15496;1.84469;-0.00107919;
0.698717;1.15394;1.82806;-0.00117675;
0.698727;1.15317;1.81401;-0.00127681;
0.698737;1.15264;1.80259;-0.00137898;
0.698747;1.15235;1.79385;-0.00148284;
0.698757;1.1523;1.78782;-0.001588;
0.698767;1.1525;1.78452;-0.00169403;
0.698777;1.15295;1.78398;-0.00180053;
0.698787;1.15363;1.78618;-0.00190707;
0.698797;1.15456;1.79113;-0.00201324;
0.698807;1.15572;1.7988;-0.00211862;
0.698817;1.15711;1.80917;-0.0022228;
0.698827;1.15873;1.82218;-0.00232537;
0.698837;1.16057;1.8378;-0.00242591;
0.698847;1.16262;1.85595;-0.00252405;
0.698857;1.16487;1.87658;-0.00261939;
0.698867;1.16732;1.89959;-0.00271155;
0.698877;1.16995;1.9249;-0.00280017;
0.698887;1.17277;1.9524;-0.0028849;
0.698897;1.17574;1.982;-0.00296541;
0.698907;1.17887;2.01356;-0.00304137;
0.698917;1.18214;2.04698;-0.00311248;
0.698927;1.18553;2.08211;-0.00317847;
0.698937;1.18904;2.11882;-0.00323906;
0.698947;1.19265;2.15696;-0.00329402;
0.698957;1.19634;2.19638;-0.00334312;
0.698967;1.20011;2.23693;-0.00338617;
0.698977;1.20393;2.27845;-0.003423;
0.698987;1.2078;2.32077;-0.00345346;
0.698997;1.21169;2.36372;-0.00347743;
0.699007;1.21559;2.40714;-0.00349481;
0.699017;1.21948;2.45086;-0.00350553;
0.699027;1.22336;2.49469;-0.00350954;
0.699037;1.2272;2.53847;-0.00350684;
0.699047;1.23099;2.58203;-0.00349744;
0.699057;1.23471;2.62519;-0.00348136;
0.699067;1.23836;2.66778;-0.00345868;
0.699077;1.24191;2.70963;-0.00342949;
0.699087;1.24535;2.75058;-0.0033939;
0.699097;1.24866;2.79047;-0.00335206;
0.699107;1.25184;2.82914;-0.00330413;
0.699117;1.25488;2.86643;-0.00325031;
0.699127;1.25775;2.9022;-0.0031908;
0.699137;1.26045;2.93631;-0.00312586;
0.699147;1.26297;2.96863;-0.00305572;
0.699157;1.2653;2.99902;-0.00298069;
0.699167;1.26743;3.02736;-0.00290104;
0.699177;1.26934;3.05355;-0.00281711;
0.699187;1.27104;3.07748;-0.00272921;
0.699197;1.27252;3.09906;-0.0026377;
0.699207;1.27377;3.11821;-0.00254293;
0.699217;1.27478;3.13484;-0.00244529;
0.699227;1.27555;3.14889;-0.00234515;
0.699237;1.27608;3.16031;-0.00224291;
0.699247;1.27637;3.16905;-0.00213897;
0.699257;1.27642;3.17508;-0.00203374;
0.699267;1.27621;3.17837;-0.00192763;
0.699277;1.27577;3.17892;-0.00182105;
0.699287;1.27508;3.17671;-0.00171443;
0.699297;1.27415;3.17177;-0.00160818;
0.699307;1.27299;3.16409;-0.00150273;
0.699317;1.27159;3.15373;-0.00139847;
0.699327;1.26997;3.14072;-0.00129583;
0.699337;1.26813;3.1251;-0.00119521;
0.699347;1.26608;3.10695;-0.001097;
0.699357;1.26382;3.08632;-0.00100158;
0.699367;1.26137;3.06331;-0.000909346;
0.699377;1.25873;3.038;-0.000820647;
0.699387;1.25591;3.0105;-0.000735839;
0.699397;1.25293;2.9809;-0.000655255;
0.699407;1.2498;2.94934;-0.000579217;
0.699417;1.24653;2.91592;-0.000508026;
0.699427;1.24313;2.88079;-0.000441964;
0.699437;1.23962;2.84409;-0.000381295;
0.699447;1.23601;2.80595;-0.000326261;
0.699457;1.23231;2.76652;-0.000277081;
0.699467;1.22854;2.72597;-0.000233952;
0.699477;1.22472;2.68446;-0.000197046;
0.699487;1.22085;2.64214;-0.00016651;
0.699497;1.21696;2.59918;-0.000142467;
0.699507;1.21306;2.55576;-0.000125012;
0.699517;1.20916;2.51205;-0.000114217;
0.699527;1.20528;2.46822;-0.000110122;
0.699537;1.20144;2.42443;-0.000112746;
0.699547;1.19765;2.38088;-0.000122076;
0.699557;1.19393;2.33772;-0.000138074;
0.699567;1.19028;2.29513;-0.000160677;
0.699577;1.18673;2.25327;-0.000189794;
0.699587;1.1833;2.21232;-0.000225306;
0.699597;1.17998;2.17244;-0.000267073;
0.699607;1.1768;2.13377;-0.000314925;
0.699617;1.17376;2.09648;-0.000368672;
0.699627;1.17089;2.0607;-0.000428099;
0.699637;1.16819;2.0266;-0.000492969;
0.699647;1.16567;1.99428;-0.000563023;
0.699657;1.16334;1.96389;-0.000637984;
0.699667;1.16122;1.93555;-0.000717552;
0.699677;1.1593;1.90936;-0.000801413;
0.699687;1.1576;1.88543;-0.000889234;
0.699697;1.15613;1.86385;-0.000980669;
0.699707;1.15488;1.84471;-0.00107536;
0.699717;1.15387;1.82808;-0.00117292;
0.699727;1.15309;1.81402;-0.00127299;
0.699737;1.15256;1.8026;-0.00137515;
0.699747;1.15227;1.79386;-0.00147901;
0.699757;1.15223;1.78783;-0.00158417;
0.699767;1.15243;1.78454;-0.0016902;
0.699777;1.15287;1.784;-0.0017967;
0.699787;1.15356;1.7862;-0.00190325;
0.699797;1.15448;1.79115;-0.00200942;
0.699807;1.15564;1.79882;-0.0021148;
0.699817;1.15703;1.80918;-0.00221897;
0.699827;1.15865;1.8222;-0.00232154;
0.699837;1.16049;1.83782;-0.00242209;
0.699847;1.16254;1.85597;-0.00252022;
0.699857;1.16479;1.8766;-0.00261556;
0.699867;1.16724;1.89961;-0.00270772;
0.699877;1.16988;1.92491;-0.00279634;
0.699887;1.17269;1.95242;-0.00288107;
0.699897;1.17567;1.98201;-0.00296158;
0.699907;1.17879;2.01358;-0.00303754;
0.699917;1.18206;2.04699;-0.00310866;
0.699927;1.18546;2.08212;-0.00317464;
0.699937;1.18896;2.11883;-0.00323523;
0.699947;1.19257;2.15697;-0.00329019;
0.699957;1.19627;2.1964;-0.0033393;
0.699967;1.20004;2.23695;-0.00338235;
0.699977;1.20386;2.27847;-0.00341918;
0.699987;1.20772;2.32078;-0.00344964;
0.699997;1.21161;2.36374;-0.0034736;
0.700007;1.21551;2.40716;-0.00349098;
0.700017;1.21941;2.45087;-0.0035017;
0.700027;1.22329;2.49471;-0.00350572;
0.700037;1.22713;2.53849;-0.00350302;
0.700047;1.23091;2.58205;-0.00349361;
0.700057;1.23464;2.62521;-0.00347754;
0.700067;1.23828;2.6678;-0.00345486;
0.700077;1.24183;2.70965;-0.00342566;
0.700087;1.24527;2.7506;-0.00339008;
0.700097;1.24859;2.79049;-0.00334823;
0.700107;1.25177;2.82916;-0.0033003;
0.700117;1.2548;2.86645;-0.00324648;
0.700127;1.25768;2.90222;-0.00318698;
0.700137;1.26038;2.93633;-0.00312203;
0.700147;1.2629;2.96864;-0.0030519;
0.700157;1.26523;2.99903;-0.00297686;
0.700167;1.26735;3.02738;-0.00289722;
0.700177;1.26927;3.05357;-0.00281328;
0.700187;1.27097;3.0775;-0.00272538;
0.700197;1.27245;3.09908;-0.00263387;
0.700207;1.27369;3.11822;-0.00253911;
0.700217;1.2747;3.13485;-0.00244146;
0.700227;1.27548;3.14891;-0.00234133;
0.700237;1.27601;3.16033;-0.00223909;
0.700247;1.2763;3.16907;-0.00213515;
0.700257;1.27634;3.1751;-0.00202991;
0.700267;1.27614;3.17839;-0.0019238;
0.700277;1.27569;3.17894;-0.00181723;
0.700287;1.275;3.17673;-0.00171061;
0.700297;1.27408;3.17178;-0.00160436;
0.700307;1.27291;3.16411;-0.0014989;
0.700317;1.27152;3.15375;-0.00139465;
0.700327;1.2699;3.14073;-0.00129201;
0.700337;1.26806;3.12512;-0.00119139;
0.700347;1.266;3.10696;-0.00109317;
0.700357;1.26374;3.08634;-0.000997761;
0.700367;1.26129;3.06333;-0.000905523;
0.700377;1.25865;3.03802;-0.000816825;
0.700387;1.25584;3.01052;-0.000732016;
0.700397;1.25286;2.98092;-0.000651432;
0.700407;1.24973;2.94936;-0.000575394;
0.700417;1.24646;2.91594;-0.000504203;
0.700427;1.24306;2.88081;-0.000438142;
0.700437;1.23955;2.8441;-0.000377473;
0.700447;1.23593;2.80596;-0.000322439;
0.700457;1.23223;2.76654;-0.000273259;
0.700467;1.22847;2.72599;-0.00023013;
0.700477;1.22464;2.68447;-0.000193224;
0.700487;1.22077;2.64215;-0.000162688;
0.700497;1.21688;2.5992;-0.000138645;
0.700507;1.21298;2.55578;-0.000121191;
0.700517;1.20908;2.51207;-0.000110395;
0.700527;1.20521;2.46823;-0.000106301;
0.700537;1.20136;2.42445;-0.000108924;
0.700547;1.19757;2.38089;-0.000118254;
0.700557;1.19385;2.33774;-0.000134253;
0.700567;1.19021;2.29515;-0.000156856;
0.700577;1.18666;2.25329;-0.000185973;
0.700587;1.18322;2.21234;-0.000221485;
0.700597;1.1799;2.17245;-0.000263251;
0.700607;1.17672;2.13379;-0.000311104;
0.700617;1.17369;2.09649;-0.000364851;
0.700627;1.17082;2.06072;-0.000424278;
0.700637;1.16812;2.02661;-0.000489148;
0.700647;1.1656;1.9943;-0.000559203;
0.700657;1.16327;1.96391;-0.000634163;
0.700667;1.16114;1.93557;-0.000713731;
0.700677;1.15923;1.90938;-0.000797592;
0.700687;1.15753;1.88544;-0.000885414;
0.700697;1.15605;1.86387;-0.000976849;
0.700707;1.1548;1.84472;-0.00107154;
0.700717;1.15379;1.82809;-0.0011691;
0.700727;1.15302;1.81404;-0.00126917;
0.700737;1.15249;1.80262;-0.00137133;
0.700747;1.1522;1.79388;-0.00147519;
0.700757;1.15215;1.78785;-0.00158035;
0.700767;1.15235;1.78456;-0.00168638;
0.700777;1.15279;1.78401;-0.00179288;
0.700787;1.15348;1.78622;-0.00189943;
0.700797;1.15441;1.79117;-0.0020056;
0.700807;1.15557;1.79884;-0.00211098;
0.700817;1.15696;1.8092;-0.00221515;
0.700827;1.15858;1.82222;-0.00231772;
0.700837;1.16042;1.83783;-0.00241827;
0.700847;1.16247;1.85599;-0.0025164;
0.700857;1.16472;1.87661;-0.00261174;
0.700867;1.16717;1.89962;-0.0027039;
0.700877;1.1698;1.92493;-0.00279252;
0.700887;1.17261;1.95244;-0.00287726;
0.700897;1.17559;1.98203;-0.00295776;
0.700907;1.17872;2.0136;-0.00303372;
0.700917;1.18198;2.04701;-0.00310484;
0.700927;1.18538;2.08214;-0.00317082;
0.700937;1.18889;2.11885;-0.00323142;
0.700947;1.1925;2.15699;-0.00328637;
0.700957;1.19619;2.19642;-0.00333548;
0.700967;1.19996;2.23697;-0.00337853;
0.700977;1.20378;2.27848;-0.00341536;
0.700987;1.20765;2.3208;-0.00344582;
0.700997;1.21154;2.36376;-0.00346979;
0.701007;1.21544;2.40718;-0.00348716;
0.701017;1.21933;2.45089;-0.00349788;
0.701027;1.22321;2.49472;-0.0035019;
0.701037;1.22705;2.53851;-0.0034992;
0.701047;1.23084;2.58206;-0.0034898;
0.701057;1.23456;2.62522;-0.00347372;
0.701067;1.23821;2.66781;-0.00345104;
0.701077;1.24176;2.70967;-0.00342185;
0.701087;1.24519;2.75062;-0.00338626;
0.701097;1.24851;2.79051;-0.00334442;
0.701107;1.25169;2.82917;-0.00329649;
0.701117;1.25473;2.86647;-0.00324266;
0.701127;1.2576;2.90224;-0.00318316;
0.701137;1.2603;2.93635;-0.00311821;
0.701147;1.26282;2.96866;-0.00304808;
0.701157;1.26515;2.99905;-0.00297305;
0.701167;1.26728;3.0274;-0.0028934;
0.701177;1.26919;3.05359;-0.00280946;
0.701187;1.27089;3.07752;-0.00272157;
0.701197;1.27237;3.0991;-0.00263006;
0.701207;1.27362;3.11824;-0.00253529;
0.701217;1.27463;3.13487;-0.00243765;
0.701227;1.2754;3.14892;-0.00233751;
0.701237;1.27593;3.16034;-0.00223527;
0.701247;1.27622;3.16908;-0.00213133;
0.701257;1.27626;3.17511;-0.0020261;
0.701267;1.27606;3.17841;-0.00191999;
0.701277;1.27562;3.17895;-0.00181341;
0.701287;1.27493;3.17675;-0.00170679;
0.701297;1.274;3.1718;-0.00160055;
0.701307;1.27284;3.16413;-0.00149509;
0.701317;1.27144;3.15377;-0.00139084;
0.701327;1.26982;3.14075;-0.00128819;
0.701337;1.26798;3.12514;-0.00118757;
0.701347;1.26593;3.10698;-0.00108936;
0.701357;1.26367;3.08636;-0.000993946;
0.701367;1.26122;3.06335;-0.000901708;
0.701377;1.25858;3.03804;-0.00081301;
0.701387;1.25576;3.01053;-0.000728201;
0.701397;1.25278;2.98094;-0.000647618;
0.701407;1.24965;2.94937;-0.00057158;
0.701417;1.24638;2.91596;-0.000500388;
0.701427;1.24298;2.88083;-0.000434327;
0.701437;1.23947;2.84412;-0.000373658;
0.701447;1.23586;2.80598;-0.000318625;
0.701457;1.23216;2.76656;-0.000269445;
0.701467;1.22839;2.72601;-0.000226316;
0.701477;1.22457;2.68449;-0.000189409;
0.701487;1.2207;2.64217;-0.000158874;
0.701497;1.21681;2.59922;-0.000134831;
0.701507;1.2129;2.5558;-0.000117377;
0.701517;1.20901;2.51209;-0.000106581;
0.701527;1.20513;2.46825;-0.000102487;
0.701537;1.20129;2.42447;-0.00010511;
0.701547;1.1975;2.38091;-0.00011444;
0.701557;1.19378;2.33775;-0.000130439;
0.701567;1.19013;2.29516;-0.000153043;
0.701577;1.18658;2.25331;-0.000182159;
0.701587;1.18314;2.21236;-0.000217672;
0.701597;1.17983;2.17247;-0.000259438;
0.701607;1.17665;2.1338;-0.000307291;
0.701617;1.17361;2.09651;-0.000361038;
0.701627;1.17074;2.06074;-0.000420465;
0.701637;1.16804;2.02663;-0.000485335;
0.701647;1.16552;1.99432;-0.00055539;
0.701657;1.16319;1.96393;-0.00063035;
0.701667;1.16107;1.93558;-0.000709919;
0.701677;1.15915;1.90939;-0.00079378;
0.701687;1.15745;1.88546;-0.000881601;
0.701697;1.15598;1.86388;-0.000973036;
0.701707;1.15473;1.84474;-0.00106772;
0.701717;1.15372;1.82811;-0.00116529;
0.701727;1.15294;1.81406;-0.00126535;
0.701737;1.15241;1.80264;-0.00136752;
0.701747;1.15212;1.7939;-0.00147138;
0.701757;1.15208;1.78787;-0.00157654;
0.701767;1.15228;1.78458;-0.00168257;
0.701777;1.15272;1.78403;-0.00178907;
0.701787;1.15341;1.78624;-0.00189561;
0.701797;1.15433;1.79118;-0.00200179;
0.701807;1.15549;1.79886;-0.00210717;
0.701817;1.15688;1.80922;-0.00221134;
0.701827;1.1585;1.82223;-0.00231391;
0.701837;1.16034;1.83785;-0.00241446;
0.701847;1.16239;1.85601;-0.00251259;
0.701857;1.16464;1.87663;-0.00260793;
0.701867;1.16709;1.89964;-0.00270009;
