time;V(/OUT_N);V(/OUT_SINGLE);user1;
0.330787;1.18346;1.77724;-0.0039971;
0.330797;1.18439;1.78218;-0.00410323;
0.330807;1.18555;1.78986;-0.00420857;
0.330817;1.18694;1.80022;-0.00431271;
0.330827;1.18856;1.81323;-0.00441523;
0.330837;1.1904;1.82885;-0.00451574;
0.330847;1.19245;1.84701;-0.00461383;
0.330857;1.1947;1.86763;-0.00470913;
0.330867;1.19715;1.89064;-0.00480125;
0.330877;1.19978;1.91595;-0.00488983;
0.330887;1.20259;1.94346;-0.00497452;
0.330897;1.20557;1.97305;-0.00505499;
0.330907;1.2087;2.00462;-0.00513091;
0.330917;1.21196;2.03803;-0.00520198;
0.330927;1.21536;2.07316;-0.00526793;
0.330937;1.21887;2.10987;-0.00532848;
0.330947;1.22248;2.14801;-0.0053834;
0.330957;1.22617;2.18744;-0.00543246;
0.330967;1.22994;2.22799;-0.00547547;
0.330977;1.23376;2.2695;-0.00551226;
0.330987;1.23763;2.31182;-0.00554268;
0.330997;1.24152;2.35478;-0.0055666;
0.331007;1.24542;2.3982;-0.00558394;
0.331017;1.24931;2.44191;-0.00559462;
0.331027;1.25319;2.48575;-0.00559859;
0.331037;1.25703;2.52953;-0.00559585;
0.331047;1.26082;2.57309;-0.00558641;
0.331057;1.26454;2.61624;-0.00557029;
0.331067;1.26818;2.65884;-0.00554757;
0.331077;1.27173;2.70069;-0.00551834;
0.331087;1.27517;2.74164;-0.00548271;
0.331097;1.27849;2.78153;-0.00544082;
0.331107;1.28167;2.8202;-0.00539285;
0.331117;1.2847;2.85749;-0.00533899;
0.331127;1.28758;2.89326;-0.00527944;
0.331137;1.29028;2.92737;-0.00521446;
0.331147;1.2928;2.95968;-0.00514428;
0.331157;1.29513;2.99007;-0.00506921;
0.331167;1.29725;3.01842;-0.00498952;
0.331177;1.29917;3.04461;-0.00490554;
0.331187;1.30087;3.06854;-0.00481761;
0.331197;1.30235;3.09012;-0.00472605;
0.331207;1.30359;3.10926;-0.00463125;
0.331217;1.3046;3.12589;-0.00453356;
0.331227;1.30538;3.13995;-0.00443339;
0.331237;1.30591;3.15137;-0.0043311;
0.331247;1.3062;3.16011;-0.00422712;
0.331257;1.30624;3.16614;-0.00412185;
0.331267;1.30604;3.16943;-0.0040157;
0.331277;1.30559;3.16998;-0.00390909;
0.331287;1.30491;3.16777;-0.00380243;
0.331297;1.30398;3.16282;-0.00369614;
0.331307;1.30281;3.15515;-0.00359064;
0.331317;1.30142;3.14479;-0.00348635;
0.331327;1.2998;3.13178;-0.00338367;
0.331337;1.29795;3.11616;-0.003283;
0.331347;1.2959;3.098;-0.00318475;
0.331357;1.29364;3.07738;-0.0030893;
0.331367;1.29119;3.05437;-0.00299702;
0.331377;1.28855;3.02906;-0.00290828;
0.331387;1.28574;3.00156;-0.00282343;
0.331397;1.28276;2.97196;-0.0027428;
0.331407;1.27963;2.9404;-0.00266673;
0.331417;1.27635;2.90699;-0.00259549;
0.331427;1.27296;2.87186;-0.00252939;
0.331437;1.26944;2.83515;-0.00246868;
0.331447;1.26583;2.79701;-0.00241361;
0.331457;1.26213;2.75758;-0.00236439;
0.331467;1.25836;2.71703;-0.00232122;
0.331477;1.25454;2.67552;-0.00228427;
0.331487;1.25067;2.6332;-0.00225369;
0.331497;1.24678;2.59025;-0.00222961;
0.331507;1.24288;2.54683;-0.00221211;
0.331517;1.23898;2.50311;-0.00220128;
0.331527;1.2351;2.45928;-0.00219714;
0.331537;1.23126;2.4155;-0.00219972;
0.331547;1.22747;2.37194;-0.00220901;
0.331557;1.22375;2.32878;-0.00222497;
0.331567;1.2201;2.28619;-0.00224753;
0.331577;1.21656;2.24434;-0.00227661;
0.331587;1.21312;2.20339;-0.00231208;
0.331597;1.2098;2.1635;-0.0023538;
0.331607;1.20662;2.12483;-0.00240162;
0.331617;1.20359;2.08754;-0.00245532;
0.331627;1.20071;2.05177;-0.00251471;
0.331637;1.19801;2.01766;-0.00257954;
0.331647;1.19549;1.98535;-0.00264955;
0.331657;1.19317;1.95496;-0.00272447;
0.331667;1.19104;1.92661;-0.002804;
0.331677;1.18912;1.90042;-0.00288782;
0.331687;1.18742;1.87649;-0.0029756;
0.331697;1.18595;1.85491;-0.003067;
0.331707;1.1847;1.83577;-0.00316164;
0.331717;1.18369;1.81914;-0.00325917;
0.331727;1.18291;1.80509;-0.00335919;
0.331737;1.18238;1.79367;-0.00346131;
0.331747;1.18209;1.78493;-0.00356514;
0.331757;1.18205;1.7789;-0.00367025;
0.331767;1.18225;1.7756;-0.00377625;
0.331777;1.18269;1.77506;-0.00388271;
0.331787;1.18337;1.77727;-0.00398921;
0.331797;1.1843;1.78221;-0.00409534;
0.331807;1.18546;1.78989;-0.00420068;
0.331817;1.18685;1.80025;-0.00430482;
0.331827;1.18847;1.81326;-0.00440734;
0.331837;1.19031;1.82888;-0.00450785;
0.331847;1.19236;1.84704;-0.00460594;
0.331857;1.19461;1.86766;-0.00470124;
0.331867;1.19706;1.89067;-0.00479336;
0.331877;1.1997;1.91598;-0.00488194;
0.331887;1.20251;1.94349;-0.00496663;
0.331897;1.20548;1.97308;-0.0050471;
0.331907;1.20861;2.00465;-0.00512302;
0.331917;1.21188;2.03806;-0.00519409;
0.331927;1.21527;2.07319;-0.00526004;
0.331937;1.21878;2.1099;-0.00532059;
0.331947;1.22239;2.14804;-0.00537551;
0.331957;1.22609;2.18747;-0.00542457;
0.331967;1.22985;2.22802;-0.00546758;
0.331977;1.23367;2.26953;-0.00550437;
0.331987;1.23754;2.31185;-0.00553479;
0.331997;1.24143;2.35481;-0.00555871;
0.332007;1.24533;2.39823;-0.00557605;
0.332017;1.24923;2.44194;-0.00558673;
0.332027;1.2531;2.48578;-0.00559071;
0.332037;1.25694;2.52956;-0.00558797;
0.332047;1.26073;2.57312;-0.00557852;
0.332057;1.26445;2.61627;-0.0055624;
0.332067;1.2681;2.65887;-0.00553968;
0.332077;1.27165;2.70072;-0.00551045;
0.332087;1.27509;2.74167;-0.00547482;
0.332097;1.2784;2.78156;-0.00543293;
0.332107;1.28158;2.82023;-0.00538497;
0.332117;1.28462;2.85752;-0.0053311;
0.332127;1.28749;2.89329;-0.00527156;
0.332137;1.29019;2.9274;-0.00520657;
0.332147;1.29271;2.95971;-0.0051364;
0.332157;1.29504;2.9901;-0.00506132;
0.332167;1.29717;3.01845;-0.00498164;
0.332177;1.29908;3.04464;-0.00489766;
0.332187;1.30078;3.06857;-0.00480972;
0.332197;1.30226;3.09015;-0.00471817;
0.332207;1.30351;3.10929;-0.00462336;
0.332217;1.30452;3.12592;-0.00452568;
0.332227;1.30529;3.13998;-0.0044255;
0.332237;1.30582;3.1514;-0.00432322;
0.332247;1.30611;3.16014;-0.00421924;
0.332257;1.30615;3.16617;-0.00411397;
0.332267;1.30595;3.16946;-0.00400782;
0.332277;1.30551;3.17001;-0.0039012;
0.332287;1.30482;3.1678;-0.00379454;
0.332297;1.30389;3.16285;-0.00368825;
0.332307;1.30273;3.15518;-0.00358276;
0.332317;1.30133;3.14482;-0.00347846;
0.332327;1.29971;3.13181;-0.00337578;
0.332337;1.29787;3.11619;-0.00327512;
0.332347;1.29581;3.09803;-0.00317687;
0.332357;1.29356;3.07741;-0.00308141;
0.332367;1.2911;3.0544;-0.00298913;
0.332377;1.28846;3.02909;-0.00290039;
0.332387;1.28565;3.00159;-0.00281555;
0.332397;1.28267;2.97199;-0.00273492;
0.332407;1.27954;2.94043;-0.00265884;
0.332417;1.27627;2.90702;-0.00258761;
0.332427;1.27287;2.87189;-0.00252151;
0.332437;1.26936;2.83518;-0.0024608;
0.332447;1.26574;2.79704;-0.00240572;
0.332457;1.26205;2.75761;-0.0023565;
0.332467;1.25828;2.71706;-0.00231333;
0.332477;1.25445;2.67555;-0.00227639;
0.332487;1.25058;2.63323;-0.00224581;
0.332497;1.24669;2.59028;-0.00222173;
0.332507;1.24279;2.54686;-0.00220423;
0.332517;1.23889;2.50314;-0.00219339;
0.332527;1.23502;2.45931;-0.00218926;
0.332537;1.23117;2.41553;-0.00219184;
0.332547;1.22738;2.37197;-0.00220113;
0.332557;1.22366;2.32881;-0.00221709;
0.332567;1.22002;2.28622;-0.00223965;
0.332577;1.21647;2.24437;-0.00226873;
0.332587;1.21303;2.20342;-0.0023042;
0.332597;1.20971;2.16353;-0.00234592;
0.332607;1.20653;2.12486;-0.00239374;
0.332617;1.2035;2.08757;-0.00244744;
0.332627;1.20063;2.0518;-0.00250683;
0.332637;1.19792;2.01769;-0.00257166;
0.332647;1.19541;1.98538;-0.00264167;
0.332657;1.19308;1.95499;-0.00271659;
0.332667;1.19095;1.92664;-0.00279612;
0.332677;1.18904;1.90045;-0.00287994;
0.332687;1.18734;1.87652;-0.00296772;
0.332697;1.18586;1.85494;-0.00305912;
0.332707;1.18461;1.8358;-0.00315376;
0.332717;1.1836;1.81917;-0.00325129;
0.332727;1.18283;1.80512;-0.00335131;
0.332737;1.18229;1.7937;-0.00345344;
0.332747;1.182;1.78496;-0.00355726;
0.332757;1.18196;1.77893;-0.00366238;
0.332767;1.18216;1.77563;-0.00376837;
0.332777;1.1826;1.77509;-0.00387483;
0.332787;1.18329;1.7773;-0.00398133;
0.332797;1.18421;1.78224;-0.00408746;
0.332807;1.18537;1.78992;-0.0041928;
0.332817;1.18677;1.80028;-0.00429694;
0.332827;1.18838;1.81329;-0.00439946;
0.332837;1.19022;1.82891;-0.00449997;
0.332847;1.19227;1.84707;-0.00459806;
0.332857;1.19453;1.86769;-0.00469336;
0.332867;1.19698;1.8907;-0.00478548;
0.332877;1.19961;1.91601;-0.00487406;
0.332887;1.20242;1.94352;-0.00495876;
0.332897;1.2054;1.97311;-0.00503922;
0.332907;1.20852;2.00468;-0.00511514;
0.332917;1.21179;2.03809;-0.00518622;
0.332927;1.21519;2.07322;-0.00525216;
0.332937;1.21869;2.10993;-0.00531271;
0.332947;1.2223;2.14807;-0.00536763;
0.332957;1.226;2.1875;-0.00541669;
0.332967;1.22976;2.22805;-0.00545971;
0.332977;1.23359;2.26956;-0.0054965;
0.332987;1.23745;2.31188;-0.00552691;
0.332997;1.24134;2.35484;-0.00555084;
0.333007;1.24524;2.39826;-0.00556818;
0.333017;1.24914;2.44197;-0.00557886;
0.333027;1.25301;2.48581;-0.00558283;
0.333037;1.25685;2.52959;-0.00558009;
0.333047;1.26064;2.57315;-0.00557064;
0.333057;1.26437;2.6163;-0.00555453;
0.333067;1.26801;2.6589;-0.00553181;
0.333077;1.27156;2.70075;-0.00550257;
0.333087;1.275;2.7417;-0.00546694;
0.333097;1.27832;2.78159;-0.00542506;
0.333107;1.2815;2.82026;-0.00537709;
0.333117;1.28453;2.85755;-0.00532323;
0.333127;1.2874;2.89332;-0.00526368;
0.333137;1.29011;2.92743;-0.0051987;
0.333147;1.29263;2.95974;-0.00512853;
0.333157;1.29495;2.99013;-0.00505345;
0.333167;1.29708;3.01848;-0.00497376;
0.333177;1.299;3.04467;-0.00488979;
0.333187;1.3007;3.0686;-0.00480185;
0.333197;1.30217;3.09018;-0.0047103;
0.333207;1.30342;3.10932;-0.00461549;
0.333217;1.30443;3.12595;-0.00451781;
0.333227;1.3052;3.14001;-0.00441763;
0.333237;1.30574;3.15143;-0.00431535;
0.333247;1.30602;3.16017;-0.00421137;
0.333257;1.30607;3.1662;-0.0041061;
0.333267;1.30586;3.16949;-0.00399994;
0.333277;1.30542;3.17004;-0.00389333;
0.333287;1.30473;3.16783;-0.00378667;
0.333297;1.3038;3.16288;-0.00368038;
0.333307;1.30264;3.15521;-0.00357489;
0.333317;1.30124;3.14485;-0.00347059;
0.333327;1.29962;3.13184;-0.00336791;
0.333337;1.29778;3.11622;-0.00326725;
0.333347;1.29573;3.09806;-0.003169;
0.333357;1.29347;3.07744;-0.00307354;
0.333367;1.29102;3.05443;-0.00298126;
0.333377;1.28838;3.02912;-0.00289252;
0.333387;1.28556;3.00162;-0.00280768;
0.333397;1.28258;2.97202;-0.00272705;
0.333407;1.27945;2.94046;-0.00265097;
0.333417;1.27618;2.90705;-0.00257974;
0.333427;1.27278;2.87192;-0.00251364;
0.333437;1.26927;2.83521;-0.00245293;
0.333447;1.26566;2.79707;-0.00239786;
0.333457;1.26196;2.75764;-0.00234864;
0.333467;1.25819;2.71709;-0.00230547;
0.333477;1.25436;2.67558;-0.00226852;
0.333487;1.2505;2.63326;-0.00223794;
0.333497;1.24661;2.5903;-0.00221386;
0.333507;1.2427;2.54689;-0.00219636;
0.333517;1.23881;2.50317;-0.00218553;
0.333527;1.23493;2.45934;-0.00218139;
0.333537;1.23109;2.41556;-0.00218397;
0.333547;1.2273;2.372;-0.00219326;
0.333557;1.22357;2.32884;-0.00220922;
0.333567;1.21993;2.28625;-0.00223178;
0.333577;1.21638;2.2444;-0.00226086;
0.333587;1.21294;2.20345;-0.00229633;
0.333597;1.20963;2.16356;-0.00233806;
0.333607;1.20644;2.12489;-0.00238587;
0.333617;1.20341;2.0876;-0.00243958;
0.333627;1.20054;2.05183;-0.00249896;
0.333637;1.19784;2.01772;-0.00256379;
0.333647;1.19532;1.98541;-0.00263381;
0.333657;1.19299;1.95502;-0.00270873;
0.333667;1.19086;1.92667;-0.00278825;
0.333677;1.18895;1.90048;-0.00287208;
0.333687;1.18725;1.87655;-0.00295986;
0.333697;1.18577;1.85497;-0.00305125;
0.333707;1.18453;1.83583;-0.0031459;
0.333717;1.18351;1.8192;-0.00324343;
0.333727;1.18274;1.80515;-0.00334345;
0.333737;1.18221;1.79373;-0.00344557;
0.333747;1.18192;1.78499;-0.0035494;
0.333757;1.18187;1.77896;-0.00365451;
0.333767;1.18207;1.77566;-0.00376051;
0.333777;1.18251;1.77512;-0.00386696;
0.333787;1.1832;1.77733;-0.00397347;
0.333797;1.18413;1.78227;-0.0040796;
0.333807;1.18529;1.78995;-0.00418494;
0.333817;1.18668;1.80031;-0.00428907;
0.333827;1.1883;1.81332;-0.0043916;
0.333837;1.19013;1.82894;-0.00449211;
0.333847;1.19218;1.8471;-0.0045902;
0.333857;1.19444;1.86772;-0.0046855;
0.333867;1.19689;1.89073;-0.00477762;
0.333877;1.19952;1.91604;-0.0048662;
0.333887;1.20233;1.94355;-0.00495089;
0.333897;1.20531;1.97314;-0.00503136;
0.333907;1.20844;2.00471;-0.00510728;
0.333917;1.2117;2.03812;-0.00517836;
0.333927;1.2151;2.07325;-0.0052443;
0.333937;1.21861;2.10996;-0.00530485;
0.333947;1.22222;2.1481;-0.00535977;
0.333957;1.22591;2.18753;-0.00540883;
0.333967;1.22968;2.22808;-0.00545184;
0.333977;1.2335;2.26959;-0.00548863;
0.333987;1.23736;2.31191;-0.00551905;
0.333997;1.24125;2.35487;-0.00554298;
0.334007;1.24516;2.39829;-0.00556032;
0.334017;1.24905;2.442;-0.00557099;
0.334027;1.25293;2.48584;-0.00557497;
0.334037;1.25677;2.52962;-0.00557223;
0.334047;1.26056;2.57318;-0.00556278;
0.334057;1.26428;2.61633;-0.00554667;
0.334067;1.26792;2.65893;-0.00552395;
0.334077;1.27147;2.70078;-0.00549471;
0.334087;1.27491;2.74173;-0.00545909;
0.334097;1.27823;2.78162;-0.0054172;
0.334107;1.28141;2.82029;-0.00536923;
0.334117;1.28444;2.85758;-0.00531537;
0.334127;1.28732;2.89335;-0.00525582;
0.334137;1.29002;2.92746;-0.00519084;
0.334147;1.29254;2.95977;-0.00512067;
0.334157;1.29487;2.99016;-0.00504559;
0.334167;1.29699;3.01851;-0.0049659;
0.334177;1.29891;3.0447;-0.00488193;
0.334187;1.30061;3.06863;-0.00479399;
0.334197;1.30209;3.09021;-0.00470244;
0.334207;1.30333;3.10935;-0.00460763;
0.334217;1.30434;3.12598;-0.00450995;
0.334227;1.30512;3.14004;-0.00440977;
0.334237;1.30565;3.15146;-0.00430749;
0.334247;1.30594;3.1602;-0.00420351;
0.334257;1.30598;3.16623;-0.00409824;
0.334267;1.30578;3.16952;-0.00399209;
0.334277;1.30533;3.17007;-0.00388547;
0.334287;1.30464;3.16786;-0.00377881;
0.334297;1.30372;3.16291;-0.00367253;
0.334307;1.30255;3.15524;-0.00356703;
0.334317;1.30116;3.14488;-0.00346274;
0.334327;1.29953;3.13187;-0.00336006;
0.334337;1.29769;3.11625;-0.00325939;
0.334347;1.29564;3.09809;-0.00316114;
0.334357;1.29338;3.07747;-0.00306569;
0.334367;1.29093;3.05446;-0.00297341;
0.334377;1.28829;3.02915;-0.00288467;
0.334387;1.28547;3.00165;-0.00279982;
0.334397;1.2825;2.97205;-0.0027192;
0.334407;1.27936;2.94049;-0.00264312;
0.334417;1.27609;2.90708;-0.00257189;
0.334427;1.27269;2.87195;-0.00250578;
0.334437;1.26918;2.83524;-0.00244508;
0.334447;1.26557;2.7971;-0.00239;
0.334457;1.26187;2.75767;-0.00234078;
0.334467;1.2581;2.71712;-0.00229761;
0.334477;1.25428;2.67561;-0.00226066;
0.334487;1.25041;2.63329;-0.00223009;
0.334497;1.24652;2.59033;-0.002206;
0.334507;1.24262;2.54692;-0.00218851;
0.334517;1.23872;2.5032;-0.00217767;
0.334527;1.23484;2.45937;-0.00217354;
0.334537;1.231;2.41559;-0.00217612;
0.334547;1.22721;2.37203;-0.00218541;
0.334557;1.22349;2.32887;-0.00220137;
0.334567;1.21984;2.28628;-0.00222393;
0.334577;1.21629;2.24443;-0.00225301;
0.334587;1.21286;2.20348;-0.00228848;
0.334597;1.20954;2.16359;-0.00233021;
0.334607;1.20636;2.12492;-0.00237802;
0.334617;1.20332;2.08763;-0.00243172;
0.334627;1.20045;2.05186;-0.00249111;
0.334637;1.19775;2.01775;-0.00255594;
0.334647;1.19523;1.98544;-0.00262595;
0.334657;1.1929;1.95505;-0.00270087;
0.334667;1.19078;1.9267;-0.0027804;
0.334677;1.18886;1.90051;-0.00286422;
0.334687;1.18716;1.87658;-0.002952;
0.334697;1.18569;1.855;-0.0030434;
0.334707;1.18444;1.83586;-0.00313805;
0.334717;1.18343;1.81923;-0.00323557;
0.334727;1.18265;1.80518;-0.0033356;
0.334737;1.18212;1.79376;-0.00343772;
0.334747;1.18183;1.78502;-0.00354154;
0.334757;1.18178;1.77899;-0.00364666;
0.334767;1.18198;1.77569;-0.00375266;
0.334777;1.18243;1.77515;-0.00385911;
0.334787;1.18311;1.77736;-0.00396562;
0.334797;1.18404;1.7823;-0.00407175;
0.334807;1.1852;1.78998;-0.00417709;
0.334817;1.18659;1.80034;-0.00428122;
0.334827;1.18821;1.81335;-0.00438375;
0.334837;1.19005;1.82897;-0.00448426;
0.334847;1.1921;1.84713;-0.00458235;
0.334857;1.19435;1.86775;-0.00467765;
0.334867;1.1968;1.89076;-0.00476977;
0.334877;1.19944;1.91607;-0.00485835;
0.334887;1.20225;1.94358;-0.00494304;
0.334897;1.20522;1.97317;-0.00502351;
0.334907;1.20835;2.00474;-0.00509943;
0.334917;1.21162;2.03815;-0.00517051;
0.334927;1.21501;2.07328;-0.00523645;
0.334937;1.21852;2.10999;-0.005297;
0.334947;1.22213;2.14813;-0.00535192;
0.334957;1.22582;2.18756;-0.00540098;
0.334967;1.22959;2.22811;-0.005444;
0.334977;1.23341;2.26962;-0.00548079;
0.334987;1.23728;2.31194;-0.00551121;
0.334997;1.24117;2.3549;-0.00553513;
0.335007;1.24507;2.39832;-0.00555247;
0.335017;1.24896;2.44203;-0.00556315;
0.335027;1.25284;2.48587;-0.00556712;
0.335037;1.25668;2.52965;-0.00556438;
0.335047;1.26047;2.57321;-0.00555494;
0.335057;1.26419;2.61636;-0.00553882;
0.335067;1.26784;2.65896;-0.0055161;
0.335077;1.27138;2.70081;-0.00548687;
0.335087;1.27482;2.74176;-0.00545124;
0.335097;1.27814;2.78165;-0.00540936;
0.335107;1.28132;2.82032;-0.00536139;
0.335117;1.28436;2.85761;-0.00530752;
0.335127;1.28723;2.89338;-0.00524798;
0.335137;1.28993;2.92749;-0.00518299;
0.335147;1.29245;2.9598;-0.00511282;
0.335157;1.29478;2.99019;-0.00503774;
0.335167;1.29691;3.01854;-0.00495806;
0.335177;1.29882;3.04473;-0.00487408;
0.335187;1.30052;3.06866;-0.00478614;
0.335197;1.302;3.09024;-0.00469459;
0.335207;1.30324;3.10938;-0.00459979;
0.335217;1.30426;3.12601;-0.0045021;
0.335227;1.30503;3.14007;-0.00440193;
0.335237;1.30556;3.15149;-0.00429965;
0.335247;1.30585;3.16023;-0.00419567;
0.335257;1.30589;3.16626;-0.00409039;
0.335267;1.30569;3.16955;-0.00398424;
0.335277;1.30524;3.1701;-0.00387763;
0.335287;1.30456;3.16789;-0.00377097;
0.335297;1.30363;3.16294;-0.00366468;
0.335307;1.30246;3.15527;-0.00355919;
0.335317;1.30107;3.14491;-0.00345489;
0.335327;1.29945;3.1319;-0.00335221;
0.335337;1.29761;3.11628;-0.00325155;
0.335347;1.29555;3.09812;-0.0031533;
0.335357;1.29329;3.0775;-0.00305784;
0.335367;1.29084;3.05449;-0.00296557;
0.335377;1.2882;3.02918;-0.00287683;
0.335387;1.28539;3.00168;-0.00279198;
0.335397;1.28241;2.97208;-0.00271135;
0.335407;1.27928;2.94052;-0.00263528;
0.335417;1.27601;2.90711;-0.00256404;
0.335427;1.27261;2.87198;-0.00249794;
0.335437;1.2691;2.83527;-0.00243723;
0.335447;1.26548;2.79713;-0.00238216;
0.335457;1.26178;2.7577;-0.00233294;
0.335467;1.25802;2.71715;-0.00228977;
0.335477;1.25419;2.67564;-0.00225282;
0.335487;1.25032;2.63332;-0.00222225;
0.335497;1.24643;2.59036;-0.00219816;
0.335507;1.24253;2.54695;-0.00218067;
0.335517;1.23863;2.50323;-0.00216983;
0.335527;1.23475;2.4594;-0.0021657;
0.335537;1.23091;2.41562;-0.00216828;
0.335547;1.22712;2.37206;-0.00217757;
0.335557;1.2234;2.3289;-0.00219353;
0.335567;1.21976;2.28631;-0.00221609;
0.335577;1.21621;2.24446;-0.00224517;
0.335587;1.21277;2.20351;-0.00228064;
0.335597;1.20945;2.16362;-0.00232237;
0.335607;1.20627;2.12495;-0.00237018;
0.335617;1.20324;2.08766;-0.00242389;
0.335627;1.20036;2.05189;-0.00248327;
0.335637;1.19766;2.01778;-0.0025481;
0.335647;1.19514;1.98547;-0.00261812;
0.335657;1.19282;1.95508;-0.00269304;
0.335667;1.19069;1.92673;-0.00277256;
0.335677;1.18877;1.90054;-0.00285639;
0.335687;1.18707;1.87661;-0.00294417;
0.335697;1.1856;1.85503;-0.00303556;
0.335707;1.18435;1.83589;-0.00313021;
0.335717;1.18334;1.81926;-0.00322774;
0.335727;1.18256;1.80521;-0.00332776;
0.335737;1.18203;1.79379;-0.00342988;
0.335747;1.18174;1.78505;-0.00353371;
0.335757;1.1817;1.77902;-0.00363882;
0.335767;1.1819;1.77572;-0.00374482;
0.335777;1.18234;1.77518;-0.00385128;
0.335787;1.18303;1.77739;-0.00395778;
0.335797;1.18395;1.78233;-0.00406391;
0.335807;1.18511;1.79001;-0.00416925;
0.335817;1.18651;1.80037;-0.00427339;
0.335827;1.18812;1.81338;-0.00437591;
0.335837;1.18996;1.829;-0.00447642;
0.335847;1.19201;1.84716;-0.00457452;
0.335857;1.19426;1.86778;-0.00466981;
0.335867;1.19671;1.89079;-0.00476193;
0.335877;1.19935;1.9161;-0.00485052;
0.335887;1.20216;1.94361;-0.00493521;
0.335897;1.20513;1.9732;-0.00501568;
0.335907;1.20826;2.00477;-0.0050916;
0.335917;1.21153;2.03818;-0.00516267;
0.335927;1.21492;2.07331;-0.00522862;
0.335937;1.21843;2.11002;-0.00528917;
0.335947;1.22204;2.14816;-0.00534409;
0.335957;1.22574;2.18759;-0.00539315;
0.335967;1.2295;2.22814;-0.00543616;
0.335977;1.23333;2.26965;-0.00547295;
0.335987;1.23719;2.31197;-0.00550337;
0.335997;1.24108;2.35493;-0.0055273;
0.336007;1.24498;2.39835;-0.00554463;
0.336017;1.24888;2.44206;-0.00555531;
0.336027;1.25275;2.4859;-0.00555929;
0.336037;1.25659;2.52968;-0.00555655;
0.336047;1.26038;2.57323;-0.0055471;
0.336057;1.26411;2.61639;-0.00553099;
0.336067;1.26775;2.65898;-0.00550827;
0.336077;1.2713;2.70084;-0.00547904;
0.336087;1.27474;2.74179;-0.00544341;
0.336097;1.27805;2.78168;-0.00540152;
0.336107;1.28124;2.82035;-0.00535355;
0.336117;1.28427;2.85764;-0.00529969;
0.336127;1.28714;2.89341;-0.00524015;
0.336137;1.28984;2.92752;-0.00517516;
0.336147;1.29236;2.95983;-0.00510499;
0.336157;1.29469;2.99022;-0.00502991;
0.336167;1.29682;3.01857;-0.00495023;
0.336177;1.29874;3.04476;-0.00486625;
0.336187;1.30044;3.06869;-0.00477831;
0.336197;1.30191;3.09027;-0.00468676;
0.336207;1.30316;3.10941;-0.00459196;
0.336217;1.30417;3.12604;-0.00449427;
0.336227;1.30494;3.1401;-0.0043941;
0.336237;1.30547;3.15152;-0.00429182;
0.336247;1.30576;3.16026;-0.00418784;
0.336257;1.30581;3.16629;-0.00408256;
0.336267;1.3056;3.16958;-0.00397641;
0.336277;1.30516;3.17013;-0.0038698;
0.336287;1.30447;3.16792;-0.00376314;
0.336297;1.30354;3.16297;-0.00365685;
0.336307;1.30238;3.1553;-0.00355136;
0.336317;1.30098;3.14494;-0.00344706;
0.336327;1.29936;3.13193;-0.00334438;
0.336337;1.29752;3.11631;-0.00324372;
0.336347;1.29547;3.09815;-0.00314547;
0.336357;1.29321;3.07753;-0.00305001;
0.336367;1.29075;3.05452;-0.00295774;
0.336377;1.28812;3.02921;-0.002869;
0.336387;1.2853;3.00171;-0.00278415;
0.336397;1.28232;2.97211;-0.00270353;
0.336407;1.27919;2.94055;-0.00262745;
0.336417;1.27592;2.90714;-0.00255622;
0.336427;1.27252;2.87201;-0.00249011;
0.336437;1.26901;2.8353;-0.00242941;
0.336447;1.2654;2.79716;-0.00237433;
0.336457;1.2617;2.75773;-0.00232511;
0.336467;1.25793;2.71718;-0.00228194;
0.336477;1.2541;2.67567;-0.002245;
0.336487;1.25024;2.63335;-0.00221442;
0.336497;1.24634;2.59039;-0.00219034;
0.336507;1.24244;2.54698;-0.00217284;
0.336517;1.23854;2.50326;-0.00216201;
0.336527;1.23467;2.45943;-0.00215787;
0.336537;1.23083;2.41565;-0.00216045;
0.336547;1.22704;2.37209;-0.00216974;
0.336557;1.22331;2.32893;-0.0021857;
0.336567;1.21967;2.28634;-0.00220827;
0.336577;1.21612;2.24449;-0.00223734;
0.336587;1.21268;2.20354;-0.00227281;
0.336597;1.20936;2.16365;-0.00231454;
0.336607;1.20618;2.12498;-0.00236235;
0.336617;1.20315;2.08769;-0.00241606;
0.336627;1.20028;2.05192;-0.00247545;
0.336637;1.19758;2.01781;-0.00254028;
0.336647;1.19506;1.9855;-0.00261029;
0.336657;1.19273;1.95511;-0.00268521;
0.336667;1.1906;1.92676;-0.00276474;
0.336677;1.18869;1.90057;-0.00284856;
0.336687;1.18699;1.87664;-0.00293634;
0.336697;1.18551;1.85506;-0.00302774;
0.336707;1.18426;1.83592;-0.00312239;
0.336717;1.18325;1.81929;-0.00321991;
0.336727;1.18248;1.80524;-0.00331994;
0.336737;1.18195;1.79382;-0.00342206;
0.336747;1.18166;1.78508;-0.00352588;
0.336757;1.18161;1.77905;-0.003631;
0.336767;1.18181;1.77575;-0.00373699;
0.336777;1.18225;1.77521;-0.00384345;
0.336787;1.18294;1.77742;-0.00394996;
0.336797;1.18386;1.78236;-0.00405609;
0.336807;1.18503;1.79004;-0.00416143;
0.336817;1.18642;1.8004;-0.00426557;
0.336827;1.18804;1.81341;-0.00436809;
0.336837;1.18987;1.82903;-0.0044686;
0.336847;1.19192;1.84719;-0.00456669;
0.336857;1.19418;1.86781;-0.00466199;
