time;V(/OUT_N);V(/OUT_P);V(/OUT_SINGLE);V(/SE_IN+);
9.13695;2.07666;2.0759;7.3502;7.47297;
9.13696;2.08006;2.07928;7.37099;7.47637;
9.13697;2.08351;2.08272;7.39226;7.47982;
9.13698;2.08702;2.08621;7.4139;7.48333;
9.13699;2.09057;2.08974;7.43585;7.48688;
9.137;2.09413;2.0933;7.45801;7.49044;
9.13701;2.09771;2.09688;7.48029;7.49402;
9.13702;2.10128;2.10045;7.50261;7.49759;
9.13703;2.10483;2.104;7.52488;7.50114;
9.13704;2.10835;2.10752;7.54701;7.50466;
9.13705;2.11182;2.111;7.56891;7.50813;
9.13706;2.11523;2.11442;7.5905;7.51154;
9.13707;2.11857;2.11777;7.61169;7.51488;
9.13708;2.12181;2.12104;7.6324;7.51812;
9.13709;2.12496;2.12421;7.65255;7.52127;
9.1371;2.12799;2.12727;7.67205;7.5243;
9.13711;2.1309;2.1302;7.69083;7.52721;
9.13712;2.13368;2.13301;7.70882;7.52999;
9.13713;2.1363;2.13566;7.72595;7.53261;
9.13714;2.13877;2.13817;7.74214;7.53508;
9.13715;2.14107;2.14051;7.75733;7.53738;
9.13716;2.14319;2.14267;7.77147;7.5395;
9.13717;2.14513;2.14465;7.78449;7.54144;
9.13718;2.14688;2.14644;7.79636;7.54319;
9.13719;2.14843;2.14803;7.80701;7.54473;
9.1372;2.14977;2.14942;7.8164;7.54608;
9.13721;2.1509;2.1506;7.82451;7.54721;
9.13722;2.15182;2.15157;7.8313;7.54812;
9.13723;2.15251;2.15231;7.83674;7.54882;
9.13724;2.15299;2.15284;7.84081;7.54929;
9.13725;2.15324;2.15314;7.84349;7.54954;
9.13726;2.15327;2.15322;7.84478;7.54957;
9.13727;2.15307;2.15308;7.84466;7.54937;
9.13728;2.15265;2.15271;7.84315;7.54895;
9.13729;2.152;2.15212;7.84024;7.5483;
9.1373;2.15114;2.1513;7.83594;7.54744;
9.13731;2.15006;2.15028;7.83028;7.54636;
9.13732;2.14877;2.14903;7.82328;7.54507;
9.13733;2.14727;2.14758;7.81495;7.54357;
9.13734;2.14557;2.14593;7.80535;7.54187;
9.13735;2.14368;2.14409;7.7945;7.53998;
9.13736;2.1416;2.14205;7.78244;7.5379;
9.13737;2.13934;2.13984;7.76923;7.53564;
9.13738;2.13691;2.13745;7.75492;7.53321;
9.13739;2.13432;2.1349;7.73955;7.53062;
9.1374;2.13158;2.1322;7.72321;7.52788;
9.13741;2.1287;2.12935;7.70594;7.525;
9.13742;2.1257;2.12638;7.68781;7.522;
9.13743;2.12258;2.12329;7.66891;7.51888;
9.13744;2.11935;2.12009;7.64929;7.51565;
9.13745;2.11604;2.1168;7.62905;7.51234;
9.13746;2.11265;2.11342;7.60826;7.50894;
9.13747;2.10919;2.10998;7.58699;7.50549;
9.13748;2.10568;2.10649;7.56535;7.50198;
9.13749;2.10214;2.10296;7.5434;7.49843;
9.1375;2.09857;2.0994;7.52124;7.49486;
9.13751;2.09499;2.09582;7.49896;7.49129;
9.13752;2.09142;2.09225;7.47664;7.48772;
9.13753;2.08787;2.0887;7.45437;7.48417;
9.13754;2.08435;2.08518;7.43224;7.48065;
9.13755;2.08088;2.0817;7.41034;7.47718;
9.13756;2.07747;2.07828;7.38875;7.47377;
9.13757;2.07414;2.07493;7.36756;7.47043;
9.13758;2.07089;2.07166;7.34685;7.46719;
9.13759;2.06774;2.06849;7.3267;7.46404;
9.1376;2.06471;2.06544;7.3072;7.46101;
9.13761;2.0618;2.0625;7.28842;7.4581;
9.13762;2.05903;2.0597;7.27043;7.45533;
9.13763;2.0564;2.05704;7.2533;7.4527;
9.13764;2.05394;2.05454;7.23711;7.45024;
9.13765;2.05164;2.0522;7.22192;7.44794;
9.13766;2.04951;2.05004;7.20778;7.44581;
9.13767;2.04757;2.04806;7.19476;7.44388;
9.13768;2.04583;2.04627;7.1829;7.44213;
9.13769;2.04428;2.04467;7.17225;7.44058;
9.1377;2.04294;2.04329;7.16285;7.43924;
9.13771;2.04181;2.04211;7.15474;7.43811;
9.13772;2.04089;2.04114;7.14795;7.4372;
9.13773;2.0402;2.0404;7.14251;7.4365;
9.13774;2.03972;2.03987;7.13844;7.43603;
9.13775;2.03947;2.03957;7.13576;7.43578;
9.13776;2.03944;2.03949;7.13447;7.43575;
9.13777;2.03964;2.03963;7.13459;7.43595;
9.13778;2.04006;2.04;7.1361;7.43637;
9.13779;2.04071;2.04059;7.13901;7.43702;
9.1378;2.04157;2.0414;7.14331;7.43788;
9.13781;2.04265;2.04243;7.14897;7.43896;
9.13782;2.04394;2.04367;7.15598;7.44025;
9.13783;2.04544;2.04512;7.1643;7.44175;
9.13784;2.04713;2.04677;7.1739;7.44345;
9.13785;2.04903;2.04862;7.18476;7.44534;
9.13786;2.05111;2.05065;7.19681;7.44742;
9.13787;2.05337;2.05287;7.21002;7.44968;
9.13788;2.05579;2.05526;7.22434;7.45211;
9.13789;2.05838;2.0578;7.2397;7.4547;
9.1379;2.06112;2.06051;7.25604;7.45744;
9.13791;2.064;2.06335;7.27331;7.46031;
9.13792;2.067;2.06632;7.29144;7.46332;
9.13793;2.07012;2.06941;7.31034;7.46644;
9.13794;2.07335;2.07261;7.32996;7.46966;
9.13795;2.07666;2.0759;7.3502;7.47298;
9.13796;2.08005;2.07927;7.37099;7.47637;
9.13797;2.08351;2.08271;7.39226;7.47983;
9.13798;2.08702;2.08621;7.4139;7.48334;
9.13799;2.09056;2.08974;7.43585;7.48688;
9.138;2.09413;2.0933;7.45801;7.49045;
9.13801;2.09771;2.09687;7.48029;7.49403;
9.13802;2.10128;2.10044;7.50261;7.4976;
9.13803;2.10483;2.104;7.52488;7.50115;
9.13804;2.10835;2.10752;7.54701;7.50467;
9.13805;2.11182;2.111;7.56891;7.50814;
9.13806;2.11523;2.11442;7.5905;7.51155;
9.13807;2.11856;2.11777;7.61169;7.51488;
9.13808;2.12181;2.12104;7.6324;7.51813;
9.13809;2.12496;2.12421;7.65255;7.52128;
9.1381;2.12799;2.12726;7.67205;7.52431;
9.13811;2.1309;2.1302;7.69083;7.52722;
9.13812;2.13367;2.133;7.70882;7.52999;
9.13813;2.1363;2.13566;7.72595;7.53262;
9.13814;2.13877;2.13816;7.74214;7.53508;
9.13815;2.14107;2.1405;7.75733;7.53738;
9.13816;2.14319;2.14267;7.77147;7.53951;
9.13817;2.14513;2.14465;7.78449;7.54145;
9.13818;2.14688;2.14644;7.79636;7.54319;
9.13819;2.14842;2.14803;7.80701;7.54474;
9.1382;2.14977;2.14942;7.8164;7.54608;
9.13821;2.1509;2.1506;7.82451;7.54721;
9.13822;2.15181;2.15156;7.8313;7.54813;
9.13823;2.15251;2.15231;7.83674;7.54882;
9.13824;2.15298;2.15284;7.84081;7.5493;
9.13825;2.15324;2.15314;7.84349;7.54955;
9.13826;2.15326;2.15322;7.84478;7.54957;
9.13827;2.15307;2.15307;7.84466;7.54938;
9.13828;2.15264;2.1527;7.84315;7.54895;
9.13829;2.152;2.15211;7.84024;7.54831;
9.1383;2.15114;2.1513;7.83594;7.54745;
9.13831;2.15006;2.15027;7.83028;7.54637;
9.13832;2.14877;2.14903;7.82328;7.54507;
9.13833;2.14727;2.14758;7.81495;7.54358;
9.13834;2.14557;2.14593;7.80535;7.54188;
9.13835;2.14367;2.14408;7.7945;7.53998;
9.13836;2.14159;2.14205;7.78244;7.5379;
9.13837;2.13934;2.13983;7.76923;7.53564;
9.13838;2.13691;2.13745;7.75492;7.53321;
9.13839;2.13432;2.1349;7.73955;7.53062;
9.1384;2.13158;2.13219;7.72321;7.52789;
9.13841;2.1287;2.12935;7.70594;7.52501;
9.13842;2.1257;2.12638;7.68781;7.522;
9.13843;2.12258;2.12329;7.66891;7.51888;
9.13844;2.11935;2.12009;7.64929;7.51566;
9.13845;2.11604;2.11679;7.62905;7.51234;
9.13846;2.11264;2.11342;7.60826;7.50895;
9.13847;2.10919;2.10998;7.58699;7.50549;
9.13848;2.10568;2.10649;7.56535;7.50198;
9.13849;2.10213;2.10295;7.5434;7.49844;
9.1385;2.09857;2.09939;7.52124;7.49487;
9.13851;2.09499;2.09582;7.49896;7.49129;
9.13852;2.09142;2.09225;7.47664;7.48772;
9.13853;2.08787;2.0887;7.45437;7.48417;
9.13854;2.08435;2.08518;7.43224;7.48065;
9.13855;2.08088;2.0817;7.41034;7.47718;
9.13856;2.07747;2.07827;7.38875;7.47377;
9.13857;2.07413;2.07492;7.36756;7.47044;
9.13858;2.07089;2.07166;7.34685;7.46719;
9.13859;2.06774;2.06849;7.3267;7.46405;
9.1386;2.06471;2.06543;7.3072;7.46101;
9.13861;2.0618;2.0625;7.28842;7.45811;
9.13862;2.05903;2.0597;7.27043;7.45533;
9.13863;2.0564;2.05704;7.2533;7.45271;
9.13864;2.05393;2.05454;7.23711;7.45024;
9.13865;2.05163;2.0522;7.22192;7.44794;
9.13866;2.04951;2.05003;7.20778;7.44582;
9.13867;2.04757;2.04805;7.19476;7.44388;
9.13868;2.04582;2.04626;7.1829;7.44214;
9.13869;2.04428;2.04467;7.17225;7.44059;
9.1387;2.04294;2.04328;7.16285;7.43925;
9.13871;2.04181;2.04211;7.15474;7.43812;
9.13872;2.04089;2.04114;7.14795;7.4372;
9.13873;2.04019;2.04039;7.14251;7.43651;
9.13874;2.03972;2.03987;7.13844;7.43603;
9.13875;2.03947;2.03956;7.13576;7.43578;
9.13876;2.03944;2.03948;7.13447;7.43576;
9.13877;2.03964;2.03963;7.13459;7.43596;
9.13878;2.04006;2.04;7.1361;7.43638;
9.13879;2.0407;2.04059;7.13901;7.43702;
9.1388;2.04157;2.0414;7.14331;7.43788;
9.13881;2.04264;2.04243;7.14897;7.43896;
9.13882;2.04394;2.04367;7.15598;7.44026;
9.13883;2.04543;2.04512;7.1643;7.44175;
9.13884;2.04713;2.04677;7.1739;7.44345;
9.13885;2.04903;2.04862;7.18476;7.44535;
9.13886;2.05111;2.05065;7.19681;7.44743;
9.13887;2.05336;2.05287;7.21002;7.44969;
9.13888;2.05579;2.05525;7.22434;7.45211;
9.13889;2.05838;2.0578;7.2397;7.4547;
9.1389;2.06112;2.0605;7.25604;7.45744;
9.13891;2.06399;2.06335;7.27331;7.46032;
9.13892;2.067;2.06632;7.29144;7.46332;
9.13893;2.07012;2.06941;7.31034;7.46644;
9.13894;2.07334;2.07261;7.32996;7.46967;
9.13895;2.07666;2.0759;7.3502;7.47298;
9.13896;2.08005;2.07927;7.37099;7.47638;
9.13897;2.08351;2.08271;7.39226;7.47983;
9.13898;2.08702;2.08621;7.4139;7.48334;
9.13899;2.09056;2.08974;7.43585;7.48689;
9.139;2.09413;2.0933;7.45801;7.49045;
9.13901;2.0977;2.09687;7.48029;7.49403;
9.13902;2.10128;2.10044;7.50261;7.4976;
9.13903;2.10483;2.10399;7.52488;7.50115;
9.13904;2.10835;2.10752;7.54701;7.50467;
9.13905;2.11182;2.111;7.56891;7.50814;
9.13906;2.11523;2.11442;7.5905;7.51155;
9.13907;2.11856;2.11777;7.61169;7.51489;
9.13908;2.12181;2.12104;7.6324;7.51813;
9.13909;2.12496;2.1242;7.65255;7.52128;
9.1391;2.12799;2.12726;7.67205;7.52431;
9.13911;2.1309;2.1302;7.69083;7.52722;
9.13912;2.13367;2.133;7.70882;7.53;
9.13913;2.1363;2.13566;7.72595;7.53262;
9.13914;2.13877;2.13816;7.74214;7.53509;
9.13915;2.14107;2.1405;7.75733;7.53739;
9.13916;2.14319;2.14266;7.77147;7.53951;
9.13917;2.14513;2.14464;7.78449;7.54145;
9.13918;2.14688;2.14644;7.79636;7.5432;
9.13919;2.14842;2.14803;7.80701;7.54474;
9.1392;2.14976;2.14942;7.8164;7.54609;
9.13921;2.15089;2.1506;7.82451;7.54722;
9.13922;2.15181;2.15156;7.8313;7.54813;
9.13923;2.15251;2.15231;7.83674;7.54883;
9.13924;2.15298;2.15283;7.84081;7.5493;
9.13925;2.15323;2.15314;7.84349;7.54955;
9.13926;2.15326;2.15322;7.84478;7.54958;
9.13927;2.15306;2.15307;7.84466;7.54938;
9.13928;2.15264;2.1527;7.84315;7.54896;
9.13929;2.152;2.15211;7.84024;7.54831;
9.1393;2.15113;2.1513;7.83594;7.54745;
9.13931;2.15006;2.15027;7.83028;7.54637;
9.13932;2.14876;2.14903;7.82328;7.54508;
9.13933;2.14727;2.14758;7.81495;7.54358;
9.13934;2.14557;2.14593;7.80535;7.54188;
9.13935;2.14367;2.14408;7.7945;7.53999;
9.13936;2.14159;2.14205;7.78244;7.53791;
9.13937;2.13933;2.13983;7.76923;7.53565;
9.13938;2.1369;2.13744;7.75492;7.53322;
9.13939;2.13432;2.13489;7.73955;7.53063;
9.1394;2.13158;2.13219;7.72321;7.52789;
9.13941;2.1287;2.12935;7.70594;7.52501;
9.13942;2.12569;2.12637;7.68781;7.52201;
9.13943;2.12257;2.12328;7.66891;7.51889;
9.13944;2.11935;2.12008;7.64929;7.51566;
9.13945;2.11603;2.11679;7.62905;7.51235;
9.13946;2.11264;2.11342;7.60826;7.50895;
9.13947;2.10918;2.10998;7.58699;7.5055;
9.13948;2.10568;2.10649;7.56535;7.50199;
9.13949;2.10213;2.10295;7.5434;7.49844;
9.1395;2.09856;2.09939;7.52124;7.49487;
9.13951;2.09499;2.09582;7.49896;7.4913;
9.13952;2.09142;2.09225;7.47664;7.48773;
9.13953;2.08786;2.0887;7.45437;7.48418;
9.13954;2.08435;2.08517;7.43224;7.48066;
9.13955;2.08088;2.08169;7.41034;7.47719;
9.13956;2.07747;2.07827;7.38875;7.47378;
9.13957;2.07413;2.07492;7.36756;7.47044;
9.13958;2.07088;2.07166;7.34685;7.4672;
9.13959;2.06774;2.06849;7.3267;7.46405;
9.1396;2.0647;2.06543;7.3072;7.46102;
9.13961;2.0618;2.0625;7.28842;7.45811;
9.13962;2.05902;2.05969;7.27043;7.45534;
9.13963;2.0564;2.05704;7.2533;7.45271;
9.13964;2.05393;2.05453;7.23711;7.45025;
9.13965;2.05163;2.0522;7.22192;7.44795;
9.13966;2.04951;2.05003;7.20778;7.44582;
9.13967;2.04757;2.04805;7.19476;7.44389;
9.13968;2.04582;2.04626;7.1829;7.44214;
9.13969;2.04428;2.04467;7.17225;7.44059;
9.1397;2.04293;2.04328;7.16285;7.43925;
9.13971;2.0418;2.0421;7.15474;7.43812;
9.13972;2.04089;2.04114;7.14795;7.43721;
9.13973;2.04019;2.04039;7.14251;7.43651;
9.13974;2.03972;2.03986;7.13844;7.43604;
9.13975;2.03947;2.03956;7.13576;7.43579;
9.13976;2.03944;2.03948;7.13447;7.43576;
9.13977;2.03964;2.03963;7.13459;7.43596;
9.13978;2.04006;2.04;7.1361;7.43638;
9.13979;2.0407;2.04059;7.13901;7.43703;
9.1398;2.04156;2.0414;7.14331;7.43789;
9.13981;2.04264;2.04243;7.14897;7.43897;
9.13982;2.04393;2.04367;7.15598;7.44026;
9.13983;2.04543;2.04512;7.1643;7.44176;
9.13984;2.04713;2.04677;7.1739;7.44346;
9.13985;2.04902;2.04861;7.18476;7.44535;
9.13986;2.0511;2.05065;7.19681;7.44743;
9.13987;2.05336;2.05286;7.21002;7.44969;
9.13988;2.05579;2.05525;7.22434;7.45212;
9.13989;2.05838;2.0578;7.2397;7.45471;
9.1399;2.06112;2.0605;7.25604;7.45745;
9.13991;2.06399;2.06334;7.27331;7.46032;
9.13992;2.067;2.06632;7.29144;7.46333;
9.13993;2.07012;2.06941;7.31034;7.46645;
9.13994;2.07334;2.07261;7.32996;7.46967;
9.13995;2.07666;2.0759;7.3502;7.47299;
9.13996;2.08005;2.07927;7.37099;7.47638;
9.13997;2.08351;2.08271;7.39226;7.47984;
9.13998;2.08701;2.0862;7.4139;7.48335;
9.13999;2.09056;2.08974;7.43585;7.48689;
9.14;2.09413;2.0933;7.45801;7.49046;
9.14001;2.0977;2.09687;7.48029;7.49404;
9.14002;2.10127;2.10044;7.50261;7.49761;
9.14003;2.10482;2.10399;7.52488;7.50116;
9.14004;2.10834;2.10752;7.54701;7.50468;
9.14005;2.11181;2.111;7.56891;7.50815;
9.14006;2.11522;2.11442;7.5905;7.51156;
9.14007;2.11856;2.11777;7.61169;7.51489;
9.14008;2.12181;2.12103;7.6324;7.51814;
9.14009;2.12495;2.1242;7.65255;7.52129;
9.1401;2.12799;2.12726;7.67205;7.52432;
9.14011;2.1309;2.1302;7.69083;7.52723;
9.14012;2.13367;2.133;7.70882;7.53;
9.14013;2.13629;2.13566;7.72595;7.53263;
9.14014;2.13876;2.13816;7.74214;7.53509;
9.14015;2.14106;2.1405;7.75733;7.53739;
9.14016;2.14319;2.14266;7.77147;7.53952;
9.14017;2.14513;2.14464;7.78449;7.54146;
9.14018;2.14687;2.14643;7.79636;7.5432;
9.14019;2.14842;2.14803;7.80701;7.54475;
9.1402;2.14976;2.14941;7.8164;7.54609;
9.14021;2.15089;2.15059;7.82451;7.54722;
9.14022;2.15181;2.15156;7.8313;7.54814;
9.14023;2.1525;2.15231;7.83674;7.54883;
9.14024;2.15298;2.15283;7.84081;7.54931;
9.14025;2.15323;2.15313;7.84349;7.54956;
9.14026;2.15326;2.15321;7.84478;7.54958;
9.14027;2.15306;2.15307;7.84466;7.54939;
9.14028;2.15264;2.1527;7.84315;7.54896;
9.14029;2.152;2.15211;7.84024;7.54832;
9.1403;2.15113;2.1513;7.83594;7.54746;
9.14031;2.15005;2.15027;7.83028;7.54638;
9.14032;2.14876;2.14903;7.82328;7.54508;
9.14033;2.14726;2.14758;7.81495;7.54359;
9.14034;2.14556;2.14593;7.80535;7.54189;
9.14035;2.14367;2.14408;7.7945;7.53999;
9.14036;2.14159;2.14204;7.78244;7.53791;
9.14037;2.13933;2.13983;7.76923;7.53565;
9.14038;2.1369;2.13744;7.75492;7.53322;
9.14039;2.13431;2.13489;7.73955;7.53063;
9.1404;2.13158;2.13219;7.72321;7.5279;
9.14041;2.1287;2.12935;7.70594;7.52502;
9.14042;2.12569;2.12637;7.68781;7.52201;
9.14043;2.12257;2.12328;7.66891;7.51889;
9.14044;2.11935;2.12008;7.64929;7.51567;
9.14045;2.11603;2.11679;7.62905;7.51235;
9.14046;2.11264;2.11342;7.60826;7.50896;
9.14047;2.10918;2.10998;7.58699;7.5055;
9.14048;2.10567;2.10648;7.56535;7.50199;
9.14049;2.10213;2.10295;7.5434;7.49845;
9.1405;2.09856;2.09939;7.52124;7.49488;
9.14051;2.09498;2.09582;7.49896;7.4913;
9.14052;2.09141;2.09225;7.47664;7.48773;
9.14053;2.08786;2.08869;7.45437;7.48418;
9.14054;2.08434;2.08517;7.43224;7.48066;
9.14055;2.08087;2.08169;7.41034;7.47719;
9.14056;2.07746;2.07827;7.38875;7.47378;
9.14057;2.07413;2.07492;7.36756;7.47045;
9.14058;2.07088;2.07165;7.34685;7.4672;
9.14059;2.06774;2.06849;7.3267;7.46406;
9.1406;2.0647;2.06543;7.3072;7.46102;
9.14061;2.06179;2.06249;7.28842;7.45812;
9.14062;2.05902;2.05969;7.27043;7.45534;
9.14063;2.0564;2.05703;7.2533;7.45272;
9.14064;2.05393;2.05453;7.23711;7.45025;
9.14065;2.05163;2.05219;7.22192;7.44795;
9.14066;2.0495;2.05003;7.20778;7.44583;
9.14067;2.04757;2.04805;7.19476;7.44389;
9.14068;2.04582;2.04626;7.1829;7.44215;
9.14069;2.04427;2.04467;7.17225;7.4406;
9.1407;2.04293;2.04328;7.16285;7.43926;
9.14071;2.0418;2.0421;7.15474;7.43813;
9.14072;2.04089;2.04114;7.14795;7.43721;
9.14073;2.04019;2.04039;7.14251;7.43652;
9.14074;2.03971;2.03986;7.13844;7.43604;
9.14075;2.03946;2.03956;7.13576;7.43579;
9.14076;2.03944;2.03948;7.13447;7.43577;
9.14077;2.03963;2.03963;7.13459;7.43597;
9.14078;2.04005;2.03999;7.1361;7.43639;
9.14079;2.0407;2.04059;7.13901;7.43703;
9.1408;2.04156;2.0414;7.14331;7.43789;
9.14081;2.04264;2.04242;7.14897;7.43897;
9.14082;2.04393;2.04367;7.15598;7.44027;
9.14083;2.04543;2.04511;7.1643;7.44176;
9.14084;2.04713;2.04677;7.1739;7.44346;
9.14085;2.04902;2.04861;7.18476;7.44536;
9.14086;2.0511;2.05065;7.19681;7.44744;
9.14087;2.05336;2.05286;7.21002;7.4497;
9.14088;2.05579;2.05525;7.22434;7.45212;
9.14089;2.05837;2.0578;7.2397;7.45471;
9.1409;2.06111;2.0605;7.25604;7.45745;
9.14091;2.06399;2.06334;7.27331;7.46033;
9.14092;2.06699;2.06631;7.29144;7.46333;
9.14093;2.07011;2.06941;7.31034;7.46645;
9.14094;2.07334;2.0726;7.32996;7.46968;
9.14095;2.07665;2.0759;7.3502;7.47299;
9.14096;2.08005;2.07927;7.37099;7.47639;
9.14097;2.0835;2.08271;7.39226;7.47984;
9.14098;2.08701;2.0862;7.4139;7.48335;
9.14099;2.09056;2.08973;7.43585;7.4869;
9.141;2.09412;2.09329;7.45801;7.49046;
9.14101;2.0977;2.09687;7.48029;7.49404;
9.14102;2.10127;2.10044;7.50261;7.49761;
9.14103;2.10482;2.10399;7.52488;7.50116;
9.14104;2.10834;2.10751;7.54701;7.50468;
9.14105;2.11181;2.11099;7.56891;7.50815;
9.14106;2.11522;2.11441;7.5905;7.51156;
9.14107;2.11856;2.11777;7.61169;7.5149;
9.14108;2.1218;2.12103;7.6324;7.51814;
9.14109;2.12495;2.1242;7.65255;7.52129;
9.1411;2.12798;2.12726;7.67205;7.52432;
9.14111;2.13089;2.13019;7.69083;7.52723;
9.14112;2.13367;2.133;7.70882;7.53001;
9.14113;2.13629;2.13565;7.72595;7.53263;
9.14114;2.13876;2.13816;7.74214;7.5351;
9.14115;2.14106;2.1405;7.75733;7.5374;
9.14116;2.14318;2.14266;7.77147;7.53952;
9.14117;2.14512;2.14464;7.78449;7.54146;
9.14118;2.14687;2.14643;7.79636;7.54321;
9.14119;2.14842;2.14802;7.80701;7.54475;
9.1412;2.14976;2.14941;7.8164;7.5461;
9.14121;2.15089;2.15059;7.82451;7.54723;
9.14122;2.15181;2.15156;7.8313;7.54814;
9.14123;2.1525;2.1523;7.83674;7.54884;
9.14124;2.15298;2.15283;7.84081;7.54931;
9.14125;2.15323;2.15313;7.84349;7.54956;
9.14126;2.15326;2.15321;7.84478;7.54959;
9.14127;2.15306;2.15307;7.84466;7.54939;
9.14128;2.15264;2.1527;7.84315;7.54897;
9.14129;2.15199;2.15211;7.84024;7.54832;
9.1413;2.15113;2.15129;7.83594;7.54746;
9.14131;2.15005;2.15027;7.83028;7.54638;
9.14132;2.14876;2.14902;7.82328;7.54509;
9.14133;2.14726;2.14758;7.81495;7.54359;
9.14134;2.14556;2.14592;7.80535;7.54189;
9.14135;2.14367;2.14408;7.7945;7.54;
9.14136;2.14159;2.14204;7.78244;7.53792;
9.14137;2.13933;2.13983;7.76923;7.53566;
9.14138;2.1369;2.13744;7.75492;7.53323;
9.14139;2.13431;2.13489;7.73955;7.53064;
9.1414;2.13157;2.13219;7.72321;7.5279;
9.14141;2.1287;2.12934;7.70594;7.52502;
9.14142;2.12569;2.12637;7.68781;7.52202;
9.14143;2.12257;2.12328;7.66891;7.5189;
9.14144;2.11934;2.12008;7.64929;7.51567;
9.14145;2.11603;2.11679;7.62905;7.51236;
9.14146;2.11264;2.11342;7.60826;7.50896;
9.14147;2.10918;2.10997;7.58699;7.50551;
9.14148;2.10567;2.10648;7.56535;7.502;
9.14149;2.10213;2.10295;7.5434;7.49845;
9.1415;2.09856;2.09939;7.52124;7.49488;
9.14151;2.09498;2.09582;7.49896;7.49131;
9.14152;2.09141;2.09225;7.47664;7.48774;
9.14153;2.08786;2.08869;7.45437;7.48419;
9.14154;2.08434;2.08517;7.43224;7.48067;
9.14155;2.08087;2.08169;7.41034;7.4772;
9.14156;2.07746;2.07827;7.38875;7.47379;
9.14157;2.07413;2.07492;7.36756;7.47045;
9.14158;2.07088;2.07165;7.34685;7.46721;
9.14159;2.06773;2.06848;7.3267;7.46406;
9.1416;2.0647;2.06543;7.3072;7.46103;
9.14161;2.06179;2.06249;7.28842;7.45812;
9.14162;2.05902;2.05969;7.27043;7.45535;
9.14163;2.05639;2.05703;7.2533;7.45272;
9.14164;2.05393;2.05453;7.23711;7.45026;
9.14165;2.05163;2.05219;7.22192;7.44796;
9.14166;2.0495;2.05003;7.20778;7.44583;
9.14167;2.04756;2.04805;7.19476;7.4439;
9.14168;2.04582;2.04626;7.1829;7.44215;
9.14169;2.04427;2.04467;7.17225;7.4406;
9.1417;2.04293;2.04328;7.16285;7.43926;
9.14171;2.0418;2.0421;7.15474;7.43813;
9.14172;2.04088;2.04113;7.14795;7.43722;
9.14173;2.04019;2.04039;7.14251;7.43652;
9.14174;2.03971;2.03986;7.13844;7.43605;
9.14175;2.03946;2.03956;7.13576;7.4358;
9.14176;2.03943;2.03948;7.13447;7.43577;
9.14177;2.03963;2.03962;7.13459;7.43597;
9.14178;2.04005;2.03999;7.1361;7.43639;
9.14179;2.0407;2.04058;7.13901;7.43704;
9.1418;2.04156;2.04139;7.14331;7.4379;
9.14181;2.04264;2.04242;7.14897;7.43898;
9.14182;2.04393;2.04366;7.15598;7.44027;
9.14183;2.04543;2.04511;7.1643;7.44177;
9.14184;2.04713;2.04676;7.1739;7.44347;
9.14185;2.04902;2.04861;7.18476;7.44536;
9.14186;2.0511;2.05064;7.19681;7.44744;
9.14187;2.05336;2.05286;7.21002;7.4497;
9.14188;2.05578;2.05525;7.22434;7.45213;
9.14189;2.05837;2.0578;7.2397;7.45472;
9.1419;2.06111;2.0605;7.25604;7.45746;
9.14191;2.06399;2.06334;7.27331;7.46033;
9.14192;2.06699;2.06631;7.29144;7.46334;
9.14193;2.07011;2.0694;7.31034;7.46646;
9.14194;2.07334;2.0726;7.32996;7.46968;
9.14195;2.07665;2.07589;7.3502;7.473;
9.14196;2.08004;2.07927;7.37099;7.47639;
9.14197;2.0835;2.08271;7.39226;7.47985;
9.14198;2.08701;2.0862;7.4139;7.48336;
9.14199;2.09055;2.08973;7.43585;7.4869;
9.142;2.09412;2.09329;7.45801;7.49047;
9.14201;2.0977;2.09686;7.48029;7.49405;
9.14202;2.10127;2.10043;7.50261;7.49762;
9.14203;2.10482;2.10399;7.52488;7.50117;
9.14204;2.10834;2.10751;7.54701;7.50469;
9.14205;2.11181;2.11099;7.56891;7.50816;
9.14206;2.11522;2.11441;7.5905;7.51157;
9.14207;2.11855;2.11776;7.61169;7.5149;
9.14208;2.1218;2.12103;7.6324;7.51815;
9.14209;2.12495;2.1242;7.65255;7.5213;
9.1421;2.12798;2.12726;7.67205;7.52433;
9.14211;2.13089;2.13019;7.69083;7.52724;
9.14212;2.13366;2.13299;7.70882;7.53001;
9.14213;2.13629;2.13565;7.72595;7.53264;
9.14214;2.13876;2.13816;7.74214;7.5351;
9.14215;2.14106;2.14049;7.75733;7.5374;
9.14216;2.14318;2.14266;7.77147;7.53953;
9.14217;2.14512;2.14464;7.78449;7.54147;
9.14218;2.14687;2.14643;7.79636;7.54321;
9.14219;2.14842;2.14802;7.80701;7.54476;
9.1422;2.14976;2.14941;7.8164;7.5461;
9.14221;2.15089;2.15059;7.82451;7.54723;
9.14222;2.1518;2.15155;7.8313;7.54815;
9.14223;2.1525;2.1523;7.83674;7.54884;
9.14224;2.15297;2.15283;7.84081;7.54932;
9.14225;2.15323;2.15313;7.84349;7.54957;
9.14226;2.15325;2.15321;7.84478;7.54959;
9.14227;2.15306;2.15306;7.84466;7.5494;
9.14228;2.15263;2.1527;7.84315;7.54897;
9.14229;2.15199;2.1521;7.84024;7.54833;
9.1423;2.15113;2.15129;7.83594;7.54747;
9.14231;2.15005;2.15026;7.83028;7.54639;
9.14232;2.14876;2.14902;7.82328;7.54509;
