time;V(/IN);user0;
0.258109;0.0634902;0.338773;
0.258119;0.0682161;0.357945;
0.258129;0.0726727;0.376057;
0.258139;0.0768426;0.393036;
0.258149;0.0807091;0.408816;
0.258159;0.0842572;0.423335;
0.258169;0.0874727;0.436534;
0.258179;0.0903431;0.448363;
0.258189;0.0928568;0.458775;
0.258199;0.0950041;0.467728;
0.258209;0.0967765;0.475187;
0.258219;0.098167;0.481122;
0.258229;0.09917;0.485511;
0.258239;0.0997816;0.488336;
0.258249;0.0999995;0.489585;
0.258259;0.0998227;0.489255;
0.258269;0.0992519;0.487345;
0.258279;0.0982894;0.483864;
0.258289;0.0969391;0.478825;
0.258299;0.0952061;0.472249;
0.258309;0.0930975;0.464161;
0.258319;0.0906214;0.454593;
0.258329;0.0877877;0.443583;
0.258339;0.0846075;0.431174;
0.258349;0.0810934;0.417415;
0.258359;0.0772593;0.402362;
0.258369;0.0731202;0.386072;
0.258379;0.0686926;0.36861;
0.258389;0.0639939;0.350046;
0.258399;0.0590426;0.330453;
0.258409;0.0538584;0.309907;
0.258419;0.0484615;0.28849;
0.258429;0.0428735;0.266286;
0.258439;0.0371162;0.243384;
0.258449;0.0312124;0.219873;
0.258459;0.0251855;0.195846;
0.258469;0.0190591;0.171398;
0.258479;0.0128575;0.146626;
0.258489;0.00660524;0.121627;
0.258499;0.000326863;0.0965002;
0.258509;-0.0059528;0.0713444;
0.258519;-0.012209;0.0462591;
0.258529;-0.018417;0.0213431;
0.258539;-0.0245523;-0.0033051;
0.258549;-0.0305907;-0.0275883;
0.258559;-0.0365083;-0.0514106;
0.258569;-0.0422819;-0.0746781;
0.258579;-0.0478887;-0.0972989;
0.258589;-0.0533064;-0.119184;
0.258599;-0.0585138;-0.140246;
0.258609;-0.0634902;-0.160403;
0.258619;-0.0682161;-0.179575;
0.258629;-0.0726727;-0.197687;
0.258639;-0.0768426;-0.214666;
0.258649;-0.0807091;-0.230446;
0.258659;-0.0842572;-0.244964;
0.258669;-0.0874727;-0.258164;
0.258679;-0.0903431;-0.269993;
0.258689;-0.0928568;-0.280405;
0.258699;-0.0950041;-0.289358;
0.258709;-0.0967765;-0.296817;
0.258719;-0.098167;-0.302752;
0.258729;-0.09917;-0.307141;
0.258739;-0.0997816;-0.309966;
0.258749;-0.0999995;-0.311215;
0.258759;-0.0998227;-0.310884;
0.258769;-0.0992519;-0.308975;
0.258779;-0.0982894;-0.305494;
0.258789;-0.0969391;-0.300455;
0.258799;-0.0952061;-0.293879;
0.258809;-0.0930975;-0.285791;
0.258819;-0.0906214;-0.276223;
0.258829;-0.0877877;-0.265212;
0.258839;-0.0846075;-0.252804;
0.258849;-0.0810934;-0.239045;
0.258859;-0.0772593;-0.223991;
0.258869;-0.0731202;-0.207702;
0.258879;-0.0686926;-0.19024;
0.258889;-0.0639939;-0.171676;
0.258899;-0.0590426;-0.152082;
0.258909;-0.0538584;-0.131536;
0.258919;-0.0484615;-0.110119;
0.258929;-0.0428735;-0.087916;
0.258939;-0.0371162;-0.0650135;
0.258949;-0.0312124;-0.0415025;
0.258959;-0.0251855;-0.0174757;
0.258969;-0.0190591;0.00697202;
0.258979;-0.0128575;0.0317442;
0.258989;-0.00660524;0.0567431;
0.258999;-0.000326863;0.08187;
0.259009;0.0059528;0.107026;
0.259019;0.012209;0.132111;
0.259029;0.018417;0.157027;
0.259039;0.0245523;0.181675;
0.259049;0.0305907;0.205958;
0.259059;0.0365083;0.229781;
0.259069;0.0422819;0.253048;
0.259079;0.0478887;0.275669;
0.259089;0.0533064;0.297554;
0.259099;0.0585138;0.318616;
0.259109;0.0634902;0.338773;
0.259119;0.0682161;0.357945;
0.259129;0.0726727;0.376057;
0.259139;0.0768426;0.393036;
0.259149;0.0807091;0.408816;
0.259159;0.0842572;0.423335;
0.259169;0.0874727;0.436534;
0.259179;0.0903431;0.448363;
0.259189;0.0928568;0.458775;
0.259199;0.0950041;0.467728;
0.259209;0.0967765;0.475187;
0.259219;0.098167;0.481122;
0.259229;0.09917;0.485511;
0.259239;0.0997816;0.488336;
0.259249;0.0999995;0.489585;
0.259259;0.0998227;0.489255;
0.259269;0.0992519;0.487345;
0.259279;0.0982894;0.483864;
0.259289;0.0969391;0.478825;
0.259299;0.0952061;0.472249;
0.259309;0.0930975;0.464161;
0.259319;0.0906214;0.454593;
0.259329;0.0877877;0.443583;
0.259339;0.0846075;0.431174;
0.259349;0.0810934;0.417415;
0.259359;0.0772593;0.402362;
0.259369;0.0731202;0.386072;
0.259379;0.0686926;0.36861;
0.259389;0.0639939;0.350046;
0.259399;0.0590426;0.330453;
0.259409;0.0538584;0.309907;
0.259419;0.0484615;0.28849;
0.259429;0.0428735;0.266286;
0.259439;0.0371162;0.243384;
0.259449;0.0312124;0.219873;
0.259459;0.0251855;0.195846;
0.259469;0.0190591;0.171398;
0.259479;0.0128575;0.146626;
0.259489;0.00660524;0.121627;
0.259499;0.000326863;0.0965002;
0.259509;-0.0059528;0.0713444;
0.259519;-0.012209;0.0462591;
0.259529;-0.018417;0.0213431;
0.259539;-0.0245523;-0.0033051;
0.259549;-0.0305907;-0.0275883;
0.259559;-0.0365083;-0.0514106;
0.259569;-0.0422819;-0.0746781;
0.259579;-0.0478887;-0.0972989;
0.259589;-0.0533064;-0.119184;
0.259599;-0.0585138;-0.140246;
0.259609;-0.0634902;-0.160403;
0.259619;-0.0682161;-0.179575;
0.259629;-0.0726727;-0.197687;
0.259639;-0.0768426;-0.214666;
0.259649;-0.0807091;-0.230446;
0.259659;-0.0842572;-0.244964;
0.259669;-0.0874727;-0.258164;
0.259679;-0.0903431;-0.269993;
0.259689;-0.0928568;-0.280405;
0.259699;-0.0950041;-0.289358;
0.259709;-0.0967765;-0.296817;
0.259719;-0.098167;-0.302752;
0.259729;-0.09917;-0.307141;
0.259739;-0.0997816;-0.309966;
0.259749;-0.0999995;-0.311215;
0.259759;-0.0998227;-0.310884;
0.259769;-0.0992519;-0.308975;
0.259779;-0.0982894;-0.305494;
0.259789;-0.0969391;-0.300455;
0.259799;-0.0952061;-0.293879;
0.259809;-0.0930975;-0.285791;
0.259819;-0.0906214;-0.276223;
0.259829;-0.0877877;-0.265212;
0.259839;-0.0846075;-0.252804;
0.259849;-0.0810934;-0.239045;
0.259859;-0.0772593;-0.223991;
0.259869;-0.0731202;-0.207702;
0.259879;-0.0686926;-0.19024;
0.259889;-0.0639939;-0.171676;
0.259899;-0.0590426;-0.152082;
0.259909;-0.0538584;-0.131536;
0.259919;-0.0484615;-0.110119;
0.259929;-0.0428735;-0.087916;
0.259939;-0.0371162;-0.0650135;
0.259949;-0.0312124;-0.0415025;
0.259959;-0.0251855;-0.0174757;
0.259969;-0.0190591;0.00697201;
0.259979;-0.0128575;0.0317442;
0.259989;-0.00660524;0.0567431;
0.259999;-0.000326863;0.08187;
0.260009;0.0059528;0.107026;
0.260019;0.012209;0.132111;
0.260029;0.018417;0.157027;
0.260039;0.0245523;0.181675;
0.260049;0.0305907;0.205958;
0.260059;0.0365083;0.229781;
0.260069;0.0422819;0.253048;
0.260079;0.0478887;0.275669;
0.260089;0.0533064;0.297554;
0.260099;0.0585138;0.318616;
0.260109;0.0634902;0.338773;
0.260119;0.0682161;0.357945;
0.260129;0.0726727;0.376057;
0.260139;0.0768426;0.393036;
0.260149;0.0807091;0.408816;
0.260159;0.0842572;0.423335;
0.260169;0.0874727;0.436534;
0.260179;0.0903431;0.448363;
0.260189;0.0928568;0.458775;
0.260199;0.0950041;0.467728;
0.260209;0.0967765;0.475187;
0.260219;0.098167;0.481122;
0.260229;0.09917;0.485511;
0.260239;0.0997816;0.488336;
0.260249;0.0999995;0.489585;
0.260259;0.0998227;0.489255;
0.260269;0.0992519;0.487345;
0.260279;0.0982894;0.483864;
0.260289;0.0969391;0.478825;
0.260299;0.0952061;0.472249;
0.260309;0.0930975;0.464161;
0.260319;0.0906214;0.454593;
0.260329;0.0877877;0.443583;
0.260339;0.0846075;0.431174;
0.260349;0.0810934;0.417415;
0.260359;0.0772593;0.402362;
0.260369;0.0731202;0.386072;
0.260379;0.0686926;0.36861;
0.260389;0.0639939;0.350046;
0.260399;0.0590426;0.330453;
0.260409;0.0538584;0.309907;
0.260419;0.0484615;0.28849;
0.260429;0.0428735;0.266286;
0.260439;0.0371162;0.243384;
0.260449;0.0312124;0.219873;
0.260459;0.0251855;0.195846;
0.260469;0.0190591;0.171398;
0.260479;0.0128575;0.146626;
0.260489;0.00660524;0.121627;
0.260499;0.000326863;0.0965002;
0.260509;-0.0059528;0.0713444;
0.260519;-0.012209;0.0462591;
0.260529;-0.018417;0.0213431;
0.260539;-0.0245523;-0.00330511;
0.260549;-0.0305907;-0.0275883;
0.260559;-0.0365083;-0.0514107;
0.260569;-0.0422819;-0.0746781;
0.260579;-0.0478887;-0.0972989;
0.260589;-0.0533064;-0.119184;
0.260599;-0.0585138;-0.140246;
0.260609;-0.0634902;-0.160403;
0.260619;-0.0682161;-0.179575;
0.260629;-0.0726727;-0.197687;
0.260639;-0.0768426;-0.214666;
0.260649;-0.0807091;-0.230446;
0.260659;-0.0842572;-0.244964;
0.260669;-0.0874727;-0.258164;
0.260679;-0.0903431;-0.269993;
0.260689;-0.0928568;-0.280405;
0.260699;-0.0950041;-0.289358;
0.260709;-0.0967765;-0.296817;
0.260719;-0.098167;-0.302752;
0.260729;-0.09917;-0.307141;
0.260739;-0.0997816;-0.309966;
0.260749;-0.0999995;-0.311215;
0.260759;-0.0998227;-0.310884;
0.260769;-0.0992519;-0.308975;
0.260779;-0.0982894;-0.305494;
0.260789;-0.0969391;-0.300455;
0.260799;-0.0952061;-0.293879;
0.260809;-0.0930975;-0.285791;
0.260819;-0.0906214;-0.276223;
0.260829;-0.0877877;-0.265212;
0.260839;-0.0846075;-0.252804;
0.260849;-0.0810934;-0.239045;
0.260859;-0.0772593;-0.223991;
0.260869;-0.0731202;-0.207702;
0.260879;-0.0686926;-0.19024;
0.260889;-0.0639939;-0.171676;
0.260899;-0.0590426;-0.152082;
0.260909;-0.0538584;-0.131536;
0.260919;-0.0484615;-0.110119;
0.260929;-0.0428735;-0.087916;
0.260939;-0.0371162;-0.0650135;
0.260949;-0.0312124;-0.0415025;
0.260959;-0.0251855;-0.0174757;
0.260969;-0.0190591;0.00697201;
0.260979;-0.0128575;0.0317442;
0.260989;-0.00660524;0.0567431;
0.260999;-0.000326863;0.08187;
0.261009;0.0059528;0.107026;
0.261019;0.012209;0.132111;
0.261029;0.018417;0.157027;
0.261039;0.0245523;0.181675;
0.261049;0.0305907;0.205958;
0.261059;0.0365083;0.229781;
0.261069;0.0422819;0.253048;
0.261079;0.0478887;0.275669;
0.261089;0.0533064;0.297554;
0.261099;0.0585138;0.318616;
0.261109;0.0634902;0.338773;
0.261119;0.0682161;0.357945;
0.261129;0.0726727;0.376057;
0.261139;0.0768426;0.393036;
0.261149;0.0807091;0.408816;
0.261159;0.0842572;0.423335;
0.261169;0.0874727;0.436534;
0.261179;0.0903431;0.448363;
0.261189;0.0928568;0.458775;
0.261199;0.0950041;0.467728;
0.261209;0.0967765;0.475187;
0.261219;0.098167;0.481122;
0.261229;0.09917;0.485511;
0.261239;0.0997816;0.488336;
0.261249;0.0999995;0.489585;
0.261259;0.0998227;0.489255;
0.261269;0.0992519;0.487345;
0.261279;0.0982894;0.483864;
0.261289;0.0969391;0.478825;
0.261299;0.0952061;0.472249;
0.261309;0.0930975;0.464161;
0.261319;0.0906214;0.454593;
0.261329;0.0877877;0.443583;
0.261339;0.0846075;0.431174;
0.261349;0.0810934;0.417415;
0.261359;0.0772593;0.402362;
0.261369;0.0731202;0.386072;
0.261379;0.0686926;0.36861;
0.261389;0.0639939;0.350046;
0.261399;0.0590426;0.330452;
0.261409;0.0538584;0.309907;
0.261419;0.0484615;0.28849;
0.261429;0.0428735;0.266286;
0.261439;0.0371162;0.243384;
0.261449;0.0312124;0.219873;
0.261459;0.0251855;0.195846;
0.261469;0.0190591;0.171398;
0.261479;0.0128575;0.146626;
0.261489;0.00660524;0.121627;
0.261499;0.000326863;0.0965002;
0.261509;-0.0059528;0.0713444;
0.261519;-0.012209;0.0462591;
0.261529;-0.018417;0.0213431;
0.261539;-0.0245523;-0.00330511;
0.261549;-0.0305907;-0.0275883;
0.261559;-0.0365083;-0.0514107;
0.261569;-0.0422819;-0.0746781;
0.261579;-0.0478887;-0.0972989;
0.261589;-0.0533064;-0.119184;
0.261599;-0.0585138;-0.140246;
0.261609;-0.0634902;-0.160403;
0.261619;-0.0682161;-0.179575;
0.261629;-0.0726727;-0.197687;
0.261639;-0.0768426;-0.214666;
0.261649;-0.0807091;-0.230446;
0.261659;-0.0842572;-0.244964;
0.261669;-0.0874727;-0.258164;
0.261679;-0.0903431;-0.269993;
0.261689;-0.0928568;-0.280405;
0.261699;-0.0950041;-0.289358;
0.261709;-0.0967765;-0.296817;
0.261719;-0.098167;-0.302752;
0.261729;-0.09917;-0.307141;
0.261739;-0.0997816;-0.309966;
0.261749;-0.0999995;-0.311215;
0.261759;-0.0998227;-0.310884;
0.261769;-0.0992519;-0.308975;
0.261779;-0.0982894;-0.305494;
0.261789;-0.0969391;-0.300455;
0.261799;-0.0952061;-0.293879;
0.261809;-0.0930975;-0.285791;
0.261819;-0.0906214;-0.276223;
0.261829;-0.0877877;-0.265212;
0.261839;-0.0846075;-0.252804;
0.261849;-0.0810934;-0.239045;
0.261859;-0.0772593;-0.223991;
0.261869;-0.0731202;-0.207702;
0.261879;-0.0686926;-0.19024;
0.261889;-0.0639939;-0.171676;
0.261899;-0.0590426;-0.152082;
0.261909;-0.0538584;-0.131536;
0.261919;-0.0484615;-0.11012;
0.261929;-0.0428735;-0.087916;
0.261939;-0.0371162;-0.0650135;
0.261949;-0.0312124;-0.0415025;
0.261959;-0.0251855;-0.0174757;
0.261969;-0.0190591;0.006972;
0.261979;-0.0128575;0.0317442;
0.261989;-0.00660524;0.0567431;
0.261999;-0.000326863;0.08187;
0.262009;0.0059528;0.107026;
0.262019;0.012209;0.132111;
0.262029;0.018417;0.157027;
0.262039;0.0245523;0.181675;
0.262049;0.0305907;0.205958;
0.262059;0.0365083;0.229781;
0.262069;0.0422819;0.253048;
0.262079;0.0478887;0.275669;
0.262089;0.0533064;0.297554;
0.262099;0.0585138;0.318616;
0.262109;0.0634902;0.338773;
0.262119;0.0682161;0.357945;
0.262129;0.0726727;0.376057;
0.262139;0.0768426;0.393036;
0.262149;0.0807091;0.408816;
0.262159;0.0842572;0.423335;
0.262169;0.0874727;0.436534;
0.262179;0.0903431;0.448363;
0.262189;0.0928568;0.458775;
0.262199;0.0950041;0.467728;
0.262209;0.0967765;0.475187;
0.262219;0.098167;0.481122;
0.262229;0.09917;0.485511;
0.262239;0.0997816;0.488336;
0.262249;0.0999995;0.489585;
0.262259;0.0998227;0.489255;
0.262269;0.0992519;0.487345;
0.262279;0.0982894;0.483864;
0.262289;0.0969391;0.478825;
0.262299;0.0952061;0.472249;
0.262309;0.0930975;0.464161;
0.262319;0.0906214;0.454593;
0.262329;0.0877877;0.443583;
0.262339;0.0846075;0.431174;
0.262349;0.0810934;0.417415;
0.262359;0.0772593;0.402362;
0.262369;0.0731202;0.386072;
0.262379;0.0686926;0.36861;
0.262389;0.0639939;0.350046;
0.262399;0.0590426;0.330452;
0.262409;0.0538584;0.309907;
0.262419;0.0484615;0.28849;
0.262429;0.0428735;0.266286;
0.262439;0.0371162;0.243384;
0.262449;0.0312124;0.219873;
0.262459;0.0251855;0.195846;
0.262469;0.0190591;0.171398;
0.262479;0.0128575;0.146626;
0.262489;0.00660524;0.121627;
0.262499;0.000326863;0.0965002;
0.262509;-0.0059528;0.0713444;
0.262519;-0.012209;0.0462591;
0.262529;-0.018417;0.0213431;
0.262539;-0.0245523;-0.00330512;
0.262549;-0.0305907;-0.0275883;
0.262559;-0.0365083;-0.0514107;
0.262569;-0.0422819;-0.0746781;
0.262579;-0.0478887;-0.0972989;
0.262589;-0.0533064;-0.119184;
0.262599;-0.0585138;-0.140246;
0.262609;-0.0634902;-0.160403;
0.262619;-0.0682161;-0.179575;
0.262629;-0.0726727;-0.197687;
0.262639;-0.0768426;-0.214666;
0.262649;-0.0807091;-0.230446;
0.262659;-0.0842572;-0.244964;
0.262669;-0.0874727;-0.258164;
0.262679;-0.0903431;-0.269993;
0.262689;-0.0928568;-0.280405;
0.262699;-0.0950041;-0.289358;
0.262709;-0.0967765;-0.296817;
0.262719;-0.098167;-0.302752;
0.262729;-0.09917;-0.307141;
0.262739;-0.0997816;-0.309966;
0.262749;-0.0999995;-0.311215;
0.262759;-0.0998227;-0.310884;
0.262769;-0.0992519;-0.308975;
0.262779;-0.0982894;-0.305494;
0.262789;-0.0969391;-0.300455;
0.262799;-0.0952061;-0.293879;
0.262809;-0.0930975;-0.285791;
0.262819;-0.0906214;-0.276223;
0.262829;-0.0877877;-0.265212;
0.262839;-0.0846075;-0.252804;
0.262849;-0.0810934;-0.239045;
0.262859;-0.0772593;-0.223991;
0.262869;-0.0731202;-0.207702;
0.262879;-0.0686926;-0.19024;
0.262889;-0.0639939;-0.171676;
0.262899;-0.0590426;-0.152082;
0.262909;-0.0538584;-0.131536;
0.262919;-0.0484615;-0.11012;
0.262929;-0.0428735;-0.087916;
0.262939;-0.0371162;-0.0650135;
0.262949;-0.0312124;-0.0415025;
0.262959;-0.0251855;-0.0174757;
0.262969;-0.0190591;0.006972;
0.262979;-0.0128575;0.0317442;
0.262989;-0.00660524;0.056743;
0.262999;-0.000326863;0.0818699;
0.263009;0.0059528;0.107026;
0.263019;0.012209;0.132111;
0.263029;0.018417;0.157027;
0.263039;0.0245523;0.181675;
0.263049;0.0305907;0.205958;
0.263059;0.0365083;0.229781;
0.263069;0.0422819;0.253048;
0.263079;0.0478887;0.275669;
0.263089;0.0533064;0.297554;
0.263099;0.0585138;0.318616;
0.263109;0.0634902;0.338773;
0.263119;0.0682161;0.357945;
0.263129;0.0726727;0.376057;
0.263139;0.0768426;0.393036;
0.263149;0.0807091;0.408816;
0.263159;0.0842572;0.423335;
0.263169;0.0874727;0.436534;
0.263179;0.0903431;0.448363;
0.263189;0.0928568;0.458775;
0.263199;0.0950041;0.467728;
0.263209;0.0967765;0.475187;
0.263219;0.098167;0.481122;
0.263229;0.09917;0.485511;
0.263239;0.0997816;0.488336;
0.263249;0.0999995;0.489585;
0.263259;0.0998227;0.489255;
0.263269;0.0992519;0.487345;
0.263279;0.0982894;0.483864;
0.263289;0.0969391;0.478825;
0.263299;0.0952061;0.472249;
0.263309;0.0930975;0.464161;
0.263319;0.0906214;0.454593;
0.263329;0.0877877;0.443583;
0.263339;0.0846075;0.431174;
0.263349;0.0810934;0.417415;
0.263359;0.0772593;0.402362;
0.263369;0.0731202;0.386072;
0.263379;0.0686926;0.36861;
0.263389;0.0639939;0.350046;
0.263399;0.0590426;0.330452;
0.263409;0.0538584;0.309907;
0.263419;0.0484615;0.28849;
0.263429;0.0428735;0.266286;
0.263439;0.0371162;0.243384;
0.263449;0.0312124;0.219873;
0.263459;0.0251855;0.195846;
0.263469;0.0190591;0.171398;
0.263479;0.0128575;0.146626;
0.263489;0.00660524;0.121627;
0.263499;0.000326863;0.0965002;
0.263509;-0.0059528;0.0713444;
0.263519;-0.012209;0.046259;
0.263529;-0.018417;0.0213431;
0.263539;-0.0245523;-0.00330512;
0.263549;-0.0305907;-0.0275883;
0.263559;-0.0365083;-0.0514107;
0.263569;-0.0422819;-0.0746781;
0.263579;-0.0478887;-0.0972989;
0.263589;-0.0533064;-0.119184;
0.263599;-0.0585138;-0.140246;
0.263609;-0.0634902;-0.160403;
0.263619;-0.0682161;-0.179575;
0.263629;-0.0726727;-0.197687;
0.263639;-0.0768426;-0.214666;
0.263649;-0.0807091;-0.230446;
0.263659;-0.0842572;-0.244964;
0.263669;-0.0874727;-0.258164;
0.263679;-0.0903431;-0.269993;
0.263689;-0.0928568;-0.280405;
0.263699;-0.0950041;-0.289358;
0.263709;-0.0967765;-0.296817;
0.263719;-0.098167;-0.302752;
0.263729;-0.09917;-0.307141;
0.263739;-0.0997816;-0.309966;
0.263749;-0.0999995;-0.311215;
0.263759;-0.0998227;-0.310884;
0.263769;-0.0992519;-0.308975;
0.263779;-0.0982894;-0.305494;
0.263789;-0.0969391;-0.300455;
0.263799;-0.0952061;-0.293879;
0.263809;-0.0930975;-0.285791;
0.263819;-0.0906214;-0.276223;
0.263829;-0.0877877;-0.265212;
0.263839;-0.0846075;-0.252804;
0.263849;-0.0810934;-0.239045;
0.263859;-0.0772593;-0.223991;
0.263869;-0.0731202;-0.207702;
0.263879;-0.0686926;-0.19024;
0.263889;-0.0639939;-0.171676;
0.263899;-0.0590426;-0.152082;
0.263909;-0.0538584;-0.131536;
0.263919;-0.0484615;-0.11012;
0.263929;-0.0428735;-0.087916;
0.263939;-0.0371162;-0.0650135;
0.263949;-0.0312124;-0.0415025;
0.263959;-0.0251855;-0.0174757;
0.263969;-0.0190591;0.00697199;
0.263979;-0.0128575;0.0317442;
0.263989;-0.00660524;0.056743;
0.263999;-0.000326863;0.0818699;
0.264009;0.0059528;0.107026;
0.264019;0.012209;0.132111;
0.264029;0.018417;0.157027;
0.264039;0.0245523;0.181675;
0.264049;0.0305907;0.205958;
0.264059;0.0365083;0.229781;
0.264069;0.0422819;0.253048;
0.264079;0.0478887;0.275669;
0.264089;0.0533064;0.297554;
0.264099;0.0585138;0.318616;
0.264109;0.0634902;0.338773;
0.264119;0.0682161;0.357945;
0.264129;0.0726727;0.376057;
0.264139;0.0768426;0.393036;
0.264149;0.0807091;0.408816;
0.264159;0.0842572;0.423335;
0.264169;0.0874727;0.436534;
0.264179;0.0903431;0.448363;
0.264189;0.0928568;0.458775;
0.264199;0.0950041;0.467728;
0.264209;0.0967765;0.475187;
0.264219;0.098167;0.481122;
0.264229;0.09917;0.485511;
0.264239;0.0997816;0.488336;
0.264249;0.0999995;0.489585;
0.264259;0.0998227;0.489255;
0.264269;0.0992519;0.487345;
0.264279;0.0982894;0.483864;
0.264289;0.0969391;0.478825;
0.264299;0.0952061;0.472249;
0.264309;0.0930975;0.464161;
0.264319;0.0906214;0.454593;
0.264329;0.0877877;0.443583;
0.264339;0.0846075;0.431174;
0.264349;0.0810934;0.417415;
0.264359;0.0772593;0.402362;
0.264369;0.0731202;0.386072;
0.264379;0.0686926;0.36861;
0.264389;0.0639939;0.350046;
0.264399;0.0590426;0.330452;
0.264409;0.0538584;0.309907;
0.264419;0.0484615;0.28849;
0.264429;0.0428735;0.266286;
0.264439;0.0371162;0.243384;
0.264449;0.0312124;0.219873;
0.264459;0.0251855;0.195846;
0.264469;0.0190591;0.171398;
0.264479;0.0128575;0.146626;
0.264489;0.00660524;0.121627;
0.264499;0.000326863;0.0965002;
0.264509;-0.0059528;0.0713444;
0.264519;-0.012209;0.046259;
0.264529;-0.018417;0.0213431;
0.264539;-0.0245523;-0.00330513;
0.264549;-0.0305907;-0.0275883;
0.264559;-0.0365083;-0.0514107;
0.264569;-0.0422819;-0.0746782;
0.264579;-0.0478887;-0.0972989;
0.264589;-0.0533064;-0.119184;
0.264599;-0.0585138;-0.140246;
0.264609;-0.0634902;-0.160403;
0.264619;-0.0682161;-0.179575;
0.264629;-0.0726727;-0.197687;
0.264639;-0.0768426;-0.214666;
0.264649;-0.0807091;-0.230446;
0.264659;-0.0842572;-0.244964;
0.264669;-0.0874727;-0.258164;
0.264679;-0.0903431;-0.269993;
0.264689;-0.0928568;-0.280405;
0.264699;-0.0950041;-0.289358;
0.264709;-0.0967765;-0.296817;
0.264719;-0.098167;-0.302752;
0.264729;-0.09917;-0.307141;
0.264739;-0.0997816;-0.309966;
0.264749;-0.0999995;-0.311215;
0.264759;-0.0998227;-0.310884;
0.264769;-0.0992519;-0.308975;
0.264779;-0.0982894;-0.305494;
0.264789;-0.0969391;-0.300455;
0.264799;-0.0952061;-0.293879;
0.264809;-0.0930975;-0.285791;
0.264819;-0.0906214;-0.276223;
0.264829;-0.0877877;-0.265212;
0.264839;-0.0846075;-0.252804;
0.264849;-0.0810934;-0.239045;
0.264859;-0.0772593;-0.223991;
0.264869;-0.0731202;-0.207702;
0.264879;-0.0686926;-0.19024;
0.264889;-0.0639939;-0.171676;
0.264899;-0.0590426;-0.152082;
0.264909;-0.0538584;-0.131536;
0.264919;-0.0484615;-0.11012;
0.264929;-0.0428735;-0.087916;
0.264939;-0.0371162;-0.0650135;
0.264949;-0.0312124;-0.0415025;
0.264959;-0.0251855;-0.0174757;
0.264969;-0.0190591;0.00697199;
0.264979;-0.0128575;0.0317442;
0.264989;-0.00660524;0.056743;
0.264999;-0.000326863;0.0818699;
0.265009;0.0059528;0.107026;
0.265019;0.012209;0.132111;
0.265029;0.018417;0.157027;
0.265039;0.0245523;0.181675;
0.265049;0.0305907;0.205958;
0.265059;0.0365083;0.229781;
0.265069;0.0422819;0.253048;
0.265079;0.0478887;0.275669;
0.265089;0.0533064;0.297554;
0.265099;0.0585138;0.318616;
0.265109;0.0634902;0.338773;
0.265119;0.0682161;0.357945;
0.265129;0.0726727;0.376057;
0.265139;0.0768426;0.393036;
0.265149;0.0807091;0.408816;
0.265159;0.0842572;0.423335;
0.265169;0.0874727;0.436534;
0.265179;0.0903431;0.448363;
0.265189;0.0928568;0.458775;
0.265199;0.0950041;0.467728;
0.265209;0.0967765;0.475187;
0.265219;0.098167;0.481122;
0.265229;0.09917;0.485511;
0.265239;0.0997816;0.488336;
0.265249;0.0999995;0.489585;
0.265259;0.0998227;0.489255;
0.265269;0.0992519;0.487345;
0.265279;0.0982894;0.483864;
0.265289;0.0969391;0.478825;
0.265299;0.0952061;0.472249;
0.265309;0.0930975;0.464161;
0.265319;0.0906214;0.454593;
0.265329;0.0877877;0.443583;
0.265339;0.0846075;0.431174;
0.265349;0.0810934;0.417415;
0.265359;0.0772593;0.402362;
0.265369;0.0731202;0.386072;
0.265379;0.0686926;0.36861;
0.265389;0.0639939;0.350046;
0.265399;0.0590426;0.330452;
0.265409;0.0538584;0.309907;
0.265419;0.0484615;0.28849;
0.265429;0.0428735;0.266286;
0.265439;0.0371162;0.243384;
0.265449;0.0312124;0.219873;
0.265459;0.0251855;0.195846;
0.265469;0.0190591;0.171398;
0.265479;0.0128575;0.146626;
0.265489;0.00660524;0.121627;
0.265499;0.000326863;0.0965002;
0.265509;-0.0059528;0.0713444;
0.265519;-0.012209;0.046259;
0.265529;-0.018417;0.0213431;
0.265539;-0.0245523;-0.00330513;
0.265549;-0.0305907;-0.0275883;
0.265559;-0.0365083;-0.0514107;
0.265569;-0.0422819;-0.0746782;
0.265579;-0.0478887;-0.0972989;
0.265589;-0.0533064;-0.119184;
0.265599;-0.0585138;-0.140246;
0.265609;-0.0634902;-0.160403;
0.265619;-0.0682161;-0.179575;
0.265629;-0.0726727;-0.197687;
0.265639;-0.0768426;-0.214666;
0.265649;-0.0807091;-0.230446;
0.265659;-0.0842572;-0.244964;
0.265669;-0.0874727;-0.258164;
0.265679;-0.0903431;-0.269993;
0.265689;-0.0928568;-0.280405;
0.265699;-0.0950041;-0.289358;
0.265709;-0.0967765;-0.296817;
0.265719;-0.098167;-0.302752;
0.265729;-0.09917;-0.307141;
0.265739;-0.0997816;-0.309966;
0.265749;-0.0999995;-0.311215;
0.265759;-0.0998227;-0.310884;
0.265769;-0.0992519;-0.308975;
0.265779;-0.0982894;-0.305494;
0.265789;-0.0969391;-0.300455;
0.265799;-0.0952061;-0.293879;
0.265809;-0.0930975;-0.285791;
0.265819;-0.0906214;-0.276223;
0.265829;-0.0877877;-0.265212;
0.265839;-0.0846075;-0.252804;
0.265849;-0.0810934;-0.239045;
0.265859;-0.0772593;-0.223991;
0.265869;-0.0731202;-0.207702;
