time;V(/IN);user0;
0.665289;0.0969391;0.478824;
0.665299;0.0952061;0.472247;
0.665309;0.0930975;0.464159;
0.665319;0.0906214;0.454591;
0.665329;0.0877877;0.443581;
0.665339;0.0846075;0.431172;
0.665349;0.0810934;0.417414;
0.665359;0.0772593;0.40236;
0.665369;0.0731202;0.38607;
0.665379;0.0686926;0.368609;
0.665389;0.0639939;0.350045;
0.665399;0.0590426;0.330451;
0.665409;0.0538584;0.309905;
0.665419;0.0484615;0.288488;
0.665429;0.0428735;0.266285;
0.665439;0.0371162;0.243382;
0.665449;0.0312124;0.219871;
0.665459;0.0251855;0.195844;
0.665469;0.0190591;0.171397;
0.665479;0.0128575;0.146624;
0.665489;0.00660524;0.121626;
0.665499;0.000326863;0.0964987;
0.665509;-0.0059528;0.0713429;
0.665519;-0.012209;0.0462576;
0.665529;-0.018417;0.0213416;
0.665539;-0.0245523;-0.0033066;
0.665549;-0.0305907;-0.0275898;
0.665559;-0.0365083;-0.0514121;
0.665569;-0.0422819;-0.0746796;
0.665579;-0.0478887;-0.0973004;
0.665589;-0.0533064;-0.119185;
0.665599;-0.0585138;-0.140248;
0.665609;-0.0634902;-0.160405;
0.665619;-0.0682161;-0.179577;
0.665629;-0.0726727;-0.197688;
0.665639;-0.0768426;-0.214667;
0.665649;-0.0807091;-0.230447;
0.665659;-0.0842572;-0.244966;
0.665669;-0.0874727;-0.258166;
0.665679;-0.0903431;-0.269995;
0.665689;-0.0928568;-0.280406;
0.665699;-0.0950041;-0.289359;
0.665709;-0.0967765;-0.296818;
0.665719;-0.098167;-0.302754;
0.665729;-0.09917;-0.307143;
0.665739;-0.0997816;-0.309967;
0.665749;-0.0999995;-0.311217;
0.665759;-0.0998227;-0.310886;
0.665769;-0.0992519;-0.308976;
0.665779;-0.0982894;-0.305495;
0.665789;-0.0969391;-0.300457;
0.665799;-0.0952061;-0.29388;
0.665809;-0.0930975;-0.285792;
0.665819;-0.0906214;-0.276224;
0.665829;-0.0877877;-0.265214;
0.665839;-0.0846075;-0.252805;
0.665849;-0.0810934;-0.239047;
0.665859;-0.0772593;-0.223993;
0.665869;-0.0731202;-0.207703;
0.665879;-0.0686926;-0.190242;
0.665889;-0.0639939;-0.171678;
0.665899;-0.0590426;-0.152084;
0.665909;-0.0538584;-0.131538;
0.665919;-0.0484615;-0.110121;
0.665929;-0.0428735;-0.0879175;
0.665939;-0.0371162;-0.065015;
0.665949;-0.0312124;-0.041504;
0.665959;-0.0251855;-0.0174772;
0.665969;-0.0190591;0.00697051;
0.665979;-0.0128575;0.0317427;
0.665989;-0.00660524;0.0567416;
0.665999;-0.000326864;0.0818685;
0.666009;0.0059528;0.107024;
0.666019;0.012209;0.13211;
0.666029;0.018417;0.157026;
0.666039;0.0245523;0.181674;
0.666049;0.0305907;0.205957;
0.666059;0.0365083;0.229779;
0.666069;0.0422819;0.253047;
0.666079;0.0478887;0.275668;
0.666089;0.0533064;0.297552;
0.666099;0.0585138;0.318615;
0.666109;0.0634902;0.338772;
0.666119;0.0682161;0.357944;
0.666129;0.0726727;0.376055;
0.666139;0.0768426;0.393034;
0.666149;0.0807091;0.408814;
0.666159;0.0842572;0.423333;
0.666169;0.0874727;0.436533;
0.666179;0.0903431;0.448362;
0.666189;0.0928568;0.458773;
0.666199;0.0950041;0.467726;
0.666209;0.0967765;0.475185;
0.666219;0.098167;0.481121;
0.666229;0.09917;0.48551;
0.666239;0.0997816;0.488334;
0.666249;0.0999995;0.489584;
0.666259;0.0998227;0.489253;
0.666269;0.0992519;0.487343;
0.666279;0.0982894;0.483862;
0.666289;0.0969391;0.478824;
0.666299;0.0952061;0.472247;
0.666309;0.0930975;0.464159;
0.666319;0.0906214;0.454591;
0.666329;0.0877877;0.443581;
0.666339;0.0846075;0.431172;
0.666349;0.0810934;0.417414;
0.666359;0.0772593;0.40236;
0.666369;0.0731202;0.38607;
0.666379;0.0686926;0.368609;
0.666389;0.0639939;0.350045;
0.666399;0.0590426;0.330451;
0.666409;0.0538584;0.309905;
0.666419;0.0484615;0.288488;
0.666429;0.0428735;0.266285;
0.666439;0.0371162;0.243382;
0.666449;0.0312124;0.219871;
0.666459;0.0251855;0.195844;
0.666469;0.0190591;0.171397;
0.666479;0.0128575;0.146624;
0.666489;0.00660524;0.121626;
0.666499;0.000326864;0.0964987;
0.666509;-0.0059528;0.0713429;
0.666519;-0.012209;0.0462576;
0.666529;-0.018417;0.0213416;
0.666539;-0.0245523;-0.0033066;
0.666549;-0.0305907;-0.0275898;
0.666559;-0.0365083;-0.0514121;
0.666569;-0.0422819;-0.0746796;
0.666579;-0.0478887;-0.0973004;
0.666589;-0.0533064;-0.119185;
0.666599;-0.0585138;-0.140248;
0.666609;-0.0634902;-0.160405;
0.666619;-0.0682161;-0.179577;
0.666629;-0.0726727;-0.197688;
0.666639;-0.0768426;-0.214667;
0.666649;-0.0807091;-0.230447;
0.666659;-0.0842572;-0.244966;
0.666669;-0.0874727;-0.258166;
0.666679;-0.0903431;-0.269995;
0.666689;-0.0928568;-0.280406;
0.666699;-0.0950041;-0.289359;
0.666709;-0.0967765;-0.296818;
0.666719;-0.098167;-0.302754;
0.666729;-0.09917;-0.307143;
0.666739;-0.0997816;-0.309967;
0.666749;-0.0999995;-0.311217;
0.666759;-0.0998227;-0.310886;
0.666769;-0.0992519;-0.308976;
0.666779;-0.0982894;-0.305495;
0.666789;-0.0969391;-0.300457;
0.666799;-0.0952061;-0.29388;
0.666809;-0.0930975;-0.285792;
0.666819;-0.0906214;-0.276224;
0.666829;-0.0877877;-0.265214;
0.666839;-0.0846075;-0.252805;
0.666849;-0.0810934;-0.239047;
0.666859;-0.0772593;-0.223993;
0.666869;-0.0731202;-0.207703;
0.666879;-0.0686926;-0.190242;
0.666889;-0.0639939;-0.171678;
0.666899;-0.0590426;-0.152084;
0.666909;-0.0538584;-0.131538;
0.666919;-0.0484615;-0.110121;
0.666929;-0.0428735;-0.0879175;
0.666939;-0.0371162;-0.065015;
0.666949;-0.0312124;-0.041504;
0.666959;-0.0251855;-0.0174772;
0.666969;-0.0190591;0.00697051;
0.666979;-0.0128575;0.0317427;
0.666989;-0.00660524;0.0567416;
0.666999;-0.000326864;0.0818685;
0.667009;0.0059528;0.107024;
0.667019;0.012209;0.13211;
0.667029;0.018417;0.157026;
0.667039;0.0245523;0.181674;
0.667049;0.0305907;0.205957;
0.667059;0.0365083;0.229779;
0.667069;0.0422819;0.253047;
0.667079;0.0478887;0.275668;
0.667089;0.0533064;0.297552;
0.667099;0.0585138;0.318615;
0.667109;0.0634902;0.338772;
0.667119;0.0682161;0.357944;
0.667129;0.0726727;0.376055;
0.667139;0.0768426;0.393034;
0.667149;0.0807091;0.408814;
0.667159;0.0842572;0.423333;
0.667169;0.0874727;0.436533;
0.667179;0.0903431;0.448362;
0.667189;0.0928568;0.458773;
0.667199;0.0950041;0.467726;
0.667209;0.0967765;0.475185;
0.667219;0.098167;0.481121;
0.667229;0.09917;0.48551;
0.667239;0.0997816;0.488334;
0.667249;0.0999995;0.489584;
0.667259;0.0998227;0.489253;
0.667269;0.0992519;0.487343;
0.667279;0.0982894;0.483862;
0.667289;0.0969391;0.478824;
0.667299;0.0952061;0.472247;
0.667309;0.0930975;0.464159;
0.667319;0.0906214;0.454591;
0.667329;0.0877877;0.443581;
0.667339;0.0846075;0.431172;
0.667349;0.0810934;0.417414;
0.667359;0.0772593;0.40236;
0.667369;0.0731202;0.38607;
0.667379;0.0686926;0.368609;
0.667389;0.0639939;0.350045;
0.667399;0.0590426;0.330451;
0.667409;0.0538584;0.309905;
0.667419;0.0484615;0.288488;
0.667429;0.0428735;0.266285;
0.667439;0.0371162;0.243382;
0.667449;0.0312124;0.219871;
0.667459;0.0251855;0.195844;
0.667469;0.0190591;0.171397;
0.667479;0.0128575;0.146624;
0.667489;0.00660524;0.121626;
0.667499;0.000326864;0.0964987;
0.667509;-0.0059528;0.0713429;
0.667519;-0.012209;0.0462576;
0.667529;-0.018417;0.0213416;
0.667539;-0.0245523;-0.00330661;
0.667549;-0.0305907;-0.0275898;
0.667559;-0.0365083;-0.0514122;
0.667569;-0.0422819;-0.0746796;
0.667579;-0.0478887;-0.0973004;
0.667589;-0.0533064;-0.119185;
0.667599;-0.0585138;-0.140248;
0.667609;-0.0634902;-0.160405;
0.667619;-0.0682161;-0.179577;
0.667629;-0.0726727;-0.197688;
0.667639;-0.0768426;-0.214667;
0.667649;-0.0807091;-0.230447;
0.667659;-0.0842572;-0.244966;
0.667669;-0.0874727;-0.258166;
0.667679;-0.0903431;-0.269995;
0.667689;-0.0928568;-0.280406;
0.667699;-0.0950041;-0.289359;
0.667709;-0.0967765;-0.296818;
0.667719;-0.098167;-0.302754;
0.667729;-0.09917;-0.307143;
0.667739;-0.0997816;-0.309967;
0.667749;-0.0999995;-0.311217;
0.667759;-0.0998227;-0.310886;
0.667769;-0.0992519;-0.308976;
0.667779;-0.0982894;-0.305495;
0.667789;-0.0969391;-0.300457;
0.667799;-0.0952061;-0.29388;
0.667809;-0.0930975;-0.285792;
0.667819;-0.0906214;-0.276224;
0.667829;-0.0877877;-0.265214;
0.667839;-0.0846075;-0.252805;
0.667849;-0.0810934;-0.239047;
0.667859;-0.0772593;-0.223993;
0.667869;-0.0731202;-0.207703;
0.667879;-0.0686926;-0.190242;
0.667889;-0.0639939;-0.171678;
0.667899;-0.0590426;-0.152084;
0.667909;-0.0538584;-0.131538;
0.667919;-0.0484615;-0.110121;
0.667929;-0.0428735;-0.0879175;
0.667939;-0.0371162;-0.065015;
0.667949;-0.0312124;-0.041504;
0.667959;-0.0251855;-0.0174772;
0.667969;-0.0190591;0.00697051;
0.667979;-0.0128575;0.0317427;
0.667989;-0.00660524;0.0567416;
0.667999;-0.000326864;0.0818685;
0.668009;0.0059528;0.107024;
0.668019;0.012209;0.13211;
0.668029;0.018417;0.157026;
0.668039;0.0245523;0.181674;
0.668049;0.0305907;0.205957;
0.668059;0.0365083;0.229779;
0.668069;0.0422819;0.253047;
0.668079;0.0478887;0.275668;
0.668089;0.0533064;0.297552;
0.668099;0.0585138;0.318615;
0.668109;0.0634902;0.338772;
0.668119;0.0682161;0.357944;
0.668129;0.0726727;0.376055;
0.668139;0.0768426;0.393034;
0.668149;0.0807091;0.408814;
0.668159;0.0842572;0.423333;
0.668169;0.0874727;0.436533;
0.668179;0.0903431;0.448362;
0.668189;0.0928568;0.458773;
0.668199;0.0950041;0.467726;
0.668209;0.0967765;0.475185;
0.668219;0.098167;0.481121;
0.668229;0.09917;0.48551;
0.668239;0.0997816;0.488334;
0.668249;0.0999995;0.489584;
0.668259;0.0998227;0.489253;
0.668269;0.0992519;0.487343;
0.668279;0.0982894;0.483862;
0.668289;0.0969391;0.478824;
0.668299;0.0952061;0.472247;
0.668309;0.0930975;0.464159;
0.668319;0.0906214;0.454591;
0.668329;0.0877877;0.443581;
0.668339;0.0846075;0.431172;
0.668349;0.0810934;0.417414;
0.668359;0.0772593;0.40236;
0.668369;0.0731202;0.38607;
0.668379;0.0686926;0.368609;
0.668389;0.0639939;0.350045;
0.668399;0.0590426;0.330451;
0.668409;0.0538584;0.309905;
0.668419;0.0484615;0.288488;
0.668429;0.0428735;0.266285;
0.668439;0.0371162;0.243382;
0.668449;0.0312124;0.219871;
0.668459;0.0251855;0.195844;
0.668469;0.0190591;0.171397;
0.668479;0.0128575;0.146624;
0.668489;0.00660524;0.121626;
0.668499;0.000326864;0.0964987;
0.668509;-0.0059528;0.0713429;
0.668519;-0.012209;0.0462576;
0.668529;-0.018417;0.0213416;
0.668539;-0.0245523;-0.00330661;
0.668549;-0.0305907;-0.0275898;
0.668559;-0.0365083;-0.0514122;
0.668569;-0.0422819;-0.0746796;
0.668579;-0.0478887;-0.0973004;
0.668589;-0.0533064;-0.119185;
0.668599;-0.0585138;-0.140248;
0.668609;-0.0634902;-0.160405;
0.668619;-0.0682161;-0.179577;
0.668629;-0.0726727;-0.197688;
0.668639;-0.0768426;-0.214667;
0.668649;-0.0807091;-0.230447;
0.668659;-0.0842572;-0.244966;
0.668669;-0.0874727;-0.258166;
0.668679;-0.0903431;-0.269995;
0.668689;-0.0928568;-0.280406;
0.668699;-0.0950041;-0.289359;
0.668709;-0.0967765;-0.296818;
0.668719;-0.098167;-0.302754;
0.668729;-0.09917;-0.307143;
0.668739;-0.0997816;-0.309967;
0.668749;-0.0999995;-0.311217;
0.668759;-0.0998227;-0.310886;
0.668769;-0.0992519;-0.308976;
0.668779;-0.0982894;-0.305495;
0.668789;-0.0969391;-0.300457;
0.668799;-0.0952061;-0.29388;
0.668809;-0.0930975;-0.285792;
0.668819;-0.0906214;-0.276224;
0.668829;-0.0877877;-0.265214;
0.668839;-0.0846075;-0.252805;
0.668849;-0.0810934;-0.239047;
0.668859;-0.0772593;-0.223993;
0.668869;-0.0731202;-0.207703;
0.668879;-0.0686926;-0.190242;
0.668889;-0.0639939;-0.171678;
0.668899;-0.0590426;-0.152084;
0.668909;-0.0538584;-0.131538;
0.668919;-0.0484615;-0.110121;
0.668929;-0.0428735;-0.0879175;
0.668939;-0.0371162;-0.065015;
0.668949;-0.0312124;-0.041504;
0.668959;-0.0251855;-0.0174772;
0.668969;-0.0190591;0.0069705;
0.668979;-0.0128575;0.0317427;
0.668989;-0.00660524;0.0567416;
0.668999;-0.000326864;0.0818685;
0.669009;0.0059528;0.107024;
0.669019;0.012209;0.13211;
0.669029;0.018417;0.157026;
0.669039;0.0245523;0.181674;
0.669049;0.0305907;0.205957;
0.669059;0.0365083;0.229779;
0.669069;0.0422819;0.253047;
0.669079;0.0478887;0.275668;
0.669089;0.0533064;0.297552;
0.669099;0.0585138;0.318615;
0.669109;0.0634902;0.338772;
0.669119;0.0682161;0.357944;
0.669129;0.0726727;0.376055;
0.669139;0.0768426;0.393034;
0.669149;0.0807091;0.408814;
0.669159;0.0842572;0.423333;
0.669169;0.0874727;0.436533;
0.669179;0.0903431;0.448362;
0.669189;0.0928568;0.458773;
0.669199;0.0950041;0.467726;
0.669209;0.0967765;0.475185;
0.669219;0.098167;0.481121;
0.669229;0.09917;0.48551;
0.669239;0.0997816;0.488334;
0.669249;0.0999995;0.489584;
0.669259;0.0998227;0.489253;
0.669269;0.0992519;0.487343;
0.669279;0.0982894;0.483862;
0.669289;0.0969391;0.478824;
0.669299;0.0952061;0.472247;
0.669309;0.0930975;0.464159;
0.669319;0.0906214;0.454591;
0.669329;0.0877877;0.443581;
0.669339;0.0846075;0.431172;
0.669349;0.0810934;0.417414;
0.669359;0.0772593;0.40236;
0.669369;0.0731202;0.38607;
0.669379;0.0686926;0.368609;
0.669389;0.0639939;0.350045;
0.669399;0.0590426;0.330451;
0.669409;0.0538584;0.309905;
0.669419;0.0484615;0.288488;
0.669429;0.0428735;0.266285;
0.669439;0.0371162;0.243382;
0.669449;0.0312124;0.219871;
0.669459;0.0251855;0.195844;
0.669469;0.0190591;0.171397;
0.669479;0.0128575;0.146624;
0.669489;0.00660524;0.121626;
0.669499;0.000326864;0.0964987;
0.669509;-0.0059528;0.0713429;
0.669519;-0.012209;0.0462576;
0.669529;-0.018417;0.0213416;
0.669539;-0.0245523;-0.00330661;
0.669549;-0.0305907;-0.0275898;
0.669559;-0.0365083;-0.0514122;
0.669569;-0.0422819;-0.0746796;
0.669579;-0.0478887;-0.0973004;
0.669589;-0.0533064;-0.119185;
0.669599;-0.0585138;-0.140248;
0.669609;-0.0634902;-0.160405;
0.669619;-0.0682161;-0.179577;
0.669629;-0.0726727;-0.197688;
0.669639;-0.0768426;-0.214667;
0.669649;-0.0807091;-0.230447;
0.669659;-0.0842572;-0.244966;
0.669669;-0.0874727;-0.258166;
0.669679;-0.0903431;-0.269995;
0.669689;-0.0928568;-0.280406;
0.669699;-0.0950041;-0.289359;
0.669709;-0.0967765;-0.296818;
0.669719;-0.098167;-0.302754;
0.669729;-0.09917;-0.307143;
0.669739;-0.0997816;-0.309967;
0.669749;-0.0999995;-0.311217;
0.669759;-0.0998227;-0.310886;
0.669769;-0.0992519;-0.308976;
0.669779;-0.0982894;-0.305495;
0.669789;-0.0969391;-0.300457;
0.669799;-0.0952061;-0.29388;
0.669809;-0.0930975;-0.285792;
0.669819;-0.0906214;-0.276224;
0.669829;-0.0877877;-0.265214;
0.669839;-0.0846075;-0.252805;
0.669849;-0.0810934;-0.239047;
0.669859;-0.0772593;-0.223993;
0.669869;-0.0731202;-0.207703;
0.669879;-0.0686926;-0.190242;
0.669889;-0.0639939;-0.171678;
0.669899;-0.0590426;-0.152084;
0.669909;-0.0538584;-0.131538;
0.669919;-0.0484615;-0.110121;
0.669929;-0.0428735;-0.0879175;
0.669939;-0.0371162;-0.065015;
0.669949;-0.0312124;-0.041504;
0.669959;-0.0251855;-0.0174772;
0.669969;-0.0190591;0.0069705;
0.669979;-0.0128575;0.0317427;
0.669989;-0.00660524;0.0567415;
0.669999;-0.000326864;0.0818685;
0.670009;0.0059528;0.107024;
0.670019;0.012209;0.13211;
0.670029;0.018417;0.157026;
0.670039;0.0245523;0.181674;
0.670049;0.0305907;0.205957;
0.670059;0.0365083;0.229779;
0.670069;0.0422819;0.253047;
0.670079;0.0478887;0.275668;
0.670089;0.0533064;0.297552;
0.670099;0.0585138;0.318615;
0.670109;0.0634902;0.338772;
0.670119;0.0682161;0.357944;
0.670129;0.0726727;0.376055;
0.670139;0.0768426;0.393034;
0.670149;0.0807091;0.408814;
0.670159;0.0842572;0.423333;
0.670169;0.0874727;0.436533;
0.670179;0.0903431;0.448362;
0.670189;0.0928568;0.458773;
0.670199;0.0950041;0.467726;
0.670209;0.0967765;0.475185;
0.670219;0.098167;0.481121;
0.670229;0.09917;0.48551;
0.670239;0.0997816;0.488334;
0.670249;0.0999995;0.489584;
0.670259;0.0998227;0.489253;
0.670269;0.0992519;0.487343;
0.670279;0.0982894;0.483862;
0.670289;0.0969391;0.478824;
0.670299;0.0952061;0.472247;
0.670309;0.0930975;0.464159;
0.670319;0.0906214;0.454591;
0.670329;0.0877877;0.443581;
0.670339;0.0846075;0.431172;
0.670349;0.0810934;0.417414;
0.670359;0.0772593;0.40236;
0.670369;0.0731202;0.38607;
0.670379;0.0686926;0.368609;
0.670389;0.0639939;0.350045;
0.670399;0.0590426;0.330451;
0.670409;0.0538584;0.309905;
0.670419;0.0484615;0.288488;
0.670429;0.0428735;0.266285;
0.670439;0.0371162;0.243382;
0.670449;0.0312124;0.219871;
0.670459;0.0251855;0.195844;
0.670469;0.0190591;0.171397;
0.670479;0.0128575;0.146624;
0.670489;0.00660524;0.121626;
0.670499;0.000326864;0.0964987;
0.670509;-0.0059528;0.0713429;
0.670519;-0.012209;0.0462576;
0.670529;-0.018417;0.0213416;
0.670539;-0.0245523;-0.00330661;
0.670549;-0.0305907;-0.0275898;
0.670559;-0.0365083;-0.0514122;
0.670569;-0.0422819;-0.0746796;
0.670579;-0.0478887;-0.0973004;
0.670589;-0.0533064;-0.119185;
0.670599;-0.0585138;-0.140248;
0.670609;-0.0634902;-0.160405;
0.670619;-0.0682161;-0.179577;
0.670629;-0.0726727;-0.197688;
0.670639;-0.0768426;-0.214667;
0.670649;-0.0807091;-0.230447;
0.670659;-0.0842572;-0.244966;
0.670669;-0.0874727;-0.258166;
0.670679;-0.0903431;-0.269995;
0.670689;-0.0928568;-0.280406;
0.670699;-0.0950041;-0.289359;
0.670709;-0.0967765;-0.296818;
0.670719;-0.098167;-0.302754;
0.670729;-0.09917;-0.307143;
0.670739;-0.0997816;-0.309967;
0.670749;-0.0999995;-0.311217;
0.670759;-0.0998227;-0.310886;
0.670769;-0.0992519;-0.308976;
0.670779;-0.0982894;-0.305495;
0.670789;-0.0969391;-0.300457;
0.670799;-0.0952061;-0.29388;
0.670809;-0.0930975;-0.285792;
0.670819;-0.0906214;-0.276224;
0.670829;-0.0877877;-0.265214;
0.670839;-0.0846075;-0.252805;
0.670849;-0.0810934;-0.239047;
0.670859;-0.0772593;-0.223993;
0.670869;-0.0731202;-0.207703;
0.670879;-0.0686926;-0.190242;
0.670889;-0.0639939;-0.171678;
0.670899;-0.0590426;-0.152084;
0.670909;-0.0538584;-0.131538;
0.670919;-0.0484615;-0.110121;
0.670929;-0.0428735;-0.0879175;
0.670939;-0.0371162;-0.065015;
0.670949;-0.0312124;-0.041504;
0.670959;-0.0251855;-0.0174772;
0.670969;-0.0190591;0.0069705;
0.670979;-0.0128575;0.0317427;
0.670989;-0.00660524;0.0567415;
0.670999;-0.000326864;0.0818685;
0.671009;0.0059528;0.107024;
0.671019;0.012209;0.13211;
0.671029;0.018417;0.157026;
0.671039;0.0245523;0.181674;
0.671049;0.0305907;0.205957;
0.671059;0.0365083;0.229779;
0.671069;0.0422819;0.253047;
0.671079;0.0478887;0.275668;
0.671089;0.0533064;0.297552;
0.671099;0.0585138;0.318615;
0.671109;0.0634902;0.338772;
0.671119;0.0682161;0.357944;
0.671129;0.0726727;0.376055;
0.671139;0.0768426;0.393034;
0.671149;0.0807091;0.408814;
0.671159;0.0842572;0.423333;
0.671169;0.0874727;0.436533;
0.671179;0.0903431;0.448362;
0.671189;0.0928568;0.458773;
0.671199;0.0950041;0.467726;
0.671209;0.0967765;0.475185;
0.671219;0.098167;0.481121;
0.671229;0.09917;0.48551;
0.671239;0.0997816;0.488334;
0.671249;0.0999995;0.489584;
0.671259;0.0998227;0.489253;
0.671269;0.0992519;0.487343;
0.671279;0.0982894;0.483862;
0.671289;0.0969391;0.478824;
0.671299;0.0952061;0.472247;
0.671309;0.0930975;0.464159;
0.671319;0.0906214;0.454591;
0.671329;0.0877877;0.443581;
0.671339;0.0846075;0.431172;
0.671349;0.0810934;0.417414;
0.671359;0.0772593;0.40236;
0.671369;0.0731202;0.38607;
0.671379;0.0686926;0.368609;
0.671389;0.0639939;0.350045;
0.671399;0.0590426;0.330451;
0.671409;0.0538584;0.309905;
0.671419;0.0484615;0.288488;
0.671429;0.0428735;0.266285;
0.671439;0.0371162;0.243382;
0.671449;0.0312124;0.219871;
0.671459;0.0251855;0.195844;
0.671469;0.0190591;0.171397;
0.671479;0.0128575;0.146624;
0.671489;0.00660524;0.121626;
0.671499;0.000326864;0.0964987;
0.671509;-0.0059528;0.0713429;
0.671519;-0.012209;0.0462576;
0.671529;-0.018417;0.0213416;
0.671539;-0.0245523;-0.00330662;
0.671549;-0.0305907;-0.0275898;
0.671559;-0.0365083;-0.0514122;
0.671569;-0.0422819;-0.0746796;
0.671579;-0.0478887;-0.0973004;
0.671589;-0.0533064;-0.119185;
0.671599;-0.0585138;-0.140248;
0.671609;-0.0634902;-0.160405;
0.671619;-0.0682161;-0.179577;
0.671629;-0.0726727;-0.197688;
0.671639;-0.0768426;-0.214667;
0.671649;-0.0807091;-0.230447;
0.671659;-0.0842572;-0.244966;
0.671669;-0.0874727;-0.258166;
0.671679;-0.0903431;-0.269995;
0.671689;-0.0928568;-0.280406;
0.671699;-0.0950041;-0.289359;
0.671709;-0.0967765;-0.296818;
0.671719;-0.098167;-0.302754;
0.671729;-0.09917;-0.307143;
0.671739;-0.0997816;-0.309967;
0.671749;-0.0999995;-0.311217;
0.671759;-0.0998227;-0.310886;
0.671769;-0.0992519;-0.308976;
0.671779;-0.0982894;-0.305495;
0.671789;-0.0969391;-0.300457;
0.671799;-0.0952061;-0.29388;
0.671809;-0.0930975;-0.285792;
0.671819;-0.0906214;-0.276224;
0.671829;-0.0877877;-0.265214;
0.671839;-0.0846075;-0.252805;
0.671849;-0.0810934;-0.239047;
0.671859;-0.0772593;-0.223993;
0.671869;-0.0731202;-0.207703;
0.671879;-0.0686926;-0.190242;
0.671889;-0.0639939;-0.171678;
0.671899;-0.0590426;-0.152084;
0.671909;-0.0538584;-0.131538;
0.671919;-0.0484615;-0.110121;
0.671929;-0.0428735;-0.0879175;
0.671939;-0.0371162;-0.065015;
0.671949;-0.0312124;-0.041504;
0.671959;-0.0251855;-0.0174772;
0.671969;-0.0190591;0.0069705;
0.671979;-0.0128575;0.0317427;
0.671989;-0.00660524;0.0567415;
0.671999;-0.000326864;0.0818684;
0.672009;0.0059528;0.107024;
0.672019;0.012209;0.13211;
0.672029;0.018417;0.157026;
0.672039;0.0245523;0.181674;
0.672049;0.0305907;0.205957;
0.672059;0.0365083;0.229779;
0.672069;0.0422819;0.253047;
0.672079;0.0478887;0.275668;
0.672089;0.0533064;0.297552;
0.672099;0.0585138;0.318615;
0.672109;0.0634902;0.338772;
0.672119;0.0682161;0.357944;
0.672129;0.0726727;0.376055;
0.672139;0.0768426;0.393034;
0.672149;0.0807091;0.408814;
0.672159;0.0842572;0.423333;
0.672169;0.0874727;0.436533;
0.672179;0.0903431;0.448362;
0.672189;0.0928568;0.458773;
0.672199;0.0950041;0.467726;
0.672209;0.0967765;0.475185;
0.672219;0.098167;0.481121;
0.672229;0.09917;0.48551;
0.672239;0.0997816;0.488334;
0.672249;0.0999995;0.489584;
0.672259;0.0998227;0.489253;
0.672269;0.0992519;0.487343;
0.672279;0.0982894;0.483862;
0.672289;0.0969391;0.478824;
0.672299;0.0952061;0.472247;
0.672309;0.0930975;0.464159;
0.672319;0.0906214;0.454591;
0.672329;0.0877877;0.443581;
0.672339;0.0846075;0.431172;
0.672349;0.0810934;0.417414;
0.672359;0.0772593;0.40236;
0.672369;0.0731202;0.38607;
0.672379;0.0686926;0.368609;
0.672389;0.0639939;0.350045;
0.672399;0.0590426;0.330451;
0.672409;0.0538584;0.309905;
0.672419;0.0484615;0.288488;
0.672429;0.0428735;0.266285;
0.672439;0.0371162;0.243382;
0.672449;0.0312124;0.219871;
0.672459;0.0251855;0.195844;
0.672469;0.0190591;0.171397;
0.672479;0.0128575;0.146624;
0.672489;0.00660524;0.121626;
0.672499;0.000326864;0.0964987;
0.672509;-0.0059528;0.0713429;
0.672519;-0.012209;0.0462576;
0.672529;-0.018417;0.0213416;
0.672539;-0.0245523;-0.00330662;
0.672549;-0.0305907;-0.0275898;
0.672559;-0.0365083;-0.0514122;
0.672569;-0.0422819;-0.0746796;
0.672579;-0.0478887;-0.0973004;
0.672589;-0.0533064;-0.119185;
0.672599;-0.0585138;-0.140248;
0.672609;-0.0634902;-0.160405;
0.672619;-0.0682161;-0.179577;
0.672629;-0.0726727;-0.197688;
0.672639;-0.0768426;-0.214667;
0.672649;-0.0807091;-0.230447;
0.672659;-0.0842572;-0.244966;
0.672669;-0.0874727;-0.258166;
0.672679;-0.0903431;-0.269995;
0.672689;-0.0928568;-0.280406;
0.672699;-0.0950041;-0.289359;
0.672709;-0.0967765;-0.296818;
0.672719;-0.098167;-0.302754;
0.672729;-0.09917;-0.307143;
0.672739;-0.0997816;-0.309967;
0.672749;-0.0999995;-0.311217;
0.672759;-0.0998227;-0.310886;
0.672769;-0.0992519;-0.308976;
0.672779;-0.0982894;-0.305495;
0.672789;-0.0969391;-0.300457;
0.672799;-0.0952061;-0.29388;
0.672809;-0.0930975;-0.285792;
0.672819;-0.0906214;-0.276224;
0.672829;-0.0877877;-0.265214;
0.672839;-0.0846075;-0.252805;
0.672849;-0.0810934;-0.239047;
0.672859;-0.0772593;-0.223993;
0.672869;-0.0731202;-0.207703;
0.672879;-0.0686926;-0.190242;
0.672889;-0.0639939;-0.171678;
0.672899;-0.0590426;-0.152084;
0.672909;-0.0538584;-0.131538;
0.672919;-0.0484615;-0.110121;
0.672929;-0.0428735;-0.0879175;
0.672939;-0.0371162;-0.065015;
0.672949;-0.0312124;-0.041504;
0.672959;-0.0251855;-0.0174772;
0.672969;-0.0190591;0.00697049;
0.672979;-0.0128575;0.0317427;
0.672989;-0.00660524;0.0567415;
0.672999;-0.000326864;0.0818684;
0.673009;0.0059528;0.107024;
0.673019;0.012209;0.13211;
0.673029;0.018417;0.157026;
