time;V(/OUT_SINGLE);user0;user1;
0.429446;2.33052;0.00670528;-0.0480494;
0.429456;2.35627;0.00550684;-0.0394297;
0.429466;2.3825;0.00428666;-0.030654;
0.429476;2.40912;0.00304956;-0.0217571;
0.429486;2.43602;0.00180042;-0.0127742;
0.429496;2.46309;0.000544185;-0.00374077;
0.429506;2.49022;-0.000714201;0.00530745;
0.429516;2.51732;-0.00196977;0.0143347;
0.429526;2.54426;-0.00321756;0.0233052;
0.429536;2.57096;-0.00445266;0.0321836;
0.429546;2.59729;-0.00567018;0.0409347;
0.429556;2.62315;-0.00686533;0.049524;
0.429566;2.64845;-0.00803338;0.0579174;
0.429576;2.67308;-0.00916973;0.0660819;
0.429586;2.69695;-0.0102699;0.0739852;
0.429596;2.71996;-0.0113295;0.0815961;
0.429606;2.74202;-0.0123444;0.0888846;
0.429616;2.76304;-0.0133106;0.095822;
0.429626;2.78295;-0.0142243;0.102381;
0.429636;2.80165;-0.0150818;0.108535;
0.429646;2.81909;-0.0158798;0.114261;
0.429656;2.83519;-0.0166152;0.119536;
0.429666;2.84988;-0.0172849;0.124339;
0.429676;2.86311;-0.0178865;0.128652;
0.429686;2.87483;-0.0184174;0.132456;
0.429696;2.88499;-0.0188757;0.135738;
0.429706;2.89355;-0.0192595;0.138485;
0.429716;2.90048;-0.0195673;0.140685;
0.429726;2.90576;-0.0197978;0.142331;
0.429736;2.90935;-0.0199502;0.143415;
0.429746;2.91124;-0.0200239;0.143933;
0.429756;2.91144;-0.0200186;0.143884;
0.429766;2.90993;-0.0199342;0.143267;
0.429776;2.90672;-0.0197712;0.142085;
0.429786;2.90183;-0.0195302;0.140343;
0.429796;2.89528;-0.019212;0.138048;
0.429806;2.88709;-0.0188181;0.135207;
0.429816;2.87729;-0.0183499;0.131834;
0.429826;2.86592;-0.0178093;0.12794;
0.429836;2.85303;-0.0171983;0.123541;
0.429846;2.83866;-0.0165196;0.118655;
0.429856;2.82288;-0.0157756;0.1133;
0.429866;2.80574;-0.0149693;0.107498;
0.429876;2.78732;-0.014104;0.101272;
0.429886;2.76768;-0.013183;0.0946457;
0.429896;2.7469;-0.01221;0.0876455;
0.429906;2.72507;-0.0111888;0.080299;
0.429916;2.70227;-0.0101235;0.0726352;
0.429926;2.67859;-0.00901817;0.0646843;
0.429936;2.65413;-0.00787727;0.0564778;
0.429946;2.62897;-0.00670528;0.048048;
0.429956;2.60323;-0.00550684;0.0394282;
0.429966;2.57699;-0.00428666;0.0306525;
0.429976;2.55037;-0.00304956;0.0217557;
0.429986;2.52348;-0.00180042;0.0127727;
0.429996;2.49641;-0.000544186;0.00373932;
0.430006;2.46927;0.000714201;-0.00530891;
0.430016;2.44218;0.00196977;-0.0143361;
0.430026;2.41523;0.00321756;-0.0233067;
0.430036;2.38854;0.00445266;-0.032185;
0.430046;2.36221;0.00567018;-0.0409362;
0.430056;2.33634;0.00686533;-0.0495254;
0.430066;2.31104;0.00803338;-0.0579189;
0.430076;2.28641;0.00916973;-0.0660834;
0.430086;2.26254;0.0102699;-0.0739867;
0.430096;2.23954;0.0113295;-0.0815976;
0.430106;2.21748;0.0123444;-0.0888861;
0.430116;2.19645;0.0133106;-0.0958235;
0.430126;2.17655;0.0142243;-0.102382;
0.430136;2.15784;0.0150818;-0.108537;
0.430146;2.1404;0.0158798;-0.114263;
0.430156;2.12431;0.0166152;-0.119538;
0.430166;2.10961;0.0172849;-0.124341;
0.430176;2.09638;0.0178865;-0.128653;
0.430186;2.08466;0.0184174;-0.132458;
0.430196;2.0745;0.0188757;-0.13574;
0.430206;2.06594;0.0192595;-0.138486;
0.430216;2.05901;0.0195673;-0.140687;
0.430226;2.05374;0.0197978;-0.142332;
0.430236;2.05015;0.0199502;-0.143416;
0.430246;2.04825;0.0200239;-0.143934;
0.430256;2.04806;0.0200186;-0.143885;
0.430266;2.04957;0.0199342;-0.143269;
0.430276;2.05277;0.0197712;-0.142087;
0.430286;2.05766;0.0195302;-0.140345;
0.430296;2.06421;0.019212;-0.138049;
0.430306;2.07241;0.0188181;-0.135209;
0.430316;2.08221;0.0183499;-0.131835;
0.430326;2.09358;0.0178093;-0.127941;
0.430336;2.10647;0.0171983;-0.123543;
0.430346;2.12083;0.0165196;-0.118656;
0.430356;2.13662;0.0157756;-0.113302;
0.430366;2.15375;0.0149693;-0.1075;
0.430376;2.17218;0.014104;-0.101274;
0.430386;2.19181;0.013183;-0.0946472;
0.430396;2.21259;0.01221;-0.0876469;
0.430406;2.23442;0.0111888;-0.0803004;
0.430416;2.25722;0.0101235;-0.0726366;
0.430426;2.2809;0.00901817;-0.0646858;
0.430436;2.30537;0.00787727;-0.0564792;
0.430446;2.33052;0.00670528;-0.0480494;
0.430456;2.35627;0.00550684;-0.0394297;
0.430466;2.3825;0.00428666;-0.030654;
0.430476;2.40912;0.00304956;-0.0217571;
0.430486;2.43602;0.00180042;-0.0127742;
0.430496;2.46309;0.000544185;-0.00374077;
0.430506;2.49022;-0.000714201;0.00530746;
0.430516;2.51732;-0.00196977;0.0143347;
0.430526;2.54426;-0.00321756;0.0233052;
0.430536;2.57096;-0.00445266;0.0321836;
0.430546;2.59729;-0.00567018;0.0409347;
0.430556;2.62315;-0.00686533;0.049524;
0.430566;2.64845;-0.00803338;0.0579174;
0.430576;2.67308;-0.00916973;0.0660819;
0.430586;2.69695;-0.0102699;0.0739852;
0.430596;2.71996;-0.0113295;0.0815961;
0.430606;2.74202;-0.0123444;0.0888847;
0.430616;2.76304;-0.0133106;0.095822;
0.430626;2.78295;-0.0142243;0.102381;
0.430636;2.80165;-0.0150818;0.108535;
0.430646;2.81909;-0.0158798;0.114261;
0.430656;2.83519;-0.0166152;0.119536;
0.430666;2.84988;-0.0172849;0.124339;
0.430676;2.86311;-0.0178865;0.128652;
0.430686;2.87483;-0.0184174;0.132456;
0.430696;2.88499;-0.0188757;0.135738;
0.430706;2.89355;-0.0192595;0.138485;
0.430716;2.90048;-0.0195673;0.140685;
0.430726;2.90576;-0.0197978;0.142331;
0.430736;2.90935;-0.0199502;0.143415;
0.430746;2.91124;-0.0200239;0.143933;
0.430756;2.91144;-0.0200186;0.143884;
0.430766;2.90993;-0.0199342;0.143267;
0.430776;2.90672;-0.0197712;0.142085;
0.430786;2.90183;-0.0195302;0.140343;
0.430796;2.89528;-0.019212;0.138048;
0.430806;2.88709;-0.0188181;0.135207;
0.430816;2.87729;-0.0183499;0.131834;
0.430826;2.86592;-0.0178093;0.12794;
0.430836;2.85303;-0.0171983;0.123541;
0.430846;2.83866;-0.0165196;0.118655;
0.430856;2.82288;-0.0157756;0.1133;
0.430866;2.80574;-0.0149693;0.107498;
0.430876;2.78732;-0.014104;0.101272;
0.430886;2.76768;-0.013183;0.0946457;
0.430896;2.7469;-0.01221;0.0876455;
0.430906;2.72507;-0.0111888;0.080299;
0.430916;2.70227;-0.0101235;0.0726352;
0.430926;2.67859;-0.00901817;0.0646843;
0.430936;2.65413;-0.00787727;0.0564778;
0.430946;2.62897;-0.00670528;0.048048;
0.430956;2.60323;-0.00550684;0.0394282;
0.430966;2.57699;-0.00428666;0.0306526;
0.430976;2.55037;-0.00304956;0.0217557;
0.430986;2.52348;-0.00180042;0.0127728;
0.430996;2.49641;-0.000544186;0.00373932;
0.431006;2.46927;0.000714201;-0.0053089;
0.431016;2.44218;0.00196977;-0.0143361;
0.431026;2.41523;0.00321756;-0.0233067;
0.431036;2.38854;0.00445266;-0.032185;
0.431046;2.36221;0.00567018;-0.0409362;
0.431056;2.33634;0.00686533;-0.0495254;
0.431066;2.31104;0.00803338;-0.0579189;
0.431076;2.28641;0.00916973;-0.0660834;
0.431086;2.26254;0.0102699;-0.0739867;
0.431096;2.23954;0.0113295;-0.0815976;
0.431106;2.21748;0.0123444;-0.0888861;
0.431116;2.19645;0.0133106;-0.0958235;
0.431126;2.17655;0.0142243;-0.102382;
0.431136;2.15784;0.0150818;-0.108537;
0.431146;2.1404;0.0158798;-0.114263;
0.431156;2.12431;0.0166152;-0.119538;
0.431166;2.10961;0.0172849;-0.124341;
0.431176;2.09638;0.0178865;-0.128653;
0.431186;2.08466;0.0184174;-0.132458;
0.431196;2.0745;0.0188757;-0.13574;
0.431206;2.06594;0.0192595;-0.138486;
0.431216;2.05901;0.0195673;-0.140687;
0.431226;2.05374;0.0197978;-0.142332;
0.431236;2.05015;0.0199502;-0.143416;
0.431246;2.04825;0.0200239;-0.143934;
0.431256;2.04806;0.0200186;-0.143885;
0.431266;2.04957;0.0199342;-0.143268;
0.431276;2.05277;0.0197712;-0.142087;
0.431286;2.05766;0.0195302;-0.140345;
0.431296;2.06421;0.019212;-0.138049;
0.431306;2.07241;0.0188181;-0.135209;
0.431316;2.08221;0.0183499;-0.131835;
0.431326;2.09358;0.0178093;-0.127941;
0.431336;2.10647;0.0171983;-0.123543;
0.431346;2.12083;0.0165196;-0.118656;
0.431356;2.13662;0.0157756;-0.113302;
0.431366;2.15375;0.0149693;-0.1075;
0.431376;2.17218;0.014104;-0.101274;
0.431386;2.19181;0.013183;-0.0946471;
0.431396;2.21259;0.01221;-0.0876469;
0.431406;2.23442;0.0111888;-0.0803004;
0.431416;2.25722;0.0101235;-0.0726366;
0.431426;2.2809;0.00901817;-0.0646858;
0.431436;2.30537;0.00787727;-0.0564792;
0.431446;2.33052;0.00670528;-0.0480494;
0.431456;2.35627;0.00550684;-0.0394297;
0.431466;2.3825;0.00428666;-0.030654;
0.431476;2.40912;0.00304956;-0.0217571;
0.431486;2.43602;0.00180042;-0.0127742;
0.431496;2.46309;0.000544185;-0.00374076;
0.431506;2.49022;-0.000714201;0.00530746;
0.431516;2.51732;-0.00196977;0.0143347;
0.431526;2.54426;-0.00321756;0.0233052;
0.431536;2.57096;-0.00445266;0.0321836;
0.431546;2.59729;-0.00567018;0.0409347;
0.431556;2.62315;-0.00686533;0.049524;
0.431566;2.64845;-0.00803338;0.0579174;
0.431576;2.67308;-0.00916973;0.0660819;
0.431586;2.69695;-0.0102699;0.0739852;
0.431596;2.71996;-0.0113295;0.0815962;
0.431606;2.74202;-0.0123444;0.0888847;
0.431616;2.76304;-0.0133106;0.095822;
0.431626;2.78295;-0.0142243;0.102381;
0.431636;2.80165;-0.0150818;0.108535;
0.431646;2.81909;-0.0158798;0.114261;
0.431656;2.83519;-0.0166152;0.119536;
0.431666;2.84988;-0.0172849;0.124339;
0.431676;2.86311;-0.0178865;0.128652;
0.431686;2.87483;-0.0184174;0.132456;
0.431696;2.88499;-0.0188757;0.135738;
0.431706;2.89355;-0.0192595;0.138485;
0.431716;2.90048;-0.0195673;0.140685;
0.431726;2.90576;-0.0197978;0.142331;
0.431736;2.90935;-0.0199502;0.143415;
0.431746;2.91124;-0.0200239;0.143933;
0.431756;2.91144;-0.0200186;0.143884;
0.431766;2.90993;-0.0199342;0.143267;
0.431776;2.90672;-0.0197712;0.142085;
0.431786;2.90183;-0.0195302;0.140343;
0.431796;2.89528;-0.019212;0.138048;
0.431806;2.88709;-0.0188181;0.135207;
0.431816;2.87729;-0.0183499;0.131834;
0.431826;2.86592;-0.0178093;0.12794;
0.431836;2.85303;-0.0171983;0.123541;
0.431846;2.83866;-0.0165196;0.118655;
0.431856;2.82288;-0.0157756;0.1133;
0.431866;2.80574;-0.0149693;0.107499;
0.431876;2.78732;-0.014104;0.101272;
0.431886;2.76768;-0.013183;0.0946457;
0.431896;2.7469;-0.01221;0.0876455;
0.431906;2.72507;-0.0111888;0.080299;
0.431916;2.70227;-0.0101235;0.0726352;
0.431926;2.67859;-0.00901817;0.0646843;
0.431936;2.65413;-0.00787727;0.0564778;
0.431946;2.62897;-0.00670528;0.048048;
0.431956;2.60323;-0.00550684;0.0394282;
0.431966;2.57699;-0.00428666;0.0306526;
0.431976;2.55037;-0.00304956;0.0217557;
0.431986;2.52348;-0.00180042;0.0127728;
0.431996;2.49641;-0.000544186;0.00373933;
0.432006;2.46927;0.000714201;-0.00530889;
0.432016;2.44218;0.00196977;-0.0143361;
0.432026;2.41523;0.00321756;-0.0233067;
0.432036;2.38854;0.00445266;-0.032185;
0.432046;2.36221;0.00567018;-0.0409361;
0.432056;2.33634;0.00686533;-0.0495254;
0.432066;2.31104;0.00803338;-0.0579189;
0.432076;2.28641;0.00916973;-0.0660834;
0.432086;2.26254;0.0102699;-0.0739867;
0.432096;2.23954;0.0113295;-0.0815976;
0.432106;2.21748;0.0123444;-0.0888861;
0.432116;2.19645;0.0133106;-0.0958234;
0.432126;2.17655;0.0142243;-0.102382;
0.432136;2.15784;0.0150818;-0.108537;
0.432146;2.1404;0.0158798;-0.114263;
0.432156;2.12431;0.0166152;-0.119538;
0.432166;2.10961;0.0172849;-0.124341;
0.432176;2.09638;0.0178865;-0.128653;
0.432186;2.08466;0.0184174;-0.132458;
0.432196;2.0745;0.0188757;-0.13574;
0.432206;2.06594;0.0192595;-0.138486;
0.432216;2.05901;0.0195673;-0.140687;
0.432226;2.05374;0.0197978;-0.142332;
0.432236;2.05015;0.0199502;-0.143416;
0.432246;2.04825;0.0200239;-0.143934;
0.432256;2.04806;0.0200186;-0.143885;
0.432266;2.04957;0.0199342;-0.143268;
0.432276;2.05277;0.0197712;-0.142087;
0.432286;2.05766;0.0195302;-0.140345;
0.432296;2.06421;0.019212;-0.138049;
0.432306;2.07241;0.0188181;-0.135209;
0.432316;2.08221;0.0183499;-0.131835;
0.432326;2.09358;0.0178093;-0.127941;
0.432336;2.10647;0.0171983;-0.123543;
0.432346;2.12083;0.0165196;-0.118656;
0.432356;2.13662;0.0157756;-0.113302;
0.432366;2.15375;0.0149693;-0.1075;
0.432376;2.17218;0.014104;-0.101274;
0.432386;2.19181;0.013183;-0.0946471;
0.432396;2.21259;0.01221;-0.0876469;
0.432406;2.23442;0.0111888;-0.0803004;
0.432416;2.25722;0.0101235;-0.0726366;
0.432426;2.2809;0.00901817;-0.0646858;
0.432436;2.30537;0.00787727;-0.0564792;
0.432446;2.33052;0.00670528;-0.0480494;
0.432456;2.35627;0.00550684;-0.0394297;
0.432466;2.3825;0.00428666;-0.030654;
0.432476;2.40912;0.00304956;-0.0217571;
0.432486;2.43602;0.00180042;-0.0127742;
0.432496;2.46309;0.000544185;-0.00374076;
0.432506;2.49022;-0.000714201;0.00530747;
0.432516;2.51732;-0.00196977;0.0143347;
0.432526;2.54426;-0.00321756;0.0233052;
0.432536;2.57096;-0.00445266;0.0321836;
0.432546;2.59729;-0.00567018;0.0409347;
0.432556;2.62315;-0.00686533;0.049524;
0.432566;2.64845;-0.00803338;0.0579174;
0.432576;2.67308;-0.00916973;0.0660819;
0.432586;2.69695;-0.0102699;0.0739852;
0.432596;2.71996;-0.0113295;0.0815962;
0.432606;2.74202;-0.0123444;0.0888847;
0.432616;2.76304;-0.0133106;0.095822;
0.432626;2.78295;-0.0142243;0.102381;
0.432636;2.80165;-0.0150818;0.108535;
0.432646;2.81909;-0.0158798;0.114261;
0.432656;2.83519;-0.0166152;0.119536;
0.432666;2.84988;-0.0172849;0.124339;
0.432676;2.86311;-0.0178865;0.128652;
0.432686;2.87483;-0.0184174;0.132456;
0.432696;2.88499;-0.0188757;0.135738;
0.432706;2.89355;-0.0192595;0.138485;
0.432716;2.90048;-0.0195673;0.140685;
0.432726;2.90576;-0.0197978;0.142331;
0.432736;2.90935;-0.0199502;0.143415;
0.432746;2.91124;-0.0200239;0.143933;
0.432756;2.91144;-0.0200186;0.143884;
0.432766;2.90993;-0.0199342;0.143267;
0.432776;2.90672;-0.0197712;0.142085;
0.432786;2.90183;-0.0195302;0.140343;
0.432796;2.89528;-0.019212;0.138048;
0.432806;2.88709;-0.0188181;0.135207;
0.432816;2.87729;-0.0183499;0.131834;
0.432826;2.86592;-0.0178093;0.12794;
0.432836;2.85303;-0.0171983;0.123541;
0.432846;2.83866;-0.0165196;0.118655;
0.432856;2.82288;-0.0157756;0.1133;
0.432866;2.80574;-0.0149693;0.107499;
0.432876;2.78732;-0.014104;0.101272;
0.432886;2.76768;-0.013183;0.0946457;
0.432896;2.7469;-0.01221;0.0876455;
0.432906;2.72507;-0.0111888;0.080299;
0.432916;2.70227;-0.0101235;0.0726352;
0.432926;2.67859;-0.00901817;0.0646843;
0.432936;2.65413;-0.00787727;0.0564778;
0.432946;2.62897;-0.00670528;0.048048;
0.432956;2.60323;-0.00550684;0.0394282;
0.432966;2.57699;-0.00428666;0.0306526;
0.432976;2.55037;-0.00304956;0.0217557;
0.432986;2.52348;-0.00180042;0.0127728;
0.432996;2.49641;-0.000544186;0.00373934;
0.433006;2.46927;0.000714201;-0.00530889;
0.433016;2.44218;0.00196977;-0.0143361;
0.433026;2.41523;0.00321756;-0.0233067;
0.433036;2.38854;0.00445266;-0.032185;
0.433046;2.36221;0.00567018;-0.0409361;
0.433056;2.33634;0.00686533;-0.0495254;
0.433066;2.31104;0.00803338;-0.0579188;
0.433076;2.28641;0.00916973;-0.0660833;
0.433086;2.26254;0.0102699;-0.0739867;
0.433096;2.23954;0.0113295;-0.0815976;
0.433106;2.21748;0.0123444;-0.0888861;
0.433116;2.19645;0.0133106;-0.0958234;
0.433126;2.17655;0.0142243;-0.102382;
0.433136;2.15784;0.0150818;-0.108537;
0.433146;2.1404;0.0158798;-0.114263;
0.433156;2.12431;0.0166152;-0.119538;
0.433166;2.10961;0.0172849;-0.124341;
0.433176;2.09638;0.0178865;-0.128653;
0.433186;2.08466;0.0184174;-0.132458;
0.433196;2.0745;0.0188757;-0.13574;
0.433206;2.06594;0.0192595;-0.138486;
0.433216;2.05901;0.0195673;-0.140687;
0.433226;2.05374;0.0197978;-0.142332;
0.433236;2.05015;0.0199502;-0.143416;
0.433246;2.04825;0.0200239;-0.143934;
0.433256;2.04806;0.0200186;-0.143885;
0.433266;2.04957;0.0199342;-0.143268;
0.433276;2.05277;0.0197712;-0.142087;
0.433286;2.05766;0.0195302;-0.140345;
0.433296;2.06421;0.019212;-0.138049;
0.433306;2.07241;0.0188181;-0.135209;
0.433316;2.08221;0.0183499;-0.131835;
0.433326;2.09358;0.0178093;-0.127941;
0.433336;2.10647;0.0171983;-0.123543;
0.433346;2.12083;0.0165196;-0.118656;
0.433356;2.13662;0.0157756;-0.113302;
0.433366;2.15375;0.0149693;-0.1075;
0.433376;2.17218;0.014104;-0.101274;
0.433386;2.19181;0.013183;-0.0946471;
0.433396;2.21259;0.01221;-0.0876469;
0.433406;2.23442;0.0111888;-0.0803004;
0.433416;2.25722;0.0101235;-0.0726366;
0.433426;2.2809;0.00901817;-0.0646857;
0.433436;2.30537;0.00787727;-0.0564792;
0.433446;2.33052;0.00670528;-0.0480494;
0.433456;2.35627;0.00550684;-0.0394296;
0.433466;2.3825;0.00428666;-0.030654;
0.433476;2.40912;0.00304956;-0.0217571;
0.433486;2.43602;0.00180042;-0.0127742;
0.433496;2.46309;0.000544185;-0.00374075;
0.433506;2.49022;-0.000714201;0.00530747;
0.433516;2.51732;-0.00196977;0.0143347;
0.433526;2.54426;-0.00321756;0.0233052;
0.433536;2.57096;-0.00445266;0.0321836;
0.433546;2.59729;-0.00567018;0.0409347;
0.433556;2.62315;-0.00686533;0.049524;
0.433566;2.64845;-0.00803338;0.0579174;
0.433576;2.67308;-0.00916973;0.0660819;
0.433586;2.69695;-0.0102699;0.0739852;
0.433596;2.71996;-0.0113295;0.0815962;
0.433606;2.74202;-0.0123444;0.0888847;
0.433616;2.76304;-0.0133106;0.095822;
0.433626;2.78295;-0.0142243;0.102381;
0.433636;2.80165;-0.0150818;0.108535;
0.433646;2.81909;-0.0158798;0.114261;
0.433656;2.83519;-0.0166152;0.119536;
0.433666;2.84988;-0.0172849;0.124339;
0.433676;2.86311;-0.0178865;0.128652;
0.433686;2.87483;-0.0184174;0.132456;
0.433696;2.88499;-0.0188757;0.135738;
0.433706;2.89355;-0.0192595;0.138485;
0.433716;2.90048;-0.0195673;0.140685;
0.433726;2.90576;-0.0197978;0.142331;
0.433736;2.90935;-0.0199502;0.143415;
0.433746;2.91124;-0.0200239;0.143933;
0.433756;2.91144;-0.0200186;0.143884;
0.433766;2.90993;-0.0199342;0.143267;
0.433776;2.90672;-0.0197712;0.142085;
0.433786;2.90183;-0.0195302;0.140343;
0.433796;2.89528;-0.019212;0.138048;
0.433806;2.88709;-0.0188181;0.135207;
0.433816;2.87729;-0.0183499;0.131834;
0.433826;2.86592;-0.0178093;0.12794;
0.433836;2.85303;-0.0171983;0.123541;
0.433846;2.83866;-0.0165196;0.118655;
0.433856;2.82288;-0.0157756;0.1133;
0.433866;2.80574;-0.0149693;0.107499;
0.433876;2.78732;-0.014104;0.101272;
0.433886;2.76768;-0.013183;0.0946457;
0.433896;2.7469;-0.01221;0.0876455;
0.433906;2.72507;-0.0111888;0.080299;
0.433916;2.70227;-0.0101235;0.0726352;
0.433926;2.67859;-0.00901817;0.0646843;
0.433936;2.65413;-0.00787727;0.0564778;
0.433946;2.62897;-0.00670528;0.048048;
0.433956;2.60323;-0.00550684;0.0394282;
0.433966;2.57699;-0.00428666;0.0306526;
0.433976;2.55037;-0.00304956;0.0217557;
0.433986;2.52348;-0.00180042;0.0127728;
0.433996;2.49641;-0.000544186;0.00373934;
0.434006;2.46927;0.000714201;-0.00530888;
0.434016;2.44218;0.00196977;-0.0143361;
0.434026;2.41523;0.00321756;-0.0233067;
0.434036;2.38854;0.00445266;-0.032185;
0.434046;2.36221;0.00567018;-0.0409361;
0.434056;2.33634;0.00686533;-0.0495254;
0.434066;2.31104;0.00803338;-0.0579188;
0.434076;2.28641;0.00916973;-0.0660833;
0.434086;2.26254;0.0102699;-0.0739866;
0.434096;2.23954;0.0113295;-0.0815976;
0.434106;2.21748;0.0123444;-0.0888861;
0.434116;2.19645;0.0133106;-0.0958234;
0.434126;2.17655;0.0142243;-0.102382;
0.434136;2.15784;0.0150818;-0.108537;
0.434146;2.1404;0.0158798;-0.114263;
0.434156;2.12431;0.0166152;-0.119538;
0.434166;2.10961;0.0172849;-0.124341;
0.434176;2.09638;0.0178865;-0.128653;
0.434186;2.08466;0.0184174;-0.132458;
0.434196;2.0745;0.0188757;-0.13574;
0.434206;2.06594;0.0192595;-0.138486;
0.434216;2.05901;0.0195673;-0.140687;
0.434226;2.05374;0.0197978;-0.142332;
0.434236;2.05015;0.0199502;-0.143416;
0.434246;2.04825;0.0200239;-0.143934;
0.434256;2.04806;0.0200186;-0.143885;
0.434266;2.04957;0.0199342;-0.143268;
0.434276;2.05277;0.0197712;-0.142087;
0.434286;2.05766;0.0195302;-0.140345;
0.434296;2.06421;0.019212;-0.138049;
0.434306;2.07241;0.0188181;-0.135209;
0.434316;2.08221;0.0183499;-0.131835;
0.434326;2.09358;0.0178093;-0.127941;
0.434336;2.10647;0.0171983;-0.123543;
0.434346;2.12083;0.0165196;-0.118656;
0.434356;2.13662;0.0157756;-0.113302;
0.434366;2.15375;0.0149693;-0.1075;
0.434376;2.17218;0.014104;-0.101274;
0.434386;2.19181;0.013183;-0.0946471;
0.434396;2.21259;0.01221;-0.0876469;
0.434406;2.23442;0.0111888;-0.0803004;
0.434416;2.25722;0.0101235;-0.0726366;
0.434426;2.2809;0.00901817;-0.0646857;
0.434436;2.30537;0.00787727;-0.0564792;
0.434446;2.33052;0.00670528;-0.0480494;
0.434456;2.35627;0.00550684;-0.0394296;
0.434466;2.3825;0.00428666;-0.030654;
0.434476;2.40912;0.00304956;-0.0217571;
0.434486;2.43602;0.00180042;-0.0127742;
0.434496;2.46309;0.000544185;-0.00374074;
0.434506;2.49022;-0.000714201;0.00530748;
0.434516;2.51732;-0.00196977;0.0143347;
0.434526;2.54426;-0.00321756;0.0233052;
0.434536;2.57096;-0.00445266;0.0321836;
0.434546;2.59729;-0.00567018;0.0409347;
0.434556;2.62315;-0.00686533;0.049524;
0.434566;2.64845;-0.00803338;0.0579174;
0.434576;2.67308;-0.00916973;0.0660819;
0.434586;2.69695;-0.0102699;0.0739852;
0.434596;2.71996;-0.0113295;0.0815962;
0.434606;2.74202;-0.0123444;0.0888847;
0.434616;2.76304;-0.0133106;0.095822;
0.434626;2.78295;-0.0142243;0.102381;
0.434636;2.80165;-0.0150818;0.108535;
0.434646;2.81909;-0.0158798;0.114261;
0.434656;2.83519;-0.0166152;0.119536;
0.434666;2.84988;-0.0172849;0.124339;
0.434676;2.86311;-0.0178865;0.128652;
0.434686;2.87483;-0.0184174;0.132456;
0.434696;2.88499;-0.0188757;0.135738;
0.434706;2.89355;-0.0192595;0.138485;
0.434716;2.90048;-0.0195673;0.140685;
0.434726;2.90576;-0.0197978;0.142331;
0.434736;2.90935;-0.0199502;0.143415;
0.434746;2.91124;-0.0200239;0.143933;
0.434756;2.91144;-0.0200186;0.143884;
0.434766;2.90993;-0.0199342;0.143267;
0.434776;2.90672;-0.0197712;0.142085;
0.434786;2.90183;-0.0195302;0.140343;
0.434796;2.89528;-0.019212;0.138048;
0.434806;2.88709;-0.0188181;0.135207;
0.434816;2.87729;-0.0183499;0.131834;
0.434826;2.86592;-0.0178093;0.12794;
0.434836;2.85303;-0.0171983;0.123541;
0.434846;2.83866;-0.0165196;0.118655;
0.434856;2.82288;-0.0157756;0.1133;
0.434866;2.80574;-0.0149693;0.107499;
0.434876;2.78732;-0.014104;0.101272;
0.434886;2.76768;-0.013183;0.0946457;
0.434896;2.7469;-0.01221;0.0876455;
0.434906;2.72507;-0.0111888;0.080299;
0.434916;2.70227;-0.0101235;0.0726352;
0.434926;2.67859;-0.00901817;0.0646843;
0.434936;2.65413;-0.00787727;0.0564778;
0.434946;2.62897;-0.00670528;0.048048;
0.434956;2.60323;-0.00550684;0.0394282;
0.434966;2.57699;-0.00428666;0.0306526;
0.434976;2.55037;-0.00304956;0.0217557;
0.434986;2.52348;-0.00180042;0.0127728;
0.434996;2.49641;-0.000544186;0.00373935;
0.435006;2.46927;0.000714201;-0.00530888;
0.435016;2.44218;0.00196977;-0.0143361;
0.435026;2.41523;0.00321756;-0.0233066;
0.435036;2.38854;0.00445266;-0.032185;
0.435046;2.36221;0.00567018;-0.0409361;
0.435056;2.33634;0.00686533;-0.0495254;
0.435066;2.31104;0.00803338;-0.0579188;
0.435076;2.28641;0.00916973;-0.0660833;
0.435086;2.26254;0.0102699;-0.0739866;
0.435096;2.23954;0.0113295;-0.0815976;
0.435106;2.21748;0.0123444;-0.0888861;
0.435116;2.19645;0.0133106;-0.0958234;
0.435126;2.17655;0.0142243;-0.102382;
0.435136;2.15784;0.0150818;-0.108537;
0.435146;2.1404;0.0158798;-0.114263;
0.435156;2.12431;0.0166152;-0.119538;
0.435166;2.10961;0.0172849;-0.124341;
0.435176;2.09638;0.0178865;-0.128653;
0.435186;2.08466;0.0184174;-0.132458;
0.435196;2.0745;0.0188757;-0.13574;
0.435206;2.06594;0.0192595;-0.138486;
0.435216;2.05901;0.0195673;-0.140687;
0.435226;2.05374;0.0197978;-0.142332;
0.435236;2.05015;0.0199502;-0.143416;
0.435246;2.04825;0.0200239;-0.143934;
0.435256;2.04806;0.0200186;-0.143885;
0.435266;2.04957;0.0199342;-0.143268;
0.435276;2.05277;0.0197712;-0.142087;
0.435286;2.05766;0.0195302;-0.140345;
0.435296;2.06421;0.019212;-0.138049;
0.435306;2.07241;0.0188181;-0.135209;
0.435316;2.08221;0.0183499;-0.131835;
0.435326;2.09358;0.0178093;-0.127941;
0.435336;2.10647;0.0171983;-0.123543;
0.435346;2.12083;0.0165196;-0.118656;
0.435356;2.13662;0.0157756;-0.113302;
0.435366;2.15375;0.0149693;-0.1075;
0.435376;2.17218;0.014104;-0.101274;
0.435386;2.19181;0.013183;-0.0946471;
0.435396;2.21259;0.01221;-0.0876469;
0.435406;2.23442;0.0111888;-0.0803004;
0.435416;2.25722;0.0101235;-0.0726366;
