time;V(/OUT_N);V(/OUT_SINGLE);
9.15065;0.395898;2.34506;
9.15066;0.39482;2.33799;
9.15067;0.39384;2.33152;
9.15068;0.392962;2.32568;
9.15069;0.392189;2.32048;
9.1507;0.391524;2.31596;
9.15071;0.390969;2.31211;
9.15072;0.390528;2.30897;
9.15073;0.390201;2.30654;
9.15074;0.389989;2.30483;
9.15075;0.389894;2.30385;
9.15076;0.389916;2.3036;
9.15077;0.390055;2.30408;
9.15078;0.39031;2.30529;
9.15079;0.39068;2.30723;
9.1508;0.391164;2.30989;
9.15081;0.391761;2.31325;
9.15082;0.392467;2.31732;
9.15083;0.39328;2.32206;
9.15084;0.394197;2.32746;
9.15085;0.395215;2.3335;
9.15086;0.396329;2.34017;
9.15087;0.397536;2.34742;
9.15088;0.39883;2.35524;
9.15089;0.400207;2.36359;
9.1509;0.401661;2.37244;
9.15091;0.403187;2.38176;
9.15092;0.404779;2.3915;
9.15093;0.406431;2.40164;
9.15094;0.408135;2.41213;
9.15095;0.409885;2.42292;
9.15096;0.411675;2.43399;
9.15097;0.413497;2.44527;
9.15098;0.415344;2.45674;
9.15099;0.417209;2.46833;
9.151;0.419084;2.48002;
9.15101;0.420961;2.49174;
9.15102;0.422834;2.50345;
9.15103;0.424695;2.51511;
9.15104;0.426536;2.52667;
9.15105;0.428351;2.53808;
9.15106;0.43013;2.5493;
9.15107;0.431869;2.56029;
9.15108;0.433559;2.57099;
9.15109;0.435194;2.58137;
9.1511;0.436768;2.59139;
9.15111;0.438274;2.601;
9.15112;0.439706;2.61017;
9.15113;0.441059;2.61887;
9.15114;0.442328;2.62705;
9.15115;0.443507;2.63469;
9.15116;0.444591;2.64176;
9.15117;0.445577;2.64823;
9.15118;0.446461;2.65407;
9.15119;0.447239;2.65927;
9.1512;0.447908;2.66379;
9.15121;0.448466;2.66764;
9.15122;0.44891;2.67078;
9.15123;0.449239;2.67321;
9.15124;0.449451;2.67492;
9.15125;0.449546;2.6759;
9.15126;0.449524;2.67615;
9.15127;0.449383;2.67567;
9.15128;0.449126;2.67446;
9.15129;0.448753;2.67252;
9.1513;0.448265;2.66986;
9.15131;0.447664;2.66649;
9.15132;0.446953;2.66243;
9.15133;0.446134;2.65769;
9.15134;0.44521;2.65229;
9.15135;0.444186;2.64624;
9.15136;0.443065;2.63958;
9.15137;0.441852;2.63233;
9.15138;0.44055;2.62451;
9.15139;0.439166;2.61616;
9.1514;0.437705;2.60731;
9.15141;0.436173;2.598;
9.15142;0.434575;2.58825;
9.15143;0.432919;2.57811;
9.15144;0.431209;2.56763;
9.15145;0.429455;2.55683;
9.15146;0.427661;2.54577;
9.15147;0.425837;2.53448;
9.15148;0.423987;2.52302;
9.15149;0.422121;2.51142;
9.1515;0.420246;2.49974;
9.15151;0.41837;2.48802;
9.15152;0.416498;2.4763;
9.15153;0.41464;2.46464;
9.15154;0.412802;2.45309;
9.15155;0.410992;2.44167;
9.15156;0.409216;2.43045;
9.15157;0.407483;2.41947;
9.15158;0.405799;2.40877;
9.15159;0.40417;2.39839;
9.1516;0.402602;2.38837;
9.15161;0.401103;2.37875;
9.15162;0.399677;2.36958;
9.15163;0.398331;2.36089;
9.15164;0.39707;2.3527;
9.15165;0.395898;2.34506;
9.15166;0.394819;2.33799;
9.15167;0.393839;2.33152;
9.15168;0.392961;2.32568;
9.15169;0.392188;2.32048;
9.1517;0.391523;2.31596;
9.15171;0.390969;2.31211;
9.15172;0.390527;2.30897;
9.15173;0.3902;2.30654;
9.15174;0.389988;2.30483;
9.15175;0.389894;2.30385;
9.15176;0.389915;2.3036;
9.15177;0.390054;2.30408;
9.15178;0.390309;2.30529;
9.15179;0.390679;2.30723;
9.1518;0.391163;2.30989;
9.15181;0.39176;2.31325;
9.15182;0.392466;2.31732;
9.15183;0.393279;2.32206;
9.15184;0.394196;2.32746;
9.15185;0.395214;2.3335;
9.15186;0.396328;2.34017;
9.15187;0.397535;2.34742;
9.15188;0.398829;2.35524;
9.15189;0.400206;2.36359;
9.1519;0.40166;2.37244;
9.15191;0.403187;2.38176;
9.15192;0.404778;2.3915;
9.15193;0.40643;2.40164;
9.15194;0.408134;2.41213;
9.15195;0.409884;2.42292;
9.15196;0.411674;2.43399;
9.15197;0.413496;2.44527;
9.15198;0.415343;2.45674;
9.15199;0.417208;2.46833;
9.152;0.419083;2.48002;
9.15201;0.42096;2.49174;
9.15202;0.422833;2.50345;
9.15203;0.424694;2.51511;
9.15204;0.426536;2.52667;
9.15205;0.42835;2.53808;
9.15206;0.430129;2.5493;
9.15207;0.431868;2.56029;
9.15208;0.433558;2.57099;
9.15209;0.435193;2.58137;
9.1521;0.436767;2.59139;
9.15211;0.438273;2.601;
9.15212;0.439705;2.61017;
9.15213;0.441059;2.61887;
9.15214;0.442327;2.62705;
9.15215;0.443506;2.63469;
9.15216;0.44459;2.64176;
9.15217;0.445576;2.64823;
9.15218;0.44646;2.65407;
9.15219;0.447238;2.65927;
9.1522;0.447907;2.66379;
9.15221;0.448465;2.66764;
9.15222;0.448909;2.67078;
9.15223;0.449238;2.67321;
9.15224;0.44945;2.67492;
9.15225;0.449545;2.6759;
9.15226;0.449523;2.67615;
9.15227;0.449383;2.67567;
9.15228;0.449125;2.67446;
9.15229;0.448752;2.67252;
9.1523;0.448264;2.66986;
9.15231;0.447663;2.66649;
9.15232;0.446952;2.66243;
9.15233;0.446133;2.65769;
9.15234;0.445209;2.65229;
9.15235;0.444185;2.64624;
9.15236;0.443064;2.63958;
9.15237;0.441851;2.63233;
9.15238;0.440549;2.62451;
9.15239;0.439165;2.61616;
9.1524;0.437704;2.60731;
9.15241;0.436172;2.598;
9.15242;0.434574;2.58825;
9.15243;0.432918;2.57811;
9.15244;0.431209;2.56763;
9.15245;0.429454;2.55683;
9.15246;0.427661;2.54577;
9.15247;0.425836;2.53448;
9.15248;0.423986;2.52302;
9.15249;0.42212;2.51142;
9.1525;0.420246;2.49974;
9.15251;0.418369;2.48802;
9.15252;0.416497;2.4763;
9.15253;0.414639;2.46464;
9.15254;0.412801;2.45309;
9.15255;0.410991;2.44167;
9.15256;0.409216;2.43045;
9.15257;0.407482;2.41947;
9.15258;0.405798;2.40877;
9.15259;0.404169;2.39839;
9.1526;0.402601;2.38837;
9.15261;0.401102;2.37875;
9.15262;0.399677;2.36958;
9.15263;0.39833;2.36089;
9.15264;0.397069;2.3527;
9.15265;0.395897;2.34506;
9.15266;0.394818;2.33799;
9.15267;0.393838;2.33152;
9.15268;0.39296;2.32568;
9.15269;0.392187;2.32048;
9.1527;0.391522;2.31596;
9.15271;0.390968;2.31211;
9.15272;0.390526;2.30897;
9.15273;0.390199;2.30654;
9.15274;0.389988;2.30483;
9.15275;0.389893;2.30385;
9.15276;0.389915;2.3036;
9.15277;0.390053;2.30408;
9.15278;0.390308;2.30529;
9.15279;0.390678;2.30723;
9.1528;0.391163;2.30989;
9.15281;0.391759;2.31325;
9.15282;0.392465;2.31732;
9.15283;0.393278;2.32206;
9.15284;0.394195;2.32746;
9.15285;0.395213;2.3335;
9.15286;0.396327;2.34017;
9.15287;0.397534;2.34742;
9.15288;0.398828;2.35524;
9.15289;0.400205;2.36359;
9.1529;0.40166;2.37244;
9.15291;0.403186;2.38176;
9.15292;0.404777;2.3915;
9.15293;0.406429;2.40164;
9.15294;0.408133;2.41213;
9.15295;0.409883;2.42292;
9.15296;0.411673;2.43399;
9.15297;0.413495;2.44527;
9.15298;0.415342;2.45674;
9.15299;0.417207;2.46833;
9.153;0.419082;2.48002;
9.15301;0.420959;2.49174;
9.15302;0.422832;2.50345;
9.15303;0.424693;2.51511;
9.15304;0.426535;2.52667;
9.15305;0.428349;2.53808;
9.15306;0.430129;2.5493;
9.15307;0.431867;2.56029;
9.15308;0.433557;2.57099;
9.15309;0.435192;2.58137;
9.1531;0.436766;2.59139;
9.15311;0.438272;2.601;
9.15312;0.439705;2.61017;
9.15313;0.441058;2.61887;
9.15314;0.442326;2.62705;
9.15315;0.443505;2.63469;
9.15316;0.444589;2.64176;
9.15317;0.445575;2.64823;
9.15318;0.446459;2.65407;
9.15319;0.447237;2.65927;
9.1532;0.447906;2.66379;
9.15321;0.448464;2.66764;
9.15322;0.448908;2.67078;
9.15323;0.449237;2.67321;
9.15324;0.449449;2.67492;
9.15325;0.449545;2.6759;
9.15326;0.449522;2.67615;
9.15327;0.449382;2.67567;
9.15328;0.449124;2.67446;
9.15329;0.448751;2.67252;
9.1533;0.448263;2.66986;
9.15331;0.447662;2.66649;
9.15332;0.446951;2.66243;
9.15333;0.446132;2.65769;
9.15334;0.445209;2.65229;
9.15335;0.444184;2.64624;
9.15336;0.443063;2.63958;
9.15337;0.44185;2.63233;
9.15338;0.440548;2.62451;
9.15339;0.439165;2.61616;
9.1534;0.437704;2.60731;
9.15341;0.436171;2.598;
9.15342;0.434573;2.58825;
9.15343;0.432917;2.57811;
9.15344;0.431208;2.56763;
9.15345;0.429453;2.55683;
9.15346;0.42766;2.54577;
9.15347;0.425835;2.53448;
9.15348;0.423985;2.52302;
9.15349;0.422119;2.51142;
9.1535;0.420245;2.49974;
9.15351;0.418368;2.48802;
9.15352;0.416496;2.4763;
9.15353;0.414638;2.46464;
9.15354;0.4128;2.45309;
9.15355;0.41099;2.44167;
9.15356;0.409215;2.43045;
9.15357;0.407481;2.41947;
9.15358;0.405797;2.40877;
9.15359;0.404168;2.39839;
9.1536;0.402601;2.38837;
9.15361;0.401101;2.37875;
9.15362;0.399676;2.36958;
9.15363;0.39833;2.36089;
9.15364;0.397068;2.3527;
9.15365;0.395896;2.34506;
9.15366;0.394818;2.33799;
9.15367;0.393837;2.33152;
9.15368;0.392959;2.32568;
9.15369;0.392186;2.32048;
9.1537;0.391521;2.31596;
9.15371;0.390967;2.31211;
9.15372;0.390525;2.30897;
9.15373;0.390198;2.30654;
9.15374;0.389987;2.30483;
9.15375;0.389892;2.30385;
9.15376;0.389914;2.3036;
9.15377;0.390052;2.30408;
9.15378;0.390307;2.30529;
9.15379;0.390678;2.30723;
9.1538;0.391162;2.30989;
9.15381;0.391758;2.31325;
9.15382;0.392464;2.31732;
9.15383;0.393277;2.32206;
9.15384;0.394194;2.32746;
9.15385;0.395212;2.3335;
9.15386;0.396326;2.34017;
9.15387;0.397533;2.34742;
9.15388;0.398827;2.35524;
9.15389;0.400204;2.36359;
9.1539;0.401659;2.37244;
9.15391;0.403185;2.38176;
9.15392;0.404777;2.3915;
9.15393;0.406428;2.40164;
9.15394;0.408132;2.41213;
9.15395;0.409883;2.42292;
9.15396;0.411672;2.43399;
9.15397;0.413495;2.44527;
9.15398;0.415342;2.45674;
9.15399;0.417206;2.46833;
9.154;0.419081;2.48002;
9.15401;0.420958;2.49174;
9.15402;0.422831;2.50345;
9.15403;0.424692;2.51511;
9.15404;0.426534;2.52667;
9.15405;0.428348;2.53808;
9.15406;0.430128;2.5493;
9.15407;0.431866;2.56029;
9.15408;0.433556;2.57099;
9.15409;0.435192;2.58137;
9.1541;0.436765;2.59139;
9.15411;0.438271;2.601;
9.15412;0.439704;2.61017;
9.15413;0.441057;2.61887;
9.15414;0.442325;2.62705;
9.15415;0.443504;2.63469;
9.15416;0.444588;2.64176;
9.15417;0.445574;2.64823;
9.15418;0.446458;2.65407;
9.15419;0.447236;2.65927;
9.1542;0.447905;2.66379;
9.15421;0.448463;2.66764;
9.15422;0.448907;2.67078;
9.15423;0.449236;2.67321;
9.15424;0.449449;2.67492;
9.15425;0.449544;2.6759;
9.15426;0.449521;2.67615;
9.15427;0.449381;2.67567;
9.15428;0.449123;2.67446;
9.15429;0.44875;2.67252;
9.1543;0.448262;2.66986;
9.15431;0.447661;2.66649;
9.15432;0.44695;2.66243;
9.15433;0.446131;2.65769;
9.15434;0.445208;2.65229;
9.15435;0.444183;2.64624;
9.15436;0.443062;2.63958;
9.15437;0.441849;2.63233;
9.15438;0.440548;2.62451;
9.15439;0.439164;2.61616;
9.1544;0.437703;2.60731;
9.15441;0.43617;2.598;
9.15442;0.434573;2.58825;
9.15443;0.432916;2.57811;
9.15444;0.431207;2.56763;
9.15445;0.429452;2.55683;
9.15446;0.427659;2.54577;
9.15447;0.425834;2.53448;
9.15448;0.423984;2.52302;
9.15449;0.422119;2.51142;
9.1545;0.420244;2.49974;
9.15451;0.418367;2.48802;
9.15452;0.416496;2.4763;
9.15453;0.414637;2.46464;
9.15454;0.412799;2.45309;
9.15455;0.410989;2.44167;
9.15456;0.409214;2.43045;
9.15457;0.40748;2.41947;
9.15458;0.405796;2.40877;
9.15459;0.404167;2.39839;
9.1546;0.4026;2.38837;
9.15461;0.4011;2.37875;
9.15462;0.399675;2.36958;
9.15463;0.398329;2.36089;
9.15464;0.397067;2.3527;
9.15465;0.395895;2.34506;
9.15466;0.394817;2.33799;
9.15467;0.393836;2.33152;
9.15468;0.392958;2.32568;
9.15469;0.392185;2.32048;
9.1547;0.39152;2.31596;
9.15471;0.390966;2.31211;
9.15472;0.390524;2.30897;
9.15473;0.390197;2.30654;
9.15474;0.389986;2.30483;
9.15475;0.389891;2.30385;
9.15476;0.389913;2.3036;
9.15477;0.390051;2.30408;
9.15478;0.390306;2.30529;
9.15479;0.390677;2.30723;
9.1548;0.391161;2.30989;
9.15481;0.391757;2.31325;
9.15482;0.392463;2.31732;
9.15483;0.393276;2.32206;
9.15484;0.394193;2.32746;
9.15485;0.395211;2.3335;
9.15486;0.396325;2.34017;
9.15487;0.397532;2.34742;
9.15488;0.398826;2.35524;
9.15489;0.400203;2.36359;
9.1549;0.401658;2.37244;
9.15491;0.403184;2.38176;
9.15492;0.404776;2.3915;
9.15493;0.406427;2.40164;
9.15494;0.408131;2.41213;
9.15495;0.409882;2.42292;
9.15496;0.411672;2.43399;
9.15497;0.413494;2.44527;
9.15498;0.415341;2.45674;
9.15499;0.417205;2.46833;
9.155;0.41908;2.48002;
9.15501;0.420957;2.49174;
9.15502;0.42283;2.50345;
9.15503;0.424692;2.51511;
9.15504;0.426533;2.52667;
9.15505;0.428347;2.53808;
9.15506;0.430127;2.5493;
9.15507;0.431865;2.56029;
9.15508;0.433555;2.57099;
9.15509;0.435191;2.58137;
9.1551;0.436764;2.59139;
9.15511;0.43827;2.601;
9.15512;0.439703;2.61017;
9.15513;0.441056;2.61887;
9.15514;0.442324;2.62705;
9.15515;0.443503;2.63469;
9.15516;0.444588;2.64176;
9.15517;0.445574;2.64823;
9.15518;0.446457;2.65407;
9.15519;0.447235;2.65927;
9.1552;0.447904;2.66379;
9.15521;0.448462;2.66764;
9.15522;0.448906;2.67078;
9.15523;0.449235;2.67321;
9.15524;0.449448;2.67492;
9.15525;0.449543;2.6759;
9.15526;0.44952;2.67615;
9.15527;0.44938;2.67567;
9.15528;0.449123;2.67446;
9.15529;0.448749;2.67252;
9.1553;0.448261;2.66986;
9.15531;0.44766;2.66649;
9.15532;0.446949;2.66243;
9.15533;0.44613;2.65769;
9.15534;0.445207;2.65229;
9.15535;0.444183;2.64624;
9.15536;0.443062;2.63958;
9.15537;0.441848;2.63233;
9.15538;0.440547;2.62451;
9.15539;0.439163;2.61616;
9.1554;0.437702;2.60731;
9.15541;0.436169;2.598;
9.15542;0.434572;2.58825;
9.15543;0.432915;2.57811;
9.15544;0.431206;2.56763;
9.15545;0.429451;2.55683;
9.15546;0.427658;2.54577;
9.15547;0.425833;2.53448;
9.15548;0.423983;2.52302;
9.15549;0.422118;2.51142;
9.1555;0.420243;2.49974;
9.15551;0.418366;2.48802;
9.15552;0.416495;2.4763;
9.15553;0.414636;2.46464;
9.15554;0.412798;2.45309;
9.15555;0.410988;2.44167;
9.15556;0.409213;2.43045;
9.15557;0.40748;2.41947;
9.15558;0.405795;2.40877;
9.15559;0.404166;2.39839;
9.1556;0.402599;2.38837;
9.15561;0.401099;2.37875;
9.15562;0.399674;2.36958;
9.15563;0.398328;2.36089;
9.15564;0.397066;2.3527;
9.15565;0.395894;2.34506;
9.15566;0.394816;2.33799;
9.15567;0.393836;2.33152;
9.15568;0.392957;2.32568;
9.15569;0.392184;2.32048;
9.1557;0.391519;2.31596;
9.15571;0.390965;2.31211;
9.15572;0.390523;2.30897;
9.15573;0.390196;2.30654;
9.15574;0.389985;2.30483;
9.15575;0.38989;2.30385;
9.15576;0.389912;2.3036;
9.15577;0.390051;2.30408;
9.15578;0.390306;2.30529;
9.15579;0.390676;2.30723;
9.1558;0.39116;2.30989;
9.15581;0.391756;2.31325;
9.15582;0.392462;2.31732;
9.15583;0.393275;2.32206;
9.15584;0.394192;2.32746;
9.15585;0.39521;2.3335;
9.15586;0.396324;2.34017;
9.15587;0.397531;2.34742;
9.15588;0.398825;2.35524;
9.15589;0.400202;2.36359;
9.1559;0.401657;2.37244;
9.15591;0.403183;2.38176;
9.15592;0.404775;2.3915;
9.15593;0.406426;2.40164;
9.15594;0.40813;2.41213;
9.15595;0.409881;2.42292;
9.15596;0.411671;2.43399;
9.15597;0.413493;2.44527;
9.15598;0.41534;2.45674;
9.15599;0.417205;2.46833;
9.156;0.41908;2.48002;
9.15601;0.420956;2.49174;
9.15602;0.42283;2.50345;
9.15603;0.424691;2.51511;
9.15604;0.426532;2.52667;
9.15605;0.428346;2.53808;
9.15606;0.430126;2.5493;
9.15607;0.431864;2.56029;
9.15608;0.433555;2.57099;
9.15609;0.43519;2.58137;
9.1561;0.436764;2.59139;
9.15611;0.43827;2.601;
9.15612;0.439702;2.61017;
9.15613;0.441055;2.61887;
9.15614;0.442323;2.62705;
9.15615;0.443502;2.63469;
9.15616;0.444587;2.64176;
9.15617;0.445573;2.64823;
9.15618;0.446456;2.65407;
9.15619;0.447234;2.65927;
9.1562;0.447903;2.66379;
9.15621;0.448461;2.66764;
9.15622;0.448905;2.67078;
9.15623;0.449234;2.67321;
9.15624;0.449447;2.67492;
9.15625;0.449542;2.6759;
9.15626;0.449519;2.67615;
9.15627;0.449379;2.67567;
9.15628;0.449122;2.67446;
9.15629;0.448748;2.67252;
9.1563;0.44826;2.66986;
9.15631;0.447659;2.66649;
9.15632;0.446948;2.66243;
9.15633;0.446129;2.65769;
9.15634;0.445206;2.65229;
9.15635;0.444182;2.64624;
9.15636;0.443061;2.63958;
9.15637;0.441847;2.63233;
9.15638;0.440546;2.62451;
9.15639;0.439162;2.61616;
9.1564;0.437701;2.60731;
9.15641;0.436168;2.598;
9.15642;0.434571;2.58825;
9.15643;0.432914;2.57811;
9.15644;0.431205;2.56763;
9.15645;0.42945;2.55683;
9.15646;0.427657;2.54577;
9.15647;0.425832;2.53448;
9.15648;0.423982;2.52302;
9.15649;0.422117;2.51142;
9.1565;0.420242;2.49974;
9.15651;0.418365;2.48802;
9.15652;0.416494;2.4763;
9.15653;0.414635;2.46464;
9.15654;0.412797;2.45309;
9.15655;0.410987;2.44167;
9.15656;0.409212;2.43045;
9.15657;0.407479;2.41947;
9.15658;0.405794;2.40877;
9.15659;0.404165;2.39839;
9.1566;0.402598;2.38837;
9.15661;0.401099;2.37875;
9.15662;0.399673;2.36958;
9.15663;0.398327;2.36089;
9.15664;0.397065;2.3527;
9.15665;0.395893;2.34506;
9.15666;0.394815;2.33799;
9.15667;0.393835;2.33152;
9.15668;0.392956;2.32568;
9.15669;0.392183;2.32048;
9.1567;0.391518;2.31596;
9.15671;0.390964;2.31211;
9.15672;0.390523;2.30897;
9.15673;0.390195;2.30654;
9.15674;0.389984;2.30483;
9.15675;0.389889;2.30385;
9.15676;0.389911;2.3036;
9.15677;0.39005;2.30408;
9.15678;0.390305;2.30529;
9.15679;0.390675;2.30723;
9.1568;0.391159;2.30989;
9.15681;0.391755;2.31325;
9.15682;0.392461;2.31732;
9.15683;0.393274;2.32206;
9.15684;0.394191;2.32746;
9.15685;0.395209;2.3335;
9.15686;0.396323;2.34017;
9.15687;0.39753;2.34742;
9.15688;0.398825;2.35524;
9.15689;0.400202;2.36359;
9.1569;0.401656;2.37244;
9.15691;0.403182;2.38176;
9.15692;0.404774;2.3915;
9.15693;0.406425;2.40164;
9.15694;0.408129;2.41213;
9.15695;0.40988;2.42292;
9.15696;0.41167;2.43399;
9.15697;0.413492;2.44527;
9.15698;0.415339;2.45674;
9.15699;0.417204;2.46833;
9.157;0.419079;2.48002;
9.15701;0.420955;2.49174;
9.15702;0.422829;2.50345;
9.15703;0.42469;2.51511;
9.15704;0.426531;2.52667;
9.15705;0.428345;2.53808;
9.15706;0.430125;2.5493;
9.15707;0.431863;2.56029;
9.15708;0.433554;2.57099;
9.15709;0.435189;2.58137;
9.1571;0.436763;2.59139;
9.15711;0.438269;2.601;
9.15712;0.439701;2.61017;
9.15713;0.441054;2.61887;
9.15714;0.442322;2.62705;
9.15715;0.443501;2.63469;
9.15716;0.444586;2.64176;
9.15717;0.445572;2.64823;
9.15718;0.446455;2.65407;
9.15719;0.447233;2.65927;
9.1572;0.447903;2.66379;
9.15721;0.44846;2.66764;
9.15722;0.448905;2.67078;
9.15723;0.449233;2.67321;
9.15724;0.449446;2.67492;
9.15725;0.449541;2.6759;
9.15726;0.449518;2.67615;
9.15727;0.449378;2.67567;
9.15728;0.449121;2.67446;
9.15729;0.448747;2.67252;
9.1573;0.448259;2.66986;
9.15731;0.447658;2.66649;
9.15732;0.446947;2.66243;
9.15733;0.446128;2.65769;
9.15734;0.445205;2.65229;
9.15735;0.444181;2.64624;
9.15736;0.44306;2.63958;
9.15737;0.441846;2.63233;
9.15738;0.440545;2.62451;
9.15739;0.439161;2.61616;
9.1574;0.4377;2.60731;
9.15741;0.436168;2.598;
9.15742;0.43457;2.58825;
9.15743;0.432913;2.57811;
9.15744;0.431204;2.56763;
9.15745;0.429449;2.55683;
9.15746;0.427656;2.54577;
9.15747;0.425831;2.53448;
9.15748;0.423981;2.52302;
9.15749;0.422116;2.51142;
9.1575;0.420241;2.49974;
9.15751;0.418364;2.48802;
9.15752;0.416493;2.4763;
9.15753;0.414634;2.46464;
9.15754;0.412797;2.45309;
9.15755;0.410986;2.44167;
9.15756;0.409211;2.43045;
9.15757;0.407478;2.41947;
9.15758;0.405793;2.40877;
9.15759;0.404164;2.39839;
9.1576;0.402597;2.38837;
9.15761;0.401098;2.37875;
9.15762;0.399672;2.36958;
9.15763;0.398326;2.36089;
9.15764;0.397064;2.3527;
9.15765;0.395892;2.34506;
9.15766;0.394814;2.33799;
9.15767;0.393834;2.33152;
9.15768;0.392956;2.32568;
9.15769;0.392182;2.32048;
9.1577;0.391517;2.31596;
9.15771;0.390963;2.31211;
9.15772;0.390522;2.30897;
9.15773;0.390195;2.30654;
9.15774;0.389983;2.30483;
9.15775;0.389888;2.30385;
9.15776;0.38991;2.3036;
9.15777;0.390049;2.30408;
9.15778;0.390304;2.30529;
9.15779;0.390674;2.30723;
9.1578;0.391158;2.30989;
9.15781;0.391754;2.31325;
9.15782;0.39246;2.31732;
9.15783;0.393273;2.32206;
9.15784;0.394191;2.32746;
9.15785;0.395208;2.3335;
9.15786;0.396323;2.34017;
9.15787;0.397529;2.34742;
9.15788;0.398824;2.35524;
9.15789;0.400201;2.36359;
9.1579;0.401655;2.37244;
9.15791;0.403181;2.38176;
9.15792;0.404773;2.3915;
9.15793;0.406424;2.40164;
9.15794;0.408129;2.41213;
9.15795;0.409879;2.42292;
9.15796;0.411669;2.43399;
9.15797;0.413491;2.44527;
9.15798;0.415338;2.45674;
9.15799;0.417203;2.46833;
9.158;0.419078;2.48002;
9.15801;0.420955;2.49174;
9.15802;0.422828;2.50345;
9.15803;0.424689;2.51511;
9.15804;0.42653;2.52667;
9.15805;0.428344;2.53808;
9.15806;0.430124;2.5493;
9.15807;0.431863;2.56029;
9.15808;0.433553;2.57099;
9.15809;0.435188;2.58137;
9.1581;0.436762;2.59139;
9.15811;0.438268;2.601;
9.15812;0.4397;2.61017;
9.15813;0.441053;2.61887;
9.15814;0.442322;2.62705;
9.15815;0.4435;2.63469;
9.15816;0.444585;2.64176;
9.15817;0.445571;2.64823;
9.15818;0.446455;2.65407;
9.15819;0.447233;2.65927;
9.1582;0.447902;2.66379;
9.15821;0.448459;2.66764;
9.15822;0.448904;2.67078;
9.15823;0.449233;2.67321;
9.15824;0.449445;2.67492;
9.15825;0.44954;2.6759;
9.15826;0.449517;2.67615;
9.15827;0.449377;2.67567;
9.15828;0.44912;2.67446;
9.15829;0.448746;2.67252;
9.1583;0.448258;2.66986;
9.15831;0.447658;2.66649;
9.15832;0.446946;2.66243;
9.15833;0.446127;2.65769;
9.15834;0.445204;2.65229;
9.15835;0.44418;2.64624;
9.15836;0.443059;2.63958;
9.15837;0.441845;2.63233;
9.15838;0.440544;2.62451;
9.15839;0.43916;2.61616;
9.1584;0.437699;2.60731;
9.15841;0.436167;2.598;
9.15842;0.434569;2.58825;
9.15843;0.432912;2.57811;
9.15844;0.431203;2.56763;
9.15845;0.429448;2.55683;
9.15846;0.427655;2.54577;
9.15847;0.42583;2.53448;
9.15848;0.42398;2.52302;
9.15849;0.422115;2.51142;
9.1585;0.42024;2.49974;
9.15851;0.418363;2.48802;
9.15852;0.416492;2.4763;
9.15853;0.414634;2.46464;
9.15854;0.412796;2.45309;
9.15855;0.410985;2.44167;
9.15856;0.40921;2.43045;
9.15857;0.407477;2.41947;
9.15858;0.405792;2.40877;
9.15859;0.404163;2.39839;
9.1586;0.402596;2.38837;
9.15861;0.401097;2.37875;
9.15862;0.399671;2.36958;
9.15863;0.398325;2.36089;
9.15864;0.397063;2.3527;
9.15865;0.395891;2.34506;
9.15866;0.394813;2.33799;
9.15867;0.393833;2.33152;
9.15868;0.392955;2.32568;
9.15869;0.392182;2.32048;
9.1587;0.391517;2.31596;
9.15871;0.390962;2.31211;
9.15872;0.390521;2.30897;
9.15873;0.390194;2.30654;
9.15874;0.389982;2.30483;
9.15875;0.389887;2.30385;
9.15876;0.389909;2.3036;
9.15877;0.390048;2.30408;
9.15878;0.390303;2.30529;
9.15879;0.390673;2.30723;
9.1588;0.391157;2.30989;
9.15881;0.391753;2.31325;
9.15882;0.392459;2.31732;
9.15883;0.393273;2.32206;
9.15884;0.39419;2.32746;
9.15885;0.395207;2.3335;
9.15886;0.396322;2.34017;
9.15887;0.397528;2.34742;
9.15888;0.398823;2.35524;
9.15889;0.4002;2.36359;
9.1589;0.401654;2.37244;
9.15891;0.40318;2.38176;
9.15892;0.404772;2.3915;
9.15893;0.406423;2.40164;
9.15894;0.408128;2.41213;
9.15895;0.409878;2.42292;
9.15896;0.411668;2.43399;
9.15897;0.41349;2.44527;
9.15898;0.415337;2.45674;
9.15899;0.417202;2.46833;
9.159;0.419077;2.48002;
9.15901;0.420954;2.49174;
9.15902;0.422827;2.50345;
9.15903;0.424688;2.51511;
9.15904;0.426529;2.52667;
9.15905;0.428343;2.53808;
9.15906;0.430123;2.5493;
9.15907;0.431862;2.56029;
9.15908;0.433552;2.57099;
9.15909;0.435187;2.58137;
9.1591;0.436761;2.59139;
9.15911;0.438267;2.601;
9.15912;0.439699;2.61017;
9.15913;0.441052;2.61887;
9.15914;0.442321;2.62705;
9.15915;0.443499;2.63469;
9.15916;0.444584;2.64176;
9.15917;0.44557;2.64823;
9.15918;0.446454;2.65407;
9.15919;0.447232;2.65927;
9.1592;0.447901;2.66379;
9.15921;0.448459;2.66764;
9.15922;0.448903;2.67078;
9.15923;0.449232;2.67321;
9.15924;0.449444;2.67492;
9.15925;0.449539;2.6759;
9.15926;0.449517;2.67615;
9.15927;0.449376;2.67567;
9.15928;0.449119;2.67446;
9.15929;0.448746;2.67252;
9.1593;0.448257;2.66986;
9.15931;0.447657;2.66649;
9.15932;0.446945;2.66243;
9.15933;0.446127;2.65769;
9.15934;0.445203;2.65229;
9.15935;0.444179;2.64624;
9.15936;0.443058;2.63958;
9.15937;0.441844;2.63233;
9.15938;0.440543;2.62451;
9.15939;0.439159;2.61616;
