time;V(/OUT_N);V(/OUT_P);V(/OUT_SINGLE);V(/Vmid);
9.0486;6.64302;6.64711;6.58982;7.5;
9.04861;6.63467;6.63862;6.48759;7.5;
9.04862;6.62674;6.63053;6.38932;7.5;
9.04863;6.61926;6.62288;6.29539;7.5;
9.04864;6.61226;6.6157;6.20618;7.5;
9.04865;6.60577;6.60901;6.12204;7.5;
9.04866;6.59981;6.60284;6.0433;7.5;
9.04867;6.59441;6.59722;5.97026;7.5;
9.04868;6.58959;6.59217;5.90322;7.5;
9.04869;6.58537;6.5877;5.84245;7.5;
9.0487;6.58176;6.58384;5.78817;7.5;
9.04871;6.57878;6.5806;5.74061;7.5;
9.04872;6.57644;6.57799;5.69995;7.5;
9.04873;6.57475;6.57603;5.66635;7.5;
9.04874;6.57372;6.57472;5.63995;7.5;
9.04875;6.57335;6.57406;5.62084;7.5;
9.04876;6.57364;6.57407;5.6091;7.5;
9.04877;6.57459;6.57473;5.60479;7.5;
9.04878;6.57619;6.57605;5.6079;7.5;
9.04879;6.57845;6.57802;5.61845;7.5;
9.0488;6.58135;6.58063;5.63637;7.5;
9.04881;6.58488;6.58388;5.6616;7.5;
9.04882;6.58903;6.58774;5.69405;7.5;
9.04883;6.59377;6.59221;5.73358;7.5;
9.04884;6.5991;6.59727;5.78004;7.5;
9.04885;6.60499;6.6029;5.83324;7.5;
9.04886;6.61141;6.60907;5.89299;7.5;
9.04887;6.61835;6.61577;5.95903;7.5;
9.04888;6.62577;6.62296;6.03112;7.5;
9.04889;6.63365;6.63061;6.10896;7.5;
9.0489;6.64195;6.6387;6.19226;7.5;
9.04891;6.65064;6.6472;6.28068;7.5;
9.04892;6.65969;6.65606;6.37387;7.5;
9.04893;6.66906;6.66527;6.47147;7.5;
9.04894;6.67872;6.67477;6.57309;7.5;
9.04895;6.68862;6.68453;6.67833;7.5;
9.04896;6.69873;6.69452;6.78677;7.5;
9.04897;6.70901;6.70469;6.89799;7.5;
9.04898;6.71942;6.71501;7.01155;7.5;
9.04899;6.72991;6.72543;7.127;7.5;
9.049;6.74044;6.73591;7.24388;7.5;
9.04901;6.75098;6.74641;7.36174;7.5;
9.04902;6.76148;6.75689;7.48009;7.5;
9.04903;6.7719;6.76731;7.59849;7.5;
9.04904;6.78219;6.77762;7.71645;7.5;
9.04905;6.79233;6.7878;7.83352;7.5;
9.04906;6.80226;6.79778;7.94923;7.5;
9.04907;6.81195;6.80754;8.06313;7.5;
9.04908;6.82136;6.81704;8.17475;7.5;
9.04909;6.83045;6.82624;8.28368;7.5;
9.0491;6.83919;6.83511;8.38946;7.5;
9.04911;6.84755;6.8436;8.49169;7.5;
9.04912;6.85548;6.85169;8.58996;7.5;
9.04913;6.86296;6.85934;8.68389;7.5;
9.04914;6.86996;6.86652;8.7731;7.5;
9.04915;6.87645;6.87321;8.85724;7.5;
9.04916;6.88241;6.87938;8.93599;7.5;
9.04917;6.88781;6.885;9.00902;7.5;
9.04918;6.89263;6.89005;9.07606;7.5;
9.04919;6.89685;6.89452;9.13683;7.5;
9.0492;6.90046;6.89838;9.19111;7.5;
9.04921;6.90344;6.90162;9.23867;7.5;
9.04922;6.90577;6.90422;9.27933;7.5;
9.04923;6.90746;6.90619;9.31293;7.5;
9.04924;6.9085;6.9075;9.33933;7.5;
9.04925;6.90887;6.90815;9.35844;7.5;
9.04926;6.90858;6.90815;9.37018;7.5;
9.04927;6.90763;6.90749;9.37449;7.5;
9.04928;6.90602;6.90617;9.37138;7.5;
9.04929;6.90376;6.9042;9.36084;7.5;
9.0493;6.90087;6.90159;9.34291;7.5;
9.04931;6.89734;6.89834;9.31768;7.5;
9.04932;6.89319;6.89447;9.28523;7.5;
9.04933;6.88844;6.89;9.2457;7.5;
9.04934;6.88312;6.88494;9.19924;7.5;
9.04935;6.87723;6.87931;9.14604;7.5;
9.04936;6.8708;6.87314;9.08629;7.5;
9.04937;6.86387;6.86645;9.02025;7.5;
9.04938;6.85644;6.85926;8.94816;7.5;
9.04939;6.84857;6.8516;8.87032;7.5;
9.0494;6.84026;6.84351;8.78702;7.5;
9.04941;6.83157;6.83501;8.69861;7.5;
9.04942;6.82252;6.82615;8.60541;7.5;
9.04943;6.81315;6.81694;8.50782;7.5;
9.04944;6.80349;6.80744;8.4062;7.5;
9.04945;6.79359;6.79768;8.30096;7.5;
9.04946;6.78348;6.78769;8.19251;7.5;
9.04947;6.7732;6.77752;8.08129;7.5;
9.04948;6.76279;6.7672;7.96773;7.5;
9.04949;6.7523;6.75678;7.85228;7.5;
9.0495;6.74177;6.7463;7.7354;7.5;
9.04951;6.73123;6.7358;7.61755;7.5;
9.04952;6.72073;6.72532;7.49919;7.5;
9.04953;6.71031;6.7149;7.38079;7.5;
9.04954;6.70002;6.70459;7.26283;7.5;
9.04955;6.68988;6.69442;7.14576;7.5;
9.04956;6.67995;6.68443;7.03005;7.5;
9.04957;6.67026;6.67467;6.91615;7.5;
9.04958;6.66085;6.66517;6.80453;7.5;
9.04959;6.65176;6.65597;6.69561;7.5;
9.0496;6.64302;6.64711;6.58982;7.5;
9.04961;6.63467;6.63861;6.48759;7.5;
9.04962;6.62673;6.63053;6.38932;7.5;
9.04963;6.61925;6.62288;6.29539;7.5;
9.04964;6.61225;6.61569;6.20618;7.5;
9.04965;6.60576;6.60901;6.12204;7.5;
9.04966;6.59981;6.60284;6.0433;7.5;
9.04967;6.59441;6.59722;5.97026;7.5;
9.04968;6.58959;6.59216;5.90322;7.5;
9.04969;6.58537;6.5877;5.84245;7.5;
9.0497;6.58176;6.58384;5.78817;7.5;
9.04971;6.57878;6.5806;5.74061;7.5;
9.04972;6.57644;6.57799;5.69995;7.5;
9.04973;6.57475;6.57603;5.66635;7.5;
9.04974;6.57372;6.57472;5.63995;7.5;
9.04975;6.57335;6.57406;5.62084;7.5;
9.04976;6.57364;6.57406;5.6091;7.5;
9.04977;6.57459;6.57473;5.60479;7.5;
9.04978;6.57619;6.57605;5.6079;7.5;
9.04979;6.57845;6.57802;5.61845;7.5;
9.0498;6.58135;6.58063;5.63637;7.5;
9.04981;6.58488;6.58387;5.6616;7.5;
9.04982;6.58902;6.58774;5.69405;7.5;
9.04983;6.59377;6.59221;5.73358;7.5;
9.04984;6.5991;6.59727;5.78004;7.5;
9.04985;6.60499;6.6029;5.83324;7.5;
9.04986;6.61141;6.60907;5.89299;7.5;
9.04987;6.61835;6.61577;5.95903;7.5;
9.04988;6.62577;6.62295;6.03112;7.5;
9.04989;6.63365;6.63061;6.10896;7.5;
9.0499;6.64195;6.6387;6.19226;7.5;
9.04991;6.65064;6.6472;6.28068;7.5;
9.04992;6.65969;6.65606;6.37387;7.5;
9.04993;6.66906;6.66527;6.47147;7.5;
9.04994;6.67872;6.67477;6.57309;7.5;
9.04995;6.68862;6.68453;6.67833;7.5;
9.04996;6.69873;6.69452;6.78677;7.5;
9.04997;6.70901;6.70469;6.89799;7.5;
9.04998;6.71942;6.71501;7.01155;7.5;
9.04999;6.72991;6.72543;7.127;7.5;
9.05;6.74044;6.73591;7.24388;7.5;
9.05001;6.75098;6.74641;7.36174;7.5;
9.05002;6.76148;6.75689;7.48009;7.5;
9.05003;6.7719;6.76731;7.59849;7.5;
9.05004;6.78219;6.77762;7.71645;7.5;
9.05005;6.79233;6.78779;7.83352;7.5;
9.05006;6.80226;6.79778;7.94923;7.5;
9.05007;6.81195;6.80754;8.06313;7.5;
9.05008;6.82136;6.81704;8.17475;7.5;
9.05009;6.83045;6.82624;8.28368;7.5;
9.0501;6.83919;6.8351;8.38946;7.5;
9.05011;6.84754;6.8436;8.49169;7.5;
9.05012;6.85548;6.85168;8.58996;7.5;
9.05013;6.86296;6.85933;8.68389;7.5;
9.05014;6.86996;6.86652;8.7731;7.5;
9.05015;6.87645;6.87321;8.85724;7.5;
9.05016;6.88241;6.87937;8.93599;7.5;
9.05017;6.8878;6.885;9.00902;7.5;
9.05018;6.89262;6.89005;9.07606;7.5;
9.05019;6.89685;6.89451;9.13683;7.5;
9.0502;6.90045;6.89838;9.19111;7.5;
9.05021;6.90343;6.90162;9.23867;7.5;
9.05022;6.90577;6.90422;9.27933;7.5;
9.05023;6.90746;6.90619;9.31293;7.5;
9.05024;6.90849;6.9075;9.33933;7.5;
9.05025;6.90887;6.90815;9.35844;7.5;
9.05026;6.90858;6.90815;9.37018;7.5;
9.05027;6.90763;6.90749;9.37449;7.5;
9.05028;6.90602;6.90617;9.37138;7.5;
9.05029;6.90376;6.9042;9.36084;7.5;
9.0503;6.90086;6.90158;9.34291;7.5;
9.05031;6.89733;6.89834;9.31768;7.5;
9.05032;6.89319;6.89447;9.28523;7.5;
9.05033;6.88844;6.89;9.2457;7.5;
9.05034;6.88311;6.88494;9.19924;7.5;
9.05035;6.87723;6.87931;9.14604;7.5;
9.05036;6.8708;6.87314;9.08629;7.5;
9.05037;6.86386;6.86645;9.02025;7.5;
9.05038;6.85644;6.85926;8.94816;7.5;
9.05039;6.84856;6.8516;8.87032;7.5;
9.0504;6.84026;6.84351;8.78702;7.5;
9.05041;6.83157;6.83501;8.69861;7.5;
9.05042;6.82252;6.82615;8.60541;7.5;
9.05043;6.81315;6.81694;8.50782;7.5;
9.05044;6.80349;6.80744;8.4062;7.5;
9.05045;6.79359;6.79768;8.30096;7.5;
9.05046;6.78347;6.78769;8.19251;7.5;
9.05047;6.7732;6.77752;8.08129;7.5;
9.05048;6.76279;6.7672;7.96773;7.5;
9.05049;6.7523;6.75678;7.85228;7.5;
9.0505;6.74177;6.7463;7.7354;7.5;
9.05051;6.73123;6.7358;7.61755;7.5;
9.05052;6.72073;6.72532;7.49919;7.5;
9.05053;6.71031;6.7149;7.38079;7.5;
9.05054;6.70002;6.70458;7.26283;7.5;
9.05055;6.68988;6.69441;7.14576;7.5;
9.05056;6.67995;6.68443;7.03005;7.5;
9.05057;6.67026;6.67467;6.91615;7.5;
9.05058;6.66085;6.66517;6.80453;7.5;
9.05059;6.65176;6.65597;6.69561;7.5;
9.0506;6.64302;6.6471;6.58982;7.5;
9.05061;6.63467;6.63861;6.48759;7.5;
9.05062;6.62673;6.63053;6.38932;7.5;
9.05063;6.61925;6.62288;6.29539;7.5;
9.05064;6.61225;6.61569;6.20618;7.5;
9.05065;6.60576;6.609;6.12204;7.5;
9.05066;6.59981;6.60284;6.0433;7.5;
9.05067;6.59441;6.59722;5.97026;7.5;
9.05068;6.58959;6.59216;5.90322;7.5;
9.05069;6.58536;6.5877;5.84245;7.5;
9.0507;6.58176;6.58384;5.78817;7.5;
9.05071;6.57878;6.5806;5.74061;7.5;
9.05072;6.57644;6.57799;5.69995;7.5;
9.05073;6.57475;6.57603;5.66635;7.5;
9.05074;6.57372;6.57472;5.63995;7.5;
9.05075;6.57335;6.57406;5.62084;7.5;
9.05076;6.57364;6.57406;5.6091;7.5;
9.05077;6.57458;6.57473;5.60479;7.5;
9.05078;6.57619;6.57604;5.6079;7.5;
9.05079;6.57845;6.57801;5.61845;7.5;
9.0508;6.58135;6.58063;5.63637;7.5;
9.05081;6.58488;6.58387;5.6616;7.5;
9.05082;6.58902;6.58774;5.69405;7.5;
9.05083;6.59377;6.59221;5.73358;7.5;
9.05084;6.5991;6.59727;5.78004;7.5;
9.05085;6.60498;6.6029;5.83324;7.5;
9.05086;6.61141;6.60907;5.89299;7.5;
9.05087;6.61835;6.61576;5.95903;7.5;
9.05088;6.62577;6.62295;6.03112;7.5;
9.05089;6.63364;6.63061;6.10896;7.5;
9.0509;6.64195;6.6387;6.19226;7.5;
9.05091;6.65064;6.64719;6.28068;7.5;
9.05092;6.65969;6.65606;6.37387;7.5;
9.05093;6.66906;6.66526;6.47147;7.5;
9.05094;6.67872;6.67477;6.57309;7.5;
9.05095;6.68862;6.68453;6.67833;7.5;
9.05096;6.69873;6.69452;6.78677;7.5;
9.05097;6.70901;6.70469;6.89799;7.5;
9.05098;6.71941;6.71501;7.01155;7.5;
9.05099;6.72991;6.72543;7.127;7.5;
9.051;6.74044;6.73591;7.24388;7.5;
9.05101;6.75098;6.74641;7.36174;7.5;
9.05102;6.76148;6.75689;7.48009;7.5;
9.05103;6.77189;6.76731;7.59849;7.5;
9.05104;6.78219;6.77762;7.71645;7.5;
9.05105;6.79232;6.78779;7.83352;7.5;
9.05106;6.80226;6.79778;7.94923;7.5;
9.05107;6.81195;6.80754;8.06313;7.5;
9.05108;6.82136;6.81704;8.17475;7.5;
9.05109;6.83045;6.82624;8.28368;7.5;
9.0511;6.83919;6.8351;8.38946;7.5;
9.05111;6.84754;6.84359;8.49169;7.5;
9.05112;6.85547;6.85168;8.58996;7.5;
9.05113;6.86296;6.85933;8.68389;7.5;
9.05114;6.86996;6.86652;8.7731;7.5;
9.05115;6.87645;6.8732;8.85724;7.5;
9.05116;6.8824;6.87937;8.93599;7.5;
9.05117;6.8878;6.88499;9.00902;7.5;
9.05118;6.89262;6.89005;9.07606;7.5;
9.05119;6.89685;6.89451;9.13683;7.5;
9.0512;6.90045;6.89837;9.19111;7.5;
9.05121;6.90343;6.90161;9.23867;7.5;
9.05122;6.90577;6.90422;9.27933;7.5;
9.05123;6.90746;6.90618;9.31293;7.5;
9.05124;6.90849;6.9075;9.33933;7.5;
9.05125;6.90887;6.90815;9.35844;7.5;
9.05126;6.90858;6.90815;9.37018;7.5;
9.05127;6.90763;6.90749;9.37449;7.5;
9.05128;6.90602;6.90617;9.37138;7.5;
9.05129;6.90376;6.9042;9.36084;7.5;
9.0513;6.90086;6.90158;9.34291;7.5;
9.05131;6.89733;6.89834;9.31768;7.5;
9.05132;6.89319;6.89447;9.28523;7.5;
9.05133;6.88844;6.89;9.2457;7.5;
9.05134;6.88311;6.88494;9.19924;7.5;
9.05135;6.87722;6.87931;9.14604;7.5;
9.05136;6.8708;6.87314;9.08629;7.5;
9.05137;6.86386;6.86644;9.02025;7.5;
9.05138;6.85644;6.85925;8.94816;7.5;
9.05139;6.84856;6.8516;8.87032;7.5;
9.0514;6.84026;6.84351;8.78702;7.5;
9.05141;6.83157;6.83501;8.69861;7.5;
9.05142;6.82252;6.82614;8.60541;7.5;
9.05143;6.81314;6.81694;8.50782;7.5;
9.05144;6.80349;6.80744;8.4062;7.5;
9.05145;6.79358;6.79767;8.30096;7.5;
9.05146;6.78347;6.78769;8.19251;7.5;
9.05147;6.77319;6.77751;8.08129;7.5;
9.05148;6.76279;6.7672;7.96773;7.5;
9.05149;6.7523;6.75678;7.85228;7.5;
9.0515;6.74176;6.7463;7.7354;7.5;
9.05151;6.73123;6.7358;7.61755;7.5;
9.05152;6.72073;6.72532;7.49919;7.5;
9.05153;6.71031;6.7149;7.38079;7.5;
9.05154;6.70001;6.70458;7.26283;7.5;
9.05155;6.68988;6.69441;7.14576;7.5;
9.05156;6.67995;6.68443;7.03005;7.5;
9.05157;6.67026;6.67466;6.91615;7.5;
9.05158;6.66085;6.66517;6.80453;7.5;
9.05159;6.65176;6.65597;6.69561;7.5;
9.0516;6.64302;6.6471;6.58982;7.5;
9.05161;6.63466;6.63861;6.48759;7.5;
9.05162;6.62673;6.63052;6.38932;7.5;
9.05163;6.61925;6.62287;6.29539;7.5;
9.05164;6.61225;6.61569;6.20618;7.5;
9.05165;6.60576;6.609;6.12204;7.5;
9.05166;6.5998;6.60284;6.0433;7.5;
9.05167;6.59441;6.59721;5.97026;7.5;
9.05168;6.58959;6.59216;5.90322;7.5;
9.05169;6.58536;6.5877;5.84245;7.5;
9.0517;6.58176;6.58384;5.78817;7.5;
9.05171;6.57878;6.5806;5.74061;7.5;
9.05172;6.57644;6.57799;5.69995;7.5;
9.05173;6.57475;6.57603;5.66635;7.5;
9.05174;6.57372;6.57471;5.63995;7.5;
9.05175;6.57334;6.57406;5.62084;7.5;
9.05176;6.57363;6.57406;5.6091;7.5;
9.05177;6.57458;6.57472;5.60479;7.5;
9.05178;6.57619;6.57604;5.6079;7.5;
9.05179;6.57845;6.57801;5.61845;7.5;
9.0518;6.58135;6.58063;5.63637;7.5;
9.05181;6.58488;6.58387;5.6616;7.5;
9.05182;6.58902;6.58774;5.69405;7.5;
9.05183;6.59377;6.59221;5.73358;7.5;
9.05184;6.59909;6.59727;5.78004;7.5;
9.05185;6.60498;6.6029;5.83324;7.5;
9.05186;6.61141;6.60907;5.89299;7.5;
9.05187;6.61834;6.61576;5.95903;7.5;
9.05188;6.62577;6.62295;6.03112;7.5;
9.05189;6.63364;6.63061;6.10896;7.5;
9.0519;6.64194;6.6387;6.19226;7.5;
9.05191;6.65064;6.64719;6.28068;7.5;
9.05192;6.65969;6.65606;6.37387;7.5;
9.05193;6.66906;6.66526;6.47147;7.5;
9.05194;6.67872;6.67476;6.57309;7.5;
9.05195;6.68862;6.68453;6.67833;7.5;
9.05196;6.69873;6.69452;6.78677;7.5;
9.05197;6.70901;6.70469;6.89799;7.5;
9.05198;6.71941;6.715;7.01155;7.5;
9.05199;6.7299;6.72542;7.127;7.5;
9.052;6.74044;6.7359;7.24388;7.5;
9.05201;6.75098;6.74641;7.36174;7.5;
9.05202;6.76147;6.75689;7.48009;7.5;
9.05203;6.77189;6.76731;7.59849;7.5;
9.05204;6.78219;6.77762;7.71645;7.5;
9.05205;6.79232;6.78779;7.83352;7.5;
9.05206;6.80225;6.79778;7.94923;7.5;
9.05207;6.81194;6.80754;8.06313;7.5;
9.05208;6.82135;6.81704;8.17475;7.5;
9.05209;6.83045;6.82624;8.28368;7.5;
9.0521;6.83919;6.8351;8.38946;7.5;
9.05211;6.84754;6.84359;8.49169;7.5;
9.05212;6.85547;6.85168;8.58996;7.5;
9.05213;6.86295;6.85933;8.68389;7.5;
9.05214;6.86995;6.86651;8.7731;7.5;
9.05215;6.87644;6.8732;8.85724;7.5;
9.05216;6.8824;6.87937;8.93599;7.5;
9.05217;6.8878;6.88499;9.00902;7.5;
9.05218;6.89262;6.89005;9.07606;7.5;
9.05219;6.89684;6.89451;9.13683;7.5;
9.0522;6.90045;6.89837;9.19111;7.5;
9.05221;6.90343;6.90161;9.23867;7.5;
9.05222;6.90577;6.90422;9.27933;7.5;
9.05223;6.90746;6.90618;9.31293;7.5;
9.05224;6.90849;6.90749;9.33933;7.5;
9.05225;6.90886;6.90815;9.35844;7.5;
9.05226;6.90857;6.90815;9.37018;7.5;
9.05227;6.90762;6.90748;9.37449;7.5;
9.05228;6.90602;6.90616;9.37138;7.5;
9.05229;6.90376;6.90419;9.36084;7.5;
9.0523;6.90086;6.90158;9.34291;7.5;
9.05231;6.89733;6.89834;9.31768;7.5;
9.05232;6.89319;6.89447;9.28523;7.5;
9.05233;6.88844;6.89;9.2457;7.5;
9.05234;6.88311;6.88494;9.19924;7.5;
9.05235;6.87722;6.87931;9.14604;7.5;
9.05236;6.8708;6.87314;9.08629;7.5;
9.05237;6.86386;6.86644;9.02025;7.5;
9.05238;6.85644;6.85925;8.94816;7.5;
9.05239;6.84856;6.8516;8.87032;7.5;
9.0524;6.84026;6.84351;8.78702;7.5;
9.05241;6.83157;6.83501;8.69861;7.5;
9.05242;6.82251;6.82614;8.60541;7.5;
9.05243;6.81314;6.81694;8.50782;7.5;
9.05244;6.80349;6.80744;8.4062;7.5;
9.05245;6.79358;6.79767;8.30096;7.5;
9.05246;6.78347;6.78768;8.19251;7.5;
9.05247;6.77319;6.77751;8.08129;7.5;
9.05248;6.76279;6.7672;7.96773;7.5;
9.05249;6.7523;6.75678;7.85228;7.5;
9.0525;6.74176;6.7463;7.7354;7.5;
9.05251;6.73122;6.73579;7.61755;7.5;
9.05252;6.72073;6.72531;7.49919;7.5;
9.05253;6.71031;6.7149;7.38079;7.5;
9.05254;6.70001;6.70458;7.26283;7.5;
9.05255;6.68988;6.69441;7.14576;7.5;
9.05256;6.67995;6.68442;7.03005;7.5;
9.05257;6.67026;6.67466;6.91615;7.5;
9.05258;6.66085;6.66516;6.80453;7.5;
9.05259;6.65175;6.65596;6.69561;7.5;
9.0526;6.64301;6.6471;6.58982;7.5;
9.05261;6.63466;6.63861;6.48759;7.5;
9.05262;6.62673;6.63052;6.38932;7.5;
9.05263;6.61925;6.62287;6.29539;7.5;
9.05264;6.61225;6.61569;6.20618;7.5;
9.05265;6.60576;6.609;6.12204;7.5;
9.05266;6.5998;6.60283;6.0433;7.5;
9.05267;6.5944;6.59721;5.97026;7.5;
9.05268;6.58958;6.59216;5.90322;7.5;
9.05269;6.58536;6.58769;5.84245;7.5;
9.0527;6.58175;6.58383;5.78817;7.5;
9.05271;6.57878;6.58059;5.74061;7.5;
9.05272;6.57644;6.57799;5.69995;7.5;
9.05273;6.57475;6.57602;5.66635;7.5;
9.05274;6.57371;6.57471;5.63995;7.5;
9.05275;6.57334;6.57406;5.62084;7.5;
9.05276;6.57363;6.57406;5.6091;7.5;
9.05277;6.57458;6.57472;5.60479;7.5;
9.05278;6.57619;6.57604;5.6079;7.5;
9.05279;6.57845;6.57801;5.61845;7.5;
9.0528;6.58134;6.58062;5.63637;7.5;
9.05281;6.58487;6.58387;5.6616;7.5;
9.05282;6.58902;6.58774;5.69405;7.5;
9.05283;6.59377;6.59221;5.73358;7.5;
9.05284;6.59909;6.59727;5.78004;7.5;
9.05285;6.60498;6.60289;5.83324;7.5;
9.05286;6.61141;6.60907;5.89299;7.5;
9.05287;6.61834;6.61576;5.95903;7.5;
9.05288;6.62576;6.62295;6.03112;7.5;
9.05289;6.63364;6.6306;6.10896;7.5;
9.0529;6.64194;6.6387;6.19226;7.5;
9.05291;6.65064;6.64719;6.28068;7.5;
9.05292;6.65969;6.65606;6.37387;7.5;
9.05293;6.66906;6.66526;6.47147;7.5;
9.05294;6.67871;6.67476;6.57309;7.5;
9.05295;6.68862;6.68453;6.67833;7.5;
9.05296;6.69873;6.69452;6.78677;7.5;
9.05297;6.70901;6.70469;6.89799;7.5;
9.05298;6.71941;6.715;7.01155;7.5;
9.05299;6.7299;6.72542;7.127;7.5;
9.053;6.74044;6.7359;7.24388;7.5;
9.05301;6.75097;6.7464;7.36174;7.5;
9.05302;6.76147;6.75689;7.48009;7.5;
9.05303;6.77189;6.7673;7.59849;7.5;
9.05304;6.78219;6.77762;7.71645;7.5;
9.05305;6.79232;6.78779;7.83352;7.5;
9.05306;6.80225;6.79777;7.94923;7.5;
9.05307;6.81194;6.80754;8.06313;7.5;
9.05308;6.82135;6.81704;8.17475;7.5;
9.05309;6.83045;6.82624;8.28368;7.5;
9.0531;6.83919;6.8351;8.38946;7.5;
9.05311;6.84754;6.84359;8.49169;7.5;
9.05312;6.85547;6.85168;8.58996;7.5;
9.05313;6.86295;6.85933;8.68389;7.5;
9.05314;6.86995;6.86651;8.7731;7.5;
9.05315;6.87644;6.8732;8.85724;7.5;
9.05316;6.8824;6.87937;8.93599;7.5;
9.05317;6.8878;6.88499;9.00902;7.5;
9.05318;6.89262;6.89004;9.07606;7.5;
9.05319;6.89684;6.89451;9.13683;7.5;
9.0532;6.90045;6.89837;9.19111;7.5;
9.05321;6.90343;6.90161;9.23867;7.5;
9.05322;6.90577;6.90422;9.27933;7.5;
9.05323;6.90746;6.90618;9.31293;7.5;
9.05324;6.90849;6.90749;9.33933;7.5;
9.05325;6.90886;6.90815;9.35844;7.5;
9.05326;6.90857;6.90814;9.37018;7.5;
9.05327;6.90762;6.90748;9.37449;7.5;
9.05328;6.90602;6.90616;9.37138;7.5;
9.05329;6.90376;6.90419;9.36084;7.5;
9.0533;6.90086;6.90158;9.34291;7.5;
9.05331;6.89733;6.89833;9.31768;7.5;
9.05332;6.89318;6.89447;9.28523;7.5;
9.05333;6.88844;6.88999;9.2457;7.5;
9.05334;6.88311;6.88493;9.19924;7.5;
9.05335;6.87722;6.87931;9.14604;7.5;
9.05336;6.8708;6.87313;9.08629;7.5;
9.05337;6.86386;6.86644;9.02025;7.5;
9.05338;6.85644;6.85925;8.94816;7.5;
9.05339;6.84856;6.8516;8.87032;7.5;
9.0534;6.84026;6.8435;8.78702;7.5;
9.05341;6.83156;6.83501;8.69861;7.5;
9.05342;6.82251;6.82614;8.60541;7.5;
9.05343;6.81314;6.81694;8.50782;7.5;
9.05344;6.80348;6.80744;8.4062;7.5;
9.05345;6.79358;6.79767;8.30096;7.5;
9.05346;6.78347;6.78768;8.19251;7.5;
9.05347;6.77319;6.77751;8.08129;7.5;
9.05348;6.76279;6.76719;7.96773;7.5;
9.05349;6.7523;6.75678;7.85228;7.5;
9.0535;6.74176;6.74629;7.7354;7.5;
9.05351;6.73122;6.73579;7.61755;7.5;
9.05352;6.72072;6.72531;7.49919;7.5;
9.05353;6.71031;6.71489;7.38079;7.5;
9.05354;6.70001;6.70458;7.26283;7.5;
9.05355;6.68988;6.69441;7.14576;7.5;
9.05356;6.67995;6.68442;7.03005;7.5;
9.05357;6.67026;6.67466;6.91615;7.5;
9.05358;6.66085;6.66516;6.80453;7.5;
9.05359;6.65175;6.65596;6.69561;7.5;
9.0536;6.64301;6.6471;6.58982;7.5;
9.05361;6.63466;6.63861;6.48759;7.5;
9.05362;6.62673;6.63052;6.38932;7.5;
9.05363;6.61925;6.62287;6.29539;7.5;
9.05364;6.61225;6.61569;6.20618;7.5;
9.05365;6.60576;6.609;6.12204;7.5;
9.05366;6.5998;6.60283;6.0433;7.5;
9.05367;6.5944;6.59721;5.97026;7.5;
9.05368;6.58958;6.59216;5.90322;7.5;
9.05369;6.58536;6.58769;5.84245;7.5;
9.0537;6.58175;6.58383;5.78817;7.5;
9.05371;6.57877;6.58059;5.74061;7.5;
9.05372;6.57643;6.57799;5.69995;7.5;
9.05373;6.57475;6.57602;5.66635;7.5;
9.05374;6.57371;6.57471;5.63995;7.5;
9.05375;6.57334;6.57405;5.62084;7.5;
9.05376;6.57363;6.57406;5.6091;7.5;
9.05377;6.57458;6.57472;5.60479;7.5;
9.05378;6.57619;6.57604;5.6079;7.5;
9.05379;6.57844;6.57801;5.61845;7.5;
9.0538;6.58134;6.58062;5.63637;7.5;
9.05381;6.58487;6.58387;5.6616;7.5;
9.05382;6.58902;6.58773;5.69405;7.5;
9.05383;6.59376;6.59221;5.73358;7.5;
9.05384;6.59909;6.59727;5.78004;7.5;
9.05385;6.60498;6.60289;5.83324;7.5;
9.05386;6.6114;6.60907;5.89299;7.5;
9.05387;6.61834;6.61576;5.95903;7.5;
9.05388;6.62576;6.62295;6.03112;7.5;
9.05389;6.63364;6.6306;6.10896;7.5;
9.0539;6.64194;6.63869;6.19226;7.5;
9.05391;6.65063;6.64719;6.28068;7.5;
9.05392;6.65968;6.65606;6.37387;7.5;
9.05393;6.66906;6.66526;6.47147;7.5;
9.05394;6.67871;6.67476;6.57309;7.5;
9.05395;6.68862;6.68453;6.67833;7.5;
9.05396;6.69873;6.69451;6.78677;7.5;
9.05397;6.709;6.70469;6.89799;7.5;
9.05398;6.71941;6.715;7.01155;7.5;
9.05399;6.7299;6.72542;7.127;7.5;
9.054;6.74043;6.7359;7.24388;7.5;
9.05401;6.75097;6.7464;7.36174;7.5;
9.05402;6.76147;6.75688;7.48009;7.5;
9.05403;6.77189;6.7673;7.59849;7.5;
9.05404;6.78219;6.77762;7.71645;7.5;
9.05405;6.79232;6.78779;7.83352;7.5;
9.05406;6.80225;6.79777;7.94923;7.5;
9.05407;6.81194;6.80754;8.06313;7.5;
9.05408;6.82135;6.81703;8.17475;7.5;
9.05409;6.83044;6.82623;8.28368;7.5;
9.0541;6.83918;6.8351;8.38946;7.5;
9.05411;6.84754;6.84359;8.49169;7.5;
9.05412;6.85547;6.85168;8.58996;7.5;
9.05413;6.86295;6.85933;8.68389;7.5;
9.05414;6.86995;6.86651;8.7731;7.5;
9.05415;6.87644;6.8732;8.85724;7.5;
9.05416;6.8824;6.87937;8.93599;7.5;
9.05417;6.8878;6.88499;9.00902;7.5;
9.05418;6.89262;6.89004;9.07606;7.5;
