time;V(/OUT_N);V(/OUT_P);V(/OUT_SINGLE);V(/Vmid);
9.56365;6.60499;6.60823;6.12204;7.5;
9.56366;6.59903;6.60206;6.0433;7.5;
9.56367;6.59363;6.59644;5.97026;7.5;
9.56368;6.58881;6.59139;5.90322;7.5;
9.56369;6.58459;6.58692;5.84245;7.5;
9.5637;6.58098;6.58306;5.78817;7.5;
9.56371;6.578;6.57982;5.74061;7.5;
9.56372;6.57567;6.57722;5.69995;7.5;
9.56373;6.57398;6.57525;5.66635;7.5;
9.56374;6.57294;6.57394;5.63995;7.5;
9.56375;6.57257;6.57329;5.62084;7.5;
9.56376;6.57286;6.57329;5.6091;7.5;
9.56377;6.57381;6.57395;5.60479;7.5;
9.56378;6.57542;6.57527;5.6079;7.5;
9.56379;6.57767;6.57724;5.61845;7.5;
9.5638;6.58057;6.57985;5.63637;7.5;
9.56381;6.5841;6.5831;5.6616;7.5;
9.56382;6.58825;6.58697;5.69405;7.5;
9.56383;6.59299;6.59144;5.73358;7.5;
9.56384;6.59832;6.5965;5.78004;7.5;
9.56385;6.60421;6.60212;5.83324;7.5;
9.56386;6.61063;6.6083;5.89299;7.5;
9.56387;6.61757;6.61499;5.95903;7.5;
9.56388;6.62499;6.62218;6.03112;7.5;
9.56389;6.63287;6.62983;6.10896;7.5;
9.5639;6.64117;6.63792;6.19226;7.5;
9.56391;6.64986;6.64642;6.28067;7.5;
9.56392;6.65892;6.65529;6.37387;7.5;
9.56393;6.66829;6.66449;6.47147;7.5;
9.56394;6.67794;6.67399;6.57308;7.5;
9.56395;6.68785;6.68376;6.67833;7.5;
9.56396;6.69796;6.69374;6.78677;7.5;
9.56397;6.70824;6.70392;6.89799;7.5;
9.56398;6.71864;6.71423;7.01155;7.5;
9.56399;6.72913;6.72465;7.127;7.5;
9.564;6.73967;6.73513;7.24388;7.5;
9.56401;6.7502;6.74563;7.36173;7.5;
9.56402;6.7607;6.75611;7.48009;7.5;
9.56403;6.77112;6.76653;7.59849;7.5;
9.56404;6.78142;6.77685;7.71645;7.5;
9.56405;6.79155;6.78702;7.83352;7.5;
9.56406;6.80148;6.797;7.94923;7.5;
9.56407;6.81117;6.80677;8.06313;7.5;
9.56408;6.82058;6.81627;8.17475;7.5;
9.56409;6.82968;6.82547;8.28368;7.5;
9.5641;6.83842;6.83433;8.38946;7.5;
9.56411;6.84677;6.84282;8.49169;7.5;
9.56412;6.8547;6.85091;8.58996;7.5;
9.56413;6.86218;6.85856;8.68389;7.5;
9.56414;6.86918;6.86574;8.7731;7.5;
9.56415;6.87567;6.87243;8.85724;7.5;
9.56416;6.88163;6.8786;8.93599;7.5;
9.56417;6.88703;6.88422;9.00902;7.5;
9.56418;6.89185;6.88927;9.07606;7.5;
9.56419;6.89607;6.89374;9.13683;7.5;
9.5642;6.89968;6.8976;9.19111;7.5;
9.56421;6.90266;6.90084;9.23867;7.5;
9.56422;6.905;6.90345;9.27933;7.5;
9.56423;6.90669;6.90541;9.31293;7.5;
9.56424;6.90772;6.90672;9.33933;7.5;
9.56425;6.90809;6.90738;9.35844;7.5;
9.56426;6.9078;6.90737;9.37018;7.5;
9.56427;6.90685;6.90671;9.37449;7.5;
9.56428;6.90525;6.90539;9.37138;7.5;
9.56429;6.90299;6.90342;9.36084;7.5;
9.5643;6.90009;6.90081;9.34291;7.5;
9.56431;6.89656;6.89756;9.31768;7.5;
9.56432;6.89241;6.8937;9.28523;7.5;
9.56433;6.88767;6.88922;9.2457;7.5;
9.56434;6.88234;6.88416;9.19924;7.5;
9.56435;6.87645;6.87854;9.14604;7.5;
9.56436;6.87003;6.87236;9.08629;7.5;
9.56437;6.86309;6.86567;9.02025;7.5;
9.56438;6.85567;6.85848;8.94816;7.5;
9.56439;6.84779;6.85083;8.87032;7.5;
9.5644;6.83949;6.84273;8.78702;7.5;
9.56441;6.83079;6.83424;8.69861;7.5;
9.56442;6.82174;6.82537;8.60541;7.5;
9.56443;6.81237;6.81617;8.50782;7.5;
9.56444;6.80271;6.80667;8.4062;7.5;
9.56445;6.79281;6.7969;8.30096;7.5;
9.56446;6.7827;6.78691;8.19251;7.5;
9.56447;6.77242;6.77674;8.08129;7.5;
9.56448;6.76202;6.76642;7.96773;7.5;
9.56449;6.75153;6.756;7.85228;7.5;
9.5645;6.74099;6.74552;7.7354;7.5;
9.56451;6.73045;6.73502;7.61755;7.5;
9.56452;6.71995;6.72454;7.49919;7.5;
9.56453;6.70954;6.71412;7.38079;7.5;
9.56454;6.69924;6.70381;7.26283;7.5;
9.56455;6.68911;6.69364;7.14576;7.5;
9.56456;6.67917;6.68365;7.03005;7.5;
9.56457;6.66948;6.67389;6.91615;7.5;
9.56458;6.66008;6.66439;6.80453;7.5;
9.56459;6.65098;6.65519;6.69561;7.5;
9.5646;6.64224;6.64633;6.58982;7.5;
9.56461;6.63389;6.63784;6.48759;7.5;
9.56462;6.62596;6.62975;6.38932;7.5;
9.56463;6.61848;6.6221;6.29539;7.5;
9.56464;6.61148;6.61492;6.20618;7.5;
9.56465;6.60499;6.60823;6.12204;7.5;
9.56466;6.59903;6.60206;6.0433;7.5;
9.56467;6.59363;6.59644;5.97026;7.5;
9.56468;6.58881;6.59139;5.90322;7.5;
9.56469;6.58459;6.58692;5.84245;7.5;
9.5647;6.58098;6.58306;5.78817;7.5;
9.56471;6.578;6.57982;5.74061;7.5;
9.56472;6.57566;6.57721;5.69995;7.5;
9.56473;6.57398;6.57525;5.66635;7.5;
9.56474;6.57294;6.57394;5.63995;7.5;
9.56475;6.57257;6.57328;5.62084;7.5;
9.56476;6.57286;6.57329;5.6091;7.5;
9.56477;6.57381;6.57395;5.60479;7.5;
9.56478;6.57542;6.57527;5.6079;7.5;
9.56479;6.57767;6.57724;5.61845;7.5;
9.5648;6.58057;6.57985;5.63637;7.5;
9.56481;6.5841;6.5831;5.6616;7.5;
9.56482;6.58825;6.58696;5.69405;7.5;
9.56483;6.59299;6.59144;5.73358;7.5;
9.56484;6.59832;6.5965;5.78004;7.5;
9.56485;6.60421;6.60212;5.83324;7.5;
9.56486;6.61063;6.60829;5.89299;7.5;
9.56487;6.61757;6.61499;5.95903;7.5;
9.56488;6.62499;6.62218;6.03112;7.5;
9.56489;6.63287;6.62983;6.10896;7.5;
9.5649;6.64117;6.63792;6.19226;7.5;
9.56491;6.64986;6.64642;6.28067;7.5;
9.56492;6.65891;6.65529;6.37387;7.5;
9.56493;6.66829;6.66449;6.47147;7.5;
9.56494;6.67794;6.67399;6.57308;7.5;
9.56495;6.68785;6.68376;6.67833;7.5;
9.56496;6.69796;6.69374;6.78677;7.5;
9.56497;6.70823;6.70391;6.89799;7.5;
9.56498;6.71864;6.71423;7.01155;7.5;
9.56499;6.72913;6.72465;7.127;7.5;
9.565;6.73966;6.73513;7.24388;7.5;
9.56501;6.7502;6.74563;7.36173;7.5;
9.56502;6.7607;6.75611;7.48009;7.5;
9.56503;6.77112;6.76653;7.59849;7.5;
9.56504;6.78142;6.77685;7.71645;7.5;
9.56505;6.79155;6.78702;7.83352;7.5;
9.56506;6.80148;6.797;7.94923;7.5;
9.56507;6.81117;6.80676;8.06313;7.5;
9.56508;6.82058;6.81626;8.17475;7.5;
9.56509;6.82967;6.82546;8.28368;7.5;
9.5651;6.83841;6.83433;8.38946;7.5;
9.56511;6.84677;6.84282;8.49169;7.5;
9.56512;6.8547;6.85091;8.58996;7.5;
9.56513;6.86218;6.85856;8.68389;7.5;
9.56514;6.86918;6.86574;8.7731;7.5;
9.56515;6.87567;6.87243;8.85724;7.5;
9.56516;6.88163;6.8786;8.93599;7.5;
9.56517;6.88703;6.88422;9.00902;7.5;
9.56518;6.89185;6.88927;9.07606;7.5;
9.56519;6.89607;6.89374;9.13683;7.5;
9.5652;6.89968;6.8976;9.19111;7.5;
9.56521;6.90266;6.90084;9.23867;7.5;
9.56522;6.905;6.90345;9.27933;7.5;
9.56523;6.90668;6.90541;9.31293;7.5;
9.56524;6.90772;6.90672;9.33933;7.5;
9.56525;6.90809;6.90738;9.35844;7.5;
9.56526;6.9078;6.90737;9.37018;7.5;
9.56527;6.90685;6.90671;9.37449;7.5;
9.56528;6.90524;6.90539;9.37138;7.5;
9.56529;6.90299;6.90342;9.36084;7.5;
9.5653;6.90009;6.90081;9.34291;7.5;
9.56531;6.89656;6.89756;9.31768;7.5;
9.56532;6.89241;6.89369;9.28523;7.5;
9.56533;6.88767;6.88922;9.2457;7.5;
9.56534;6.88234;6.88416;9.19924;7.5;
9.56535;6.87645;6.87854;9.14604;7.5;
9.56536;6.87002;6.87236;9.08629;7.5;
9.56537;6.86309;6.86567;9.02025;7.5;
9.56538;6.85566;6.85848;8.94816;7.5;
9.56539;6.84779;6.85082;8.87032;7.5;
9.5654;6.83949;6.84273;8.78702;7.5;
9.56541;6.83079;6.83424;8.69861;7.5;
9.56542;6.82174;6.82537;8.60541;7.5;
9.56543;6.81237;6.81617;8.50782;7.5;
9.56544;6.80271;6.80666;8.4062;7.5;
9.56545;6.79281;6.7969;8.30096;7.5;
9.56546;6.7827;6.78691;8.19251;7.5;
9.56547;6.77242;6.77674;8.08129;7.5;
9.56548;6.76201;6.76642;7.96773;7.5;
9.56549;6.75152;6.756;7.85228;7.5;
9.5655;6.74099;6.74552;7.7354;7.5;
9.56551;6.73045;6.73502;7.61755;7.5;
9.56552;6.71995;6.72454;7.49919;7.5;
9.56553;6.70953;6.71412;7.38079;7.5;
9.56554;6.69924;6.70381;7.26283;7.5;
9.56555;6.6891;6.69364;7.14576;7.5;
9.56556;6.67917;6.68365;7.03005;7.5;
9.56557;6.66948;6.67389;6.91615;7.5;
9.56558;6.66007;6.66439;6.80453;7.5;
9.56559;6.65098;6.65519;6.69561;7.5;
9.5656;6.64224;6.64633;6.58982;7.5;
9.56561;6.63389;6.63784;6.48759;7.5;
9.56562;6.62596;6.62975;6.38932;7.5;
9.56563;6.61848;6.6221;6.29539;7.5;
9.56564;6.61148;6.61492;6.20618;7.5;
9.56565;6.60499;6.60823;6.12204;7.5;
9.56566;6.59903;6.60206;6.0433;7.5;
9.56567;6.59363;6.59644;5.97026;7.5;
9.56568;6.58881;6.59139;5.90322;7.5;
9.56569;6.58459;6.58692;5.84245;7.5;
9.5657;6.58098;6.58306;5.78817;7.5;
9.56571;6.578;6.57982;5.74061;7.5;
9.56572;6.57566;6.57721;5.69995;7.5;
9.56573;6.57397;6.57525;5.66635;7.5;
9.56574;6.57294;6.57394;5.63995;7.5;
9.56575;6.57257;6.57328;5.62084;7.5;
9.56576;6.57286;6.57329;5.6091;7.5;
9.56577;6.57381;6.57395;5.60479;7.5;
9.56578;6.57541;6.57527;5.6079;7.5;
9.56579;6.57767;6.57724;5.61845;7.5;
9.5658;6.58057;6.57985;5.63637;7.5;
9.56581;6.5841;6.5831;5.6616;7.5;
9.56582;6.58825;6.58696;5.69405;7.5;
9.56583;6.59299;6.59143;5.73358;7.5;
9.56584;6.59832;6.59649;5.78004;7.5;
9.56585;6.60421;6.60212;5.83324;7.5;
9.56586;6.61063;6.60829;5.89299;7.5;
9.56587;6.61757;6.61499;5.95903;7.5;
9.56588;6.62499;6.62218;6.03112;7.5;
9.56589;6.63287;6.62983;6.10896;7.5;
9.5659;6.64117;6.63792;6.19226;7.5;
9.56591;6.64986;6.64642;6.28067;7.5;
9.56592;6.65891;6.65528;6.37387;7.5;
9.56593;6.66828;6.66449;6.47147;7.5;
9.56594;6.67794;6.67399;6.57308;7.5;
9.56595;6.68784;6.68375;6.67833;7.5;
9.56596;6.69795;6.69374;6.78677;7.5;
9.56597;6.70823;6.70391;6.89799;7.5;
9.56598;6.71864;6.71423;7.01155;7.5;
9.56599;6.72913;6.72465;7.127;7.5;
9.566;6.73966;6.73513;7.24388;7.5;
9.56601;6.7502;6.74563;7.36173;7.5;
9.56602;6.7607;6.75611;7.48009;7.5;
9.56603;6.77112;6.76653;7.59849;7.5;
9.56604;6.78141;6.77684;7.71645;7.5;
9.56605;6.79155;6.78702;7.83352;7.5;
9.56606;6.80148;6.797;7.94923;7.5;
9.56607;6.81117;6.80676;8.06313;7.5;
9.56608;6.82058;6.81626;8.17475;7.5;
9.56609;6.82967;6.82546;8.28368;7.5;
9.5661;6.83841;6.83433;8.38946;7.5;
9.56611;6.84677;6.84282;8.49169;7.5;
9.56612;6.8547;6.85091;8.58996;7.5;
9.56613;6.86218;6.85856;8.68389;7.5;
9.56614;6.86918;6.86574;8.7731;7.5;
9.56615;6.87567;6.87243;8.85724;7.5;
9.56616;6.88163;6.8786;8.93599;7.5;
9.56617;6.88703;6.88422;9.00902;7.5;
9.56618;6.89185;6.88927;9.07606;7.5;
9.56619;6.89607;6.89374;9.13683;7.5;
9.5662;6.89968;6.8976;9.19111;7.5;
9.56621;6.90266;6.90084;9.23867;7.5;
9.56622;6.90499;6.90344;9.27933;7.5;
9.56623;6.90668;6.90541;9.31293;7.5;
9.56624;6.90772;6.90672;9.33933;7.5;
9.56625;6.90809;6.90737;9.35844;7.5;
9.56626;6.9078;6.90737;9.37018;7.5;
9.56627;6.90685;6.90671;9.37449;7.5;
9.56628;6.90524;6.90539;9.37138;7.5;
9.56629;6.90298;6.90342;9.36084;7.5;
9.5663;6.90009;6.90081;9.34291;7.5;
9.56631;6.89656;6.89756;9.31768;7.5;
9.56632;6.89241;6.89369;9.28523;7.5;
9.56633;6.88766;6.88922;9.2457;7.5;
9.56634;6.88234;6.88416;9.19924;7.5;
9.56635;6.87645;6.87853;9.14604;7.5;
9.56636;6.87002;6.87236;9.08629;7.5;
9.56637;6.86309;6.86567;9.02025;7.5;
9.56638;6.85566;6.85848;8.94816;7.5;
9.56639;6.84779;6.85082;8.87032;7.5;
9.5664;6.83948;6.84273;8.78702;7.5;
9.56641;6.83079;6.83423;8.69861;7.5;
9.56642;6.82174;6.82537;8.60541;7.5;
9.56643;6.81237;6.81616;8.50782;7.5;
9.56644;6.80271;6.80666;8.4062;7.5;
9.56645;6.79281;6.7969;8.30096;7.5;
9.56646;6.7827;6.78691;8.19251;7.5;
9.56647;6.77242;6.77674;8.08129;7.5;
9.56648;6.76201;6.76642;7.96773;7.5;
9.56649;6.75152;6.756;7.85228;7.5;
9.5665;6.74099;6.74552;7.7354;7.5;
9.56651;6.73045;6.73502;7.61755;7.5;
9.56652;6.71995;6.72454;7.49919;7.5;
9.56653;6.70953;6.71412;7.38079;7.5;
9.56654;6.69924;6.70381;7.26283;7.5;
9.56655;6.6891;6.69364;7.14576;7.5;
9.56656;6.67917;6.68365;7.03005;7.5;
9.56657;6.66948;6.67389;6.91615;7.5;
9.56658;6.66007;6.66439;6.80453;7.5;
9.56659;6.65098;6.65519;6.69561;7.5;
9.5666;6.64224;6.64633;6.58982;7.5;
9.56661;6.63389;6.63784;6.48759;7.5;
9.56662;6.62596;6.62975;6.38932;7.5;
9.56663;6.61847;6.6221;6.29539;7.5;
9.56664;6.61148;6.61491;6.20618;7.5;
9.56665;6.60498;6.60823;6.12204;7.5;
9.56666;6.59903;6.60206;6.0433;7.5;
9.56667;6.59363;6.59644;5.97026;7.5;
9.56668;6.58881;6.59138;5.90322;7.5;
9.56669;6.58459;6.58692;5.84245;7.5;
9.5667;6.58098;6.58306;5.78817;7.5;
9.56671;6.578;6.57982;5.74061;7.5;
9.56672;6.57566;6.57721;5.69995;7.5;
9.56673;6.57397;6.57525;5.66635;7.5;
9.56674;6.57294;6.57394;5.63995;7.5;
9.56675;6.57257;6.57328;5.62084;7.5;
9.56676;6.57286;6.57329;5.6091;7.5;
9.56677;6.57381;6.57395;5.60479;7.5;
9.56678;6.57541;6.57527;5.6079;7.5;
9.56679;6.57767;6.57724;5.61845;7.5;
9.5668;6.58057;6.57985;5.63637;7.5;
9.56681;6.5841;6.58309;5.6616;7.5;
9.56682;6.58824;6.58696;5.69405;7.5;
9.56683;6.59299;6.59143;5.73358;7.5;
9.56684;6.59832;6.59649;5.78004;7.5;
9.56685;6.60421;6.60212;5.83324;7.5;
9.56686;6.61063;6.60829;5.89299;7.5;
9.56687;6.61757;6.61499;5.95903;7.5;
9.56688;6.62499;6.62217;6.03112;7.5;
9.56689;6.63287;6.62983;6.10896;7.5;
9.5669;6.64117;6.63792;6.19226;7.5;
9.56691;6.64986;6.64642;6.28067;7.5;
9.56692;6.65891;6.65528;6.37387;7.5;
9.56693;6.66828;6.66449;6.47147;7.5;
9.56694;6.67794;6.67399;6.57308;7.5;
9.56695;6.68784;6.68375;6.67833;7.5;
9.56696;6.69795;6.69374;6.78677;7.5;
9.56697;6.70823;6.70391;6.89799;7.5;
9.56698;6.71864;6.71423;7.01155;7.5;
9.56699;6.72913;6.72465;7.127;7.5;
9.567;6.73966;6.73513;7.24388;7.5;
9.56701;6.7502;6.74563;7.36173;7.5;
9.56702;6.7607;6.75611;7.48009;7.5;
9.56703;6.77112;6.76653;7.59849;7.5;
9.56704;6.78141;6.77684;7.71645;7.5;
9.56705;6.79155;6.78701;7.83352;7.5;
9.56706;6.80148;6.797;7.94923;7.5;
9.56707;6.81117;6.80676;8.06313;7.5;
9.56708;6.82058;6.81626;8.17475;7.5;
9.56709;6.82967;6.82546;8.28368;7.5;
9.5671;6.83841;6.83432;8.38946;7.5;
9.56711;6.84676;6.84282;8.49169;7.5;
9.56712;6.8547;6.8509;8.58996;7.5;
9.56713;6.86218;6.85855;8.68389;7.5;
9.56714;6.86918;6.86574;8.7731;7.5;
9.56715;6.87567;6.87243;8.85724;7.5;
9.56716;6.88163;6.87859;8.93599;7.5;
9.56717;6.88702;6.88422;9.00902;7.5;
9.56718;6.89184;6.88927;9.07606;7.5;
9.56719;6.89607;6.89374;9.13683;7.5;
9.5672;6.89967;6.8976;9.19111;7.5;
9.56721;6.90265;6.90084;9.23867;7.5;
9.56722;6.90499;6.90344;9.27933;7.5;
9.56723;6.90668;6.90541;9.31293;7.5;
9.56724;6.90771;6.90672;9.33933;7.5;
9.56725;6.90809;6.90737;9.35844;7.5;
9.56726;6.9078;6.90737;9.37018;7.5;
9.56727;6.90685;6.90671;9.37449;7.5;
9.56728;6.90524;6.90539;9.37138;7.5;
9.56729;6.90298;6.90342;9.36084;7.5;
9.5673;6.90008;6.90081;9.34291;7.5;
9.56731;6.89655;6.89756;9.31768;7.5;
9.56732;6.89241;6.89369;9.28523;7.5;
9.56733;6.88766;6.88922;9.2457;7.5;
9.56734;6.88234;6.88416;9.19924;7.5;
9.56735;6.87645;6.87853;9.14604;7.5;
9.56736;6.87002;6.87236;9.08629;7.5;
9.56737;6.86308;6.86567;9.02025;7.5;
9.56738;6.85566;6.85848;8.94816;7.5;
9.56739;6.84778;6.85082;8.87032;7.5;
9.5674;6.83948;6.84273;8.78702;7.5;
9.56741;6.83079;6.83423;8.69861;7.5;
9.56742;6.82174;6.82537;8.60541;7.5;
9.56743;6.81237;6.81616;8.50782;7.5;
9.56744;6.80271;6.80666;8.4062;7.5;
9.56745;6.79281;6.7969;8.30096;7.5;
9.56746;6.7827;6.78691;8.19251;7.5;
9.56747;6.77242;6.77674;8.08129;7.5;
9.56748;6.76201;6.76642;7.96773;7.5;
9.56749;6.75152;6.756;7.85228;7.5;
9.5675;6.74099;6.74552;7.7354;7.5;
9.56751;6.73045;6.73502;7.61755;7.5;
9.56752;6.71995;6.72454;7.49919;7.5;
9.56753;6.70953;6.71412;7.38079;7.5;
9.56754;6.69924;6.7038;7.26283;7.5;
9.56755;6.6891;6.69363;7.14576;7.5;
9.56756;6.67917;6.68365;7.03005;7.5;
9.56757;6.66948;6.67389;6.91615;7.5;
9.56758;6.66007;6.66439;6.80453;7.5;
9.56759;6.65098;6.65519;6.69561;7.5;
9.5676;6.64224;6.64633;6.58982;7.5;
9.56761;6.63389;6.63783;6.48759;7.5;
9.56762;6.62595;6.62975;6.38932;7.5;
9.56763;6.61847;6.6221;6.29539;7.5;
9.56764;6.61147;6.61491;6.20618;7.5;
9.56765;6.60498;6.60822;6.12204;7.5;
9.56766;6.59903;6.60206;6.0433;7.5;
9.56767;6.59363;6.59644;5.97026;7.5;
9.56768;6.58881;6.59138;5.90322;7.5;
9.56769;6.58459;6.58692;5.84245;7.5;
9.5677;6.58098;6.58306;5.78817;7.5;
9.56771;6.578;6.57982;5.74061;7.5;
9.56772;6.57566;6.57721;5.69995;7.5;
9.56773;6.57397;6.57525;5.66635;7.5;
9.56774;6.57294;6.57394;5.63995;7.5;
9.56775;6.57257;6.57328;5.62084;7.5;
9.56776;6.57286;6.57328;5.6091;7.5;
9.56777;6.57381;6.57395;5.60479;7.5;
9.56778;6.57541;6.57526;5.6079;7.5;
9.56779;6.57767;6.57723;5.61845;7.5;
9.5678;6.58057;6.57985;5.63637;7.5;
9.56781;6.5841;6.58309;5.6616;7.5;
9.56782;6.58824;6.58696;5.69405;7.5;
9.56783;6.59299;6.59143;5.73358;7.5;
9.56784;6.59832;6.59649;5.78004;7.5;
9.56785;6.6042;6.60212;5.83324;7.5;
9.56786;6.61063;6.60829;5.89299;7.5;
9.56787;6.61757;6.61498;5.95903;7.5;
9.56788;6.62499;6.62217;6.03112;7.5;
9.56789;6.63286;6.62983;6.10896;7.5;
9.5679;6.64117;6.63792;6.19226;7.5;
9.56791;6.64986;6.64641;6.28067;7.5;
9.56792;6.65891;6.65528;6.37387;7.5;
9.56793;6.66828;6.66448;6.47147;7.5;
9.56794;6.67794;6.67399;6.57308;7.5;
9.56795;6.68784;6.68375;6.67833;7.5;
9.56796;6.69795;6.69374;6.78677;7.5;
9.56797;6.70823;6.70391;6.89799;7.5;
9.56798;6.71863;6.71423;7.01155;7.5;
9.56799;6.72913;6.72465;7.127;7.5;
9.568;6.73966;6.73513;7.24388;7.5;
9.56801;6.7502;6.74563;7.36173;7.5;
9.56802;6.7607;6.75611;7.48009;7.5;
9.56803;6.77111;6.76653;7.59849;7.5;
9.56804;6.78141;6.77684;7.71645;7.5;
9.56805;6.79154;6.78701;7.83352;7.5;
9.56806;6.80148;6.797;7.94923;7.5;
9.56807;6.81117;6.80676;8.06313;7.5;
9.56808;6.82058;6.81626;8.17475;7.5;
9.56809;6.82967;6.82546;8.28368;7.5;
9.5681;6.83841;6.83432;8.38946;7.5;
9.56811;6.84676;6.84282;8.49169;7.5;
9.56812;6.8547;6.8509;8.58996;7.5;
9.56813;6.86218;6.85855;8.68389;7.5;
9.56814;6.86918;6.86574;8.7731;7.5;
9.56815;6.87567;6.87243;8.85724;7.5;
9.56816;6.88162;6.87859;8.93599;7.5;
9.56817;6.88702;6.88421;9.00902;7.5;
9.56818;6.89184;6.88927;9.07606;7.5;
9.56819;6.89607;6.89373;9.13683;7.5;
9.5682;6.89967;6.89759;9.19111;7.5;
9.56821;6.90265;6.90083;9.23867;7.5;
9.56822;6.90499;6.90344;9.27933;7.5;
9.56823;6.90668;6.9054;9.31293;7.5;
9.56824;6.90771;6.90672;9.33933;7.5;
9.56825;6.90809;6.90737;9.35844;7.5;
9.56826;6.9078;6.90737;9.37018;7.5;
9.56827;6.90685;6.90671;9.37449;7.5;
9.56828;6.90524;6.90539;9.37138;7.5;
9.56829;6.90298;6.90342;9.36084;7.5;
9.5683;6.90008;6.9008;9.34291;7.5;
9.56831;6.89655;6.89756;9.31768;7.5;
9.56832;6.89241;6.89369;9.28523;7.5;
9.56833;6.88766;6.88922;9.2457;7.5;
9.56834;6.88233;6.88416;9.19924;7.5;
9.56835;6.87645;6.87853;9.14604;7.5;
9.56836;6.87002;6.87236;9.08629;7.5;
9.56837;6.86308;6.86566;9.02025;7.5;
9.56838;6.85566;6.85848;8.94816;7.5;
9.56839;6.84778;6.85082;8.87032;7.5;
9.5684;6.83948;6.84273;8.78702;7.5;
9.56841;6.83079;6.83423;8.69861;7.5;
9.56842;6.82174;6.82537;8.60541;7.5;
9.56843;6.81236;6.81616;8.50782;7.5;
9.56844;6.80271;6.80666;8.4062;7.5;
9.56845;6.7928;6.79689;8.30096;7.5;
9.56846;6.78269;6.78691;8.19251;7.5;
9.56847;6.77242;6.77673;8.08129;7.5;
9.56848;6.76201;6.76642;7.96773;7.5;
9.56849;6.75152;6.756;7.85228;7.5;
9.5685;6.74098;6.74552;7.7354;7.5;
9.56851;6.73045;6.73502;7.61755;7.5;
9.56852;6.71995;6.72454;7.49919;7.5;
9.56853;6.70953;6.71412;7.38079;7.5;
9.56854;6.69923;6.7038;7.26283;7.5;
9.56855;6.6891;6.69363;7.14576;7.5;
9.56856;6.67917;6.68365;7.03005;7.5;
9.56857;6.66948;6.67389;6.91615;7.5;
9.56858;6.66007;6.66439;6.80453;7.5;
9.56859;6.65098;6.65519;6.69561;7.5;
9.5686;6.64224;6.64632;6.58982;7.5;
9.56861;6.63388;6.63783;6.48759;7.5;
9.56862;6.62595;6.62975;6.38932;7.5;
9.56863;6.61847;6.6221;6.29539;7.5;
9.56864;6.61147;6.61491;6.20618;7.5;
9.56865;6.60498;6.60822;6.12204;7.5;
9.56866;6.59902;6.60206;6.0433;7.5;
9.56867;6.59363;6.59644;5.97026;7.5;
9.56868;6.58881;6.59138;5.90322;7.5;
9.56869;6.58458;6.58692;5.84245;7.5;
9.5687;6.58098;6.58306;5.78817;7.5;
9.56871;6.578;6.57982;5.74061;7.5;
9.56872;6.57566;6.57721;5.69995;7.5;
9.56873;6.57397;6.57525;5.66635;7.5;
9.56874;6.57294;6.57393;5.63995;7.5;
9.56875;6.57256;6.57328;5.62084;7.5;
9.56876;6.57285;6.57328;5.6091;7.5;
9.56877;6.5738;6.57394;5.60479;7.5;
9.56878;6.57541;6.57526;5.6079;7.5;
9.56879;6.57767;6.57723;5.61845;7.5;
9.5688;6.58057;6.57985;5.63637;7.5;
9.56881;6.5841;6.58309;5.6616;7.5;
9.56882;6.58824;6.58696;5.69405;7.5;
9.56883;6.59299;6.59143;5.73358;7.5;
9.56884;6.59831;6.59649;5.78004;7.5;
9.56885;6.6042;6.60212;5.83324;7.5;
9.56886;6.61063;6.60829;5.89299;7.5;
9.56887;6.61756;6.61498;5.95903;7.5;
9.56888;6.62499;6.62217;6.03112;7.5;
9.56889;6.63286;6.62983;6.10896;7.5;
9.5689;6.64116;6.63792;6.19226;7.5;
9.56891;6.64986;6.64641;6.28067;7.5;
9.56892;6.65891;6.65528;6.37387;7.5;
9.56893;6.66828;6.66448;6.47147;7.5;
9.56894;6.67794;6.67399;6.57308;7.5;
9.56895;6.68784;6.68375;6.67833;7.5;
9.56896;6.69795;6.69374;6.78677;7.5;
9.56897;6.70823;6.70391;6.89799;7.5;
9.56898;6.71863;6.71423;7.01155;7.5;
9.56899;6.72912;6.72464;7.127;7.5;
9.569;6.73966;6.73513;7.24388;7.5;
9.56901;6.7502;6.74563;7.36173;7.5;
9.56902;6.7607;6.75611;7.48009;7.5;
9.56903;6.77111;6.76653;7.59849;7.5;
9.56904;6.78141;6.77684;7.71645;7.5;
9.56905;6.79154;6.78701;7.83352;7.5;
9.56906;6.80148;6.797;7.94923;7.5;
9.56907;6.81117;6.80676;8.06313;7.5;
9.56908;6.82058;6.81626;8.17475;7.5;
9.56909;6.82967;6.82546;8.28368;7.5;
9.5691;6.83841;6.83432;8.38946;7.5;
9.56911;6.84676;6.84281;8.49169;7.5;
9.56912;6.85469;6.8509;8.58996;7.5;
9.56913;6.86217;6.85855;8.68389;7.5;
9.56914;6.86917;6.86574;8.7731;7.5;
9.56915;6.87567;6.87242;8.85724;7.5;
9.56916;6.88162;6.87859;8.93599;7.5;
9.56917;6.88702;6.88421;9.00902;7.5;
9.56918;6.89184;6.88927;9.07606;7.5;
9.56919;6.89606;6.89373;9.13683;7.5;
9.5692;6.89967;6.89759;9.19111;7.5;
9.56921;6.90265;6.90083;9.23867;7.5;
9.56922;6.90499;6.90344;9.27933;7.5;
9.56923;6.90668;6.9054;9.31293;7.5;
