time;V(/OUT_N);V(/OUT_P);V(/OUT_SINGLE);V(/Vmid);
9.20809;0.57634;0.57576;2.61891;2.5;
9.2081;0.57868;0.578119;2.63395;2.5;
9.20811;0.580921;0.580381;2.64841;2.5;
9.20812;0.583054;0.582538;2.66225;2.5;
9.20813;0.585071;0.584581;2.67541;2.5;
9.20814;0.586964;0.586501;2.68783;2.5;
9.20815;0.588725;0.588293;2.69947;2.5;
9.20816;0.590349;0.589947;2.71028;2.5;
9.20817;0.591827;0.591458;2.72022;2.5;
9.20818;0.593156;0.592821;2.72924;2.5;
9.20819;0.594328;0.594029;2.73733;2.5;
9.2082;0.595341;0.595078;2.74444;2.5;
9.20821;0.596189;0.595964;2.75054;2.5;
9.20822;0.59687;0.596683;2.75562;2.5;
9.20823;0.597381;0.597234;2.75965;2.5;
9.20824;0.59772;0.597612;2.76262;2.5;
9.20825;0.597886;0.597818;2.76451;2.5;
9.20826;0.597878;0.59785;2.76533;2.5;
9.20827;0.597696;0.597709;2.76506;2.5;
9.20828;0.59734;0.597394;2.7637;2.5;
9.20829;0.596813;0.596907;2.76127;2.5;
9.2083;0.596116;0.59625;2.75777;2.5;
9.20831;0.595252;0.595425;2.75322;2.5;
9.20832;0.594224;0.594436;2.74762;2.5;
9.20833;0.593036;0.593286;2.74102;2.5;
9.20834;0.591694;0.591981;2.73342;2.5;
9.20835;0.590201;0.590524;2.72486;2.5;
9.20836;0.588564;0.588922;2.71537;2.5;
9.20837;0.58679;0.58718;2.70499;2.5;
9.20838;0.584885;0.585307;2.69377;2.5;
9.20839;0.582857;0.583309;2.68173;2.5;
9.2084;0.580713;0.581193;2.66894;2.5;
9.20841;0.578463;0.578969;2.65544;2.5;
9.20842;0.576114;0.576645;2.64128;2.5;
9.20843;0.573677;0.574231;2.62652;2.5;
9.20844;0.571161;0.571735;2.61122;2.5;
9.20845;0.568576;0.569168;2.59543;2.5;
9.20846;0.565932;0.566539;2.57923;2.5;
9.20847;0.56324;0.56386;2.56267;2.5;
9.20848;0.56051;0.561141;2.54582;2.5;
9.20849;0.557754;0.558393;2.52876;2.5;
9.2085;0.554982;0.555626;2.51153;2.5;
9.20851;0.552205;0.552853;2.49422;2.5;
9.20852;0.549435;0.550083;2.47689;2.5;
9.20853;0.546682;0.547327;2.45962;2.5;
9.20854;0.543957;0.544598;2.44246;2.5;
9.20855;0.541271;0.541905;2.42549;2.5;
9.20856;0.538635;0.539259;2.40878;2.5;
9.20857;0.536059;0.536671;2.39239;2.5;
9.20858;0.533554;0.534151;2.37639;2.5;
9.20859;0.531129;0.531709;2.36084;2.5;
9.2086;0.528794;0.529354;2.3458;2.5;
9.20861;0.526557;0.527096;2.33134;2.5;
9.20862;0.524429;0.524944;2.3175;2.5;
9.20863;0.522417;0.522906;2.30434;2.5;
9.20864;0.520528;0.52099;2.29192;2.5;
9.20865;0.518771;0.519204;2.28028;2.5;
9.20866;0.517152;0.517554;2.26947;2.5;
9.20867;0.515678;0.516047;2.25954;2.5;
9.20868;0.514353;0.514688;2.25051;2.5;
9.20869;0.513184;0.513484;2.24242;2.5;
9.2087;0.512175;0.512438;2.23531;2.5;
9.20871;0.511329;0.511555;2.22921;2.5;
9.20872;0.510651;0.510837;2.22413;2.5;
9.20873;0.510141;0.510289;2.2201;2.5;
9.20874;0.509803;0.509911;2.21713;2.5;
9.20875;0.509638;0.509706;2.21524;2.5;
9.20876;0.509646;0.509674;2.21442;2.5;
9.20877;0.509828;0.509815;2.21469;2.5;
9.20878;0.510182;0.510128;2.21605;2.5;
9.20879;0.510707;0.510614;2.21848;2.5;
9.2088;0.511402;0.511268;2.22198;2.5;
9.20881;0.512263;0.51209;2.22653;2.5;
9.20882;0.513288;0.513076;2.23213;2.5;
9.20883;0.514472;0.514222;2.23873;2.5;
9.20884;0.515811;0.515524;2.24633;2.5;
9.20885;0.517299;0.516976;2.25489;2.5;
9.20886;0.518931;0.518574;2.26438;2.5;
9.20887;0.520701;0.520311;2.27476;2.5;
9.20888;0.522601;0.522179;2.28598;2.5;
9.20889;0.524625;0.524173;2.29802;2.5;
9.2089;0.526764;0.526284;2.31081;2.5;
9.20891;0.52901;0.528503;2.32432;2.5;
9.20892;0.531354;0.530823;2.33847;2.5;
9.20893;0.533787;0.533234;2.35323;2.5;
9.20894;0.5363;0.535726;2.36854;2.5;
9.20895;0.538881;0.53829;2.38432;2.5;
9.20896;0.541523;0.540916;2.40052;2.5;
9.20897;0.544212;0.543592;2.41708;2.5;
9.20898;0.54694;0.54631;2.43393;2.5;
9.20899;0.549696;0.549057;2.451;2.5;
9.209;0.552467;0.551823;2.46822;2.5;
9.20901;0.555244;0.554597;2.48553;2.5;
9.20902;0.558015;0.557367;2.50286;2.5;
9.20903;0.560769;0.560124;2.52013;2.5;
9.20904;0.563496;0.562855;2.53729;2.5;
9.20905;0.566184;0.56555;2.55426;2.5;
9.20906;0.568823;0.568199;2.57097;2.5;
9.20907;0.571402;0.57079;2.58736;2.5;
9.20908;0.573911;0.573314;2.60336;2.5;
9.20909;0.57634;0.57576;2.61891;2.5;
9.2091;0.578679;0.578118;2.63395;2.5;
9.20911;0.58092;0.580381;2.64841;2.5;
9.20912;0.583053;0.582537;2.66225;2.5;
9.20913;0.58507;0.58458;2.67541;2.5;
9.20914;0.586963;0.586501;2.68783;2.5;
9.20915;0.588724;0.588292;2.69947;2.5;
9.20916;0.590348;0.589946;2.71028;2.5;
9.20917;0.591826;0.591457;2.72022;2.5;
9.20918;0.593155;0.59282;2.72924;2.5;
9.20919;0.594327;0.594028;2.73733;2.5;
9.2092;0.59534;0.595077;2.74444;2.5;
9.20921;0.596188;0.595963;2.75054;2.5;
9.20922;0.596869;0.596683;2.75562;2.5;
9.20923;0.59738;0.597233;2.75965;2.5;
9.20924;0.597719;0.597612;2.76262;2.5;
9.20925;0.597885;0.597817;2.76451;2.5;
9.20926;0.597877;0.59785;2.76533;2.5;
9.20927;0.597695;0.597708;2.76506;2.5;
9.20928;0.597339;0.597393;2.7637;2.5;
9.20929;0.596812;0.596906;2.76127;2.5;
9.2093;0.596115;0.596249;2.75777;2.5;
9.20931;0.595251;0.595424;2.75322;2.5;
9.20932;0.594223;0.594435;2.74762;2.5;
9.20933;0.593036;0.593286;2.74102;2.5;
9.20934;0.591693;0.59198;2.73342;2.5;
9.20935;0.5902;0.590523;2.72486;2.5;
9.20936;0.588564;0.588921;2.71537;2.5;
9.20937;0.586789;0.58718;2.70499;2.5;
9.20938;0.584884;0.585306;2.69377;2.5;
9.20939;0.582856;0.583308;2.68173;2.5;
9.2094;0.580712;0.581193;2.66894;2.5;
9.20941;0.578462;0.578969;2.65544;2.5;
9.20942;0.576113;0.576645;2.64128;2.5;
9.20943;0.573676;0.57423;2.62652;2.5;
9.20944;0.57116;0.571734;2.61122;2.5;
9.20945;0.568575;0.569167;2.59543;2.5;
9.20946;0.565931;0.566538;2.57923;2.5;
9.20947;0.563239;0.563859;2.56267;2.5;
9.20948;0.56051;0.56114;2.54582;2.5;
9.20949;0.557753;0.558392;2.52876;2.5;
9.2095;0.554981;0.555626;2.51153;2.5;
9.20951;0.552204;0.552852;2.49422;2.5;
9.20952;0.549434;0.550082;2.47689;2.5;
9.20953;0.546681;0.547326;2.45962;2.5;
9.20954;0.543956;0.544597;2.44246;2.5;
9.20955;0.54127;0.541904;2.42549;2.5;
9.20956;0.538634;0.539258;2.40878;2.5;
9.20957;0.536058;0.53667;2.39239;2.5;
9.20958;0.533553;0.53415;2.37639;2.5;
9.20959;0.531128;0.531708;2.36084;2.5;
9.2096;0.528793;0.529353;2.3458;2.5;
9.20961;0.526557;0.527096;2.33134;2.5;
9.20962;0.524428;0.524944;2.3175;2.5;
9.20963;0.522416;0.522906;2.30434;2.5;
9.20964;0.520527;0.52099;2.29192;2.5;
9.20965;0.51877;0.519203;2.28028;2.5;
9.20966;0.517151;0.517553;2.26947;2.5;
9.20967;0.515677;0.516046;2.25954;2.5;
9.20968;0.514353;0.514688;2.25051;2.5;
9.20969;0.513184;0.513483;2.24242;2.5;
9.2097;0.512174;0.512437;2.23531;2.5;
9.20971;0.511329;0.511554;2.22921;2.5;
9.20972;0.51065;0.510837;2.22413;2.5;
9.20973;0.51014;0.510288;2.2201;2.5;
9.20974;0.509802;0.50991;2.21713;2.5;
9.20975;0.509637;0.509705;2.21524;2.5;
9.20976;0.509646;0.509673;2.21442;2.5;
9.20977;0.509827;0.509814;2.21469;2.5;
9.20978;0.510181;0.510128;2.21605;2.5;
9.20979;0.510707;0.510613;2.21848;2.5;
9.2098;0.511401;0.511268;2.22198;2.5;
9.20981;0.512263;0.512089;2.22653;2.5;
9.20982;0.513287;0.513075;2.23213;2.5;
9.20983;0.514471;0.514221;2.23873;2.5;
9.20984;0.51581;0.515523;2.24633;2.5;
9.20985;0.517298;0.516976;2.25489;2.5;
9.20986;0.518931;0.518573;2.26438;2.5;
9.20987;0.5207;0.52031;2.27476;2.5;
9.20988;0.522601;0.522178;2.28598;2.5;
9.20989;0.524624;0.524172;2.29802;2.5;
9.2099;0.526763;0.526283;2.31081;2.5;
9.20991;0.529009;0.528502;2.32432;2.5;
9.20992;0.531353;0.530822;2.33847;2.5;
9.20993;0.533786;0.533233;2.35323;2.5;
9.20994;0.536299;0.535725;2.36854;2.5;
9.20995;0.538881;0.538289;2.38432;2.5;
9.20996;0.541522;0.540915;2.40052;2.5;
9.20997;0.544212;0.543592;2.41708;2.5;
9.20998;0.54694;0.546309;2.43393;2.5;
9.20999;0.549695;0.549056;2.451;2.5;
9.21;0.552466;0.551822;2.46822;2.5;
9.21001;0.555243;0.554596;2.48553;2.5;
9.21002;0.558014;0.557366;2.50286;2.5;
9.21003;0.560769;0.560123;2.52013;2.5;
9.21004;0.563495;0.562854;2.53729;2.5;
9.21005;0.566183;0.565549;2.55426;2.5;
9.21006;0.568822;0.568198;2.57097;2.5;
9.21007;0.571401;0.570789;2.58736;2.5;
9.21008;0.57391;0.573313;2.60336;2.5;
9.21009;0.576339;0.575759;2.61891;2.5;
9.2101;0.578678;0.578118;2.63395;2.5;
9.21011;0.580919;0.58038;2.64841;2.5;
9.21012;0.583052;0.582537;2.66225;2.5;
9.21013;0.585069;0.584579;2.67541;2.5;
9.21014;0.586962;0.5865;2.68783;2.5;
9.21015;0.588724;0.588291;2.69947;2.5;
9.21016;0.590347;0.589945;2.71028;2.5;
9.21017;0.591826;0.591457;2.72022;2.5;
9.21018;0.593154;0.592819;2.72924;2.5;
9.21019;0.594327;0.594027;2.73733;2.5;
9.2102;0.595339;0.595076;2.74444;2.5;
9.21021;0.596188;0.595962;2.75054;2.5;
9.21022;0.596869;0.596682;2.75562;2.5;
9.21023;0.59738;0.597232;2.75965;2.5;
9.21024;0.597719;0.597611;2.76262;2.5;
9.21025;0.597884;0.597817;2.76451;2.5;
9.21026;0.597876;0.597849;2.76533;2.5;
9.21027;0.597694;0.597707;2.76506;2.5;
9.21028;0.597339;0.597392;2.7637;2.5;
9.21029;0.596811;0.596905;2.76127;2.5;
9.2103;0.596114;0.596248;2.75777;2.5;
9.21031;0.59525;0.595424;2.75322;2.5;
9.21032;0.594222;0.594434;2.74762;2.5;
9.21033;0.593035;0.593285;2.74102;2.5;
9.21034;0.591692;0.591979;2.73342;2.5;
9.21035;0.590199;0.590522;2.72486;2.5;
9.21036;0.588563;0.58892;2.71537;2.5;
9.21037;0.586788;0.587179;2.70499;2.5;
9.21038;0.584883;0.585305;2.69377;2.5;
9.21039;0.582855;0.583307;2.68173;2.5;
9.2104;0.580711;0.581192;2.66894;2.5;
9.21041;0.578461;0.578968;2.65544;2.5;
9.21042;0.576113;0.576644;2.64128;2.5;
9.21043;0.573676;0.574229;2.62652;2.5;
9.21044;0.57116;0.571733;2.61122;2.5;
9.21045;0.568574;0.569166;2.59543;2.5;
9.21046;0.565931;0.566538;2.57923;2.5;
9.21047;0.563239;0.563859;2.56267;2.5;
9.21048;0.560509;0.56114;2.54582;2.5;
9.21049;0.557752;0.558391;2.52876;2.5;
9.2105;0.55498;0.555625;2.51153;2.5;
9.21051;0.552204;0.552851;2.49422;2.5;
9.21052;0.549433;0.550081;2.47689;2.5;
9.21053;0.54668;0.547326;2.45962;2.5;
9.21054;0.543955;0.544596;2.44246;2.5;
9.21055;0.541269;0.541903;2.42549;2.5;
9.21056;0.538633;0.539257;2.40878;2.5;
9.21057;0.536058;0.536669;2.39239;2.5;
9.21058;0.533552;0.534149;2.37639;2.5;
9.21059;0.531127;0.531707;2.36084;2.5;
9.2106;0.528792;0.529353;2.3458;2.5;
9.21061;0.526556;0.527095;2.33134;2.5;
9.21062;0.524427;0.524943;2.3175;2.5;
9.21063;0.522415;0.522905;2.30434;2.5;
9.21064;0.520527;0.520989;2.29192;2.5;
9.21065;0.51877;0.519202;2.28028;2.5;
9.21066;0.517151;0.517552;2.26947;2.5;
9.21067;0.515676;0.516045;2.25954;2.5;
9.21068;0.514352;0.514687;2.25051;2.5;
9.21069;0.513183;0.513482;2.24242;2.5;
9.2107;0.512173;0.512436;2.23531;2.5;
9.21071;0.511328;0.511553;2.22921;2.5;
9.21072;0.510649;0.510836;2.22413;2.5;
9.21073;0.51014;0.510287;2.2201;2.5;
9.21074;0.509802;0.50991;2.21713;2.5;
9.21075;0.509637;0.509704;2.21524;2.5;
9.21076;0.509645;0.509672;2.21442;2.5;
9.21077;0.509826;0.509813;2.21469;2.5;
9.21078;0.51018;0.510127;2.21605;2.5;
9.21079;0.510706;0.510612;2.21848;2.5;
9.2108;0.511401;0.511267;2.22198;2.5;
9.21081;0.512262;0.512089;2.22653;2.5;
9.21082;0.513286;0.513074;2.23213;2.5;
9.21083;0.51447;0.514221;2.23873;2.5;
9.21084;0.515809;0.515522;2.24633;2.5;
9.21085;0.517297;0.516975;2.25489;2.5;
9.21086;0.51893;0.518572;2.26438;2.5;
9.21087;0.520699;0.520309;2.27476;2.5;
9.21088;0.5226;0.522178;2.28598;2.5;
9.21089;0.524623;0.524171;2.29802;2.5;
9.2109;0.526762;0.526282;2.31081;2.5;
9.21091;0.529008;0.528502;2.32432;2.5;
9.21092;0.531353;0.530821;2.33847;2.5;
9.21093;0.533786;0.533232;2.35323;2.5;
9.21094;0.536298;0.535724;2.36854;2.5;
9.21095;0.53888;0.538288;2.38432;2.5;
9.21096;0.541521;0.540914;2.40052;2.5;
9.21097;0.544211;0.543591;2.41708;2.5;
9.21098;0.546939;0.546308;2.43393;2.5;
9.21099;0.549694;0.549055;2.451;2.5;
9.211;0.552466;0.551821;2.46822;2.5;
9.21101;0.555242;0.554595;2.48553;2.5;
9.21102;0.558013;0.557366;2.50286;2.5;
9.21103;0.560768;0.560122;2.52013;2.5;
9.21104;0.563494;0.562853;2.53729;2.5;
9.21105;0.566182;0.565549;2.55426;2.5;
9.21106;0.568821;0.568197;2.57097;2.5;
9.21107;0.5714;0.570788;2.58736;2.5;
9.21108;0.573909;0.573312;2.60336;2.5;
9.21109;0.576338;0.575758;2.61891;2.5;
9.2111;0.578677;0.578117;2.63395;2.5;
9.21111;0.580918;0.580379;2.64841;2.5;
9.21112;0.583051;0.582536;2.66225;2.5;
9.21113;0.585068;0.584578;2.67541;2.5;
9.21114;0.586961;0.586499;2.68783;2.5;
9.21115;0.588723;0.58829;2.69947;2.5;
9.21116;0.590346;0.589945;2.71028;2.5;
9.21117;0.591825;0.591456;2.72022;2.5;
9.21118;0.593153;0.592818;2.72924;2.5;
9.21119;0.594326;0.594026;2.73733;2.5;
9.2112;0.595338;0.595075;2.74444;2.5;
9.21121;0.596187;0.595961;2.75054;2.5;
9.21122;0.596868;0.596681;2.75562;2.5;
9.21123;0.597379;0.597231;2.75965;2.5;
9.21124;0.597718;0.59761;2.76262;2.5;
9.21125;0.597884;0.597816;2.76451;2.5;
9.21126;0.597875;0.597848;2.76533;2.5;
9.21127;0.597693;0.597706;2.76506;2.5;
9.21128;0.597338;0.597391;2.7637;2.5;
9.21129;0.596811;0.596905;2.76127;2.5;
9.2113;0.596114;0.596247;2.75777;2.5;
9.21131;0.595249;0.595423;2.75322;2.5;
9.21132;0.594222;0.594434;2.74762;2.5;
9.21133;0.593034;0.593284;2.74102;2.5;
9.21134;0.591691;0.591978;2.73342;2.5;
9.21135;0.590199;0.590521;2.72486;2.5;
9.21136;0.588562;0.588919;2.71537;2.5;
9.21137;0.586788;0.587178;2.70499;2.5;
9.21138;0.584882;0.585305;2.69377;2.5;
9.21139;0.582854;0.583306;2.68173;2.5;
9.2114;0.580711;0.581191;2.66894;2.5;
9.21141;0.57846;0.578967;2.65544;2.5;
9.21142;0.576112;0.576643;2.64128;2.5;
9.21143;0.573675;0.574228;2.62652;2.5;
9.21144;0.571159;0.571732;2.61122;2.5;
9.21145;0.568574;0.569165;2.59543;2.5;
9.21146;0.56593;0.566537;2.57923;2.5;
9.21147;0.563238;0.563858;2.56267;2.5;
9.21148;0.560508;0.561139;2.54582;2.5;
9.21149;0.557752;0.55839;2.52876;2.5;
9.2115;0.55498;0.555624;2.51153;2.5;
9.21151;0.552203;0.55285;2.49422;2.5;
9.21152;0.549432;0.55008;2.47689;2.5;
9.21153;0.546679;0.547325;2.45962;2.5;
9.21154;0.543954;0.544595;2.44246;2.5;
9.21155;0.541269;0.541902;2.42549;2.5;
9.21156;0.538633;0.539257;2.40878;2.5;
9.21157;0.536057;0.536669;2.39239;2.5;
9.21158;0.533551;0.534149;2.37639;2.5;
9.21159;0.531126;0.531706;2.36084;2.5;
9.2116;0.528791;0.529352;2.3458;2.5;
9.21161;0.526555;0.527094;2.33134;2.5;
9.21162;0.524427;0.524942;2.3175;2.5;
9.21163;0.522414;0.522904;2.30434;2.5;
9.21164;0.520526;0.520988;2.29192;2.5;
9.21165;0.518769;0.519202;2.28028;2.5;
9.21166;0.51715;0.517552;2.26947;2.5;
9.21167;0.515675;0.516044;2.25954;2.5;
9.21168;0.514351;0.514686;2.25051;2.5;
9.21169;0.513182;0.513481;2.24242;2.5;
9.2117;0.512173;0.512436;2.23531;2.5;
9.21171;0.511327;0.511552;2.22921;2.5;
9.21172;0.510648;0.510835;2.22413;2.5;
9.21173;0.510139;0.510286;2.2201;2.5;
9.21174;0.509801;0.509909;2.21713;2.5;
9.21175;0.509636;0.509703;2.21524;2.5;
9.21176;0.509644;0.509671;2.21442;2.5;
9.21177;0.509825;0.509812;2.21469;2.5;
9.21178;0.51018;0.510126;2.21605;2.5;
9.21179;0.510705;0.510611;2.21848;2.5;
9.2118;0.5114;0.511266;2.22198;2.5;
9.21181;0.512261;0.512088;2.22653;2.5;
9.21182;0.513286;0.513074;2.23213;2.5;
9.21183;0.51447;0.51422;2.23873;2.5;
9.21184;0.515808;0.515521;2.24633;2.5;
9.21185;0.517297;0.516974;2.25489;2.5;
9.21186;0.518929;0.518572;2.26438;2.5;
9.21187;0.520699;0.520308;2.27476;2.5;
9.21188;0.522599;0.522177;2.28598;2.5;
9.21189;0.524623;0.52417;2.29802;2.5;
9.2119;0.526762;0.526281;2.31081;2.5;
9.21191;0.529008;0.528501;2.32432;2.5;
9.21192;0.531352;0.530821;2.33847;2.5;
9.21193;0.533785;0.533231;2.35323;2.5;
9.21194;0.536297;0.535724;2.36854;2.5;
9.21195;0.538879;0.538288;2.38432;2.5;
9.21196;0.54152;0.540913;2.40052;2.5;
9.21197;0.54421;0.54359;2.41708;2.5;
9.21198;0.546938;0.546307;2.43393;2.5;
9.21199;0.549693;0.549054;2.451;2.5;
9.212;0.552465;0.55182;2.46822;2.5;
9.21201;0.555242;0.554594;2.48553;2.5;
9.21202;0.558013;0.557365;2.50286;2.5;
9.21203;0.560767;0.560121;2.52013;2.5;
9.21204;0.563494;0.562853;2.53729;2.5;
9.21205;0.566182;0.565548;2.55426;2.5;
9.21206;0.56882;0.568196;2.57097;2.5;
9.21207;0.571399;0.570787;2.58736;2.5;
9.21208;0.573908;0.573311;2.60336;2.5;
9.21209;0.576337;0.575757;2.61891;2.5;
9.2121;0.578677;0.578116;2.63395;2.5;
9.21211;0.580917;0.580378;2.64841;2.5;
9.21212;0.58305;0.582535;2.66225;2.5;
9.21213;0.585067;0.584578;2.67541;2.5;
9.21214;0.58696;0.586498;2.68783;2.5;
9.21215;0.588722;0.588289;2.69947;2.5;
9.21216;0.590345;0.589944;2.71028;2.5;
9.21217;0.591824;0.591455;2.72022;2.5;
9.21218;0.593152;0.592817;2.72924;2.5;
9.21219;0.594325;0.594026;2.73733;2.5;
9.2122;0.595338;0.595075;2.74444;2.5;
9.21221;0.596186;0.595961;2.75054;2.5;
9.21222;0.596867;0.59668;2.75562;2.5;
9.21223;0.597378;0.59723;2.75965;2.5;
9.21224;0.597717;0.597609;2.76262;2.5;
9.21225;0.597883;0.597815;2.76451;2.5;
9.21226;0.597875;0.597847;2.76533;2.5;
9.21227;0.597692;0.597706;2.76506;2.5;
9.21228;0.597337;0.597391;2.7637;2.5;
9.21229;0.59681;0.596904;2.76127;2.5;
9.2123;0.596113;0.596247;2.75777;2.5;
9.21231;0.595249;0.595422;2.75322;2.5;
9.21232;0.594221;0.594433;2.74762;2.5;
9.21233;0.593033;0.593283;2.74102;2.5;
9.21234;0.59169;0.591977;2.73342;2.5;
9.21235;0.590198;0.590521;2.72486;2.5;
9.21236;0.588561;0.588918;2.71537;2.5;
9.21237;0.586787;0.587177;2.70499;2.5;
9.21238;0.584882;0.585304;2.69377;2.5;
9.21239;0.582853;0.583306;2.68173;2.5;
9.2124;0.58071;0.58119;2.66894;2.5;
9.21241;0.578459;0.578966;2.65544;2.5;
9.21242;0.576111;0.576642;2.64128;2.5;
9.21243;0.573674;0.574227;2.62652;2.5;
9.21244;0.571158;0.571732;2.61122;2.5;
9.21245;0.568573;0.569164;2.59543;2.5;
9.21246;0.565929;0.566536;2.57923;2.5;
9.21247;0.563237;0.563857;2.56267;2.5;
9.21248;0.560507;0.561138;2.54582;2.5;
9.21249;0.557751;0.55839;2.52876;2.5;
9.2125;0.554979;0.555623;2.51153;2.5;
9.21251;0.552202;0.552849;2.49422;2.5;
9.21252;0.549431;0.550079;2.47689;2.5;
9.21253;0.546678;0.547324;2.45962;2.5;
9.21254;0.543953;0.544594;2.44246;2.5;
9.21255;0.541268;0.541901;2.42549;2.5;
9.21256;0.538632;0.539256;2.40878;2.5;
9.21257;0.536056;0.536668;2.39239;2.5;
9.21258;0.533551;0.534148;2.37639;2.5;
9.21259;0.531126;0.531706;2.36084;2.5;
9.2126;0.52879;0.529351;2.3458;2.5;
9.21261;0.526554;0.527093;2.33134;2.5;
9.21262;0.524426;0.524941;2.3175;2.5;
9.21263;0.522413;0.522903;2.30434;2.5;
9.21264;0.520525;0.520987;2.29192;2.5;
9.21265;0.518768;0.519201;2.28028;2.5;
9.21266;0.517149;0.517551;2.26947;2.5;
9.21267;0.515675;0.516044;2.25954;2.5;
9.21268;0.51435;0.514685;2.25051;2.5;
9.21269;0.513181;0.513481;2.24242;2.5;
9.2127;0.512172;0.512435;2.23531;2.5;
9.21271;0.511326;0.511551;2.22921;2.5;
9.21272;0.510647;0.510834;2.22413;2.5;
9.21273;0.510138;0.510286;2.2201;2.5;
9.21274;0.5098;0.509908;2.21713;2.5;
9.21275;0.509635;0.509703;2.21524;2.5;
9.21276;0.509643;0.50967;2.21442;2.5;
9.21277;0.509825;0.509811;2.21469;2.5;
9.21278;0.510179;0.510125;2.21605;2.5;
9.21279;0.510704;0.51061;2.21848;2.5;
9.2128;0.511399;0.511265;2.22198;2.5;
9.21281;0.51226;0.512087;2.22653;2.5;
9.21282;0.513285;0.513073;2.23213;2.5;
9.21283;0.514469;0.514219;2.23873;2.5;
9.21284;0.515808;0.515521;2.24633;2.5;
9.21285;0.517296;0.516973;2.25489;2.5;
9.21286;0.518928;0.518571;2.26438;2.5;
9.21287;0.520698;0.520307;2.27476;2.5;
9.21288;0.522598;0.522176;2.28598;2.5;
9.21289;0.524622;0.52417;2.29802;2.5;
9.2129;0.526761;0.52628;2.31081;2.5;
9.21291;0.529007;0.5285;2.32432;2.5;
9.21292;0.531351;0.53082;2.33847;2.5;
9.21293;0.533784;0.53323;2.35323;2.5;
9.21294;0.536296;0.535723;2.36854;2.5;
9.21295;0.538878;0.538287;2.38432;2.5;
9.21296;0.541519;0.540912;2.40052;2.5;
9.21297;0.544209;0.543589;2.41708;2.5;
9.21298;0.546937;0.546306;2.43393;2.5;
9.21299;0.549692;0.549054;2.451;2.5;
9.213;0.552464;0.55182;2.46822;2.5;
9.21301;0.555241;0.554593;2.48553;2.5;
9.21302;0.558012;0.557364;2.50286;2.5;
9.21303;0.560766;0.56012;2.52013;2.5;
9.21304;0.563493;0.562852;2.53729;2.5;
9.21305;0.566181;0.565547;2.55426;2.5;
9.21306;0.568819;0.568195;2.57097;2.5;
9.21307;0.571398;0.570787;2.58736;2.5;
9.21308;0.573907;0.57331;2.60336;2.5;
9.21309;0.576336;0.575756;2.61891;2.5;
9.2131;0.578676;0.578115;2.63395;2.5;
9.21311;0.580917;0.580377;2.64841;2.5;
9.21312;0.58305;0.582534;2.66225;2.5;
9.21313;0.585067;0.584577;2.67541;2.5;
9.21314;0.58696;0.586497;2.68783;2.5;
9.21315;0.588721;0.588288;2.69947;2.5;
9.21316;0.590345;0.589943;2.71028;2.5;
9.21317;0.591823;0.591454;2.72022;2.5;
9.21318;0.593152;0.592817;2.72924;2.5;
9.21319;0.594324;0.594025;2.73733;2.5;
9.2132;0.595337;0.595074;2.74444;2.5;
9.21321;0.596185;0.59596;2.75054;2.5;
9.21322;0.596866;0.596679;2.75562;2.5;
9.21323;0.597377;0.59723;2.75965;2.5;
9.21324;0.597716;0.597608;2.76262;2.5;
9.21325;0.597882;0.597814;2.76451;2.5;
9.21326;0.597874;0.597846;2.76533;2.5;
9.21327;0.597692;0.597705;2.76506;2.5;
9.21328;0.597336;0.59739;2.7637;2.5;
9.21329;0.596809;0.596903;2.76127;2.5;
9.2133;0.596112;0.596246;2.75777;2.5;
9.21331;0.595248;0.595421;2.75322;2.5;
9.21332;0.59422;0.594432;2.74762;2.5;
9.21333;0.593032;0.593282;2.74102;2.5;
9.21334;0.59169;0.591976;2.73342;2.5;
9.21335;0.590197;0.59052;2.72486;2.5;
9.21336;0.58856;0.588918;2.71537;2.5;
9.21337;0.586786;0.587176;2.70499;2.5;
9.21338;0.584881;0.585303;2.69377;2.5;
9.21339;0.582853;0.583305;2.68173;2.5;
9.2134;0.580709;0.581189;2.66894;2.5;
9.21341;0.578459;0.578965;2.65544;2.5;
9.21342;0.57611;0.576641;2.64128;2.5;
9.21343;0.573673;0.574227;2.62652;2.5;
9.21344;0.571157;0.571731;2.61122;2.5;
9.21345;0.568572;0.569164;2.59543;2.5;
9.21346;0.565928;0.566535;2.57923;2.5;
9.21347;0.563236;0.563856;2.56267;2.5;
9.21348;0.560506;0.561137;2.54582;2.5;
9.21349;0.55775;0.558389;2.52876;2.5;
9.2135;0.554978;0.555622;2.51153;2.5;
9.21351;0.552201;0.552849;2.49422;2.5;
9.21352;0.549431;0.550078;2.47689;2.5;
9.21353;0.546677;0.547323;2.45962;2.5;
9.21354;0.543953;0.544594;2.44246;2.5;
9.21355;0.541267;0.541901;2.42549;2.5;
9.21356;0.538631;0.539255;2.40878;2.5;
9.21357;0.536055;0.536667;2.39239;2.5;
9.21358;0.53355;0.534147;2.37639;2.5;
9.21359;0.531125;0.531705;2.36084;2.5;
9.2136;0.52879;0.52935;2.3458;2.5;
9.21361;0.526553;0.527092;2.33134;2.5;
9.21362;0.524425;0.52494;2.3175;2.5;
9.21363;0.522413;0.522902;2.30434;2.5;
9.21364;0.520524;0.520986;2.29192;2.5;
9.21365;0.518767;0.5192;2.28028;2.5;
9.21366;0.517148;0.51755;2.26947;2.5;
